age_at_event mean,Average Net Result mean,Mark mean,Mark min,Mark var,current_match_ranking mean,current_match_ranking min,Average Rank mean,efficiency mean,Nat,Years to Olympics,Olympic Ranking
25,10.38333333,10.21166667,10.14,0.002176667,2.5,1.0,18429.66667,0.5,1144.561396,5,9
19,10.41,10.22,10.18,0.0032,1.0,1.0,19557.5,1.0,1144.561396,1,9
21,10.27,10.27,10.27,0.0,2.0,1.0,27452.0,1.0,1144.561396,3,9
22,10.31,10.214,10.09,0.00543,1.8,1.0,19674.6,0.6,1144.561396,2,9
23,10.341,10.199,10.04,0.007343333,3.111111111,1.0,18401.7,0.7,1144.561396,1,9
24,10.29785714,10.18214286,9.99,0.00811044,2.714285714,1.0,16534.0,0.714285714,1144.561396,4,9
26,10.3175,10.205,10.09,0.006033333,3.0,2.0,18468.25,0.75,1144.561396,2,9
27,10.288,10.146,10.06,0.00473,3.2,1.0,11292.4,0.8,1144.561396,1,9
28,10.24058824,10.11117647,9.98,0.006511029,2.764705882,1.0,8859.529412,0.647058824,1144.561396,4,9
29,10.30583333,10.19166667,10.0,0.012469697,4.0,1.0,19061.08333,0.666666667,1144.561396,3,9
30,10.343,10.197,10.1,0.00689,3.2,1.0,18159.1,0.8,1144.561396,2,9
33,10.2675,10.2525,10.16,0.004358333,4.0,2.0,25727.0,1.0,1144.561396,3,9
34,10.39,10.3,10.3,0.0,1.0,1.0,33876.0,1.0,1144.561396,2,9
17,10.31,10.29,10.29,0.0,1.0,1.0,31544.0,1.0,1151.202683,3,9
19,10.33333333,10.27333333,10.25,0.000633333,4.666666667,2.0,28366.0,1.0,1151.202683,1,9
20,10.355,10.235,10.2,0.002233333,3.5,2.0,22002.75,1.0,1151.202683,5,9
21,10.33714286,10.16857143,10.05,0.006180952,1.714285714,1.0,14153.85714,0.714285714,1151.202683,4,9
22,10.28875,10.1775,10.09,0.005935714,2.75,1.0,15273.875,0.75,1151.202683,3,9
19,10.45,10.3,10.3,0.0,3.0,3.0,33876.0,1.0,1144.561396,4,9
20,10.3325,10.2525,10.21,0.000958333,2.5,1.0,24505.5,0.75,1144.561396,3,9
21,10.26272727,10.16636364,9.97,0.010065455,1.363636364,1.0,15008.72727,0.727272727,1144.561396,2,9
22,10.06,10.075,9.98,0.01805,1.0,1.0,6967.5,1.0,1144.561396,1,9
23,10.242,10.067,9.86,0.00969,2.6,1.0,6255.9,0.6,1144.561396,4,9
24,10.25,10.08,10.08,0.0,2.0,2.0,5146.0,1.0,1144.561396,3,9
25,10.565,10.155,10.14,0.00045,6.5,5.0,10958.5,0.0,1144.561396,2,9
26,10.52,10.25,10.25,0.0,2.0,1.0,23770.0,0.0,1144.561396,1,9
27,10.52666667,10.23333333,10.19,0.002033333,4.333333333,4.0,21520.66667,0.0,1144.561396,5,9
21,10.18857143,10.18857143,10.11,0.003814286,2.285714286,1.0,15867.28571,0.857142857,1143.307692,2,9
22,10.38,10.15,10.15,0.0,2.0,2.0,10382.0,0.0,1143.307692,1,9
23,10.34,10.245,10.23,0.00045,2.0,2.0,23035.0,1.0,1143.307692,4,9
24,10.33,10.23714286,10.2,0.001290476,1.142857143,1.0,22096.28571,1.0,1143.307692,3,9
25,10.21142857,10.18,10.12,0.001833333,2.0,1.0,14147.85714,1.0,1143.307692,2,9
26,10.27166667,10.20833333,10.07,0.006016667,2.166666667,1.0,19142.33333,1.0,1143.307692,1,9
27,10.15,10.06,9.97,0.00412,1.166666667,1.0,4863.333333,1.0,1143.307692,5,9
28,10.20142857,10.15142857,9.98,0.007580952,3.142857143,1.0,12407.71429,0.857142857,1143.307692,4,9
29,10.30666667,10.13,10.04,0.0063,1.333333333,1.0,9774.666667,0.666666667,1143.307692,3,9
30,10.375,10.24,10.23,0.0002,1.0,1.0,22125.0,1.0,1143.307692,2,9
31,10.374,10.238,10.12,0.00487,1.2,1.0,23336.6,0.6,1143.307692,1,9
22,10.33,10.21,10.18,0.0013,1.666666667,1.0,17774.0,1.0,1138.35625,4,9
24,10.45333333,10.26666667,10.24,0.000933333,2.333333333,2.0,27182.33333,0.666666667,1138.35625,2,9
25,10.345,10.245,10.21,0.00245,1.0,1.0,23400.0,1.0,1138.35625,1,9
26,10.32833333,10.22,10.02,0.0064,2.0,1.0,21173.0,0.833333333,1138.35625,4,9
27,10.2895,10.219,10.06,0.003367368,2.4,1.0,20024.65,0.9,1138.35625,3,9
28,10.2785,10.1335,10.01,0.006897632,2.5,1.0,10934.95,0.65,1138.35625,2,9
29,10.21909091,10.20909091,10.03,0.007009091,3.363636364,1.0,19673.18182,0.909090909,1138.35625,1,9
30,10.355,10.214,10.16,0.000982222,3.1,1.0,18367.1,0.7,1138.35625,5,9
31,10.36,10.29,10.29,0.0,6.0,6.0,31544.0,1.0,1138.35625,4,9
22,10.36125,10.185,10.05,0.009028571,3.0,1.0,17088.375,0.625,1151.202683,1,9
23,10.40428571,10.19428571,10.02,0.007961905,2.571428571,1.0,17721.42857,0.285714286,1151.202683,4,9
24,10.425,10.285,10.27,0.00045,1.0,1.0,30664.0,1.0,1151.202683,3,9
23,10.32,10.2,10.2,0.0,2.0,2.0,16027.0,1.0,1144.561396,4,9
24,10.225,10.14,10.13,0.0002,2.5,1.0,9484.5,1.0,1144.561396,3,9
26,10.355,10.185,10.12,0.00845,2.0,2.0,15757.0,0.5,1144.561396,1,9
27,10.35,10.17,10.07,0.0046,3.5,2.0,13561.0,0.5,1144.561396,4,9
28,10.39333333,10.12666667,10.05,0.004633333,5.0,5.0,9199.0,0.333333333,1144.561396,3,9
29,10.26,10.25666667,10.2,0.002633333,1.0,1.0,25785.0,1.0,1144.561396,2,9
30,10.375,10.185,10.11,0.01125,3.0,3.0,16303.5,0.5,1144.561396,1,9
20,10.57,10.21,10.21,0.0,2.0,2.0,17420.0,0.0,1151.202683,4,9
21,10.33,10.29,10.29,0.0,2.0,2.0,31544.0,1.0,1151.202683,3,9
22,10.47,10.24666667,10.2,0.002533333,3.0,1.0,23994.66667,0.333333333,1151.202683,2,9
23,10.32,10.25666667,10.24,0.000433333,5.333333333,4.0,25077.0,1.0,1151.202683,1,9
24,10.34,10.2,10.2,0.0,3.0,3.0,16027.0,1.0,1151.202683,4,9
25,10.28,10.21,10.21,0.0,6.0,6.0,17420.0,1.0,1151.202683,3,9
26,10.3,10.16,10.16,0.0,4.0,4.0,11386.0,1.0,1151.202683,2,9
27,10.35666667,10.14666667,10.08,0.009733333,2.333333333,2.0,12363.33333,0.333333333,1151.202683,1,9
28,10.365,10.245,10.2,0.00405,1.0,1.0,23785.5,0.5,1151.202683,5,9
29,10.33666667,10.25,10.24,0.0003,1.333333333,1.0,23871.33333,1.0,1151.202683,4,9
30,10.20833333,10.20833333,10.1,0.004296667,1.5,1.0,18611.66667,1.0,1151.202683,3,9
32,10.275,10.215,10.17,0.00405,2.5,1.0,19018.0,1.0,1151.202683,1,9
19,10.46,10.24,10.24,0.0,1.0,1.0,22081.0,0.0,1141.238585,4,9
20,10.234,10.172,9.96,0.012528889,2.0,1.0,16318.5,0.9,1141.238585,3,9
22,10.342,10.202,10.13,0.00302,1.0,1.0,17310.6,0.8,1141.238585,1,9
18,10.435,10.22,10.22,0.0,3.0,1.0,18909.0,0.5,1151.202683,2,6
19,10.36428571,10.25857143,10.19,0.001514286,2.428571429,1.0,25916.85714,0.857142857,1151.202683,1,6
21,10.48,10.29,10.29,0.0,1.0,1.0,31544.0,1.0,1151.202683,3,7
22,10.21,10.1525,9.89,0.009914474,1.5,1.0,13398.85,0.8,1151.202683,2,7
23,10.23,10.14357143,10.01,0.006824725,1.714285714,1.0,11859.07143,0.857142857,1151.202683,1,7
24,10.19705882,10.06705882,9.9,0.010059559,1.117647059,1.0,6544.117647,0.705882353,1151.202683,4,7
25,10.25571429,10.22857143,10.17,0.001780952,2.285714286,1.0,20851.71429,1.0,1151.202683,3,7
26,10.25181818,10.15454545,9.96,0.010987273,2.545454545,1.0,13884.36364,0.909090909,1151.202683,2,7
27,10.265,10.17166667,10.06,0.005856667,2.666666667,1.0,14333.83333,1.0,1151.202683,1,7
28,10.25222222,10.19555556,10.11,0.003477778,3.444444444,1.0,16751.33333,1.0,1151.202683,4,9
29,10.39,10.17333333,10.09,0.005233333,3.666666667,2.0,14017.0,0.666666667,1151.202683,3,9
30,10.26,10.19076923,9.89,0.011507692,3.461538462,1.0,18119.30769,0.846153846,1151.202683,2,9
31,10.335,10.1975,10.18,0.000291667,2.666666667,1.0,15790.75,0.75,1151.202683,1,9
32,10.25222222,10.18111111,10.1,0.005486111,1.888888889,1.0,15552.0,0.888888889,1151.202683,4,9
33,10.35,10.25,10.25,0.0,1.0,1.0,23770.0,1.0,1151.202683,3,9
34,10.375,10.24,10.22,0.0008,2.5,2.0,22249.5,1.0,1151.202683,2,9
35,10.50666667,10.10666667,9.99,0.011433333,1.5,1.0,8776.666667,0.0,1151.202683,1,9
20,10.19,10.04,10.04,0.0,1.0,1.0,3236.0,1.0,1137.753126,1,9
21,10.17,10.11888889,10.03,0.003536111,2.777777778,1.0,8597.333333,0.888888889,1137.753126,5,9
22,10.04222222,10.02,9.88,0.006725,2.555555556,1.0,3461.555556,0.888888889,1137.753126,4,9
23,10.06,9.97,9.97,0.0,4.0,4.0,1277.0,1.0,1137.753126,3,9
25,10.204,10.184,10.12,0.00343,3.6,1.0,15073.6,1.0,1137.753126,1,9
19,10.65,10.28,10.28,0.0,1.0,1.0,29380.0,0.0,1144.561396,2,9
20,10.51,10.22,10.16,0.0072,1.5,1.0,20383.0,0.0,1144.561396,1,9
21,10.43666667,10.27,10.25,0.0004,2.0,1.0,27588.66667,0.666666667,1144.561396,4,9
22,10.195,10.22,10.14,0.0128,1.5,1.0,21673.5,1.0,1144.561396,3,9
23,10.25923077,10.06076923,9.82,0.012824359,2.307692308,1.0,6257.923077,0.538461538,1144.561396,2,9
24,10.34571429,10.17714286,10.04,0.005657143,3.428571429,1.0,14916.71429,0.714285714,1144.561396,1,9
25,10.36,10.17333333,10.04,0.006786667,2.833333333,1.0,14786.83333,0.666666667,1144.561396,5,9
26,10.338,10.212,10.12,0.00637,2.8,1.0,19750.6,0.8,1144.561396,4,9
29,10.51,10.27,10.27,0.0,1.0,1.0,27452.0,0.0,1144.561396,1,9
25,10.218,10.218,10.16,0.00212,2.8,1.0,19305.0,1.0,1131.111437,2,9
26,10.66,10.3,10.3,0.0,3.0,3.0,33876.0,0.0,1131.111437,1,9
28,10.47,10.2,10.2,0.0,3.0,3.0,16027.0,0.0,1131.111437,3,9
29,10.35,10.29,10.29,0.0,1.0,1.0,31544.0,1.0,1131.111437,2,9
30,10.45333333,10.26333333,10.25,0.000233333,3.5,3.0,26246.66667,0.666666667,1131.111437,1,9
20,10.65666667,10.25666667,10.2,0.002633333,3.0,2.0,25785.0,0.333333333,1137.753126,1,9
21,10.3925,10.2175,10.18,0.002425,3.0,1.0,19280.75,0.5,1137.753126,5,9
23,10.47333333,10.25666667,10.21,0.001733333,2.666666667,1.0,25472.0,0.333333333,1137.753126,3,9
18,10.43,10.265,10.26,5e-05,1.5,1.0,26521.0,1.0,1131.117647,3,9
19,10.41333333,10.19,10.08,0.004,3.0,1.0,16016.0,0.5,1131.117647,2,9
20,10.37,10.2425,10.22,0.000491667,1.5,1.0,22652.75,0.5,1131.117647,1,9
21,10.35,10.21333333,10.14,0.002466667,2.666666667,1.0,18766.33333,0.833333333,1131.117647,5,9
22,10.31,10.19,10.06,0.010733333,2.428571429,1.0,18393.0,0.571428571,1131.117647,4,9
23,10.355,10.13428571,9.99,0.013703297,1.142857143,1.0,13239.85714,0.5,1131.117647,3,9
24,10.3925,10.19,10.02,0.015333333,1.25,1.0,18880.5,0.5,1131.117647,2,9
25,10.3,10.24,10.24,0.0,1.0,1.0,22081.0,1.0,1135.241758,1,9
26,10.285,10.25,10.16,0.004066667,1.25,1.0,25144.0,1.0,1135.241758,4,9
27,10.34333333,10.25,10.2,0.0025,3.333333333,1.0,24557.66667,0.666666667,1135.241758,3,9
28,10.30571429,10.20571429,10.12,0.004261905,2.285714286,1.0,18281.71429,1.0,1135.241758,2,9
29,10.36666667,10.28,10.27,0.0001,1.0,1.0,29458.66667,1.0,1135.241758,1,9
31,10.44,10.25,10.25,0.0,1.0,1.0,23770.0,1.0,1135.241758,4,9
22,10.52,10.22,10.22,0.0,1.0,1.0,18909.0,0.0,1144.561396,1,9
23,10.405,10.17,10.13,0.0032,1.5,1.0,13003.5,0.5,1144.561396,5,9
24,10.38125,10.18875,10.14,0.003298214,3.25,1.0,15772.875,0.5,1144.561396,4,9
25,10.49333333,10.23666667,10.18,0.003033333,1.333333333,1.0,22383.33333,0.333333333,1144.561396,3,9
22,10.43,10.24666667,10.19,0.003033333,3.0,2.0,24116.0,0.666666667,1151.202683,3,9
23,10.515,10.24,10.21,0.0018,2.0,2.0,22436.0,0.0,1151.202683,2,9
24,10.4575,10.275,10.23,0.0011,7.5,7.0,28921.0,0.75,1151.202683,1,9
25,10.44,10.23,10.23,0.0,2.0,2.0,20480.0,0.5,1151.202683,4,9
26,10.44,10.18,10.07,0.0242,3.0,3.0,18075.0,0.5,1151.202683,3,9
27,10.35714286,10.23285714,10.13,0.00332381,2.833333333,2.0,22113.42857,0.714285714,1151.202683,2,9
28,10.44,10.21,10.14,0.0058,3.0,2.0,19246.75,0.5,1151.202683,1,9
30,10.394,10.26,10.23,0.0006,1.2,1.0,25788.8,1.0,1151.202683,3,9
31,10.37461538,10.23769231,10.13,0.002585897,2.538461538,1.0,22685.15385,0.615384615,1151.202683,2,9
32,10.56333333,10.26333333,10.24,0.001033333,2.333333333,1.0,26575.66667,0.333333333,1151.202683,1,9
33,10.51,10.27,10.27,0.0,4.0,4.0,27452.0,0.0,1151.202683,4,9
23,10.33,10.19,10.15,0.0032,1.5,1.0,15431.0,0.5,1137.753126,1,9
24,10.2625,10.22,10.1,0.007266667,1.5,1.0,21120.0,1.0,1137.753126,4,9
25,10.31888889,10.22444444,10.12,0.003702778,4.888888889,2.0,20911.66667,0.777777778,1137.753126,3,9
26,10.19375,10.15625,10.05,0.006255357,3.25,1.0,12891.875,1.0,1137.753126,2,9
27,10.26363636,10.13363636,9.92,0.010165455,2.727272727,1.0,11422.90909,0.727272727,1137.753126,1,9
28,10.334,10.232,10.18,0.00187,3.6,1.0,21372.8,1.0,1137.753126,5,9
29,10.28,10.26,10.26,0.0,1.0,1.0,25590.0,1.0,1137.753126,4,9
30,10.26,10.26,10.23,0.0007,4.0,1.0,25770.66667,1.0,1137.753126,3,9
32,10.53,10.3,10.3,0.0,1.0,1.0,33876.0,0.0,1137.753126,1,9
21,10.465,10.265,10.26,5e-05,2.5,2.0,26521.0,0.5,1147.236581,3,9
22,10.31142857,10.17,9.95,0.013366667,2.142857143,1.0,16021.42857,0.571428571,1147.236581,2,9
23,10.11294118,10.05823529,9.89,0.010140441,2.0,1.0,6098.529412,0.941176471,1147.236581,1,9
24,10.12142857,10.07142857,9.93,0.00669011,3.714285714,1.0,6157.714286,0.928571429,1147.236581,4,9
25,10.16882353,10.11117647,9.89,0.012198529,2.352941176,1.0,10128.52941,0.823529412,1147.236581,3,9
26,10.145,10.08833333,9.85,0.009767647,3.444444444,1.0,7655.666667,0.888888889,1147.236581,2,9
27,10.166,10.121,9.96,0.011232222,3.8,1.0,10702.5,1.0,1147.236581,1,9
28,10.30888889,10.14444444,9.91,0.011177778,3.555555556,1.0,12592.33333,0.555555556,1147.236581,4,9
29,10.155,10.09555556,9.74,0.019026144,2.722222222,1.0,9583.277778,0.944444444,1147.236581,3,9
30,10.26,10.11666667,10.04,0.017633333,4.333333333,1.0,11308.0,1.0,1147.236581,2,9
31,10.29375,10.18125,9.97,0.0116125,2.625,1.0,17076.625,0.875,1147.236581,1,9
36,10.505,10.285,10.27,0.00045,2.5,2.0,30664.0,0.5,1147.236581,1,9
22,10.234,10.206,10.16,0.00228,2.2,1.0,17629.6,1.0,1137.753126,2,9
23,10.36,10.268,10.21,0.00127,3.4,1.0,27562.0,1.0,1137.753126,1,9
24,10.29,10.25,10.25,0.0,1.0,1.0,23770.0,1.0,1137.753126,4,9
25,10.25,10.24,10.23,0.0002,1.5,1.0,22125.0,1.0,1137.753126,3,9
20,10.48,10.26,10.26,0.0,2.0,2.0,25590.0,0.0,1135.625,3,9
22,10.435,10.215,10.1,0.006833333,1.5,1.0,20151.5,0.25,1135.625,1,9
21,10.51,10.26,10.26,0.0,1.0,1.0,25590.0,0.0,1127.759152,2,9
21,10.24333333,10.27666667,10.23,0.001633333,3.333333333,1.0,29410.66667,1.0,1140.106017,4,9
22,10.38,10.18,10.18,0.0,1.0,1.0,13525.0,1.0,1140.106017,3,9
24,10.35,10.18,10.08,0.02,3.0,1.0,17263.0,0.5,1140.106017,1,9
25,10.2375,10.195,10.1,0.004457143,1.857142857,1.0,16909.125,0.75,1140.106017,4,9
26,10.49,10.195,10.18,0.00045,2.0,2.0,15472.5,0.0,1140.106017,3,9
20,10.48,10.275,10.27,5e-05,2.0,1.0,28416.0,0.5,1144.561396,1,9
19,10.36,10.29,10.29,0.0,1.0,1.0,31544.0,1.0,1131.117647,3,9
24,10.335,10.22,10.13,0.006866667,1.5,1.0,21072.25,0.75,1131.117647,2,9
25,10.22333333,10.14666667,10.11,0.001233333,1.0,1.0,10308.0,1.0,1131.117647,1,9
26,10.305,10.16,10.06,0.02,1.5,1.0,14861.0,0.5,1131.117647,5,9
27,10.29,10.18,10.18,0.0,2.0,2.0,13525.0,1.0,1131.117647,4,9
28,10.34111111,10.12888889,9.98,0.014811111,1.555555556,1.0,12644.88889,0.444444444,1131.117647,3,9
29,10.39,10.2,10.07,0.0133,1.333333333,1.0,19410.33333,0.666666667,1131.117647,2,9
21,10.36,10.22,10.22,0.0,3.0,3.0,18909.0,1.0,1129.376263,4,5
22,10.2,10.02,10.02,0.0,1.0,1.0,2531.0,1.0,1129.376263,3,5
23,10.22,10.27,10.27,0.0,2.0,2.0,27452.0,1.0,1129.376263,2,5
24,10.27727273,10.17090909,10.0,0.007209091,2.727272727,1.0,14773.54545,0.909090909,1129.376263,1,5
25,10.1925,10.215,10.17,0.0009,1.5,1.0,18471.5,1.0,1129.376263,4,9
26,10.24,10.19,10.12,0.0098,2.5,1.0,16667.0,1.0,1129.376263,3,9
27,10.27666667,10.16555556,10.08,0.004377778,2.888888889,1.0,13324.0,0.888888889,1129.376263,2,9
28,10.296,10.232,10.17,0.00187,2.0,1.0,21412.2,1.0,1129.376263,1,9
29,10.275,10.255,10.2,0.001633333,1.75,1.0,25180.25,1.0,1129.376263,4,9
31,10.18666667,10.22333333,10.18,0.003433333,3.333333333,2.0,20365.33333,1.0,1129.376263,2,9
32,10.36,10.3,10.3,0.0,4.0,4.0,33876.0,1.0,1129.376263,1,9
33,10.74,10.21,10.21,0.0,3.0,3.0,17420.0,0.0,1129.376263,4,9
19,10.29,10.285,10.28,5e-05,1.5,1.0,30462.0,1.0,1144.561396,4,9
20,10.3,10.09,10.09,0.0,1.0,1.0,5722.0,0.0,1144.561396,3,9
21,10.334,10.19,10.12,0.00295,1.8,1.0,15697.4,0.8,1144.561396,2,9
22,10.25,10.3,10.3,0.0,6.0,6.0,33876.0,1.0,1144.561396,1,9
23,10.39,10.23,10.23,0.0,1.0,1.0,20480.0,1.0,1144.561396,4,9
24,10.45,10.27666667,10.25,0.000633333,2.333333333,1.0,29008.66667,0.666666667,1131.111437,4,9
26,10.455,10.215,10.15,0.00845,4.5,4.0,19881.0,0.5,1131.111437,2,9
27,10.21,10.2,10.2,0.0,1.0,1.0,16027.0,1.0,1131.111437,1,9
28,10.6,10.2925,10.27,0.000225,5.25,3.0,32270.0,0.0,1131.111437,4,9
23,10.425,10.255,10.25,5e-05,2.0,1.0,24680.0,1.0,1144.561396,4,9
24,10.382,10.272,10.24,0.00062,3.6,2.0,28096.6,0.8,1144.561396,3,9
26,10.265,10.16285714,9.95,0.011791209,3.785714286,1.0,15112.35714,0.785714286,1144.561396,1,9
27,10.375,10.19,10.09,0.02,2.5,2.0,18633.0,0.5,1144.561396,4,9
20,10.57,10.29,10.28,0.0002,3.0,3.0,31628.0,0.0,1144.561396,5,9
21,10.434,10.268,10.22,0.00157,2.8,2.0,27737.0,0.8,1144.561396,4,9
22,10.28142857,10.13428571,10.05,0.007061905,1.857142857,1.0,10968.28571,0.714285714,1144.561396,3,9
24,10.54,10.24666667,10.22,0.000633333,6.0,2.0,23377.0,0.0,1144.561396,1,9
22,10.32,10.25666667,10.21,0.002033333,2.666666667,1.0,25628.66667,0.666666667,1129.376263,1,9
24,10.28142857,10.22785714,10.14,0.002587363,1.785714286,1.0,21147.21429,0.928571429,1129.376263,4,9
25,10.25933333,10.21933333,10.1,0.00486381,1.733333333,1.0,20621.4,0.933333333,1129.376263,3,9
26,10.42333333,10.15666667,10.13,0.000933333,1.0,1.0,11223.66667,0.333333333,1129.376263,2,9
27,10.30333333,10.22888889,10.15,0.001661111,1.777777778,1.0,20885.33333,0.666666667,1129.376263,1,9
17,10.52,10.18,10.18,0.0,2.0,2.0,13525.0,0.0,1123.370066,3,9
19,10.53,10.27,10.27,0.0,1.0,1.0,27452.0,0.0,1123.370066,1,9
20,10.2,10.19,10.19,0.0,1.0,1.0,14702.0,1.0,1123.370066,5,9
21,10.24,10.25,10.2,0.001,1.833333333,1.0,24143.83333,1.0,1123.370066,4,9
22,10.27,10.18,10.08,0.02,1.5,1.0,17263.0,1.0,1123.370066,3,9
23,10.408,10.14,10.06,0.00485,1.2,1.0,10718.0,0.4,1123.370066,2,9
24,10.20157895,10.15105263,9.96,0.008076608,1.894736842,1.0,12939.36842,0.842105263,1123.370066,1,9
22,10.22,10.22,10.22,0.0,1.0,1.0,18909.0,1.0,1118.43956,1,9
24,10.43,10.26,10.26,0.0,2.0,2.0,25590.0,1.0,1118.43956,3,9
25,10.27,10.2125,10.08,0.004707143,2.0,1.0,19393.5,1.0,1118.43956,2,9
26,10.26,10.24222222,10.1,0.004219444,2.125,1.0,24001.11111,0.888888889,1118.43956,1,9
28,10.3575,10.245,10.2,0.000828571,1.5,1.0,23208.625,0.75,1118.43956,3,9
30,10.26,10.245,10.21,0.00245,2.0,1.0,23400.0,1.0,1118.43956,1,9
32,10.39,10.28,10.28,0.0,1.0,1.0,29380.0,1.0,1118.43956,3,9
18,10.375,10.21,10.21,0.0,1.0,1.0,17420.0,0.5,1151.202683,5,9
20,10.44,10.165,10.06,0.02205,1.0,1.0,15792.0,0.0,1151.202683,3,9
22,10.3,10.15,9.97,0.01252,1.166666667,1.0,13501.66667,0.5,1151.202683,1,9
20,10.33,10.195,10.08,0.00451,2.333333333,1.0,16813.33333,0.833333333,1144.561396,4,9
22,10.28181818,10.15,10.01,0.00796,1.363636364,1.0,12694.09091,0.636363636,1144.561396,2,9
23,10.28222222,10.16333333,10.05,0.006,1.888888889,1.0,13584.22222,0.555555556,1144.561396,1,9
27,10.275,10.2775,10.26,0.000225,3.0,1.0,29032.5,1.0,1144.561396,1,9
20,10.295,10.245,10.24,5e-05,2.0,1.0,22925.5,1.0,1138.013621,3,9
21,10.30416667,10.22083333,10.12,0.003844697,2.25,1.0,20505.16667,0.916666667,1138.013621,2,9
22,10.2475,10.19375,10.11,0.003798214,2.0,1.0,16610.25,0.875,1138.013621,1,9
23,10.1925,10.129,9.99,0.007335789,2.9,1.0,10698.6,0.8,1138.013621,4,9
24,10.23666667,10.18962963,10.1,0.002949858,2.962962963,1.0,15859.40741,0.962962963,1138.013621,3,9
26,10.29230769,10.22461538,10.1,0.003710256,4.538461538,1.0,20976.53846,0.923076923,1138.013621,1,9
27,10.333,10.26,10.15,0.002555556,3.9,1.0,26655.2,0.9,1138.013621,4,9
28,10.345,10.25,10.22,0.001266667,1.75,1.0,24258.75,0.75,1138.013621,3,9
30,10.51,10.185,10.17,0.00045,6.0,6.0,14236.5,0.0,1138.013621,1,9
23,10.348,10.254,10.22,0.00128,4.2,2.0,24968.8,1.0,1147.236581,4,9
24,10.3425,10.1175,10.05,0.003691667,2.25,1.0,8396.25,0.25,1147.236581,3,9
25,10.32333333,10.21,10.17,0.0037,3.666666667,1.0,18450.33333,0.666666667,1147.236581,2,9
26,10.30428571,10.18,10.03,0.007133333,3.142857143,1.0,15679.14286,0.857142857,1147.236581,1,9
27,10.295,10.19333333,9.99,0.011466667,2.333333333,1.0,18387.0,0.666666667,1147.236581,4,9
28,10.292,10.204,10.09,0.00458,2.4,1.0,17996.6,1.0,1147.236581,3,9
29,10.28333333,10.21,10.16,0.0061,2.333333333,2.0,19236.0,1.0,1147.236581,2,9
30,10.2575,10.1725,9.99,0.014825,1.75,1.0,16189.25,1.0,1147.236581,1,9
31,10.37,10.205,10.15,0.00605,2.0,1.0,17986.0,1.0,1147.236581,5,9
33,10.38,10.2,10.17,0.0018,1.5,1.0,16463.0,0.5,1147.236581,3,9
21,10.428,10.234,10.14,0.00423,1.8,1.0,22558.2,0.6,1144.561396,3,9
22,10.25166667,10.0825,9.94,0.008765909,3.0,1.0,7119.083333,0.666666667,1144.561396,2,9
23,10.249,10.132,9.95,0.008528889,1.9,1.0,11111.5,0.8,1144.561396,1,9
24,10.07125,10.05125,9.86,0.018183929,3.125,1.0,7444.75,0.875,1144.561396,5,5
25,9.990769231,9.921538462,9.78,0.003697436,1.230769231,1.0,836.9230769,0.923076923,1144.561396,4,5
26,10.02333333,10.24666667,10.2,0.001733333,2.333333333,1.0,23665.66667,0.666666667,1144.561396,3,5
27,10.25,10.115,10.0,0.02645,2.0,1.0,11217.0,1.0,1144.561396,2,5
28,10.030625,9.95875,9.82,0.013078333,1.875,1.0,3083.1875,0.875,1144.561396,1,5
26,10.3,10.3,10.3,0.0,1.0,1.0,33876.0,1.0,1124.962329,1,9
29,10.285,10.265,10.24,0.00125,2.0,1.0,26812.5,1.0,1124.962329,2,9
30,10.3,10.2475,10.22,0.000625,1.75,1.0,23535.0,1.0,1124.962329,1,9
32,10.4825,10.2825,10.24,0.000825,2.0,1.0,30344.25,0.75,1124.962329,3,9
22,10.35,10.19,10.19,0.0,2.0,2.0,14702.0,1.0,1140.91766,2,9
23,10.238,10.262,10.2,0.00232,1.6,1.0,26846.4,1.0,1140.91766,1,9
24,10.416,10.248,10.2,0.00127,1.8,1.0,23844.0,0.6,1140.91766,4,9
25,10.39,10.17,10.17,0.0,1.0,1.0,12446.0,0.0,1140.91766,3,9
26,10.37666667,10.20666667,10.12,0.005733333,1.333333333,1.0,18471.66667,0.666666667,1140.91766,2,9
27,10.375,10.285,10.28,5e-05,1.5,1.0,30462.0,1.0,1140.91766,1,9
28,10.605,10.26,10.25,0.0002,1.0,1.0,25611.0,0.0,1140.91766,5,9
29,10.294,10.232,10.06,0.00952,3.0,1.0,23688.4,0.8,1140.91766,4,9
30,10.36,10.3,10.3,0.0,2.5,1.0,33876.0,1.0,1140.91766,3,9
32,10.54,10.26,10.26,0.0,3.0,3.0,25590.0,0.0,1140.91766,1,9
23,10.54333333,10.28333333,10.26,0.000433333,3.666666667,1.0,30336.66667,0.333333333,1124.962329,3,9
25,10.47,10.29,10.29,0.0,3.0,3.0,31544.0,1.0,1124.962329,1,9
26,10.42,10.272,10.24,0.00052,1.8,1.0,28061.4,0.6,1124.962329,5,9
27,10.41,10.27,10.27,0.0,5.0,5.0,27452.0,1.0,1124.962329,4,9
28,10.36333333,10.20666667,10.12,0.006033333,5.0,1.0,18558.66667,0.666666667,1124.962329,3,9
30,10.55,10.25,10.25,0.0,8.0,8.0,23770.0,0.0,1124.962329,1,9
21,10.55,10.26,10.26,0.0,7.0,7.0,25590.0,0.0,1144.561396,1,9
23,10.45,10.24,10.21,0.0018,4.5,2.0,22436.0,0.5,1144.561396,3,9
