age_at_event mean,Average Net Result mean,Mark mean,Mark min,Mark var,current_match_ranking mean,current_match_ranking min,Average Rank mean,efficiency mean,Nat,Years to Olympics,Olympic Ranking
27,10.15,10.01466667,9.78,0.014026667,1.266666667,1.0,4820.533333,0.8,1144.561396,1,1
28,10.114,10.102,10.05,0.00112,1.2,1.0,6720.6,1.0,1144.561396,4,9
29,10.208,10.141,10.05,0.00541,1.555555556,1.0,11152.7,0.9,1144.561396,3,9
30,10.13454545,10.02545455,9.8,0.016687273,1.454545455,1.0,5106.272727,0.818181818,1144.561396,2,9
31,10.19,10.10333333,9.95,0.0095,1.666666667,1.0,8784.666667,0.666666667,1144.561396,1,9
32,10.19916667,10.075,9.9,0.007627273,2.5,1.0,6489.583333,0.75,1144.561396,4,9
33,10.18,10.14,10.04,0.01,1.0,1.0,11596.0,1.0,1144.561396,3,9
34,10.4,10.095,9.94,0.04805,4.0,3.0,12300.0,0.5,1144.561396,2,9
35,10.24875,10.0975,9.94,0.01025,3.142857143,1.0,8622.875,0.625,1144.561396,1,9
22,10.402,10.206,10.07,0.00813,1.6,1.0,19379.2,0.4,1140.730233,4,9
24,10.26142857,10.22,10.11,0.003166667,1.857142857,1.0,19969.14286,0.857142857,1140.730233,2,9
26,10.67,10.29,10.29,0.0,1.0,1.0,31544.0,0.0,1140.730233,4,9
18,10.61,10.24,10.24,0.0,1.0,1.0,22081.0,0.0,1144.561396,3,9
19,10.29,10.29,10.29,0.0,1.0,1.0,31544.0,1.0,1144.561396,2,9
20,10.545,10.26,10.26,0.0,1.5,1.0,25590.0,0.0,1144.561396,1,9
21,10.565,10.29,10.28,0.0002,2.0,2.0,31628.0,0.0,1144.561396,4,9
22,10.31125,10.22,10.07,0.004685714,2.125,1.0,20508.625,1.0,1144.561396,3,9
23,10.4475,10.2575,10.2,0.001891667,3.25,1.0,25763.25,0.75,1144.561396,2,9
24,10.34666667,10.2,9.97,0.011575,2.333333333,1.0,19637.88889,0.666666667,1144.561396,1,9
18,10.49,10.19,10.19,0.0,1.0,1.0,14702.0,0.0,1140.730233,1,9
22,10.86,10.27,10.27,0.0,1.0,1.0,27452.0,0.0,1140.730233,1,9
23,10.52,10.23,10.23,0.0,3.0,3.0,20480.0,0.0,1140.730233,5,9
24,10.34,10.22666667,10.13,0.007233333,1.0,1.0,21907.0,1.0,1140.730233,4,9
25,10.4275,10.27,10.26,0.0004,1.5,1.0,27661.5,0.75,1140.730233,3,9
19,10.48,10.2625,10.2,0.001891667,3.0,1.0,26683.75,0.25,1148.741935,3,9
20,10.35,10.25,10.25,0.0,2.0,2.0,23770.0,1.0,1148.741935,2,9
21,10.1375,10.1225,10.01,0.006491667,3.5,1.0,9308.25,1.0,1148.741935,1,9
22,10.258,10.191,10.05,0.007543333,2.8,1.0,17428.1,1.0,1148.741935,5,9
23,10.30272727,10.12818182,10.0,0.006376364,2.636363636,1.0,10189.90909,0.636363636,1148.741935,4,9
24,10.211,10.176,9.94,0.010493333,2.3,1.0,16039.4,0.9,1148.741935,3,9
26,10.22916667,10.125,9.98,0.014281818,2.75,1.0,12179.91667,0.833333333,1148.741935,1,9
22,10.38333333,10.21,10.16,0.0019,2.0,1.0,17982.33333,0.666666667,1123.907692,4,9
23,10.29,10.215,10.15,0.00271,3.166666667,1.0,19083.33333,0.833333333,1123.907692,3,9
26,10.32,10.3,10.3,0.0,1.0,1.0,33876.0,1.0,1123.907692,4,9
19,10.345,10.2525,10.23,0.000691667,1.25,1.0,24468.75,1.0,1144.561396,3,9
20,10.38,10.23,10.19,0.0014,2.833333333,1.0,20924.0,0.666666667,1144.561396,2,9
21,10.3275,10.17583333,10.04,0.00557197,2.083333333,1.0,14871.5,0.833333333,1144.561396,1,9
22,10.20461538,10.09230769,9.85,0.025485897,1.846153846,1.0,11578.0,0.615384615,1144.561396,4,9
23,10.19625,10.14875,9.98,0.011698214,1.75,1.0,13446.875,0.625,1144.561396,3,9
24,10.24285714,10.11,9.91,0.021933333,4.142857143,3.0,11889.14286,0.714285714,1144.561396,2,9
26,10.3175,10.145,10.01,0.012566667,2.75,1.0,12900.25,0.5,1144.561396,5,9
23,10.262,10.236,10.18,0.00233,1.2,1.0,22191.2,1.0,1140.91766,4,9
24,10.26166667,10.25666667,10.23,0.000586667,1.833333333,1.0,25196.33333,1.0,1140.91766,3,9
25,10.3,10.26,10.26,0.0,1.0,1.0,25590.0,1.0,1140.91766,2,9
26,10.354,10.23,10.16,0.0022,1.4,1.0,21200.2,0.8,1140.91766,1,9
20,10.41,10.255,10.23,0.00125,3.0,2.0,24930.0,0.5,1141.238585,2,9
21,10.4,10.275,10.25,0.00125,1.5,1.0,28823.0,0.5,1141.238585,1,9
22,10.34285714,10.12714286,10.04,0.00562381,1.285714286,1.0,9846.0,0.571428571,1141.238585,4,9
23,10.19153846,10.14384615,10.0,0.005442308,1.384615385,1.0,11335.84615,1.0,1141.238585,3,9
24,10.20181818,10.17545455,9.92,0.009707273,1.909090909,1.0,15682.81818,0.636363636,1141.238585,2,9
25,10.21111111,10.18666667,10.04,0.006675,1.555555556,1.0,16517.44444,0.888888889,1141.238585,1,9
26,10.28,10.2325,10.19,0.002225,1.75,1.0,21599.0,1.0,1141.238585,4,9
27,10.25333333,10.22,10.2,0.00016,3.166666667,1.0,18966.0,1.0,1141.238585,3,9
28,10.04,10.035,10.03,5e-05,1.0,1.0,3040.5,1.0,1141.238585,2,9
29,10.26333333,10.22166667,10.09,0.005176667,2.666666667,1.0,20881.16667,0.833333333,1141.238585,1,9
30,10.32,10.22333333,10.2,0.000433333,2.666666667,2.0,19529.33333,0.666666667,1141.238585,4,9
18,10.41,10.26,10.26,0.0,1.0,1.0,25590.0,1.0,1137.753126,1,9
20,10.205,10.18125,9.96,0.006225,2.3125,1.0,15653.625,0.9375,1137.753126,3,9
21,10.13714286,10.09428571,9.96,0.005195604,3.214285714,1.0,7271.071429,0.857142857,1137.753126,2,9
22,10.18,10.162,9.97,0.007248421,3.0,1.0,13889.4,0.85,1137.753126,1,9
23,10.07153846,10.04769231,9.95,0.008002564,1.846153846,1.0,5441.615385,0.769230769,1137.753126,5,9
24,10.16083333,10.14166667,10.06,0.001651515,4.166666667,1.0,10057.75,0.916666667,1137.753126,4,9
25,10.18333333,10.19666667,10.13,0.002306667,3.666666667,2.0,16378.5,1.0,1137.753126,3,9
26,10.32,10.22,10.17,0.005,1.5,1.0,19949.0,1.0,1137.753126,2,9
27,10.1475,10.09,10.03,0.001742857,2.125,1.0,6107.375,0.875,1137.753126,1,9
20,10.38,10.275,10.25,0.00125,3.5,1.0,28823.0,0.5,1141.238585,4,9
21,10.27,10.27,10.27,0.0,2.0,2.0,27452.0,1.0,1141.238585,3,9
23,10.3,10.3,10.3,0.0,2.0,2.0,33876.0,1.0,1141.238585,1,9
24,10.4,10.3,10.3,0.0,1.0,1.0,33876.0,1.0,1141.238585,4,9
25,10.3425,10.2575,10.21,0.001625,1.0,1.0,25689.25,0.75,1141.238585,3,9
27,10.31666667,10.28333333,10.27,0.000133333,3.666666667,3.0,30180.0,1.0,1141.238585,1,9
28,10.54,10.29,10.29,0.0,1.0,1.0,31544.0,0.0,1141.238585,4,9
22,10.42714286,10.24857143,10.17,0.001614286,3.4,1.0,24120.28571,0.428571429,1144.561396,1,9
23,10.385,10.255,10.18,0.0027,1.0,1.0,25550.75,0.75,1144.561396,4,9
24,10.495,10.135,10.04,0.01805,1.0,1.0,11858.0,0.0,1144.561396,3,9
23,10.23142857,10.22857143,10.17,0.002514286,3.333333333,1.0,21156.57143,1.0,1127.097561,3,9
24,10.33166667,10.245,10.18,0.00171,1.6,1.0,23487.83333,0.666666667,1127.097561,2,9
20,10.405,10.23,10.19,0.0032,1.0,1.0,21077.0,0.5,1144.561396,3,9
22,10.5625,10.265,10.18,0.003233333,4.0,1.0,27622.25,0.0,1144.561396,1,9
23,10.485,10.255,10.22,0.001366667,2.0,1.0,25179.25,0.5,1144.561396,4,9
25,10.53666667,10.26,10.21,0.00092,2.5,1.0,25937.66667,0.5,1144.561396,2,9
26,10.04,10.0,10.0,0.0,1.0,1.0,1954.0,1.0,1144.561396,1,9
26,10.31714286,10.25857143,10.21,0.001614286,2.142857143,1.0,25952.0,0.571428571,1144.561396,4,9
27,10.39,10.2325,10.14,0.003891667,2.25,2.0,22036.25,0.5,1144.561396,3,9
28,10.76,10.28,10.28,0.0,1.0,1.0,29380.0,0.0,1144.561396,2,9
21,10.61,10.23,10.17,0.0072,5.5,3.0,21995.0,0.0,1144.561396,4,9
22,10.38,10.26,10.2,0.0028,2.666666667,1.0,26427.66667,1.0,1144.561396,3,9
23,10.69,10.275,10.27,5e-05,2.5,2.0,28416.0,0.0,1144.561396,2,9
24,10.45666667,10.27333333,10.23,0.001433333,2.333333333,1.0,28633.33333,0.333333333,1144.561396,1,9
25,10.125,10.24,10.22,0.0008,2.5,2.0,22249.5,1.0,1144.561396,5,9
26,10.4,10.2575,10.24,0.000225,3.75,1.0,25188.75,1.0,1144.561396,4,9
27,10.33,10.225,10.2,0.00125,2.0,2.0,19898.5,1.0,1144.561396,3,9
29,10.304,10.16533333,10.05,0.00558381,3.333333333,1.0,13732.6,0.666666667,1144.561396,1,9
22,10.3675,10.2525,10.23,0.000491667,2.25,1.0,24382.75,0.75,1144.561396,3,9
24,10.34625,10.2025,10.12,0.002878571,4.625,2.0,17386.75,0.75,1144.561396,1,9
25,10.43,10.27,10.26,0.0002,2.0,1.0,27485.0,1.0,1144.561396,4,9
28,10.53,10.19,10.19,0.0,1.0,1.0,14702.0,0.0,1144.561396,1,9
20,10.35333333,10.27333333,10.26,0.000533333,1.0,1.0,28352.0,1.0,1124.962329,2,9
22,10.49,10.28,10.28,0.0,3.5,1.0,29380.0,0.5,1124.962329,4,9
23,10.405,10.23,10.19,0.0032,2.0,1.0,21077.0,0.5,1124.962329,3,9
24,10.48,10.29,10.29,0.0,3.0,3.0,31544.0,1.0,1124.962329,2,9
25,10.48333333,10.29,10.29,0.0,2.0,1.0,31544.0,0.333333333,1124.962329,1,9
27,10.44,10.26333333,10.2,0.001306667,2.666666667,1.0,26697.83333,0.666666667,1124.962329,3,9
28,10.455,10.155,10.05,0.005766667,3.25,1.0,12252.0,0.0,1124.962329,2,9
18,10.47,10.295,10.29,5e-05,1.0,1.0,32710.0,0.5,1144.561396,3,9
19,10.39142857,10.19857143,10.16,0.000647619,3.0,1.0,16087.57143,0.571428571,1144.561396,2,9
20,10.22363636,10.12272727,9.95,0.012521818,1.909090909,1.0,11265.45455,0.727272727,1144.561396,1,9
21,9.998,9.994,9.82,0.01024,1.133333333,1.0,3769.8,0.866666667,1144.561396,5,9
22,9.965,9.936666667,9.79,0.010666667,1.666666667,1.0,1483.333333,0.833333333,1144.561396,4,9
23,9.924444444,9.931111111,9.76,0.024211111,1.111111111,1.0,4077.222222,1.0,1144.561396,3,9
22,10.284,10.238,10.12,0.00457,1.6,1.0,23220.0,0.8,1118.645161,1,9
23,10.32,10.23,10.23,0.0,1.0,1.0,20480.0,1.0,1118.645161,4,9
25,10.296,10.23,10.16,0.00305,1.4,1.0,21500.8,1.0,1118.645161,2,9
26,10.31,10.2,10.2,0.0,3.0,3.0,16027.0,1.0,1118.645161,1,9
27,10.32,10.215,10.2,0.00045,1.0,1.0,18253.5,1.0,1118.645161,4,9
28,10.42,10.27,10.27,0.0,5.0,5.0,27452.0,1.0,1118.645161,3,9
29,10.34,10.24,10.24,0.0,1.0,1.0,22081.0,1.0,1118.645161,2,9
18,10.37,10.27,10.24,0.0018,1.5,1.0,27978.5,1.0,1137.753126,4,9
19,10.39857143,10.18857143,10.1,0.004280952,1.0,1.0,16002.85714,0.428571429,1137.753126,3,9
20,10.35666667,10.23333333,10.2,0.001733333,1.333333333,1.0,21438.66667,0.666666667,1137.753126,2,9
21,10.35,10.29,10.29,0.0,2.0,2.0,31544.0,1.0,1137.753126,1,9
22,10.29153846,10.21076923,10.09,0.003674359,2.615384615,1.0,18874.84615,0.769230769,1137.753126,4,9
23,10.48,10.29,10.29,0.0,4.0,4.0,31544.0,1.0,1137.753126,3,9
24,10.295,10.25,10.22,0.0006,2.5,1.0,23957.25,1.0,1137.753126,2,9
25,10.2,10.27666667,10.26,0.000233333,3.666666667,1.0,28838.0,1.0,1137.753126,1,9
26,10.23,10.282,10.25,0.00042,1.6,1.0,30056.4,0.8,1137.753126,4,9
27,10.31,10.27,10.26,0.0001,2.333333333,1.0,27474.0,1.0,1137.753126,3,9
28,10.59,10.22,10.22,0.0,1.0,1.0,18909.0,0.0,1137.753126,2,9
29,10.36,10.28333333,10.27,0.000233333,2.666666667,2.0,30236.0,1.0,1137.753126,1,9
31,10.82,10.15,10.15,0.0,1.0,1.0,10382.0,0.0,1137.753126,3,9
32,10.295,10.19,10.17,0.0008,3.0,2.0,14933.0,1.0,1137.753126,2,9
33,10.4,10.16,10.16,0.0,5.0,5.0,11386.0,0.0,1137.753126,1,9
24,10.492,10.196,9.99,0.01613,2.2,1.0,20025.6,0.4,1157.304348,4,9
25,10.46125,10.185,10.06,0.007228571,2.125,1.0,16524.625,0.125,1157.304348,3,9
26,10.504,10.212,10.16,0.00157,2.5,1.0,18238.8,0.2,1157.304348,2,9
27,10.558,10.198,10.09,0.00492,1.6,1.0,17289.0,0.2,1157.304348,1,9
28,10.71,10.2,10.2,0.0,1.5,1.0,16027.0,0.0,1157.304348,4,9
20,10.48,10.3,10.3,0.0,8.0,8.0,33876.0,1.0,1123.907692,3,9
21,10.3375,10.24125,10.19,0.0020125,2.625,1.0,23067.875,0.875,1123.907692,2,9
25,10.21,10.17,10.17,0.0,3.0,3.0,12446.0,1.0,1123.907692,2,9
26,10.17,10.14,10.14,0.0,1.0,1.0,9471.0,1.0,1123.907692,1,9
18,10.42,10.28,10.26,0.0008,1.5,1.0,29733.0,1.0,1138.013621,1,9
19,10.30818182,10.20454545,10.03,0.009007273,1.0,1.0,19715.54545,0.727272727,1138.013621,4,9
20,10.09947368,10.10052632,9.97,0.007716374,1.631578947,1.0,8392.684211,0.947368421,1138.013621,3,9
21,10.09642857,10.06071429,9.92,0.008422527,1.857142857,1.0,5763.642857,1.0,1138.013621,2,9
22,10.18363636,10.08545455,9.94,0.005007273,1.818181818,1.0,6528.818182,0.727272727,1138.013621,1,9
23,10.16363636,10.14454545,9.98,0.011147273,2.7,1.0,13054.18182,0.909090909,1138.013621,4,9
24,10.212,10.15,10.1,0.002333333,2.5,1.0,11167.6,0.9,1138.013621,3,9
25,10.20222222,10.19777778,10.07,0.003144444,2.777777778,1.0,16800.11111,1.0,1138.013621,2,9
26,10.20714286,10.14714286,10.07,0.00252381,2.428571429,1.0,10777.0,1.0,1138.013621,1,9
27,10.25,10.195,10.18,0.00045,3.5,1.0,15472.5,1.0,1138.013621,5,9
28,10.26,10.17,10.17,0.0,6.0,6.0,12446.0,1.0,1138.013621,4,9
29,10.32333333,10.27333333,10.27,3.33e-05,2.0,1.0,28094.66667,1.0,1138.013621,3,9
20,10.36,10.27,10.27,0.0,3.0,3.0,27452.0,1.0,1144.561396,3,9
22,10.33,10.22,10.07,0.0169,1.333333333,1.0,23342.0,1.0,1144.561396,1,9
23,10.18764706,10.11588235,9.93,0.009400735,2.588235294,1.0,10027.52941,0.705882353,1144.561396,5,9
25,10.18285714,10.17357143,10.05,0.005424725,2.857142857,1.0,14685.71429,1.0,1144.561396,3,9
26,10.45,10.26,10.26,0.0,2.0,2.0,25590.0,1.0,1144.561396,2,9
27,10.26375,10.13625,10.01,0.013026786,3.75,2.0,12981.5,0.875,1144.561396,1,9
20,10.4925,10.265,10.24,0.0009,2.5,2.0,26854.5,0.75,1137.753126,4,9
21,10.4925,10.2675,10.19,0.002758333,1.25,1.0,27958.5,0.25,1137.753126,3,9
22,10.405,10.295,10.29,5e-05,1.0,1.0,32710.0,0.5,1137.753126,2,9
23,10.41,10.2,10.2,0.0,1.0,1.0,16027.0,0.0,1129.119266,5,9
24,10.338,10.216,10.09,0.00653,3.2,1.0,20397.2,0.6,1129.119266,4,9
27,10.31666667,10.22,10.19,0.0019,1.333333333,1.0,19393.66667,1.0,1129.119266,1,9
24,10.47,10.3,10.3,0.0,1.0,1.0,33876.0,1.0,1151.202683,1,9
28,10.273,10.165,10.04,0.008183333,2.75,1.0,14507.8,0.8,1151.202683,1,9
29,10.176,10.154,10.07,0.00983,1.8,1.0,13538.0,1.0,1151.202683,4,9
30,10.31,10.13,10.13,0.0,2.0,2.0,8587.0,1.0,1151.202683,3,9
33,10.29,10.15,10.13,0.0008,2.0,1.0,10516.5,1.0,1151.202683,4,9
34,10.245,10.175,10.06,0.007033333,2.5,1.0,14818.5,1.0,1151.202683,3,9
35,10.29333333,10.175,10.03,0.00763,3.166666667,1.0,15159.16667,0.666666667,1151.202683,2,9
36,10.38666667,10.25,10.15,0.0075,4.666666667,4.0,26044.66667,0.666666667,1151.202683,1,9
18,10.26,10.29,10.29,0.0,1.0,1.0,31544.0,1.0,1127.983607,2,9
20,10.2425,10.2325,10.2,0.001558333,1.0,1.0,21347.25,1.0,1127.983607,5,9
21,10.26666667,10.17777778,10.11,0.003269444,1.555555556,1.0,14424.0,0.888888889,1127.983607,4,9
22,10.3275,10.2525,10.21,0.001491667,2.75,1.0,24706.0,1.0,1127.983607,3,9
23,10.20333333,10.20666667,10.13,0.005633333,1.0,1.0,18462.33333,1.0,1127.983607,2,9
24,10.31857143,10.25142857,10.21,0.000880952,1.571428571,1.0,24359.14286,1.0,1127.983607,1,9
18,10.43,10.3,10.3,0.0,1.0,1.0,33876.0,1.0,1151.469388,3,9
19,10.435,10.275,10.26,0.00045,1.5,1.0,28567.0,0.5,1151.469388,2,9
20,10.30571429,10.22142857,10.13,0.002814286,2.285714286,1.0,20130.85714,0.714285714,1151.469388,1,9
21,10.215,10.12833333,9.93,0.011656667,1.833333333,1.0,10946.16667,0.833333333,1151.469388,4,4
22,10.25466667,10.10133333,9.76,0.019626667,2.333333333,1.0,10753.13333,0.666666667,1151.469388,3,4
23,10.151875,10.13375,10.06,0.002211667,2.5625,1.0,9583.0,1.0,1151.469388,2,4
24,10.051,10.078,9.93,0.013706667,3.5,1.0,8089.0,1.0,1151.469388,1,4
25,10.19923077,10.15769231,9.97,0.008119231,3.538461538,1.0,13433.15385,0.923076923,1151.469388,4,5
26,10.23666667,10.11416667,9.92,0.008553788,2.833333333,1.0,9521.75,0.75,1151.469388,3,5
27,10.252,10.204,10.1,0.00316,3.3,1.0,17739.0,1.0,1151.469388,2,5
28,10.10166667,10.125,9.91,0.02575,2.166666667,1.0,13947.66667,0.833333333,1151.469388,1,5
29,10.19857143,10.11571429,10.03,0.004295238,2.571428571,1.0,8486.571429,0.857142857,1151.469388,4,9
30,10.29777778,10.22444444,10.13,0.003352778,3.333333333,1.0,20807.77778,1.0,1151.469388,3,9
31,10.22666667,10.15,10.06,0.005075,2.888888889,1.0,11933.0,1.0,1151.469388,2,9
32,10.17142857,10.13071429,10.01,0.004668681,2.857142857,1.0,10059.0,1.0,1151.469388,1,9
33,10.304,10.184,10.0,0.01243,4.2,3.0,17407.8,0.8,1151.469388,5,9
34,10.27666667,10.21833333,10.16,0.002496667,3.166666667,1.0,19562.5,0.833333333,1151.469388,4,9
35,10.285,10.215,10.19,0.00125,3.0,2.0,18391.5,1.0,1151.469388,3,9
37,10.43,10.13,10.13,0.0,3.0,3.0,8587.0,0.0,1151.469388,1,9
22,10.38,10.2425,10.18,0.001825,1.25,1.0,23049.75,0.75,1144.561396,4,9
23,10.3,10.20714286,10.07,0.006590476,2.285714286,1.0,19228.0,0.857142857,1144.561396,3,9
24,10.15,10.15,10.15,0.0,1.0,1.0,10382.0,1.0,1144.561396,2,9
18,10.35,10.28,10.28,0.0,2.0,2.0,29380.0,1.0,1140.91766,1,9
19,10.355,10.24,10.2,0.0032,1.5,1.0,22703.5,1.0,1140.91766,5,9
20,10.26,10.15,10.1,0.0039,1.333333333,1.0,11283.33333,0.666666667,1140.91766,4,9
22,10.36,10.22,10.22,0.0,1.0,1.0,18909.0,1.0,1140.91766,2,9
23,10.41,10.25,10.25,0.0,2.0,2.0,23770.0,1.0,1140.91766,1,9
28,10.395,10.22,10.21,0.0002,2.0,1.0,18950.0,1.0,1129.376263,3,9
29,10.24545455,10.20636364,10.12,0.003145455,1.25,1.0,18072.36364,1.0,1129.376263,2,9
30,10.26666667,10.22666667,10.16,0.004233333,3.333333333,1.0,21136.66667,1.0,1129.376263,1,9
33,10.36,10.3,10.3,0.0,1.0,1.0,33876.0,1.0,1129.376263,2,9
21,10.56,10.13,10.13,0.0,1.0,1.0,8587.0,0.0,1144.561396,4,9
22,10.34875,10.12875,10.07,0.001983929,1.75,1.0,8996.875,0.5,1144.561396,3,9
23,10.26785714,10.12714286,9.93,0.00916044,3.571428571,1.0,10850.57143,0.714285714,1144.561396,2,9
24,10.29454545,10.16727273,10.02,0.010941818,3.090909091,1.0,15459.45455,0.909090909,1144.561396,1,9
25,10.32,10.1775,10.04,0.010425,1.5,1.0,15992.75,0.75,1144.561396,5,9
28,10.44,10.225,10.16,0.00845,3.0,1.0,21465.0,0.0,1151.202683,2,9
29,10.41833333,10.21666667,10.15,0.002906667,1.833333333,1.0,19434.0,0.5,1151.202683,1,9
31,10.29666667,10.18,10.12,0.0028,1.333333333,1.0,14226.66667,1.0,1151.202683,3,9
32,10.23823529,10.16411765,9.92,0.009150735,2.176470588,1.0,14528.88235,0.823529412,1151.202683,2,9
33,10.44,10.215,10.19,0.00125,3.0,1.0,18391.5,0.0,1151.202683,1,9
35,10.285,10.29,10.28,0.0002,1.0,1.0,31628.0,1.0,1151.202683,3,9
38,10.2,10.3,10.3,0.0,1.0,1.0,33876.0,1.0,1151.202683,4,9
27,10.27,10.24,10.24,0.0,2.0,2.0,22081.0,1.0,1129.376263,1,9
28,10.4575,10.225,10.2,0.0007,2.0,1.0,19879.25,0.25,1129.376263,4,9
29,10.26,10.22,10.19,0.0018,2.0,1.0,19236.0,1.0,1129.376263,3,9
30,10.44,10.24666667,10.21,0.001233333,1.666666667,1.0,23523.33333,0.666666667,1129.376263,2,9
31,10.29666667,10.22666667,10.2,0.001433333,2.333333333,2.0,20299.66667,1.0,1129.376263,1,9
32,10.22,10.25,10.25,0.0,1.0,1.0,23770.0,1.0,1129.376263,4,9
23,10.545,10.26,10.23,0.0018,1.0,1.0,26012.0,0.0,1144.561396,1,9
22,10.52,10.25,10.23,0.0008,1.0,1.0,23966.0,0.0,1144.561396,3,9
23,10.263,10.158,10.03,0.00404,1.857142857,1.0,12343.6,0.9,1144.561396,2,9
24,10.19833333,10.11444444,9.88,0.011461438,2.615384615,1.0,10350.38889,0.833333333,1144.561396,1,9
26,10.21421053,10.14578947,9.98,0.008370175,2.578947368,1.0,12558.57895,0.894736842,1144.561396,3,9
27,10.20428571,10.19285714,10.07,0.00416044,2.5,1.0,16581.0,1.0,1144.561396,2,9
28,10.23375,10.15,9.99,0.008142857,3.875,1.0,12684.25,0.75,1144.561396,1,9
29,10.30636364,10.21272727,10.08,0.004241818,2.636363636,1.0,19363.72727,0.909090909,1144.561396,4,9
32,10.47,10.18,10.18,0.0,5.0,5.0,13525.0,0.0,1144.561396,1,9
20,10.355,10.255,10.22,0.00245,3.0,2.0,25226.5,1.0,1144.561396,3,9
22,10.362,10.186,10.1,0.00553,3.2,1.0,15940.4,0.8,1144.561396,1,9
20,10.43,10.27,10.26,0.0002,2.5,2.0,27485.0,1.0,1144.561396,4,9
21,10.48666667,10.23333333,10.16,0.004133333,3.0,3.0,22118.66667,0.333333333,1144.561396,3,9
22,10.50444444,10.22666667,10.12,0.00385,2.0,1.0,21338.33333,0.333333333,1144.561396,2,9
23,10.34571429,10.18571429,10.09,0.004695238,3.142857143,1.0,15734.71429,0.571428571,1144.561396,1,9
24,10.485,10.15,10.09,0.0072,5.5,5.0,11571.0,0.0,1144.561396,4,9
25,10.385,10.105,10.03,0.003366667,2.5,1.0,7356.0,0.25,1144.561396,3,9
27,10.42,10.245,10.22,0.00125,2.0,2.0,23180.5,1.0,1144.561396,1,9
28,10.36166667,10.195,10.12,0.00155,1.833333333,1.0,15880.33333,0.333333333,1144.561396,5,9
29,10.36,10.20571429,10.07,0.006761905,2.571428571,1.0,19070.42857,0.857142857,1144.561396,4,9
30,10.34,10.20714286,10.11,0.00512381,2.714285714,1.0,18848.57143,0.714285714,1144.561396,3,9
31,10.54,10.29,10.29,0.0,2.0,2.0,31544.0,0.0,1144.561396,2,9
32,10.47666667,10.25,10.17,0.0049,2.0,1.0,25234.0,0.666666667,1144.561396,1,9
21,10.47666667,10.17,10.11,0.0036,1.666666667,1.0,13314.33333,0.0,1144.561396,3,9
23,10.388,10.236,10.15,0.00353,2.2,1.0,22584.6,0.8,1144.561396,1,9
19,10.43333333,10.24,10.22,0.0007,1.333333333,1.0,22280.33333,0.666666667,1137.753126,4,9
21,10.23733333,10.232,10.14,0.00256,2.2,1.0,21770.8,1.0,1137.753126,2,9
22,10.2125,10.21833333,10.15,0.001524242,4.0,1.0,19223.75,0.916666667,1137.753126,1,9
23,10.37166667,10.23166667,10.08,0.003778788,2.166666667,1.0,22112.08333,0.666666667,1137.753126,4,9
25,10.40285714,10.22142857,10.15,0.003047619,3.0,1.0,20225.42857,0.714285714,1137.753126,2,9
27,10.45,10.29,10.29,0.0,2.0,2.0,31544.0,1.0,1137.753126,4,9
20,10.3725,10.18,10.04,0.011666667,1.25,1.0,16744.5,0.5,1144.561396,1,9
21,10.555,10.2,10.16,0.0014,2.25,1.0,16471.25,0.0,1144.561396,5,9
22,10.30222222,10.15444444,10.02,0.007227778,2.777777778,1.0,12941.33333,0.666666667,1144.561396,4,9
23,10.15083333,10.0725,9.93,0.009984091,2.083333333,1.0,7109.5,0.833333333,1144.561396,3,9
24,10.26,10.09,10.09,0.0,1.0,1.0,5722.0,1.0,1144.561396,2,9
25,10.205,10.075,9.96,0.005094444,3.8,1.0,5915.5,0.8,1144.561396,1,9
19,10.42,10.155,10.07,0.01445,3.0,1.0,13343.5,0.0,1144.561396,5,9
20,10.33666667,10.17666667,10.1,0.004433333,3.666666667,2.0,14227.66667,0.666666667,1144.561396,4,9
21,10.36,10.196,10.13,0.00203,2.6,1.0,16186.4,0.6,1144.561396,3,9
23,10.3075,10.18,10.1,0.004466667,1.75,1.0,14824.25,0.75,1144.561396,1,9
21,10.25,10.22,10.22,0.0,3.0,3.0,18909.0,1.0,1117.083333,1,9
22,10.25333333,10.27333333,10.24,0.000933333,3.666666667,1.0,28445.66667,1.0,1117.083333,4,9
23,10.48666667,10.23,10.2,0.0009,1.333333333,1.0,20699.0,0.666666667,1117.083333,3,9
26,10.54,10.24,10.24,0.0,3.0,3.0,22081.0,0.0,1117.083333,4,9
27,10.375,10.2575,10.23,0.000358333,1.25,1.0,25243.5,0.75,1117.083333,3,9
17,10.43,10.27,10.27,0.0,1.0,1.0,27452.0,1.0,1144.561396,3,9
18,10.44,10.24,10.24,0.0,1.0,1.0,22081.0,1.0,1144.561396,2,9
26,10.26818182,10.20818182,10.09,0.003456364,3.444444444,1.0,18456.72727,0.909090909,1144.561396,2,9
27,10.16,10.20571429,10.07,0.008028571,3.0,1.0,19503.28571,1.0,1144.561396,1,9
28,10.26166667,10.09833333,10.0,0.006616667,2.2,1.0,7681.833333,0.5,1144.561396,4,9
19,10.34181818,10.15,10.02,0.00778,2.181818182,1.0,12723.72727,0.545454545,1144.561396,4,9
21,10.42,10.19,10.15,0.0032,2.5,2.0,15431.0,0.5,1144.561396,2,9
23,10.335,10.265,10.26,5e-05,2.0,1.0,26521.0,0.5,1144.561396,4,9
24,10.505,10.16,10.1,0.0072,1.5,1.0,12631.5,0.5,1144.561396,3,9
