Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
47,10.12,+1.1,Yoshihide KIRYU,15 DEC 1995,JPN,1h1,,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",01 AUG 2020,1165
47,10.12,+0.9,Devin QUINN,08 JUN 1996,USA,2f1,,"Drake Stadium, Des Moines, IA (USA)",29 AUG 2020,1165
47,10.12,+0.3,Michael RODGERS,24 APR 1985,USA,5,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1165
47,10.12,+1.4,Paulo André CAMILO,20 AUG 1998,BRA,1sf1,,"COTP Stadium, São Paulo (BRA)",11 DEC 2020,1165
47,10.12,+1.0,Felipe BARDI,08 OCT 1998,BRA,1,,"CNDA, Bragança Paulista (BRA)",17 DEC 2020,1165
54,10.13,+0.4,Deniz ALMAS,17 JUL 1997,GER,1h2,,"Sepp-Herberger-Stadion, Weinheim (GER)",01 AUG 2020,1162
54,10.13,+2.0,Shota IIZUKA,25 JUN 1991,JPN,1f1,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",02 AUG 2020,1162
54,10.13,+0.6,Aska CAMBRIDGE,31 MAY 1993,JPN,1f1,,"Prefectural Stadium, Fujiyoshida (JPN)",06 SEP 2020,1162
54,10.13,-0.5,Chun-Han YANG,01 JAN 1997,TPE,1,,New Taipei City (TPE),04 DEC 2020,1165
54,10.13,-0.3,Paulo André CAMILO,20 AUG 1998,BRA,1,,"COTP Stadium, São Paulo (BRA)",11 DEC 2020,1163
59,10.14,+0.5,Jack HALE,22 MAY 1998,AUS,1,,"AIS Athletics Track, Canberra (AUS)",25 JAN 2020,1159
59,10.14,+0.6,Kenneth BEDNAREK,14 OCT 1998,USA,1f1,,"Montverde Academy, Montverde, FL (USA)",04 JUL 2020,1159
59,10.14,+1.3,Lamont Marcell JACOBS,26 SEP 1994,ITA,2f1,,"Centro Sportivo Fontanassa, Savona (ITA)",16 JUL 2020,1159
59,10.14,+1.8,Kendal WILLIAMS,23 SEP 1995,USA,2f2,,"National Training Center, Clermont, FL (USA)",24 JUL 2020,1159
59,10.14,+1.4,Divine ODUDURU,07 OCT 1996,NGR,1h1,,"National Training Center, Clermont, FL (USA)",24 JUL 2020,1159
59,10.14,+1.6,Joshua HARTMANN,09 JUN 1999,GER,1f1,,"Sportanlage an der Kanalstraße, Zeven (GER)",25 JUL 2020,1159
59,10.14,-0.2,Yoshihide KIRYU,15 DEC 1995,JPN,1,,"National Stadium, Tokyo (JPN)",23 AUG 2020,1160
59,10.14,+1.8,Soshi MIZUKUBO,01 MAR 1999,JPN,1,,"Denka Big Swan Stadium, Niigata (JPN)",12 SEP 2020,1159
67,10.15,+1.6,Andre DE GRASSE,10 NOV 1994,CAN,2h5,,"Montverde Academy, Montverde, FL (USA)",04 JUL 2020,1155
67,10.15,+1.9,Kendal WILLIAMS,23 SEP 1995,USA,3h2,,"National Training Center, Clermont, FL (USA)",24 JUL 2020,1155
67,10.15,+2.0,Aaron BROWN,27 MAY 1992,CAN,1f2,,"Montverde Academy, Montverde, FL (USA)",10 AUG 2020,1155
67,10.15,0.0,Yohan BLAKE,26 DEC 1989,JAM,1f3,,"National Stadium, Kingston (JAM)",22 AUG 2020,1155
67,10.15,+0.3,Michael RODGERS,24 APR 1985,USA,1,,"x-bionic sphere, Šamorín (SVK)",11 SEP 2020,1155
67,10.15,+0.3,Julian FORTE,07 JAN 1993,JAM,6,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1155
73,10.16,+1.5,Rohan BROWNING,31 DEC 1997,AUS,1h1,,"WA Sports Centre, Perth (AUS)",01 FEB 2020,1152
73,10.16,+1.8,Nickel ASHMEADE,07 APR 1990,JAM,3f2,,"National Training Center, Clermont, FL (USA)",24 JUL 2020,1152
73,10.16,+2.0,Jeff DEMPS,08 JAN 1990,USA,2f2,,"Montverde Academy, Montverde, FL (USA)",10 AUG 2020,1152
73,10.16,+1.7,Filippo TORTU,15 JUN 1998,ITA,1h7,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",15 AUG 2020,1152
73,10.16,-0.2,Aska CAMBRIDGE,31 MAY 1993,JPN,2,,"National Stadium, Tokyo (JPN)",23 AUG 2020,1153
73,10.16,+0.4,Yupun ABEYKOON,31 DEC 1994,SRI,1f1,,"Paul-Greifzu-Stadion, Dessau (GER)",08 SEP 2020,1152
73,10.16,+0.7,Mouhamadou FALL,25 FEB 1992,FRA,1f1,,"Stadium Municipal, Albi (FRA)",12 SEP 2020,1152
73,10.16,-0.5,Michael RODGERS,24 APR 1985,USA,1,,"Sports Park Mladost, Zagreb (CRO)",15 SEP 2020,1155
73,10.16,+0.8,Paulo André CAMILO,20 AUG 1998,BRA,1h1,,"COTP Stadium, São Paulo (BRA)",10 DEC 2020,1152
82,10.17,+0.8,Rohan BROWNING,31 DEC 1997,AUS,1f1,,"AIS Athletics Track, Canberra (AUS)",13 FEB 2020,1148
82,10.17,+1.7,Simon MAGAKWE,14 MAY 1986,RSA,2h3,,"Bestmed Tuks Stadium, Pretoria (RSA)",14 MAR 2020,1148
82,10.17,+0.6,Andre DE GRASSE,10 NOV 1994,CAN,2f1,,"Montverde Academy, Montverde, FL (USA)",04 JUL 2020,1148
82,10.17,+1.3,Chijindu UJAH,05 MAR 1994,GBR,2,,"Paavo Nurmen Stadion, Turku (FIN)",11 AUG 2020,1148
82,10.17,+1.1,Joris VAN GOOL,04 APR 1998,NED,1,,"Atletiekbaan Maarschalkerweerd, Utrecht (NED)",29 AUG 2020,1148
82,10.17,+0.5,Akani SIMBINE,21 SEP 1993,RSA,1,,"Stadio Quercia, Rovereto (ITA)",08 SEP 2020,1148
88,10.18,+1.5,Jaylen BACON,05 AUG 1996,USA,1f3,,"National Training Center, Clermont, FL (USA)",24 JUL 2020,1145
88,10.18,+0.5,Yuhong HE,02 FEB 2001,CHN,1,,"Sichuan Xipu Training Base, Chengdu (CHN)",24 JUL 2020,1145
88,10.18,+1.6,Nesta CARTER,11 OCT 1985,JAM,1f5,,"Jamaica College Ashenheim Stadium, Kingston (JAM)",25 JUL 2020,1145
88,10.18,+0.7,Filippo TORTU,15 JUN 1998,ITA,1f1,,"Stadion Hard, Langenthal (SUI)",05 AUG 2020,1145
88,10.18,+2.0,Maurice EADDY,04 JUN 1995,USA,3f2,,"Montverde Academy, Montverde, FL (USA)",10 AUG 2020,1145
88,10.18,+0.2,Filippo TORTU,15 JUN 1998,ITA,1f1,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",15 AUG 2020,1145
88,10.18,+1.7,Lamont Marcell JACOBS,26 SEP 1994,ITA,2h7,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",15 AUG 2020,1145
88,10.18,+1.5,Shuhei TADA,24 JUN 1996,JPN,1h2,,"Prefectural Stadium, Fukui (JPN)",29 AUG 2020,1145
88,10.18,+0.4,Deniz ALMAS,17 JUL 1997,GER,2f1,,"Paul-Greifzu-Stadion, Dessau (GER)",08 SEP 2020,1145
88,10.18,-0.3,Silvan WICKI,13 FEB 1995,SUI,1,,"Stadion Schützenmatte, Basel (SUI)",11 SEP 2020,1146
88,10.18,-0.3,Felipe BARDI,08 OCT 1998,BRA,2,,"COTP Stadium, São Paulo (BRA)",11 DEC 2020,1146
99,10.19,+1.6,Rodrigo DO NASCIMENTO,26 SEP 1994,BRA,1,,"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",29 FEB 2020,1142
99,10.19,+1.8,Devin QUINN,08 JUN 1996,USA,4f2,,"National Training Center, Clermont, FL (USA)",24 JUL 2020,1142
99,10.19,+0.7,Silvan WICKI,13 FEB 1995,SUI,1f1,,"Sportanlage am Weinweg, Regensburg (GER)",26 JUL 2020,1142
99,10.19,+1.6,Przemysław SŁOWIKOWSKI,20 NOV 1993,POL,1h2,,"Stadion Miejski, Jelenia Góra (POL)",26 JUL 2020,1142
99,10.19,+1.9,Kyree KING,09 JUL 1994,USA,1f2,,"Drake Stadium, Des Moines, IA (USA)",29 AUG 2020,1142
99,10.19,+1.0,Yuki KOIKE,13 MAY 1995,JPN,3,,"Prefectural Stadium, Fukui (JPN)",29 AUG 2020,1142
99,10.19,-0.3,Akani SIMBINE,21 SEP 1993,RSA,1,,"Stade Delort, Marseille (FRA)",03 SEP 2020,1143
99,10.19,+0.7,Amaury GOLITIN,28 JAN 1997,FRA,2f1,,"Stadium Municipal, Albi (FRA)",12 SEP 2020,1142
99,10.19,-0.5,Arthur CISSÉ,29 DEC 1996,CIV,2,,"Sports Park Mladost, Zagreb (CRO)",15 SEP 2020,1145
108,10.20,+0.6,Aaron BROWN,27 MAY 1992,CAN,3f1,,"Montverde Academy, Montverde, FL (USA)",04 JUL 2020,1138
108,10.20,0.0,Isiah YOUNG,05 JAN 1990,USA,1f3,,"Montverde Academy, Montverde, FL (USA)",04 JUL 2020,1138
108,10.20,+0.1,Tyquendo TRACEY,10 JUN 1993,JAM,1er4,,"National Stadium, Kingston (JAM)",08 AUG 2020,1138
108,10.20,+0.1,Nesta CARTER,11 OCT 1985,JAM,1er5,,"National Stadium, Kingston (JAM)",08 AUG 2020,1138
108,10.20,+1.6,Aaron BROWN,27 MAY 1992,CAN,3h2,,"Montverde Academy, Montverde, FL (USA)",10 AUG 2020,1138
108,10.20,+0.2,Joris VAN GOOL,04 APR 1998,NED,2f1,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",15 AUG 2020,1138
108,10.20,-1.3,Yohan BLAKE,26 DEC 1989,JAM,1f3,,"National Stadium, Kingston (JAM)",29 AUG 2020,1145
108,10.20,-1.3,Julian FORTE,07 JAN 1993,JAM,1f3,,"National Stadium, Kingston (JAM)",29 AUG 2020,1145
108,10.20,+1.8,Bruno DEDE,07 OCT 1999,JPN,2,,"Denka Big Swan Stadium, Niigata (JPN)",12 SEP 2020,1138
117,10.21,-0.7,Chun-Han YANG,01 JAN 1997,TPE,1,,Kaohsiung (TPE),27 FEB 2020,1139
117,10.21,+0.9,Oshane BAILEY,08 SEP 1989,JAM,1f3,,"National Stadium, Kingston (JAM)",29 FEB 2020,1135
117,10.21,+0.8,Jan VELEBA,06 DEC 1986,CZE,1f1,,"Stadion Juliska, Praha (CZE)",08 JUN 2020,1135
117,10.21,+0.6,Senoj-Jay GIVANS,30 DEC 1993,JAM,4f1,,"Montverde Academy, Montverde, FL (USA)",04 JUL 2020,1135
117,10.21,+1.1,Lamont Marcell JACOBS,26 SEP 1994,ITA,1,,"Stadio Guidobaldi, Rieti (ITA)",11 JUL 2020,1135
117,10.21,+2.0,Shota IIZUKA,25 JUN 1991,JPN,1h1,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",02 AUG 2020,1135
117,10.21,+0.1,Romario WILLIAMS,17 NOV 1995,JAM,2er4,,"National Stadium, Kingston (JAM)",08 AUG 2020,1135
117,10.21,+0.2,Jan VELEBA,06 DEC 1986,CZE,1h1,,"Atletický stadion města Plzně, Plzeň (CZE)",08 AUG 2020,1135
117,10.21,+1.8,Jeff DEMPS,08 JAN 1990,USA,3h1,,"Montverde Academy, Montverde, FL (USA)",10 AUG 2020,1135
117,10.21,+0.2,Sean SAFO-ANTWI,31 OCT 1990,GHA,3f1,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",15 AUG 2020,1135
117,10.21,+1.0,Shuhei TADA,24 JUN 1996,JPN,4,,"Prefectural Stadium, Fukui (JPN)",29 AUG 2020,1135
117,10.21,+0.9,Akihiro HIGASHIDA,13 DEC 1995,JPN,3h3,,"Prefectural Stadium, Fukui (JPN)",29 AUG 2020,1135
117,10.21,-0.3,Arthur CISSÉ,29 DEC 1996,CIV,2,,"Stade Delort, Marseille (FRA)",03 SEP 2020,1136
117,10.21,+0.5,Lamont Marcell JACOBS,26 SEP 1994,ITA,2,,"Stadio Quercia, Rovereto (ITA)",08 SEP 2020,1135
117,10.21,+0.6,Michael RODGERS,24 APR 1985,USA,1h2,,"x-bionic sphere, Šamorín (SVK)",11 SEP 2020,1135
117,10.21,+1.1,Jan VELEBA,06 DEC 1986,CZE,1f1,,"Mestský Stadion Sletište, Kladno (CZE)",16 SEP 2020,1135
117,10.21,-0.3,Yoshihide KIRYU,15 DEC 1995,JPN,1h4,,"Denka Big Swan Stadium, Niigata (JPN)",01 OCT 2020,1136
134,10.22,+1.0,Shaun MASWANGANYI,01 FEB 2001,RSA,1h4,,"Bestmed Tuks Stadium, Pretoria (RSA)",29 FEB 2020,1132
134,10.22,+1.4,Clarence MUNYAI,20 FEB 1998,RSA,1f6,,"Bestmed Tuks Stadium, Pretoria (RSA)",07 MAR 2020,1132
134,10.22,+2.0,Luca LAI,24 JUN 1992,ITA,2f1,,"Stade Bouleyres, Bulle (SUI)",11 JUL 2020,1132
134,10.22,+1.7,Lamont Marcell JACOBS,26 SEP 1994,ITA,1h1,,"Stadio Guidobaldi, Rieti (ITA)",11 JUL 2020,1132
134,10.22,+1.1,Isiah YOUNG,05 JAN 1990,USA,3f3,,"AP Ranch, Fort Worth, TX (USA)",23 JUL 2020,1132
134,10.22,-0.8,Aska CAMBRIDGE,31 MAY 1993,JPN,1,,"Komazawa Olympic Park Athletic Stadium, Tokyo (JPN)",24 JUL 2020,1136
134,10.22,+1.7,Sean SAFO-ANTWI,31 OCT 1990,GHA,3h7,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",15 AUG 2020,1132
134,10.22,+1.8,Ryota SUZUKI,25 JUN 1999,JPN,3,,"Denka Big Swan Stadium, Niigata (JPN)",12 SEP 2020,1132
134,10.22,-0.5,Shuhei TADA,24 JUN 1996,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",24 OCT 2020,1135
143,10.23,0.0,Kenroy ANDERSON,27 JUN 1987,JAM,1f2,,"National Stadium, Kingston (JAM)",29 FEB 2020,1128
143,10.23,-0.1,Ogho-Oghene EGWERO,26 NOV 1988,NGR,1,,"Samuel Ogbemudia Stadium, Benin City (NGR)",14 MAR 2020,1128
143,10.23,+0.2,Ogho-Oghene EGWERO,26 NOV 1988,NGR,1h1,,"Samuel Ogbemudia Stadium, Benin City (NGR)",14 MAR 2020,1128
143,10.23,+0.1,Kenneth BEDNAREK,14 OCT 1998,USA,1h3,,"Montverde Academy, Montverde, FL (USA)",04 JUL 2020,1128
143,10.23,+1.9,Silvan WICKI,13 FEB 1995,SUI,1h22,,"Stade Bouleyres, Bulle (SUI)",11 JUL 2020,1128
143,10.23,+1.6,Ronnie BAKER,15 OCT 1993,USA,3f3,,"AP Ranch, Fort Worth, TX (USA)",20 JUL 2020,1128
143,10.23,+1.4,Jaylen BACON,05 AUG 1996,USA,2h1,,"National Training Center, Clermont, FL (USA)",24 JUL 2020,1128
143,10.23,+1.1,Lamont Marcell JACOBS,26 SEP 1994,ITA,1h1,,"Stadio Giuseppe Grezar, Trieste (ITA)",01 AUG 2020,1128
143,10.23,+0.1,Joshua HARTMANN,09 JUN 1999,GER,2,,"Eintracht-Stadion, Braunschweig (GER)",08 AUG 2020,1128
143,10.23,+0.2,Lamont Marcell JACOBS,26 SEP 1994,ITA,4f1,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",15 AUG 2020,1128
143,10.23,-0.2,Deniz ALMAS,17 JUL 1997,GER,1,,"Stadion Manfort, Leverkusen (GER)",16 AUG 2020,1129
143,10.23,+0.4,Elijah HALL,22 AUG 1994,USA,1,,Lignano Sabbiadoro (ITA),17 AUG 2020,1128
143,10.23,-0.8,Sean SAFO-ANTWI,31 OCT 1990,GHA,1,,"Stadion Śląski, Chorzów (POL)",25 AUG 2020,1132
143,10.23,+1.2,Ramil GULIYEV,29 MAY 1990,TUR,1,,Bursa (TUR),28 AUG 2020,1128
143,10.23,+1.6,Yupun ABEYKOON,31 DEC 1994,SRI,1h2,,"Paul-Greifzu-Stadion, Dessau (GER)",08 SEP 2020,1128
143,10.23,0.0,Shuhei TADA,24 JUN 1996,JPN,1sf2,,"Denka Big Swan Stadium, Niigata (JPN)",01 OCT 2020,1128
143,10.23,0.0,Aska CAMBRIDGE,31 MAY 1993,JPN,2sf2,,"Denka Big Swan Stadium, Niigata (JPN)",01 OCT 2020,1128
160,10.24,+1.5,Jake DORAN,18 JUL 2000,AUS,2h2,,"WA Sports Centre, Perth (AUS)",01 FEB 2020,1125
160,10.24,0.0,Roberto SKYERS,12 NOV 1991,CUB,1f1,,"Pista Rafael Fortun Chacon, Camagüey (CUB)",06 MAR 2020,1125
160,10.24,-0.5,Shaun MASWANGANYI,01 FEB 2001,RSA,1,,"Bestmed Tuks Stadium, Pretoria (RSA)",14 MAR 2020,1128
160,10.24,+1.5,Julian REUS,29 APR 1988,GER,1,,"Steigerwaldstadion, Erfurt (GER)",03 JUL 2020,1125
160,10.24,+1.6,Aaron BROWN,27 MAY 1992,CAN,3h5,,"Montverde Academy, Montverde, FL (USA)",04 JUL 2020,1125
160,10.24,+0.4,Deniz ALMAS,17 JUL 1997,GER,1h4,,"Heinz-Steyer-Stadion, Dresden (GER)",10 JUL 2020,1125
160,10.24,+0.1,Oshane BAILEY,08 SEP 1989,JAM,2er5,,"National Stadium, Kingston (JAM)",08 AUG 2020,1125
160,10.24,+1.5,Remigiusz OLSZEWSKI,20 SEP 1992,POL,1h1,,"Stadion Miejski, Pila (POL)",08 AUG 2020,1125
160,10.24,+0.3,Deniz ALMAS,17 JUL 1997,GER,1h1,,"Paul-Greifzu-Stadion, Dessau (GER)",08 SEP 2020,1125
160,10.24,-0.2,Yupun ABEYKOON,31 DEC 1994,SRI,3,,"Stadio Comunale, Bellinzona (SUI)",15 SEP 2020,1126
160,10.24,+1.9,Christopher IUS,10 FEB 2000,AUS,1f1,,"Barden Ridge Athletics Track, Sydney (AUS)",28 NOV 2020,1125
160,10.24,+1.4,Derick SILVA,23 APR 1998,BRA,2sf1,,"COTP Stadium, São Paulo (BRA)",11 DEC 2020,1125
160,10.24,+0.5,Franco FLORIO,30 MAY 2000,ARG,1,,"Estadio Municipal Jorge Newbery, Rosario (ARG)",18 DEC 2020,1125
173,10.25,+1.0,Jack HALE,22 MAY 1998,AUS,1h1,,"AIS Athletics Track, Canberra (AUS)",24 JAN 2020,1122
173,10.25,+0.9,Henricho BRUINTJIES,16 JUL 1993,RSA,1h2,,"Bestmed Tuks Stadium, Pretoria (RSA)",14 MAR 2020,1122
173,10.25,+0.7,Duke KUALI,26 MAY 1998,RSA,1f1,,"UJ Soweto Campus, Johannesburg (RSA)",14 MAR 2020,1122
173,10.25,+0.8,Ján VOLKO,02 NOV 1996,SVK,2f1,,"Stadion Juliska, Praha (CZE)",08 JUN 2020,1122
173,10.25,+0.9,Ján VOLKO,02 NOV 1996,SVK,1f1,,"Leichtathletikarena, Eisenstadt (AUT)",02 JUL 2020,1122
173,10.25,+1.3,Senoj-Jay GIVANS,30 DEC 1993,JAM,1h2,,"Montverde Academy, Montverde, FL (USA)",04 JUL 2020,1122
173,10.25,+0.7,Julian REUS,29 APR 1988,GER,2f1,,"Sportanlage am Weinweg, Regensburg (GER)",26 JUL 2020,1122
173,10.25,+1.0,Dominik KOPEĆ,05 MAR 1995,POL,1h3,,"Stadion Miejski, Jelenia Góra (POL)",26 JUL 2020,1122
173,10.25,+1.6,Sean SAFO-ANTWI,31 OCT 1990,GHA,2,,"Stadio Giuseppe Grezar, Trieste (ITA)",01 AUG 2020,1122
173,10.25,+0.5,Jan VELEBA,06 DEC 1986,CZE,1f1,,"Stadion Mládeže, Zlín (CZE)",15 AUG 2020,1122
173,10.25,+1.5,Ramil GULIYEV,29 MAY 1990,TUR,1,,Bursa (TUR),19 AUG 2020,1122
173,10.25,+0.7,Ippei TAKEDA,13 MAR 1997,JPN,3h3,,"National Stadium, Tokyo (JPN)",23 AUG 2020,1122
173,10.25,-0.9,Shota IIZUKA,25 JUN 1991,JPN,1f3,,"Prefectural Stadium, Fujiyoshida (JPN)",06 SEP 2020,1127
173,10.25,+1.5,Amaury GOLITIN,28 JAN 1997,FRA,1h3,,"Stadium Municipal, Albi (FRA)",12 SEP 2020,1122
173,10.25,+0.4,Deniz ALMAS,17 JUL 1997,GER,2,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1122
173,10.25,-0.2,Felipe BARDI,08 OCT 1998,BRA,1,,"COTP Stadium, São Paulo (BRA)",06 DEC 2020,1123
173,10.25,-0.3,Derick SILVA,23 APR 1998,BRA,3,,"COTP Stadium, São Paulo (BRA)",11 DEC 2020,1123
190,10.26,+0.4,Chederick VAN WYK,18 FEB 1995,RSA,1f1,,"McArthur Stadium, Potchefstroom (RSA)",03 MAR 2020,1118
190,10.26,0.0,Reynier MENA,21 NOV 1996,CUB,2f1,,"Pista Rafael Fortun Chacon, Camagüey (CUB)",06 MAR 2020,1118
