Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
1,9.96,+0.1,Mel LATTANY,10 AUG 1959,USA,1,,"Athens, GA (USA)",05 MAY 1984,1220
2,9.99,+1.3,Carl LEWIS,01 JUL 1961,USA,1,,"Houston, TX (USA)",06 MAY 1984,1210
2,9.99,+0.2,Carl LEWIS,01 JUL 1961,USA,1,,"Memorial Coliseum, Los Angeles, CA (USA)",04 AUG 1984,1210
2,9.99,+0.9,Carl LEWIS,01 JUL 1961,USA,1,,Zürich (SUI),22 AUG 1984,1210
5,10.00,+2.0,Marian WORONIN,13 AUG 1956,POL,1,,Warszawa (POL),09 JUN 1984,1206
6,10.04,+0.8,Carl LEWIS,01 JUL 1961,USA,1qf5,,"Memorial Coliseum, Los Angeles, CA (USA)",03 AUG 1984,1193
7,10.05,+1.1,Carl LEWIS,01 JUL 1961,USA,1,,Budapest (HUN),20 AUG 1984,1189
8,10.06,0.0,Carl LEWIS,01 JUL 1961,USA,1,,"Walnut, CA (USA)",29 APR 1984,1186
8,10.06,-2.2,Carl LEWIS,01 JUL 1961,USA,1,,"Los Angeles, CA (USA)",17 JUN 1984,1199
10,10.09,+1.4,Sam GRADDY,10 FEB 1964,USA,1h2,,"Baton Rouge, LA (USA)",12 MAY 1984,1176
10,10.09,+0.9,Harvey GLANCE,28 MAR 1957,USA,2,,Zürich (SUI),22 AUG 1984,1176
12,10.11,,Frank EMMELMANN,15 SEP 1961,GDR,1,,Split (CRO),30 APR 1984,1169
12,10.11,-0.5,Harvey GLANCE,28 MAR 1957,USA,1qf3,,"Los Angeles, CA (USA)",16 JUN 1984,1172
12,10.11,0.0,Calvin SMITH,08 JAN 1961,USA,1,,"Walnut, CA (USA)",25 JUL 1984,1169
15,10.12,0.0,Ron BROWN,31 MAR 1961,USA,2,,"Walnut, CA (USA)",29 APR 1984,1165
15,10.12,+0.9,Ben JOHNSON,30 DEC 1961,CAN,3,,Zürich (SUI),22 AUG 1984,1165
17,10.13,+0.9,Calvin SMITH,08 JAN 1961,USA,4,,Zürich (SUI),22 AUG 1984,1162
17,10.13,+0.2,Carl LEWIS,01 JUL 1961,USA,1,,Tokyo (JPN),14 SEP 1984,1162
19,10.14,+0.4,Roy MARTIN,25 DEC 1966,USA,1,,"Austin, TX (USA)",06 APR 1984,1159
19,10.14,+1.1,Osvaldo LARA,13 JUL 1955,CUB,1,,Fürth (GER),09 JUN 1984,1159
19,10.14,+1.1,Leandro PENALVER,23 MAY 1961,CUB,2,,Fürth (GER),09 JUN 1984,1159
19,10.14,-0.5,Carl LEWIS,01 JUL 1961,USA,1qf2,,"Los Angeles, CA (USA)",16 JUN 1984,1162
19,10.14,,Carl LEWIS,01 JUL 1961,USA,1sf2,,"Memorial Coliseum, Los Angeles, CA (USA)",04 AUG 1984,1159
19,10.14,+1.4,Harvey GLANCE,28 MAR 1957,USA,1h2,,Zürich (SUI),22 AUG 1984,1159
25,10.15,,Olaf PRENZLER,24 AUG 1958,GDR,2,,Split (CRO),30 APR 1984,1155
25,10.15,,Innocent EGBUNIKE,30 NOV 1961,NGR,1,,"Charleston, IL (USA)",25 MAY 1984,1155
