Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
29,9.97,+0.9,Christophe LEMAITRE,11 JUN 1990,FRA,4,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1217
31,9.98,0.0,Walter DIX,31 JAN 1986,USA,1,,"Tallahassee, FL (USA)",08 MAY 2010,1213
31,9.98,+1.3,Christophe LEMAITRE,11 JUN 1990,FRA,1,,Valence (FRA),09 JUL 2010,1213
31,9.98,+0.9,Michael FRATER,06 OCT 1982,JAM,5,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1213
31,9.98,+1.1,Christophe LEMAITRE,11 JUN 1990,FRA,2h2,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1213
35,9.99,+1.1,Dwain CHAMBERS,05 APR 1978,GBR,1f1,,"Fana Stadion, Bergen (NOR)",19 JUN 2010,1210
35,9.99,+1.1,Mario FORSYTHE,30 OCT 1985,JAM,3h2,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1210
37,10.00,+1.4,Rae Monzavous EDWARDS,07 MAY 1981,USA,1f2,,"Icahn Stadium, New York, NY (USA)",12 JUN 2010,1206
37,10.00,-0.1,Daniel BAILEY,09 SEP 1986,ANT,1f1,,Reims (FRA),30 JUN 2010,1206
37,10.00,-0.1,Yohan BLAKE,26 DEC 1989,JAM,1f1,,Reims (FRA),30 JUN 2010,1206
37,10.00,-0.3,Daniel BAILEY,09 SEP 1986,ANT,4,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1207
37,10.00,+0.9,Michael RODGERS,24 APR 1985,USA,6,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1206
37,10.00,+0.9,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,7,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1206
43,10.01,+1.4,Keston BLEDMAN,08 MAR 1988,TTO,2f2,,"Icahn Stadium, New York, NY (USA)",12 JUN 2010,1203
43,10.01,+0.7,Richard THOMPSON,07 JUN 1985,TTO,1,,Port-of-Spain (TTO),26 JUN 2010,1203
45,10.02,+1.1,Christophe LEMAITRE,11 JUN 1990,FRA,2f1,,"Fana Stadion, Bergen (NOR)",19 JUN 2010,1199
45,10.02,-0.1,Tyson GAY,09 AUG 1982,USA,1h2,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1199
45,10.02,-0.4,Tyson GAY,09 AUG 1982,USA,1h1,,"Crystal Palace, London (GBR)",13 AUG 2010,1201
48,10.03,+1.6,Churandy MARTINA,03 JUL 1984,AHO,1f1,,"El Paso, TX (USA)",10 APR 2010,1196
48,10.03,+0.6,Christophe LEMAITRE,11 JUN 1990,FRA,1f1,,Franconville (FRA),23 MAY 2010,1196
48,10.03,+0.7,Keston BLEDMAN,08 MAR 1988,TTO,2,,Port-of-Spain (TTO),26 JUN 2010,1196
48,10.03,+1.2,Steve MULLINGS,29 NOV 1982,JAM,1h3,,Lappeenranta (FIN),15 JUL 2010,1196
48,10.03,+1.0,J-Mee SAMUELS,20 MAY 1987,USA,3f2,,Luzern (SUI),08 AUG 2010,1196
53,10.04,-1.5,Walter DIX,31 JAN 1986,USA,1,,"Drake Stadium, Des Moines, IA (USA)",25 JUN 2010,1202
54,10.05,+1.2,Asafa POWELL,23 NOV 1982,JAM,1h2,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1189
54,10.05,0.0,Christophe LEMAITRE,11 JUN 1990,FRA,1sf1,,Valence (FRA),08 JUL 2010,1189
54,10.05,-0.4,Richard THOMPSON,07 JUN 1985,TTO,3,,"Crystal Palace, London (GBR)",13 AUG 2010,1191
57,10.06,+1.3,Jeff DEMPS,08 JAN 1990,USA,1,,"Knoxville, TN (USA)",16 MAY 2010,1186
57,10.06,+1.2,Michael RODGERS,24 APR 1985,USA,1f1,,Rio de Janeiro (BRA),23 MAY 2010,1186
57,10.06,+1.3,Jeff DEMPS,08 JAN 1990,USA,1f3,,"Greensboro, NC (USA)",28 MAY 2010,1186
57,10.06,+0.8,Yohan BLAKE,26 DEC 1989,JAM,1f1,,Kingston (JAM),05 JUN 2010,1186
57,10.06,+1.7,Sam EFFAH,29 DEC 1988,CAN,1,,"Miramar, FL (USA)",09 JUL 2010,1186
57,10.06,-1.2,Christophe LEMAITRE,11 JUN 1990,FRA,1sf1,,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,1193
57,10.06,+0.9,Yohan BLAKE,26 DEC 1989,JAM,1f1,,Rovereto (ITA),31 AUG 2010,1186
57,10.06,+0.7,Christophe LEMAITRE,11 JUN 1990,FRA,1,,"Poljud Stadion, Split (CRO)",04 SEP 2010,1186
65,10.07,+0.7,Churandy MARTINA,03 JUL 1984,AHO,1,,Mayagüez (PUR),25 JUL 2010,1182
65,10.07,+1.4,Daniel BAILEY,09 SEP 1986,ANT,1h4,,Mayagüez (PUR),25 JUL 2010,1182
65,10.07,-0.4,Yohan BLAKE,26 DEC 1989,JAM,2h1,,"Crystal Palace, London (GBR)",13 AUG 2010,1184
65,10.07,+1.0,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,1h1,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1182
65,10.07,-0.3,Nesta CARTER,11 OCT 1985,JAM,2f1,,"Sports Park Mladost, Zagreb (CRO)",01 SEP 2010,1183
70,10.08,+1.7,Richard THOMPSON,07 JUN 1985,TTO,1h1,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1179
70,10.08,+1.7,Michael FRATER,06 OCT 1982,JAM,2h1,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1179
70,10.08,+1.3,Martial MBANDJOCK,14 OCT 1985,FRA,2,,Valence (FRA),09 JUL 2010,1179
70,10.08,+0.9,Nesta CARTER,11 OCT 1985,JAM,1,,Nuoro (ITA),14 JUL 2010,1179
70,10.08,+0.7,Daniel BAILEY,09 SEP 1986,ANT,2,,Mayagüez (PUR),25 JUL 2010,1179
70,10.08,+1.9,Ben Youssef MEITÉ,11 NOV 1986,CIV,1,,"Nyayo National Stadium, Nairobi (KEN)",29 JUL 2010,1179
70,10.08,-0.3,Walter DIX,31 JAN 1986,USA,1h2,,"Crystal Palace, London (GBR)",13 AUG 2010,1180
77,10.09,+1.6,Ryan BAILEY,13 APR 1989,USA,2f1,,"El Paso, TX (USA)",10 APR 2010,1176
77,10.09,-0.9,Nesta CARTER,11 OCT 1985,JAM,1f1,,Kingston (JAM),01 MAY 2010,1181
77,10.09,+1.0,Christophe LEMAITRE,11 JUN 1990,FRA,1f1,,Aix-les-Bains (FRA),01 MAY 2010,1176
77,10.09,+1.7,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,3h1,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1176
77,10.09,+1.2,Trell KIMMONS,13 JUL 1985,USA,2h2,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1176
77,10.09,+1.2,Martial MBANDJOCK,14 OCT 1985,FRA,3h2,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1176
77,10.09,+0.6,Christophe LEMAITRE,11 JUN 1990,FRA,2,,"Stadio Olimpico, Roma (ITA)",10 JUN 2010,1176
77,10.09,+0.6,Martial MBANDJOCK,14 OCT 1985,FRA,3,,"Stadio Olimpico, Roma (ITA)",10 JUN 2010,1176
77,10.09,+0.8,Mario FORSYTHE,30 OCT 1985,JAM,1f2,,Liège (BEL),13 JUL 2010,1176
77,10.09,-0.3,Christophe LEMAITRE,11 JUN 1990,FRA,5,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1177
77,10.09,-0.3,Churandy MARTINA,03 JUL 1984,AHO,6,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1177
77,10.09,+1.0,Michael RODGERS,24 APR 1985,USA,4f2,,Luzern (SUI),08 AUG 2010,1176
77,10.09,+0.1,Daniel BAILEY,09 SEP 1986,ANT,4,,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1176
77,10.09,+1.1,Daniel BAILEY,09 SEP 1986,ANT,4h2,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1176
77,10.09,+0.9,Justin GATLIN,10 FEB 1982,USA,2f1,,Rovereto (ITA),31 AUG 2010,1176
92,10.10,+1.2,Lerone CLARKE,07 JUL 1981,JAM,4h2,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1172
92,10.10,+0.8,Travis PADGETT,13 DEC 1986,USA,2f2,,Liège (BEL),13 JUL 2010,1172
92,10.10,+0.9,Ryan BAILEY,13 APR 1989,USA,2,,Nuoro (ITA),14 JUL 2010,1172
92,10.10,-0.6,Nesta CARTER,11 OCT 1985,JAM,1,,Lignano Sabbiadoro (ITA),18 JUL 2010,1175
92,10.10,-0.1,Dwain CHAMBERS,05 APR 1978,GBR,1sf2,,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,1172
92,10.10,0.0,Richard THOMPSON,07 JUN 1985,TTO,3,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1172
92,10.10,-0.7,Usain BOLT,21 AUG 1986,JAM,1h1,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1176
92,10.10,-0.7,Richard THOMPSON,07 JUN 1985,TTO,2h1,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1176
92,10.10,-0.4,J-Mee SAMUELS,20 MAY 1987,USA,4,,"Crystal Palace, London (GBR)",13 AUG 2010,1174
92,10.10,+1.1,Michael RODGERS,24 APR 1985,USA,5h2,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1172
92,10.10,+0.7,Daniel BAILEY,09 SEP 1986,ANT,2,,"Poljud Stadion, Split (CRO)",04 SEP 2010,1172
92,10.10,0.0,Ogho-Oghene EGWERO,26 NOV 1988,NGR,1,,Abuja (NGR),08 SEP 2010,1172
104,10.11,+1.4,Jeff DEMPS,08 JAN 1990,USA,1f1,,"Gainesville, FL (USA)",02 APR 2010,1169
104,10.11,+1.2,Dwain CHAMBERS,05 APR 1978,GBR,2f1,,Rio de Janeiro (BRA),23 MAY 2010,1169
104,10.11,+1.2,Lerone CLARKE,07 JUL 1981,JAM,3f1,,Rio de Janeiro (BRA),23 MAY 2010,1169
104,10.11,+1.2,Jeff DEMPS,08 JAN 1990,USA,1h3,,"Greensboro, NC (USA)",27 MAY 2010,1169
104,10.11,+1.7,Churandy MARTINA,03 JUL 1984,AHO,4h1,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1169
104,10.11,+1.4,Marc BURNS,07 JAN 1983,TTO,3f2,,"Icahn Stadium, New York, NY (USA)",12 JUN 2010,1169
104,10.11,+0.4,Michael RODGERS,24 APR 1985,USA,1f1,,Rethymno (GRE),07 JUL 2010,1169
104,10.11,+0.4,Mario FORSYTHE,30 OCT 1985,JAM,2f1,,Rethymno (GRE),07 JUL 2010,1169
104,10.11,+1.7,Oshane BAILEY,08 SEP 1989,JAM,2,,"Miramar, FL (USA)",09 JUL 2010,1169
104,10.11,-2.0,Asafa POWELL,23 NOV 1982,JAM,1h2,,"International Stadium, Gateshead (GBR)",10 JUL 2010,1181
104,10.11,-1.0,Christophe LEMAITRE,11 JUN 1990,FRA,1,,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,1175
104,10.11,0.0,Trell KIMMONS,13 JUL 1985,USA,4,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1169
104,10.11,-0.1,Trell KIMMONS,13 JUL 1985,USA,2h2,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1169
104,10.11,+0.1,Mario FORSYTHE,30 OCT 1985,JAM,2,,"Olympiastadion, Berlin (GER)",22 AUG 2010,1169
104,10.11,+0.1,Richard THOMPSON,07 JUN 1985,TTO,5,,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1169
104,10.11,+0.9,Daniel BAILEY,09 SEP 1986,ANT,8,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1169
120,10.12,+0.1,Churandy MARTINA,03 JUL 1984,AHO,1f3,,Ponce (PUR),08 MAY 2010,1165
120,10.12,+0.1,Trell KIMMONS,13 JUL 1985,USA,1f3,,Ponce (PUR),08 MAY 2010,1165
120,10.12,+1.2,Richard THOMPSON,07 JUN 1985,TTO,4f1,,Rio de Janeiro (BRA),23 MAY 2010,1165
120,10.12,+0.8,Steve MULLINGS,29 NOV 1982,JAM,3f2,,Liège (BEL),13 JUL 2010,1165
120,10.12,+1.9,Aziz ZAKARI,02 SEP 1976,GHA,2,,"Nyayo National Stadium, Nairobi (KEN)",29 JUL 2010,1165
120,10.12,-0.8,Michael RODGERS,24 APR 1985,USA,2f2,,"Letzigrund, Zürich (SUI)",19 AUG 2010,1169
120,10.12,+0.1,Mario FORSYTHE,30 OCT 1985,JAM,6,,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1165
120,10.12,+1.0,Michael FRATER,06 OCT 1982,JAM,2h1,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1165
120,10.12,+0.9,Oshane BAILEY,08 SEP 1989,JAM,1qf2,,New Delhi (IND),06 OCT 2010,1165
120,10.12,+0.3,Lerone CLARKE,07 JUL 1981,JAM,1,,New Delhi (IND),07 OCT 2010,1165
130,10.13,+1.4,Gerald PHIRI,06 OCT 1988,ZAM,1,,"Columbia, MO (USA)",16 MAY 2010,1162
130,10.13,+1.2,Daniel BAILEY,09 SEP 1986,ANT,5f1,,Rio de Janeiro (BRA),23 MAY 2010,1162
130,10.13,+1.6,Leroy DIXON,20 JUN 1983,USA,1,,Maringa (BRA),30 MAY 2010,1162
130,10.13,+1.6,Derrick ATKINS,05 JAN 1984,BAH,2,,Maringa (BRA),30 MAY 2010,1162
130,10.13,+0.1,Kimmari ROACH,17 APR 1989,JAM,1sf1,,Kingston (JAM),26 JUN 2010,1162
130,10.13,+0.1,Michael FRATER,06 OCT 1982,JAM,2sf1,,Kingston (JAM),26 JUN 2010,1162
130,10.13,+0.6,J-Mee SAMUELS,20 MAY 1987,USA,1,,Luzern (SUI),08 AUG 2010,1162
130,10.13,-1.5,Ryan BAILEY,13 APR 1989,USA,1f1,,Dubnica nad Váhom (SVK),22 AUG 2010,1171
130,10.13,+1.0,Nesta CARTER,11 OCT 1985,JAM,3h1,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1162
130,10.13,+1.0,Richard THOMPSON,07 JUN 1985,TTO,4h1,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1162
130,10.13,-0.8,Michael RODGERS,24 APR 1985,USA,1,,Annecy (FRA),11 SEP 2010,1166
130,10.13,+0.7,Ogho-Oghene EGWERO,26 NOV 1988,NGR,1qf3,,New Delhi (IND),06 OCT 2010,1162
142,10.14,-0.3,Martial MBANDJOCK,14 OCT 1985,FRA,1,,Baie Mahault (FRA),01 MAY 2010,1160
142,10.14,+0.1,Michael FRATER,06 OCT 1982,JAM,1,,Taipei City (TPE),28 MAY 2010,1159
142,10.14,+0.7,Emmanuel CALLENDER,10 MAY 1984,TTO,3,,Port-of-Spain (TTO),26 JUN 2010,1159
142,10.14,-0.6,Dwain CHAMBERS,05 APR 1978,GBR,1,,Birmingham (GBR),26 JUN 2010,1162
142,10.14,+0.9,Oshane BAILEY,08 SEP 1989,JAM,1,,Kingston (JAM),27 JUN 2010,1159
142,10.14,+1.2,Tobias UNGER,10 JUL 1979,GER,1,,Mannheim (GER),03 JUL 2010,1159
142,10.14,0.0,Kimmari ROACH,17 APR 1989,JAM,1,,Biberach (GER),09 JUL 2010,1159
142,10.14,-0.9,Dwain CHAMBERS,05 APR 1978,GBR,1,,Barcelona (ESP),09 JUL 2010,1164
142,10.14,+1.7,Maurice MITCHELL,22 DEC 1989,USA,3,,"Miramar, FL (USA)",09 JUL 2010,1159
142,10.14,-0.3,Trell KIMMONS,13 JUL 1985,USA,7,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1160
142,10.14,+1.7,Steve MULLINGS,29 NOV 1982,JAM,1f1,,Lapinlahti (FIN),18 JUL 2010,1159
142,10.14,+1.9,Simon MAGAKWE,14 MAY 1986,RSA,3,,"Nyayo National Stadium, Nairobi (KEN)",29 JUL 2010,1159
142,10.14,-0.3,Richard THOMPSON,07 JUN 1985,TTO,2h2,,"Crystal Palace, London (GBR)",13 AUG 2010,1160
142,10.14,-0.3,Michael RODGERS,24 APR 1985,USA,3f1,,"Sports Park Mladost, Zagreb (CRO)",01 SEP 2010,1160
142,10.14,+0.9,Aaron ARMSTRONG,14 OCT 1977,TTO,1sf1,,New Delhi (IND),07 OCT 2010,1159
142,10.14,+0.9,Lerone CLARKE,07 JUL 1981,JAM,2sf1,,New Delhi (IND),07 OCT 2010,1159
142,10.14,+0.9,Emmanuel CALLENDER,10 MAY 1984,TTO,1sf2,,New Delhi (IND),07 OCT 2010,1159
159,10.15,+1.8,Nesta CARTER,11 OCT 1985,JAM,1,,Kingston (JAM),26 JAN 2010,1155
159,10.15,-0.5,Ryan BAILEY,13 APR 1989,USA,1,,"Philadelphia, PA (USA)",24 APR 2010,1158
159,10.15,+0.4,Martial MBANDJOCK,14 OCT 1985,FRA,1f1,,Belém (BRA),19 MAY 2010,1155
159,10.15,+0.1,Michael FRATER,06 OCT 1982,JAM,2,,Daegu (KOR),19 MAY 2010,1155
159,10.15,+1.2,Christophe LEMAITRE,11 JUN 1990,FRA,1h1,,Valence (FRA),08 JUL 2010,1155
159,10.15,-1.7,Daniel BAILEY,09 SEP 1986,ANT,3,,"International Stadium, Gateshead (GBR)",10 JUL 2010,1165
159,10.15,-1.6,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,2h1,,"International Stadium, Gateshead (GBR)",10 JUL 2010,1164
159,10.15,+0.9,Wallace SPEARMON,24 DEC 1984,USA,3,,Nuoro (ITA),14 JUL 2010,1155
159,10.15,-0.6,Ryan BAILEY,13 APR 1989,USA,2,,Lignano Sabbiadoro (ITA),18 JUL 2010,1158
159,10.15,+0.7,Lerone CLARKE,07 JUL 1981,JAM,3,,Mayagüez (PUR),25 JUL 2010,1155
159,10.15,+1.1,Churandy MARTINA,03 JUL 1984,AHO,1h2,,Mayagüez (PUR),25 JUL 2010,1155
159,10.15,+1.0,J-Mee SAMUELS,20 MAY 1987,USA,5h1,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1155
159,10.15,+0.4,Justin GATLIN,10 FEB 1982,USA,1,,Padova (ITA),03 SEP 2010,1155
159,10.15,-0.5,Michael RODGERS,24 APR 1985,USA,1,,Arzana (ITA),07 SEP 2010,1158
159,10.15,-0.5,Justin GATLIN,10 FEB 1982,USA,2,,Arzana (ITA),07 SEP 2010,1158
159,10.15,+0.6,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,1h1,,New Delhi (IND),06 OCT 2010,1155
159,10.15,+0.9,Sam EFFAH,29 DEC 1988,CAN,2qf2,,New Delhi (IND),06 OCT 2010,1155
176,10.16,-0.3,Daniel BAILEY,09 SEP 1986,ANT,2,,Baie Mahault (FRA),01 MAY 2010,1153
176,10.16,+0.7,Mario FORSYTHE,30 OCT 1985,JAM,1h2,,"FBK Stadium, Hengelo (NED)",30 MAY 2010,1152
176,10.16,+1.8,Masashi ERIGUCHI,17 DEC 1988,JPN,1h4,,Marugame (JPN),05 JUN 2010,1152
176,10.16,+0.9,Michael FRATER,06 OCT 1982,JAM,2,,Kingston (JAM),27 JUN 2010,1152
176,10.16,-0.2,Simone COLLIO,27 DEC 1979,ITA,1,,Grosseto (ITA),30 JUN 2010,1153
176,10.16,+0.8,Jimmy VICAUT,27 FEB 1992,FRA,1h1,,Mannheim (GER),03 JUL 2010,1152
176,10.16,+0.5,Churandy MARTINA,03 JUL 1984,AHO,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1152
176,10.16,-0.9,Dexter LEE,18 JAN 1991,JAM,2,,Barcelona (ESP),09 JUL 2010,1157
176,10.16,-2.0,Daniel BAILEY,09 SEP 1986,ANT,2h2,,"International Stadium, Gateshead (GBR)",10 JUL 2010,1164
176,10.16,-1.3,Steve MULLINGS,29 NOV 1982,JAM,1,,Lappeenranta (FIN),15 JUL 2010,1159
176,10.16,+1.4,Emmanuel CALLENDER,10 MAY 1984,TTO,2h4,,Mayagüez (PUR),25 JUL 2010,1152
176,10.16,-0.1,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,2sf2,,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,1152
176,10.16,,Aziz ZAKARI,02 SEP 1976,GHA,1sf3,,"Nyayo National Stadium, Nairobi (KEN)",28 JUL 2010,1152
176,10.16,+0.7,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,3,,"Poljud Stadion, Split (CRO)",04 SEP 2010,1152
176,10.16,-0.8,Christophe LEMAITRE,11 JUN 1990,FRA,2,,Annecy (FRA),11 SEP 2010,1156
176,10.16,+0.9,Sam EFFAH,29 DEC 1988,CAN,2sf2,,New Delhi (IND),07 OCT 2010,1152
192,10.17,+1.8,Aaron ROUGE-SERRET,21 JAN 1988,AUS,1,,Perth (AUS),26 MAR 2010,1148
192,10.17,+0.6,Gerald PHIRI,06 OCT 1988,ZAM,1,,"Austin, TX (USA)",03 APR 2010,1148
192,10.17,+0.1,Ryan BAILEY,13 APR 1989,USA,1f1,,"Portland, OR (USA)",17 APR 2010,1148
192,10.17,+0.1,Aaron ARMSTRONG,14 OCT 1977,TTO,3f3,,Ponce (PUR),08 MAY 2010,1148
192,10.17,+1.3,Marcus ROWLAND,11 MAR 1990,USA,2,,"Knoxville, TN (USA)",16 MAY 2010,1148
192,10.17,-0.9,Gerald PHIRI,06 OCT 1988,ZAM,1f3,,"Austin, TX (USA)",28 MAY 2010,1153
192,10.17,+0.6,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,4,,"Stadio Olimpico, Roma (ITA)",10 JUN 2010,1148
192,10.17,-0.5,Trell KIMMONS,13 JUL 1985,USA,1sf1,,"Drake Stadium, Des Moines, IA (USA)",25 JUN 2010,1151
192,10.17,+0.4,Mario FORSYTHE,30 OCT 1985,JAM,1,,"Wattenscheid, Bochum (GER)",26 JUN 2010,1148
192,10.17,+1.5,Jimmy VICAUT,27 FEB 1992,FRA,1f1,,Mannheim (GER),03 JUL 2010,1148
192,10.17,+1.1,Oshane BAILEY,08 SEP 1989,JAM,2h2,,Mayagüez (PUR),25 JUL 2010,1148
192,10.17,-1.2,Emanuele DI GREGORIO,13 DEC 1980,ITA,2sf1,,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,1155
192,10.17,,Ogho-Oghene EGWERO,26 NOV 1988,NGR,2sf3,,"Nyayo National Stadium, Nairobi (KEN)",28 JUL 2010,1148
192,10.17,+1.0,Justin GATLIN,10 FEB 1982,USA,1,,Tallinn (EST),08 AUG 2010,1148
192,10.17,-0.4,Michael RODGERS,24 APR 1985,USA,5,,"Crystal Palace, London (GBR)",13 AUG 2010,1150
192,10.17,+0.4,Michael RODGERS,24 APR 1985,USA,1,,Villeneuve d'Ascq (FRA),24 AUG 2010,1148
192,10.17,-0.3,Michael FRATER,06 OCT 1982,JAM,4f1,,"Sports Park Mladost, Zagreb (CRO)",01 SEP 2010,1149
192,10.17,+0.9,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,3sf2,,New Delhi (IND),07 OCT 2010,1148
210,10.18,+1.5,Patrick JOHNSON,26 SEP 1972,AUS,1,,Perth (AUS),19 FEB 2010,1145
210,10.18,-0.3,Michael RODGERS,24 APR 1985,USA,3,,Baie Mahault (FRA),01 MAY 2010,1146
210,10.18,+0.6,Jeff DEMPS,08 JAN 1990,USA,1h4,,"Knoxville, TN (USA)",15 MAY 2010,1145
