Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
47,9.96,0.0,Trayvon BROMELL,10 JUL 1995,USA,2,,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1220
47,9.96,-0.8,Chijindu UJAH,05 MAR 1994,GBR,4,,"Olympic Stadium, London (GBR)",24 JUL 2015,1224
47,9.96,-0.2,Usain BOLT,21 AUG 1986,JAM,1h7,,"National Stadium, Beijing (CHN)",22 AUG 2015,1221
47,9.96,-0.4,Usain BOLT,21 AUG 1986,JAM,1sf1,,"National Stadium, Beijing (CHN)",23 AUG 2015,1222
47,9.96,-0.4,Andre DE GRASSE,10 NOV 1994,CAN,2sf1,,"National Stadium, Beijing (CHN)",23 AUG 2015,1222
47,9.96,-0.4,Tyson GAY,09 AUG 1982,USA,1sf3,,"National Stadium, Beijing (CHN)",23 AUG 2015,1222
47,9.96,+0.3,Asafa POWELL,23 NOV 1982,JAM,1,,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2015,1220
56,9.97,+0.6,Andre DE GRASSE,10 NOV 1994,CAN,1,,"Los Angeles, CA (USA)",17 MAY 2015,1217
56,9.97,+1.1,Femi OGUNODE,15 MAY 1991,QAT,1sf2,,Wuhan (CHN),03 JUN 2015,1217
56,9.97,+2.0,Adam GEMILI,06 OCT 1993,GBR,2,,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1217
56,9.97,+2.0,Michael RODGERS,24 APR 1985,USA,3,,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1217
56,9.97,+1.0,Marvin BRACY,15 DEC 1993,USA,1h2,,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1217
56,9.97,0.0,Michael RODGERS,24 APR 1985,USA,3,,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1217
56,9.97,+0.9,Kemar BAILEY-COLE,10 JAN 1992,JAM,3,,Kingston (JAM),26 JUN 2015,1217
56,9.97,+0.8,Henricho BRUINTJIES,16 JUL 1993,RSA,1h1,,La Chaux-de-Fonds (SUI),05 JUL 2015,1217
56,9.97,0.0,Akani SIMBINE,21 SEP 1993,RSA,1,,"Main Stadium, Gwangju (KOR)",09 JUL 2015,1217
56,9.97,+1.3,Michael RODGERS,24 APR 1985,USA,1h1,,"Moratalaz, Madrid (ESP)",11 JUL 2015,1217
56,9.97,-0.3,Tyson GAY,09 AUG 1982,USA,2,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1218
56,9.97,-0.2,Michael RODGERS,24 APR 1985,USA,2h7,,"National Stadium, Beijing (CHN)",22 AUG 2015,1218
56,9.97,-0.4,Asafa POWELL,23 NOV 1982,JAM,2sf3,,"National Stadium, Beijing (CHN)",23 AUG 2015,1219
69,9.98,+1.8,Nesta CARTER,11 OCT 1985,JAM,3f1,,"National Stadium, Kingston (JAM)",09 MAY 2015,1213
69,9.98,+0.9,Jimmy VICAUT,27 FEB 1992,FRA,2f1,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1213
69,9.98,+0.9,Michael RODGERS,24 APR 1985,USA,3f1,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1213
69,9.98,+1.7,Andre DE GRASSE,10 NOV 1994,CAN,2sf1,,"Eugene, OR (USA)",10 JUN 2015,1213
69,9.98,+1.8,Kim COLLINS,05 APR 1976,SKN,1f1,,Basseterre (SKN),13 JUN 2015,1213
69,9.98,+1.0,Asafa POWELL,23 NOV 1982,JAM,1h1,,Kingston (JAM),25 JUN 2015,1213
69,9.98,+0.9,Nesta CARTER,11 OCT 1985,JAM,4,,Kingston (JAM),26 JUN 2015,1213
69,9.98,-0.8,Jimmy VICAUT,27 FEB 1992,FRA,5,,"Olympic Stadium, London (GBR)",24 JUL 2015,1217
69,9.98,-0.4,Justin GATLIN,10 FEB 1982,USA,1,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1215
69,9.98,-0.4,Femi OGUNODE,15 MAY 1991,QAT,2,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1215
79,9.99,+1.6,Bryce ROBINSON,13 NOV 1993,USA,1,,"Storrs, CT (USA)",16 MAY 2015,1210
79,9.99,+0.2,Michael RODGERS,24 APR 1985,USA,2,,"National Stadium, Beijing (CHN)",20 MAY 2015,1210
79,9.99,+1.5,Bingtian SU,29 AUG 1989,CHN,3,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1210
79,9.99,+1.5,Kim COLLINS,05 APR 1976,SKN,4,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1210
79,9.99,+1.7,Beejay LEE,05 MAR 1993,USA,3h2,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1210
79,9.99,-0.2,Akani SIMBINE,21 SEP 1993,RSA,1f2,,Velenje (SLO),01 JUL 2015,1211
79,9.99,+1.3,Michael RODGERS,24 APR 1985,USA,3,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1210
79,9.99,-0.3,Femi OGUNODE,15 MAY 1991,QAT,1h3,,"National Stadium, Beijing (CHN)",22 AUG 2015,1211
79,9.99,+0.3,Andre DE GRASSE,10 NOV 1994,CAN,2h5,,"National Stadium, Beijing (CHN)",22 AUG 2015,1210
79,9.99,-0.4,Trayvon BROMELL,10 JUL 1995,USA,3sf1,,"National Stadium, Beijing (CHN)",23 AUG 2015,1212
79,9.99,-0.4,Bingtian SU,29 AUG 1989,CHN,4sf1,,"National Stadium, Beijing (CHN)",23 AUG 2015,1212
79,9.99,-0.4,Jimmy VICAUT,27 FEB 1992,FRA,3sf3,,"National Stadium, Beijing (CHN)",23 AUG 2015,1212
79,9.99,-0.4,Jimmy VICAUT,27 FEB 1992,FRA,3,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1212
92,10.00,+2.0,Nesta CARTER,11 OCT 1985,JAM,4,,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1206
92,10.00,+1.0,Adam GEMILI,06 OCT 1993,GBR,2h2,,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1206
92,10.00,0.0,Isiah YOUNG,05 JAN 1990,USA,4,,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1206
92,10.00,+0.3,Akani SIMBINE,21 SEP 1993,RSA,1sf2,,"Main Stadium, Gwangju (KOR)",09 JUL 2015,1206
92,10.00,-0.5,Tyson GAY,09 AUG 1982,USA,6,,"National Stadium, Beijing (CHN)",23 AUG 2015,1209
92,10.00,-0.5,Asafa POWELL,23 NOV 1982,JAM,7,,"National Stadium, Beijing (CHN)",23 AUG 2015,1209
92,10.00,-0.5,Jimmy VICAUT,27 FEB 1992,FRA,8,,"National Stadium, Beijing (CHN)",23 AUG 2015,1209
92,10.00,+0.9,Femi OGUNODE,15 MAY 1991,QAT,3sf2,,"National Stadium, Beijing (CHN)",23 AUG 2015,1206
92,10.00,-0.1,Femi OGUNODE,15 MAY 1991,QAT,1,,Rovereto (ITA),08 SEP 2015,1206
101,10.01,+1.5,Keston BLEDMAN,08 MAR 1988,TTO,1f1,,"Gainesville, FL (USA)",24 APR 2015,1203
101,10.01,+1.8,Andrew FISHER,15 DEC 1991,JAM,4f1,,"National Stadium, Kingston (JAM)",09 MAY 2015,1203
101,10.01,+0.9,Keston BLEDMAN,08 MAR 1988,TTO,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1203
101,10.01,+1.7,Sean MCLEAN,23 MAR 1992,USA,4h2,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1203
101,10.01,+0.9,Andrew FISHER,15 DEC 1991,JAM,5,,Kingston (JAM),26 JUN 2015,1203
101,10.01,+0.1,Asafa POWELL,23 NOV 1982,JAM,1,,"Atlanta, GA (USA)",01 AUG 2015,1203
101,10.01,-0.2,Jak Ali HARVEY,04 MAY 1989,TUR,1,,Ankara (TUR),04 SEP 2015,1204
101,10.01,-0.7,Asafa POWELL,23 NOV 1982,JAM,1f1,,"Stadion PGE Narodowy, Warszawa (POL)",13 SEP 2015,1207
109,10.02,-0.1,Trayvon BROMELL,10 JUL 1995,USA,1h10,,"Austin, TX (USA)",27 MAR 2015,1199
109,10.02,+0.7,Trayvon BROMELL,10 JUL 1995,USA,1f6,,"Waco, TX (USA)",18 APR 2015,1199
109,10.02,-0.7,Jimmy VICAUT,27 FEB 1992,FRA,1f1,,Tourcoing (FRA),24 MAY 2015,1203
109,10.02,+1.5,Nesta CARTER,11 OCT 1985,JAM,5,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1199
109,10.02,+0.1,Asafa POWELL,23 NOV 1982,JAM,1,,Montreuil-sous-Bois (FRA),09 JUN 2015,1199
109,10.02,+1.7,Charles SILMON,04 JUL 1991,USA,5h2,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1199
109,10.02,+1.3,Nesta CARTER,11 OCT 1985,JAM,4,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1199
109,10.02,+0.6,Keston BLEDMAN,08 MAR 1988,TTO,1,,Sotteville-lès-Rouen (FRA),06 JUL 2015,1199
109,10.02,-1.1,Justin GATLIN,10 FEB 1982,USA,1f1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",07 JUL 2015,1205
109,10.02,-0.3,Kemar BAILEY-COLE,10 JAN 1992,JAM,1h1,,"Olympic Stadium, London (GBR)",24 JUL 2015,1200
109,10.02,-1.2,Kim COLLINS,05 APR 1976,SKN,3h2,,"Olympic Stadium, London (GBR)",24 JUL 2015,1206
109,10.02,-0.3,Ramon GITTENS,20 JUL 1987,BAR,2h3,,"National Stadium, Beijing (CHN)",22 AUG 2015,1200
109,10.02,+0.9,Akani SIMBINE,21 SEP 1993,RSA,4sf2,,"National Stadium, Beijing (CHN)",23 AUG 2015,1199
109,10.02,-0.4,Michael RODGERS,24 APR 1985,USA,4,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1201
123,10.03,+0.9,Kim COLLINS,05 APR 1976,SKN,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1196
123,10.03,+0.9,Senoj-Jay GIVANS,30 DEC 1993,JAM,1sf2,,"Eugene, OR (USA)",10 JUN 2015,1196
123,10.03,+1.8,Antoine ADAMS,31 AUG 1988,SKN,2f1,,Basseterre (SKN),13 JUN 2015,1196
123,10.03,+1.4,Michael RODGERS,24 APR 1985,USA,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,1196
123,10.03,+1.4,Keston BLEDMAN,08 MAR 1988,TTO,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,1196
123,10.03,-0.3,Jimmy VICAUT,27 FEB 1992,FRA,3,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1197
123,10.03,-0.1,Jak Ali HARVEY,04 MAY 1989,TUR,1f2,,Bellinzona (SUI),21 JUL 2015,1196
123,10.03,-0.1,Bingtian SU,29 AUG 1989,CHN,2h1,,"National Stadium, Beijing (CHN)",22 AUG 2015,1196
131,10.04,+0.4,Diondre BATSON,13 JUL 1992,USA,1f1,,"Gainesville, FL (USA)",03 APR 2015,1193
131,10.04,+1.0,Richard THOMPSON,07 JUN 1985,TTO,1f1,,"Baton Rouge, LA (USA)",18 APR 2015,1193
131,10.04,+1.9,Nickel ASHMEADE,07 APR 1990,JAM,1h4,,"Clermont, FL (USA)",18 APR 2015,1193
131,10.04,+0.4,Andre DE GRASSE,10 NOV 1994,CAN,1,,"Los Angeles, CA (USA)",03 MAY 2015,1193
131,10.04,+1.8,Richard THOMPSON,07 JUN 1985,TTO,5f1,,"National Stadium, Kingston (JAM)",09 MAY 2015,1193
131,10.04,+0.9,Femi OGUNODE,15 MAY 1991,QAT,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1193
131,10.04,+1.5,Calesio NEWMAN,20 AUG 1986,USA,1,,"Greensboro, NC (USA)",17 MAY 2015,1193
131,10.04,-0.4,Asafa POWELL,23 NOV 1982,JAM,1,,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,1195
131,10.04,+1.9,Michael RODGERS,24 APR 1985,USA,1h1,,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1193
131,10.04,+1.7,Jarrion LAWSON,06 MAY 1994,USA,3sf1,,"Eugene, OR (USA)",10 JUN 2015,1193
131,10.04,+1.4,Kolby LISTENBEE,25 JAN 1994,USA,1sf3,,"Eugene, OR (USA)",10 JUN 2015,1193
131,10.04,-1.3,Asafa POWELL,23 NOV 1982,JAM,1sf1,,Kingston (JAM),26 JUN 2015,1200
131,10.04,+1.4,Ameer WEBB,19 MAR 1991,USA,3,,"Moratalaz, Madrid (ESP)",11 JUL 2015,1193
131,10.04,+1.5,Andrew FISHER,15 DEC 1991,JAM,1h3,,"Moratalaz, Madrid (ESP)",11 JUL 2015,1193
131,10.04,+0.4,Jak Ali HARVEY,04 MAY 1989,TUR,1h2,,Bellinzona (SUI),21 JUL 2015,1193
131,10.04,-1.2,Chijindu UJAH,05 MAR 1994,GBR,4h2,,"Olympic Stadium, London (GBR)",24 JUL 2015,1200
131,10.04,+0.3,Jak Ali HARVEY,04 MAY 1989,TUR,3h5,,"National Stadium, Beijing (CHN)",22 AUG 2015,1193
131,10.04,-0.4,Ramon GITTENS,20 JUL 1987,BAR,4sf3,,"National Stadium, Beijing (CHN)",23 AUG 2015,1195
131,10.04,-0.4,Asafa POWELL,23 NOV 1982,JAM,5,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1195
131,10.04,-2.1,Ben Youssef MEITÉ,11 NOV 1986,CIV,1,,Brazzaville (CGO),14 SEP 2015,1205
151,10.05,+1.8,Ronnie BAKER,15 OCT 1993,USA,1h1,,"Ames, IA (USA)",16 MAY 2015,1189
151,10.05,+1.8,Tevin HESTER,10 JAN 1994,USA,1h5,,"Jacksonville, FL (USA)",28 MAY 2015,1189
151,10.05,-2.4,Asafa POWELL,23 NOV 1982,JAM,1,,Marseille (FRA),06 JUN 2015,1203
151,10.05,+2.0,Richard KILTY,02 SEP 1989,GBR,5,,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1189
151,10.05,+1.0,Kemar BAILEY-COLE,10 JAN 1992,JAM,1h3,,Kingston (JAM),25 JUN 2015,1189
151,10.05,+1.0,Andrew FISHER,15 DEC 1991,JAM,1h3,,Kingston (JAM),25 JUN 2015,1189
151,10.05,+1.3,Kim COLLINS,05 APR 1976,SKN,5,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1189
151,10.05,0.0,Nesta CARTER,11 OCT 1985,JAM,2f1,,Bellinzona (SUI),21 JUL 2015,1189
151,10.05,+1.1,Andre DE GRASSE,10 NOV 1994,CAN,1,,"CIBC, Toronto (CAN)",22 JUL 2015,1189
151,10.05,-0.3,Jimmy VICAUT,27 FEB 1992,FRA,2h1,,"Olympic Stadium, London (GBR)",24 JUL 2015,1190
151,10.05,-0.3,Ben Youssef MEITÉ,11 NOV 1986,CIV,3h3,,"National Stadium, Beijing (CHN)",22 AUG 2015,1190
151,10.05,+0.5,Chijindu UJAH,05 MAR 1994,GBR,2h4,,"National Stadium, Beijing (CHN)",22 AUG 2015,1189
151,10.05,+0.9,Chijindu UJAH,05 MAR 1994,GBR,5sf2,,"National Stadium, Beijing (CHN)",23 AUG 2015,1189
151,10.05,+0.8,Femi OGUNODE,15 MAY 1991,QAT,1,,Amsterdam (NED),05 SEP 2015,1189
165,10.06,+0.2,Bingtian SU,29 AUG 1989,CHN,3,,"National Stadium, Beijing (CHN)",20 MAY 2015,1186
165,10.06,+0.9,Nesta CARTER,11 OCT 1985,JAM,4f1,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1186
165,10.06,+1.6,Isiah YOUNG,05 JAN 1990,USA,1h2,,"Montverde, FL (USA)",06 JUN 2015,1186
165,10.06,+1.9,Chijindu UJAH,05 MAR 1994,GBR,2h1,,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1186
165,10.06,+1.9,Julian FORTE,07 JAN 1993,JAM,3h1,,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1186
165,10.06,+1.5,Henricho BRUINTJIES,16 JUL 1993,RSA,1,,"Stadion Juliska, Praha (CZE)",08 JUN 2015,1186
165,10.06,+1.7,Levi Asher CADOGAN,08 NOV 1995,BAR,1f2,,St. Michael (BAR),20 JUN 2015,1186
165,10.06,+1.7,Bryce ROBINSON,13 NOV 1993,USA,6h2,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1186
165,10.06,+1.0,Jason LIVERMORE,25 APR 1988,JAM,3h3,,Kingston (JAM),25 JUN 2015,1186
165,10.06,+0.6,Michael RODGERS,24 APR 1985,USA,2,,Sotteville-lès-Rouen (FRA),06 JUL 2015,1186
165,10.06,0.0,Nesta CARTER,11 OCT 1985,JAM,2f1,,Luzern (SUI),14 JUL 2015,1186
165,10.06,+1.9,Andre DE GRASSE,10 NOV 1994,CAN,1h1,,"CIBC, Toronto (CAN)",21 JUL 2015,1186
165,10.06,-0.2,Churandy MARTINA,03 JUL 1984,NED,3h7,,"National Stadium, Beijing (CHN)",22 AUG 2015,1187
165,10.06,-0.5,Bingtian SU,29 AUG 1989,CHN,9,,"National Stadium, Beijing (CHN)",23 AUG 2015,1189
165,10.06,+0.9,Nickel ASHMEADE,07 APR 1990,JAM,6sf2,,"National Stadium, Beijing (CHN)",23 AUG 2015,1186
165,10.06,+1.4,Nesta CARTER,11 OCT 1985,JAM,2,,"Stadio Guidobaldi, Rieti (ITA)",13 SEP 2015,1186
165,10.06,-0.6,Jimmy VICAUT,27 FEB 1992,FRA,1,,Paris (FRA),13 SEP 2015,1189
165,10.06,+0.3,Ogho-Oghene EGWERO,26 NOV 1988,NGR,1sf2,,Brazzaville (CGO),13 SEP 2015,1186
183,10.07,+0.9,Nesta CARTER,11 OCT 1985,JAM,6,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1182
183,10.07,+1.9,John TEETERS,19 MAY 1993,USA,1h2,,"Ames, IA (USA)",16 MAY 2015,1182
183,10.07,+1.9,Senoj-Jay GIVANS,30 DEC 1993,JAM,1h2,,"Ames, IA (USA)",16 MAY 2015,1182
183,10.07,+0.9,Kim COLLINS,05 APR 1976,SKN,5f1,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1182
183,10.07,-0.3,Julian FORTE,07 JAN 1993,JAM,1f2,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1183
183,10.07,+0.9,Tevin HESTER,10 JAN 1994,USA,2sf2,,"Eugene, OR (USA)",10 JUN 2015,1182
183,10.07,+1.4,Kendal WILLIAMS,23 SEP 1995,USA,2sf3,,"Eugene, OR (USA)",10 JUN 2015,1182
183,10.07,+1.3,Kendal WILLIAMS,23 SEP 1995,USA,3h4,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1182
183,10.07,0.0,Remontay MCCLAIN,21 SEP 1992,USA,5,,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1182
183,10.07,+0.6,Andre DE GRASSE,10 NOV 1994,CAN,1h2,,Edmonton (CAN),03 JUL 2015,1182
183,10.07,+1.4,Kemar HYMAN,11 OCT 1989,CAY,4,,"Moratalaz, Madrid (ESP)",11 JUL 2015,1182
183,10.07,+0.7,Christophe LEMAITRE,11 JUN 1990,FRA,2,,Villeneuve d'Ascq (FRA),11 JUL 2015,1182
183,10.07,+1.1,Ramon GITTENS,20 JUL 1987,BAR,2,,"CIBC, Toronto (CAN)",22 JUL 2015,1182
183,10.07,-0.8,Trell KIMMONS,13 JUL 1985,USA,6,,"Olympic Stadium, London (GBR)",24 JUL 2015,1186
183,10.07,+1.9,Sheldon MITCHELL,19 JUL 1990,JAM,1h2,,San José (CRC),07 AUG 2015,1182
183,10.07,-1.1,Femi OGUNODE,15 MAY 1991,QAT,1f2,,Padova (ITA),06 SEP 2015,1188
199,10.08,+0.7,Harry ADAMS,27 NOV 1989,USA,1f1,,"Coral Gables, FL (USA)",11 APR 2015,1179
199,10.08,+1.4,Ronnie BAKER,15 OCT 1993,USA,1f3,,"Fort Worth, TX (USA)",02 MAY 2015,1179
199,10.08,-2.4,Asafa POWELL,23 NOV 1982,JAM,1,,Baie Mahault (FRA),02 MAY 2015,1193
199,10.08,+0.9,Diondre BATSON,13 JUL 1992,USA,6f1,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1179
199,10.08,+0.9,Akani SIMBINE,21 SEP 1993,RSA,6f1,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1179
199,10.08,+1.4,Isiah YOUNG,05 JAN 1990,USA,1f1,,"Montverde, FL (USA)",06 JUN 2015,1179
199,10.08,+0.9,Remontay MCCLAIN,21 SEP 1992,USA,1f1,,"Norwalk, CA (USA)",06 JUN 2015,1179
199,10.08,0.0,Beejay LEE,05 MAR 1993,USA,6,,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1179
199,10.08,+1.3,Clayton VAUGHN,15 MAY 1992,USA,6,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1179
199,10.08,-1.1,Isiah YOUNG,05 JAN 1990,USA,2f1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",07 JUL 2015,1185
199,10.08,+1.4,Kim COLLINS,05 APR 1976,SKN,6,,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,1179
