Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
14,9.92,+0.4,Michael RODGERS,24 APR 1985,USA,1f1,,Bellinzona (SUI),18 JUL 2018,1234
14,9.92,+0.8,Bingtian SU,29 AUG 1989,CHN,1,,Jakarta (INA),26 AUG 2018,1234
19,9.93,-0.4,Ronnie BAKER,15 OCT 1993,USA,1,,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,1233
19,9.93,+0.4,Noah LYLES,18 JUL 1997,USA,2f1,,Kingston (JAM),09 JUN 2018,1231
19,9.93,+1.9,Isiah YOUNG,05 JAN 1990,USA,1h2,,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2018,1231
19,9.93,+1.4,Cameron BURRELL,11 SEP 1994,USA,2h3,,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2018,1231
19,9.93,+0.1,Zharnel HUGHES,13 JUL 1995,GBR,2,,"Olympic Stadium, London (GBR)",21 JUL 2018,1231
19,9.93,+0.2,Akani SIMBINE,21 SEP 1993,RSA,2h2,,"Olympic Stadium, London (GBR)",21 JUL 2018,1231
19,9.93,-0.3,Ronnie BAKER,15 OCT 1993,USA,2,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1232
26,9.94,-0.2,Arthur CISSÉ,29 DEC 1996,CIV,1,,Leverkusen (GER),16 JUN 2018,1228
26,9.94,+1.2,Ronnie BAKER,15 OCT 1993,USA,1sf1,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1227
26,9.94,+0.8,Akani SIMBINE,21 SEP 1993,RSA,4,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1227
26,9.94,+0.3,Michael RODGERS,24 APR 1985,USA,1f1,,Bellinzona (SUI),18 JUL 2018,1227
26,9.94,+0.1,Akani SIMBINE,21 SEP 1993,RSA,3,,"Olympic Stadium, London (GBR)",21 JUL 2018,1227
26,9.94,-0.5,Christian COLEMAN,06 MAR 1996,USA,1,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1230
26,9.94,-0.5,Reece PRESCOD,29 FEB 1996,GBR,2,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1230
26,9.94,-0.3,Yohan BLAKE,26 DEC 1989,JAM,3,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1228
34,9.95,+0.1,Yohan BLAKE,26 DEC 1989,JAM,4,,"Olympic Stadium, London (GBR)",21 JUL 2018,1224
34,9.95,0.0,Zharnel HUGHES,13 JUL 1995,GBR,1,,"Olympiastadion, Berlin (GER)",07 AUG 2018,1224
36,9.96,+1.2,Isiah YOUNG,05 JAN 1990,USA,1h1,,"Montverde, FL (USA)",09 JUN 2018,1220
36,9.96,+0.2,Michael RODGERS,24 APR 1985,USA,3h2,,"Olympic Stadium, London (GBR)",21 JUL 2018,1220
36,9.96,+0.2,Tyquendo TRACEY,10 JUN 1993,JAM,4h2,,"Olympic Stadium, London (GBR)",21 JUL 2018,1220
36,9.96,0.0,Reece PRESCOD,29 FEB 1996,GBR,2,,"Olympiastadion, Berlin (GER)",07 AUG 2018,1220
40,9.97,+0.5,Ronnie BAKER,15 OCT 1993,USA,1f2,,"Torrance, CA (USA)",21 APR 2018,1217
40,9.97,+0.9,Jaylen BACON,05 AUG 1996,USA,1qf3,,"Sacramento, CA (USA)",25 MAY 2018,1217
40,9.97,+0.9,Zhenye XIE,17 AUG 1993,CHN,1f1,,Montreuil (FRA),19 JUN 2018,1217
40,9.97,+1.7,Barakat AL HARTHI,15 JUN 1988,OMA,1,,Amman (JOR),09 JUL 2018,1217
40,9.97,+0.8,Zharnel HUGHES,13 JUL 1995,GBR,1h1,,"Olympic Stadium, London (GBR)",21 JUL 2018,1217
40,9.97,+0.4,Jimmy VICAUT,27 FEB 1992,FRA,1sf1,,"Olympiastadion, Berlin (GER)",07 AUG 2018,1217
46,9.98,+1.9,Andre EWERS,07 JUN 1995,JAM,1qf3,,"Tampa, FL (USA)",25 MAY 2018,1213
46,9.98,0.0,Akani SIMBINE,21 SEP 1993,RSA,1sf1,,"Moratalaz, Madrid (ESP)",22 JUN 2018,1213
46,9.98,+0.2,Zhenye XIE,17 AUG 1993,CHN,1h1,,La Chaux-de-Fonds (SUI),01 JUL 2018,1213
46,9.98,-0.4,Christian COLEMAN,06 MAR 1996,USA,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1215
46,9.98,-0.4,Ronnie BAKER,15 OCT 1993,USA,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1215
46,9.98,+0.1,Michael RODGERS,24 APR 1985,USA,5,,"Olympic Stadium, London (GBR)",21 JUL 2018,1213
46,9.98,+0.1,Tyquendo TRACEY,10 JUN 1993,JAM,6,,"Olympic Stadium, London (GBR)",21 JUL 2018,1213
46,9.98,-0.5,Noah LYLES,18 JUL 1997,USA,3,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1216
54,9.99,+1.1,Kendal WILLIAMS,23 SEP 1995,USA,1,,"Knoxville, TN (USA)",13 MAY 2018,1210
54,9.99,+0.2,Filippo TORTU,15 JUN 1998,ITA,2,,"Moratalaz, Madrid (ESP)",22 JUN 2018,1210
54,9.99,-0.4,Noah LYLES,18 JUL 1997,USA,3,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1212
54,9.99,+0.4,Jak Ali HARVEY,04 MAY 1989,TUR,2f1,,Bellinzona (SUI),18 JUL 2018,1210
54,9.99,+0.8,Yohan BLAKE,26 DEC 1989,JAM,2h1,,"Olympic Stadium, London (GBR)",21 JUL 2018,1210
54,9.99,-0.5,Yohan BLAKE,26 DEC 1989,JAM,4,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1213
54,9.99,-0.3,Reece PRESCOD,29 FEB 1996,GBR,4,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1211
61,10.00,+2.0,Ronnie BAKER,15 OCT 1993,USA,1,,"National Stadium, Kingston (JAM)",19 MAY 2018,1206
61,10.00,+1.6,Jimmy VICAUT,27 FEB 1992,FRA,1f1,,Grenoble (FRA),20 MAY 2018,1206
61,10.00,+0.4,Yohan BLAKE,26 DEC 1989,JAM,3f1,,Kingston (JAM),09 JUN 2018,1206
61,10.00,+1.9,Ronnie BAKER,15 OCT 1993,USA,1h1,,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2018,1206
61,10.00,+1.1,Kendal WILLIAMS,23 SEP 1995,USA,3,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1206
61,10.00,+1.1,Isiah YOUNG,05 JAN 1990,USA,4,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1206
61,10.00,+1.2,Cameron BURRELL,11 SEP 1994,USA,2sf1,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1206
61,10.00,+0.5,Cejhae GREENE,06 OCT 1995,ANT,1sf2,,Barranquilla (COL),29 JUL 2018,1206
61,10.00,+0.8,Tosin OGUNODE,02 MAR 1994,QAT,2,,Jakarta (INA),26 AUG 2018,1206
61,10.00,+0.8,Ryota YAMAGATA,10 JUN 1992,JPN,3,,Jakarta (INA),26 AUG 2018,1206
71,10.01,+0.8,Zharnel HUGHES,13 JUL 1995,GBR,1f1,,Kingston (JAM),24 FEB 2018,1203
71,10.01,+1.4,Gavin SMELLIE,26 JUN 1986,CAN,1,,Windsor (CAN),19 MAY 2018,1203
71,10.01,+1.7,Bryce ROBINSON,13 NOV 1993,USA,1,,"Fort Worth, TX (USA)",31 MAY 2018,1203
71,10.01,-0.7,Alonso EDWARD,08 DEC 1989,PAN,1,,Cochabamba (BOL),06 JUN 2018,1207
71,10.01,+0.2,Akani SIMBINE,21 SEP 1993,RSA,3,,"Moratalaz, Madrid (ESP)",22 JUN 2018,1203
71,10.01,+0.7,Isiah YOUNG,05 JAN 1990,USA,2sf2,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1203
71,10.01,+0.2,Emile ERASMUS,03 APR 1992,RSA,2h1,,La Chaux-de-Fonds (SUI),01 JUL 2018,1203
71,10.01,-0.4,Michael RODGERS,24 APR 1985,USA,4,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1205
71,10.01,-0.9,Jak Ali HARVEY,04 MAY 1989,TUR,1f3,,Erzurum (TUR),14 JUL 2018,1208
71,10.01,+0.1,Isiah YOUNG,05 JAN 1990,USA,7,,"Olympic Stadium, London (GBR)",21 JUL 2018,1203
71,10.01,+0.1,Zhenye XIE,17 AUG 1993,CHN,8,,"Olympic Stadium, London (GBR)",21 JUL 2018,1203
71,10.01,+0.8,Zhenye XIE,17 AUG 1993,CHN,3h1,,"Olympic Stadium, London (GBR)",21 JUL 2018,1203
71,10.01,0.0,Jak Ali HARVEY,04 MAY 1989,TUR,3,,"Olympiastadion, Berlin (GER)",07 AUG 2018,1203
71,10.01,+0.6,Zharnel HUGHES,13 JUL 1995,GBR,1sf2,,"Olympiastadion, Berlin (GER)",07 AUG 2018,1203
71,10.01,+0.9,Christian COLEMAN,06 MAR 1996,USA,1h2,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1203
71,10.01,0.0,Noah LYLES,18 JUL 1997,USA,1,,Ostrava (CZE),09 SEP 2018,1203
71,10.01,0.0,Ryota YAMAGATA,10 JUN 1992,JPN,1,,Osaka (JPN),23 SEP 2018,1203
88,10.02,+1.9,Isiah YOUNG,05 JAN 1990,USA,1,,"Des Moines, IA (USA)",28 APR 2018,1199
88,10.02,+1.3,Cameron BURRELL,11 SEP 1994,USA,1h3,,"Sacramento, CA (USA)",24 MAY 2018,1199
88,10.02,-0.4,Jimmy VICAUT,27 FEB 1992,FRA,2,,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,1201
88,10.02,+1.9,Jeff DEMPS,08 JAN 1990,USA,2h2,,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2018,1199
88,10.02,+0.7,Kendal WILLIAMS,23 SEP 1995,USA,3sf2,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1199
88,10.02,-0.3,Emile ERASMUS,03 APR 1992,RSA,1f1,,La Chaux-de-Fonds (SUI),01 JUL 2018,1200
88,10.02,+0.7,Alonso EDWARD,08 DEC 1989,PAN,1f2,,Luzern (SUI),09 JUL 2018,1199
88,10.02,-0.6,Paulo André CAMILO,20 AUG 1998,BRA,1,,Bragança Paulista (BRA),14 SEP 2018,1202
96,10.03,+0.8,Akani SIMBINE,21 SEP 1993,RSA,1,,Gold Coast (AUS),09 APR 2018,1196
96,10.03,+1.9,Michael RODGERS,24 APR 1985,USA,2,,"Des Moines, IA (USA)",28 APR 2018,1196
96,10.03,+0.7,Filippo TORTU,15 JUN 1998,ITA,1f1,,Savona (ITA),23 MAY 2018,1196
96,10.03,-0.7,Justin GATLIN,10 FEB 1982,USA,1,,"Mestský Stadion, Ostrava (CZE)",13 JUN 2018,1200
96,10.03,+1.2,Abdullah Abkar MOHAMMED,01 JAN 1997,KSA,1,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1196
96,10.03,+1.2,Hassan TAFTIAN,04 MAY 1993,IRI,2,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1196
96,10.03,+0.8,Yohan BLAKE,26 DEC 1989,JAM,5,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1196
96,10.03,+0.3,Tyquendo TRACEY,10 JUN 1993,JAM,1,,London (GBR),15 JUL 2018,1196
96,10.03,+0.5,Mario BURKE,18 MAR 1997,BAR,2sf2,,Barranquilla (COL),29 JUL 2018,1196
96,10.03,+0.4,Tyquendo TRACEY,10 JUN 1993,JAM,1,,Toronto (CAN),11 AUG 2018,1196
96,10.03,+0.9,Yohan BLAKE,26 DEC 1989,JAM,2h2,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1196
96,10.03,-0.3,Akani SIMBINE,21 SEP 1993,RSA,5,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1197
96,10.03,0.0,Bingtian SU,29 AUG 1989,CHN,2,,Ostrava (CZE),09 SEP 2018,1196
96,10.03,+0.4,Paulo André CAMILO,20 AUG 1998,BRA,1h1,,Bragança Paulista (BRA),14 SEP 2018,1196
110,10.04,-0.5,Reece PRESCOD,29 FEB 1996,GBR,1,,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1196
110,10.04,+2.0,Michael RODGERS,24 APR 1985,USA,2,,"National Stadium, Kingston (JAM)",19 MAY 2018,1193
110,10.04,+1.6,Jaylen BACON,05 AUG 1996,USA,1h4,,"Sacramento, CA (USA)",24 MAY 2018,1193
110,10.04,-0.4,Filippo TORTU,15 JUN 1998,ITA,3,,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,1195
110,10.04,+1.7,Ojie EDOBURUN,02 JUN 1996,GBR,2,,"Stadion Juliska, Praha (CZE)",04 JUN 2018,1193
110,10.04,-0.2,Arthur CISSÉ,29 DEC 1996,CIV,1h1,,Leverkusen (GER),16 JUN 2018,1194
110,10.04,+0.9,Akani SIMBINE,21 SEP 1993,RSA,2f1,,Montreuil (FRA),19 JUN 2018,1193
110,10.04,-0.1,Bingtian SU,29 AUG 1989,CHN,1sf2,,"Moratalaz, Madrid (ESP)",22 JUN 2018,1193
110,10.04,-0.1,Filippo TORTU,15 JUN 1998,ITA,1sf2,,"Moratalaz, Madrid (ESP)",22 JUN 2018,1193
110,10.04,+1.1,Cameron BURRELL,11 SEP 1994,USA,5,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1193
110,10.04,+0.7,Jeff DEMPS,08 JAN 1990,USA,4sf2,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1193
110,10.04,+1.6,Arthur CISSÉ,29 DEC 1996,CIV,,,Albi (FRA),07 JUL 2018,1193
122,10.05,+0.8,Yohan BLAKE,26 DEC 1989,JAM,2f1,,Kingston (JAM),24 FEB 2018,1189
122,10.05,-0.8,Akani SIMBINE,21 SEP 1993,RSA,1f1,,Pretoria (RSA),08 MAR 2018,1193
122,10.05,+0.5,Justin GATLIN,10 FEB 1982,USA,1f1,,St. George's (GRN),21 APR 2018,1189
122,10.05,-0.5,Bingtian SU,29 AUG 1989,CHN,2,,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1192
122,10.05,0.0,Michael RODGERS,24 APR 1985,USA,1h2,,"Stadion Juliska, Praha (CZE)",04 JUN 2018,1189
122,10.05,+0.2,Jak Ali HARVEY,04 MAY 1989,TUR,1f1,,Dessau (GER),08 JUN 2018,1189
122,10.05,+0.6,Ryota YAMAGATA,10 JUN 1992,JPN,1,,Yamaguchi (JPN),23 JUN 2018,1189
122,10.05,+0.3,Kendal WILLIAMS,23 SEP 1995,USA,2,,London (GBR),15 JUL 2018,1189
122,10.05,+0.5,Jason ROGERS,31 AUG 1991,SKN,3sf2,,Barranquilla (COL),29 JUL 2018,1189
122,10.05,-0.5,Zharnel HUGHES,13 JUL 1995,GBR,5,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1192
122,10.05,+0.1,Tyquendo TRACEY,10 JUN 1993,JAM,1,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1189
133,10.06,+1.7,Roscoe ENGEL,06 MAR 1989,RSA,1sf3,,Pretoria (RSA),15 MAR 2018,1186
133,10.06,-0.3,Yohan BLAKE,26 DEC 1989,JAM,1sf1,,Gold Coast (AUS),08 APR 2018,1187
133,10.06,-0.7,Justin GATLIN,10 FEB 1982,USA,1,,"Yanmar Stadium Nagai, Osaka (JPN)",20 MAY 2018,1190
133,10.06,-0.4,Christian COLEMAN,06 MAR 1996,USA,4,,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,1188
133,10.06,+0.2,Paulo André CAMILO,20 AUG 1998,BRA,4,,"Moratalaz, Madrid (ESP)",22 JUN 2018,1186
133,10.06,+1.1,Sydney SIAME,07 OCT 1997,ZAM,1,,"x-bionic sphere, Šamorín (SVK)",29 JUN 2018,1186
133,10.06,0.0,Reece PRESCOD,29 FEB 1996,GBR,1,,Birmingham (GBR),30 JUN 2018,1186
133,10.06,-0.3,Zhenye XIE,17 AUG 1993,CHN,2f1,,La Chaux-de-Fonds (SUI),01 JUL 2018,1187
133,10.06,0.0,Chijindu UJAH,05 MAR 1994,GBR,4,,"Olympiastadion, Berlin (GER)",07 AUG 2018,1186
142,10.07,-1.3,Simon MAGAKWE,14 MAY 1986,RSA,1,,Pretoria (RSA),16 MAR 2018,1189
142,10.07,+1.0,Bryce ROBINSON,13 NOV 1993,USA,1f1,,"Torrance, CA (USA)",21 APR 2018,1182
142,10.07,+1.9,McKinley WEST,,USA,2qf3,,"Tampa, FL (USA)",25 MAY 2018,1182
142,10.07,-0.9,Cameron BURRELL,11 SEP 1994,USA,1sf1,,"Eugene, OR (USA)",06 JUN 2018,1187
142,10.07,+1.1,Amaury GOLITIN,28 JAN 1997,FRA,1,,Jesolo (ITA),09 JUN 2018,1182
142,10.07,+2.0,Hassan TAFTIAN,04 MAY 1993,IRI,1,,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1182
142,10.07,-0.1,Tyquendo TRACEY,10 JUN 1993,JAM,1,,Kingston (JAM),22 JUN 2018,1182
142,10.07,+1.1,Amaury GOLITIN,28 JAN 1997,FRA,1h2,,Albi (FRA),06 JUL 2018,1182
142,10.07,+0.1,Cameron BURRELL,11 SEP 1994,USA,9,,"Olympic Stadium, London (GBR)",21 JUL 2018,1182
142,10.07,+1.2,Ameer WEBB,19 MAR 1991,USA,1,,Ninove (BEL),28 JUL 2018,1182
142,10.07,+1.7,Nesta CARTER,11 OCT 1985,JAM,1,,Barranquilla (COL),30 JUL 2018,1182
142,10.07,+0.1,Akani SIMBINE,21 SEP 1993,RSA,1h1,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1182
142,10.07,+1.8,Paulo André CAMILO,20 AUG 1998,BRA,1,,Maringa (BRA),07 NOV 2018,1182
155,10.08,-0.4,Akani SIMBINE,21 SEP 1993,RSA,1f1,,Paarl (RSA),22 MAR 2018,1181
155,10.08,+0.5,Jeff DEMPS,08 JAN 1990,USA,2f2,,"Torrance, CA (USA)",21 APR 2018,1179
155,10.08,+0.5,Chijindu UJAH,05 MAR 1994,GBR,2f2,,"Torrance, CA (USA)",21 APR 2018,1179
155,10.08,+2.0,Nethaneel MITCHELL-BLAKE,02 APR 1994,GBR,1f2,,"Baton Rouge, LA (USA)",21 APR 2018,1179
155,10.08,+0.9,Kendal WILLIAMS,23 SEP 1995,USA,1h4,,"Knoxville, TN (USA)",12 MAY 2018,1179
155,10.08,+0.7,Lamont Marcell JACOBS,26 SEP 1994,ITA,2f1,,Savona (ITA),23 MAY 2018,1179
155,10.08,+0.8,Andre EWERS,07 JUN 1995,JAM,1h5,,"Tampa, FL (USA)",24 MAY 2018,1179
155,10.08,+1.7,Kendal WILLIAMS,23 SEP 1995,USA,1qf1,,"Tampa, FL (USA)",25 MAY 2018,1179
155,10.08,+1.7,Emre Zafer BARNES,07 NOV 1988,TUR,3,,"Stadion Juliska, Praha (CZE)",04 JUN 2018,1179
155,10.08,0.0,Arthur CISSÉ,29 DEC 1996,CIV,1,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2018,1179
155,10.08,-0.3,Michael RODGERS,24 APR 1985,USA,1f1,,Luzern (SUI),09 JUL 2018,1180
155,10.08,+0.8,Cameron BURRELL,11 SEP 1994,USA,4h1,,"Olympic Stadium, London (GBR)",21 JUL 2018,1179
155,10.08,+0.5,Javoy TUCKER,13 MAY 1997,JAM,4sf2,,Barranquilla (COL),29 JUL 2018,1179
155,10.08,0.0,Filippo TORTU,15 JUN 1998,ITA,5,,"Olympiastadion, Berlin (GER)",07 AUG 2018,1179
155,10.08,+0.3,Jorge VIDES,24 NOV 1992,BRA,1,,Sao Bernardo do Campo (BRA),18 AUG 2018,1179
155,10.08,+0.1,Alonso EDWARD,08 DEC 1989,PAN,2,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1179
155,10.08,+0.8,Michael RODGERS,24 APR 1985,USA,1,,"Sports Park Mladost, Zagreb (CRO)",04 SEP 2018,1179
172,10.09,-0.7,Simon MAGAKWE,14 MAY 1986,RSA,1sf2,,Pretoria (RSA),15 MAR 2018,1180
172,10.09,+1.2,Filippo TORTU,15 JUN 1998,ITA,1h2,,Savona (ITA),23 MAY 2018,1176
172,10.09,+1.9,Darryl HARAWAY,20 MAR 1997,USA,3qf3,,"Tampa, FL (USA)",25 MAY 2018,1176
172,10.09,+0.9,Anthony SCHWARTZ,05 SEP 2000,USA,1,,"Albuquerque, NM (USA)",02 JUN 2018,1176
172,10.09,-0.7,Alex QUIÑÓNEZ,11 AUG 1989,ECU,2,,Cochabamba (BOL),06 JUN 2018,1180
172,10.09,+1.9,Jaylen BACON,05 AUG 1996,USA,2h1,,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2018,1176
172,10.09,+1.4,Aleixo Platini MENGA,29 SEP 1987,GER,1f1,,Weinheim (GER),06 JUL 2018,1176
172,10.09,+1.6,Hassan TAFTIAN,04 MAY 1993,IRI,,,Albi (FRA),07 JUL 2018,1176
172,10.09,-0.4,Reece PRESCOD,29 FEB 1996,GBR,5,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1178
172,10.09,+0.5,Jorge VIDES,24 NOV 1992,BRA,1,,Bragança Paulista (BRA),14 JUL 2018,1176
172,10.09,0.0,Jak Ali HARVEY,04 MAY 1989,TUR,1f3,,Bellinzona (SUI),18 JUL 2018,1176
172,10.09,+0.8,Isiah YOUNG,05 JAN 1990,USA,5h1,,"Olympic Stadium, London (GBR)",21 JUL 2018,1176
172,10.09,+0.6,Jak Ali HARVEY,04 MAY 1989,TUR,2sf2,,"Olympiastadion, Berlin (GER)",07 AUG 2018,1176
172,10.09,-0.5,Akani SIMBINE,21 SEP 1993,RSA,6,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1179
172,10.09,+0.1,Zharnel HUGHES,13 JUL 1995,GBR,2h1,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1176
187,10.10,+0.4,Trae WILLIAMS,05 MAY 1997,AUS,1,,Gold Coast (AUS),16 FEB 2018,1172
187,10.10,+1.9,Clarence MUNYAI,20 FEB 1998,RSA,1sf1,,Pretoria (RSA),24 FEB 2018,1172
187,10.10,-0.2,Henricho BRUINTJIES,16 JUL 1993,RSA,1sf1,,Pretoria (RSA),15 MAR 2018,1173
187,10.10,+0.3,Kemar HYMAN,11 OCT 1989,CAY,1sf3,,Gold Coast (AUS),08 APR 2018,1172
187,10.10,+1.4,Divine ODUDURU,07 OCT 1996,NGR,1f3,,"Waco, TX (USA)",21 APR 2018,1172
187,10.10,+1.9,Gavin SMELLIE,26 JUN 1986,CAN,1f1,,"Clermont, FL (USA)",12 MAY 2018,1172
187,10.10,+1.1,Raheem CHAMBERS,06 OCT 1997,JAM,2,,"Knoxville, TN (USA)",13 MAY 2018,1172
187,10.10,+1.2,Waseem WILLIAMS,08 JAN 1997,JAM,1,,"Bloomington, IN (USA)",13 MAY 2018,1172
187,10.10,+1.1,Ramil GULIYEV,29 MAY 1990,TUR,1,,Mersin (TUR),19 MAY 2018,1172
187,10.10,+0.1,Jeff DEMPS,08 JAN 1990,USA,1,,George Town (CAY),02 JUN 2018,1172
187,10.10,-0.9,Elijah HALL-THOMPSON,22 AUG 1994,USA,2sf1,,"Eugene, OR (USA)",06 JUN 2018,1177
187,10.10,+1.2,Mario BURKE,18 MAR 1997,BAR,1sf2,,"Eugene, OR (USA)",06 JUN 2018,1172
187,10.10,+1.2,Jaylen BACON,05 AUG 1996,USA,1sf2,,"Eugene, OR (USA)",06 JUN 2018,1172
187,10.10,+1.2,McKinley WEST,,USA,1sf2,,"Eugene, OR (USA)",06 JUN 2018,1172
187,10.10,+0.1,Jevaughn MINZIE,20 JUL 1995,JAM,1f2,,Kingston (JAM),09 JUN 2018,1172
187,10.10,+0.9,Paulo André CAMILO,20 AUG 1998,BRA,3f1,,Montreuil (FRA),19 JUN 2018,1172
187,10.10,+1.2,Bryce ROBINSON,13 NOV 1993,USA,3sf1,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1172
187,10.10,-0.6,Jak Ali HARVEY,04 MAY 1989,TUR,1,,Tarragona (ESP),28 JUN 2018,1175
187,10.10,+0.8,Michael RODGERS,24 APR 1985,USA,6,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1172
187,10.10,+0.2,Derick SILVA,23 APR 1998,BRA,1,,Guadalajara (ESP),06 JUL 2018,1172
187,10.10,+0.4,Yoshihide KIRYU,15 DEC 1995,JPN,3f1,,Bellinzona (SUI),18 JUL 2018,1172
187,10.10,+0.8,Ojie EDOBURUN,02 JUN 1996,GBR,6h1,,"Olympic Stadium, London (GBR)",21 JUL 2018,1172
187,10.10,+0.2,Jeff DEMPS,08 JAN 1990,USA,5h2,,"Olympic Stadium, London (GBR)",21 JUL 2018,1172
187,10.10,+0.4,Reece PRESCOD,29 FEB 1996,GBR,2sf1,,"Olympiastadion, Berlin (GER)",07 AUG 2018,1172
187,10.10,-0.1,Michael RODGERS,24 APR 1985,USA,2,,"Stadion Śląski, Chorzów (POL)",22 AUG 2018,1172
187,10.10,+0.8,Abdullah Abkar MOHAMMED,01 JAN 1997,KSA,4,,Jakarta (INA),26 AUG 2018,1172
187,10.10,+0.9,Ryota YAMAGATA,10 JUN 1992,JPN,1sf3,,Jakarta (INA),26 AUG 2018,1172
