Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
26,10.05,+1.1,Leroy BURRELL,21 FEB 1967,USA,1sf1,,"New York, NY (USA)",13 JUN 1991,1189
26,10.05,+1.9,Andre CASON,20 JAN 1969,USA,4,,"New York, NY (USA)",14 JUN 1991,1189
28,10.06,-0.3,Leroy BURRELL,21 FEB 1967,USA,1,,Malmö (SWE),05 AUG 1991,1187
29,10.07,+1.3,Bruny SURIN,12 JUL 1967,CAN,3sf1,,"National Stadium, Tokyo (JPN)",25 AUG 1991,1182
30,10.08,+0.7,Robson DA SILVA,04 SEP 1964,BRA,1,,São Paulo (BRA),15 JUN 1991,1179
30,10.08,+0.5,Andre CASON,20 JAN 1969,USA,1,,Bruxelles (BEL),13 SEP 1991,1179
32,10.09,+0.8,Dennis MITCHELL,20 FEB 1966,USA,1,,Villeneuve d'Ascq (FRA),01 JUL 1991,1176
32,10.09,+1.5,Bruny SURIN,12 JUL 1967,CAN,1,,Paris-St-Denis (FRA),19 JUL 1991,1176
32,10.09,-0.1,Davidson EZINWA,22 NOV 1971,NGR,2,,Lagos (NGR),02 AUG 1991,1176
32,10.09,+2.0,Linford CHRISTIE,02 APR 1960,GBR,1,,Sheffield (GBR),15 SEP 1991,1176
36,10.10,+1.3,Leroy BURRELL,21 FEB 1967,USA,1h3,,"New York, NY (USA)",13 JUN 1991,1172
36,10.10,+1.9,Floyd HEARD,24 MAR 1966,USA,5,,"New York, NY (USA)",14 JUN 1991,1172
36,10.10,-0.1,Olapade ADENIKEN,19 AUG 1969,NGR,3,,Lagos (NGR),02 AUG 1991,1172
39,10.11,+0.2,Davidson EZINWA,22 NOV 1971,NGR,1,,"Azusa, CA (USA)",23 FEB 1991,1169
39,10.11,+1.5,Leroy BURRELL,21 FEB 1967,USA,1qf3,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1169
39,10.11,-0.3,Andre CASON,20 JAN 1969,USA,1f1,,Rieti (ITA),06 SEP 1991,1170
42,10.12,+1.9,Mark WITHERSPOON,03 SEP 1963,USA,6,,"New York, NY (USA)",14 JUN 1991,1165
42,10.12,-0.2,Frank FREDERICKS,02 OCT 1967,NAM,1,,Lapinlahti (FIN),23 JUN 1991,1166
42,10.12,+1.7,Emmanuel TUFFOUR,02 DEC 1966,GHA,1,,Ludwigshafen (GER),19 JUL 1991,1165
42,10.12,-1.0,Carl LEWIS,01 JUL 1961,USA,2f1,,"Letzigrund, Zürich (SUI)",07 AUG 1991,1171
42,10.12,+0.2,Carl LEWIS,01 JUL 1961,USA,1h9,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1165
42,10.12,+1.2,Robson DA SILVA,04 SEP 1964,BRA,7,,"National Stadium, Tokyo (JPN)",25 AUG 1991,1165
42,10.12,+0.5,Linford CHRISTIE,02 APR 1960,GBR,2,,Bruxelles (BEL),13 SEP 1991,1165
49,10.13,+1.0,Carl LEWIS,01 JUL 1961,USA,1h1,,"New York, NY (USA)",13 JUN 1991,1162
49,10.13,-0.3,Carl LEWIS,01 JUL 1961,USA,2,,Malmö (SWE),05 AUG 1991,1163
49,10.13,-1.0,Dennis MITCHELL,20 FEB 1966,USA,3f1,,"Letzigrund, Zürich (SUI)",07 AUG 1991,1168
49,10.13,+1.3,Robson DA SILVA,04 SEP 1964,BRA,4sf1,,"National Stadium, Tokyo (JPN)",25 AUG 1991,1162
49,10.13,-0.1,Leroy BURRELL,21 FEB 1967,USA,1,,Köln (GER),08 SEP 1991,1162
49,10.13,+0.5,Dennis MITCHELL,20 FEB 1966,USA,3,,Bruxelles (BEL),13 SEP 1991,1162
55,10.14,+0.3,Linford CHRISTIE,02 APR 1960,GBR,1,,Birmingham (GBR),26 JUL 1991,1159
55,10.14,-0.3,Dennis MITCHELL,20 FEB 1966,USA,3,,Malmö (SWE),05 AUG 1991,1160
55,10.14,+1.2,Bruny SURIN,12 JUL 1967,CAN,8,,"National Stadium, Tokyo (JPN)",25 AUG 1991,1159
58,10.15,+1.8,Fabian MUYABA,30 SEP 1970,ZIM,1sf1,,"Odessa, TX (USA)",17 MAY 1991,1155
58,10.15,-4.5,Frank FREDERICKS,02 OCT 1967,NAM,,,"San Diego, CA (USA)",18 MAY 1991,1182
58,10.15,-4.5,Olapade ADENIKEN,19 AUG 1969,NGR,,,"San Diego, CA (USA)",18 MAY 1991,1182
58,10.15,-1.1,Dennis MITCHELL,20 FEB 1966,USA,1,,Sevilla (ESP),30 MAY 1991,1161
58,10.15,+1.1,Michael MARSH,04 AUG 1967,USA,2sf1,,"New York, NY (USA)",13 JUN 1991,1155
58,10.15,+0.7,Bruny SURIN,12 JUL 1967,CAN,1,,Tokyo (JPN),16 JUN 1991,1155
58,10.15,+0.2,Olapade ADENIKEN,19 AUG 1969,NGR,1,,Roma (ITA),17 JUL 1991,1155
58,10.15,-0.7,Anthony DEES,06 AUG 1963,USA,1f2,,"Letzigrund, Zürich (SUI)",07 AUG 1991,1159
58,10.15,+2.0,Michael ROSSWESS,11 JUN 1965,GBR,2,,Sheffield (GBR),15 SEP 1991,1155
67,10.16,-0.2,James TRAPP,28 DEC 1970,USA,2,,Lapinlahti (FIN),23 JUN 1991,1153
67,10.16,-0.5,Dennis MITCHELL,20 FEB 1966,USA,1,,"Stade Louis II, Monaco (MON)",03 AUG 1991,1155
67,10.16,-0.3,Michael MARSH,04 AUG 1967,USA,2f1,,Rieti (ITA),06 SEP 1991,1153
70,10.17,+0.5,Frank FREDERICKS,02 OCT 1967,NAM,,,"Austin, TX (USA)",06 APR 1991,1148
70,10.17,+1.5,Raymond STEWART,18 MAR 1965,JAM,2,,Paris-St-Denis (FRA),19 JUL 1991,1148
70,10.17,+0.4,Michael MARSH,04 AUG 1967,USA,2,,"New York, NY (USA)",20 JUL 1991,1148
70,10.17,0.0,Michael BATES,19 DEC 1969,USA,1,,Sheffield (GBR),21 JUL 1991,1148
70,10.17,+0.1,Leroy BURRELL,21 FEB 1967,USA,1h4,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1148
70,10.17,+0.2,Raymond STEWART,18 MAR 1965,JAM,1h6,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1148
70,10.17,+1.3,Olapade ADENIKEN,19 AUG 1969,NGR,5sf1,,"National Stadium, Tokyo (JPN)",25 AUG 1991,1148
77,10.18,+0.7,Robson DA SILVA,04 SEP 1964,BRA,1,,Manaus (BRA),28 JAN 1991,1145
77,10.18,+1.9,Davidson EZINWA,22 NOV 1971,NGR,1,,"Azusa, CA (USA)",13 APR 1991,1145
77,10.18,0.0,Robson DA SILVA,04 SEP 1964,BRA,1,,São Paulo (BRA),19 MAY 1991,1145
77,10.18,-1.0,Dennis MITCHELL,20 FEB 1966,USA,1,,Granada (ESP),25 MAY 1991,1151
77,10.18,0.0,Bruny SURIN,12 JUL 1967,CAN,1sf1,,Tokyo (JPN),14 JUN 1991,1145
77,10.18,+0.5,Linford CHRISTIE,02 APR 1960,GBR,1,,Frankfurt (GER),29 JUN 1991,1145
77,10.18,+0.8,Raymond STEWART,18 MAR 1965,JAM,2,,Linz (AUT),05 JUL 1991,1145
77,10.18,+1.5,Frank FREDERICKS,02 OCT 1967,NAM,3,,Paris-St-Denis (FRA),19 JUL 1991,1145
77,10.18,-0.3,Linford CHRISTIE,02 APR 1960,GBR,4,,Malmö (SWE),05 AUG 1991,1146
77,10.18,+1.1,Daniel SANGOUMA,07 FEB 1965,FRA,5sf2,,"National Stadium, Tokyo (JPN)",25 AUG 1991,1145
77,10.18,+1.1,Atlee MAHORN,27 OCT 1965,CAN,6sf2,,"National Stadium, Tokyo (JPN)",25 AUG 1991,1145
77,10.18,-0.3,Leroy BURRELL,21 FEB 1967,USA,3f1,,Rieti (ITA),06 SEP 1991,1146
77,10.18,-0.1,Andre CASON,20 JAN 1969,USA,2,,Köln (GER),08 SEP 1991,1145
77,10.18,0.0,Frank FREDERICKS,02 OCT 1967,NAM,1,,Cairo (EGY),23 SEP 1991,1145
91,10.19,+1.7,Jon DRUMMOND,09 SEP 1968,USA,1h2,,"Eugene, OR (USA)",31 MAY 1991,1142
91,10.19,-1.8,Emmanuel TUFFOUR,02 DEC 1966,GHA,1,,Bad Homburg (GER),02 JUN 1991,1152
91,10.19,+1.0,Raymond STEWART,18 MAR 1965,JAM,1,,Alcobendas (ESP),07 JUN 1991,1142
91,10.19,-0.2,Devlon DUNN,01 APR 1967,USA,3,,Lapinlahti (FIN),23 JUN 1991,1143
91,10.19,+0.8,Andreas BERGER,09 JUN 1961,AUT,3,,Linz (AUT),05 JUL 1991,1142
91,10.19,0.0,Olapade ADENIKEN,19 AUG 1969,NGR,3f1,,Lausanne (SUI),10 JUL 1991,1142
91,10.19,+0.6,Bruny SURIN,12 JUL 1967,CAN,1f2,,Malmö (SWE),05 AUG 1991,1142
91,10.19,-0.1,Frank FREDERICKS,02 OCT 1967,NAM,3,,Köln (GER),08 SEP 1991,1142
99,10.20,+1.8,James JETT,28 DEC 1970,USA,1,,"Knoxville, TN (USA)",13 APR 1991,1138
99,10.20,-1.5,Dennis MITCHELL,20 FEB 1966,USA,1,,"Gainesville, FL (USA)",27 APR 1991,1147
99,10.20,+0.5,Satoru INOUE,21 JUL 1971,JPN,1h4,,Tokyo (JPN),17 MAY 1991,1138
99,10.20,-0.9,Jeff LAYNES,03 OCT 1970,USA,1,,"Sacramento, CA (USA)",17 MAY 1991,1143
99,10.20,+1.9,Michael MARSH,04 AUG 1967,USA,7,,"New York, NY (USA)",14 JUN 1991,1138
99,10.20,-0.3,Linford CHRISTIE,02 APR 1960,GBR,1,,Belfast (GBR),21 JUN 1991,1139
99,10.20,+0.5,Daniel SANGOUMA,07 FEB 1965,FRA,2,,Frankfurt (GER),29 JUN 1991,1138
99,10.20,+0.8,Carl LEWIS,01 JUL 1961,USA,2,,Villeneuve d'Ascq (FRA),01 JUL 1991,1138
99,10.20,+1.8,Linford CHRISTIE,02 APR 1960,GBR,1,,Gateshead (GBR),09 AUG 1991,1138
99,10.20,+0.1,Jean-Olivier ZIRIGNON,27 APR 1971,CIV,2h4,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1138
99,10.20,+1.4,Olapade ADENIKEN,19 AUG 1969,NGR,1h10,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1138
99,10.20,+1.1,Davidson EZINWA,22 NOV 1971,NGR,7sf2,,"National Stadium, Tokyo (JPN)",25 AUG 1991,1138
111,10.21,+1.5,Michael GREEN,07 NOV 1970,JAM,1,,"Knoxville, TN (USA)",04 MAY 1991,1135
111,10.21,+1.5,James TRAPP,28 DEC 1970,USA,1,,"Atlanta, GA (USA)",23 MAY 1991,1135
111,10.21,-0.4,Dennis MITCHELL,20 FEB 1966,USA,h,,"New York, NY (USA)",12 JUN 1991,1137
111,10.21,+1.9,Jeff WILLIAMS,31 DEC 1965,USA,8,,"New York, NY (USA)",14 JUN 1991,1135
111,10.21,-1.3,Bruny SURIN,12 JUL 1967,CAN,,,Getxo (ESP),29 JUN 1991,1142
111,10.21,-1.3,Dennis MITCHELL,20 FEB 1966,USA,,,Getxo (ESP),29 JUN 1991,1142
111,10.21,+0.3,Leroy BURRELL,21 FEB 1967,USA,1,,Stockholm (SWE),03 JUL 1991,1135
111,10.21,+0.4,Mark WITHERSPOON,03 SEP 1963,USA,3,,"New York, NY (USA)",20 JUL 1991,1135
111,10.21,-1.3,Bruny SURIN,12 JUL 1967,CAN,1,,Montréal (CAN),27 JUL 1991,1142
111,10.21,+0.3,Frank FREDERICKS,02 OCT 1967,NAM,1h2,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1135
121,10.22,0.0,Michael BATES,19 DEC 1969,USA,1,,"Tucson, AZ (USA)",04 MAY 1991,1132
121,10.22,+0.5,Raymond STEWART,18 MAR 1965,JAM,1,,Duisburg (GER),12 JUN 1991,1132
121,10.22,+1.1,Andre CASON,20 JAN 1969,USA,3sf1,,"New York, NY (USA)",13 JUN 1991,1132
121,10.22,+1.9,Tetsuya YAMASHITA,25 MAR 1967,JPN,1sf3,,Tokyo (JPN),16 JUN 1991,1132
121,10.22,+0.9,Dennis MITCHELL,20 FEB 1966,USA,1,,Neubrandenburg (GER),21 JUN 1991,1132
121,10.22,+0.8,Olapade ADENIKEN,19 AUG 1969,NGR,3,,Villeneuve d'Ascq (FRA),01 JUL 1991,1132
121,10.22,+0.8,Olapade ADENIKEN,19 AUG 1969,NGR,4,,Linz (AUT),05 JUL 1991,1132
121,10.22,+0.2,Raymond STEWART,18 MAR 1965,JAM,2,,Roma (ITA),17 JUL 1991,1132
121,10.22,+0.8,Michael BATES,19 DEC 1969,USA,1sf,,Sheffield (GBR),20 JUL 1991,1132
121,10.22,+0.3,John REGIS,13 OCT 1966,GBR,2,,Birmingham (GBR),26 JUL 1991,1132
121,10.22,+2.0,John REGIS,13 OCT 1966,GBR,1sf2,,Birmingham (GBR),26 JUL 1991,1132
121,10.22,-0.7,Frank FREDERICKS,02 OCT 1967,NAM,2f2,,"Letzigrund, Zürich (SUI)",07 AUG 1991,1136
121,10.22,+0.5,Bruny SURIN,12 JUL 1967,CAN,4,,Bruxelles (BEL),13 SEP 1991,1132
134,10.23,+1.6,Jon DRUMMOND,09 SEP 1968,USA,1,,"Philadelphia, PA (USA)",27 APR 1991,1128
134,10.23,+0.2,Harlan DAVIS,04 AUG 1967,USA,1,,"Baton Rouge, LA (USA)",20 MAY 1991,1128
134,10.23,+1.1,Andreas BERGER,09 JUN 1961,AUT,1h2,,Linz (AUT),05 JUL 1991,1128
134,10.23,0.0,Mark WITHERSPOON,03 SEP 1963,USA,4f1,,Lausanne (SUI),10 JUL 1991,1128
134,10.23,+0.1,Marcus ADAM,28 FEB 1968,GBR,1sf3,,Birmingham (GBR),26 JUL 1991,1128
134,10.23,+1.5,Daniel SANGOUMA,07 FEB 1965,FRA,2qf3,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1128
134,10.23,0.0,Bruny SURIN,12 JUL 1967,CAN,2,,Berlin (GER),10 SEP 1991,1128
134,10.23,+1.5,Dennis MITCHELL,20 FEB 1966,USA,2,,Koblenz (GER),11 SEP 1991,1128
134,10.23,+1.5,Michael JOHNSON,13 SEP 1967,USA,3,,Koblenz (GER),11 SEP 1991,1128
143,10.24,+1.5,Jeff LAYNES,03 OCT 1970,USA,1,,"Fresno, CA (USA)",05 APR 1991,1125
143,10.24,0.0,Floyd HEARD,24 MAR 1966,USA,1,,"Tempe, AZ (USA)",06 APR 1991,1125
143,10.24,+1.6,James JETT,28 DEC 1970,USA,2,,"Philadelphia, PA (USA)",27 APR 1991,1125
143,10.24,+1.5,Slip WATKINS,29 SEP 1967,USA,1h3,,"Knoxville, TN (USA)",03 MAY 1991,1125
143,10.24,+2.0,Curtis JOHNSON,24 DEC 1973,USA,1,,"Winter Park, FL (USA)",05 MAY 1991,1125
143,10.24,0.0,Michael BATES,19 DEC 1969,USA,,,"Tempe, AZ (USA)",19 MAY 1991,1125
143,10.24,+1.3,Andre CASON,20 JAN 1969,USA,h3,,"New York, NY (USA)",13 JUN 1991,1125
143,10.24,+0.7,Arnaldo DA SILVA OLIVEIRA,26 MAR 1964,BRA,2,,São Paulo (BRA),15 JUN 1991,1125
143,10.24,+0.8,Frank FREDERICKS,02 OCT 1967,NAM,4,,Villeneuve d'Ascq (FRA),01 JUL 1991,1125
143,10.24,+1.7,Linford CHRISTIE,02 APR 1960,GBR,1,,Noisy-le-Grand (FRA),06 JUL 1991,1125
143,10.24,0.0,Wolfgang HAUPT,05 JUL 1963,GER,1,,Leverkusen (GER),12 JUL 1991,1125
143,10.24,+1.3,Robson DA SILVA,04 SEP 1964,BRA,1,,Cesenatico (ITA),19 JUL 1991,1125
143,10.24,+1.6,Michael BATES,19 DEC 1969,USA,1h,,Sheffield (GBR),20 JUL 1991,1125
143,10.24,-0.3,Olapade ADENIKEN,19 AUG 1969,NGR,5,,Malmö (SWE),05 AUG 1991,1126
143,10.24,+0.2,Robson DA SILVA,04 SEP 1964,BRA,2h6,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1125
143,10.24,+1.5,Michael BATES,19 DEC 1969,USA,4,,Koblenz (GER),11 SEP 1991,1125
143,10.24,+0.5,Robson DA SILVA,04 SEP 1964,BRA,5,,Bruxelles (BEL),13 SEP 1991,1125
143,10.24,0.0,Davidson EZINWA,22 NOV 1971,NGR,2,,Cairo (EGY),23 SEP 1991,1125
143,10.24,+1.0,Talal MANSOUR,08 MAY 1964,QAT,1h,,Kuala Lumpur (MAS),20 OCT 1991,1125
162,10.25,+1.8,Harlan DAVIS,04 AUG 1967,USA,2,,"Knoxville, TN (USA)",13 APR 1991,1122
162,10.25,+0.8,Floyd HEARD,24 MAR 1966,USA,1,,Les Abymes (FRA),03 MAY 1991,1122
162,10.25,+0.1,Jon DRUMMOND,09 SEP 1968,USA,1,,"Houston, TX (USA)",18 MAY 1991,1122
162,10.25,+1.9,Kenny BROKENBURR,29 OCT 1968,USA,1h2,,"San Angelo, TX (USA)",24 MAY 1991,1122
162,10.25,-1.5,Daniel SANGOUMA,07 FEB 1965,FRA,1,,Dijon (FRA),15 JUN 1991,1131
162,10.25,-0.3,James TRAPP,28 DEC 1970,USA,2,,Belfast (GBR),21 JUN 1991,1123
162,10.25,-0.2,Dennis MITCHELL,20 FEB 1966,USA,1,,Udine (ITA),04 JUL 1991,1123
162,10.25,+0.8,Thomas JEFFERSON,08 JUN 1962,USA,5,,Linz (AUT),05 JUL 1991,1122
162,10.25,+0.3,Thomas JEFFERSON,08 JUN 1962,USA,1h1,,Linz (AUT),05 JUL 1991,1122
162,10.25,0.0,Michael MARSH,04 AUG 1967,USA,5f1,,Lausanne (SUI),10 JUL 1991,1122
162,10.25,+0.4,Daron COUNCIL,26 DEC 1964,USA,4,,"New York, NY (USA)",20 JUL 1991,1122
162,10.25,+0.3,Michael ROSSWESS,11 JUN 1965,GBR,3,,Birmingham (GBR),26 JUL 1991,1122
162,10.25,+0.1,Michael ROSSWESS,11 JUN 1965,GBR,2sf3,,Birmingham (GBR),26 JUL 1991,1122
162,10.25,-1.2,Joel ISASI,31 JUL 1967,CUB,1h3,,La Habana (CUB),04 AUG 1991,1129
162,10.25,+1.3,Davidson EZINWA,22 NOV 1971,NGR,1h5,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1122
162,10.25,+1.4,Atlee MAHORN,27 OCT 1965,CAN,2h10,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1122
162,10.25,+1.3,Jean-Olivier ZIRIGNON,27 APR 1971,CIV,6sf1,,"National Stadium, Tokyo (JPN)",25 AUG 1991,1122
162,10.25,-0.1,Raymond STEWART,18 MAR 1965,JAM,4,,Köln (GER),08 SEP 1991,1122
180,10.26,,Boris GOINS,07 APR 1967,USA,1,,"Tallahassee, FL (USA)",24 MAR 1991,1118
180,10.26,-1.0,Linford CHRISTIE,02 APR 1960,GBR,4f1,,"Letzigrund, Zürich (SUI)",07 AUG 1991,1124
182,10.27,+0.2,Johan ROSSOUW,20 OCT 1965,RSA,1h2,,Pretoria (RSA),19 APR 1991,1115
182,10.27,+0.3,George OGBEIDE,04 AUG 1968,NGR,1,,"Pullman, WA (USA)",20 APR 1991,1115
182,10.27,+1.6,Salaam GARIBA,23 JAN 1969,GHA,3,,"Philadelphia, PA (USA)",27 APR 1991,1115
182,10.27,+0.5,Ezio MADONIA,07 AUG 1966,ITA,1,,Athina (GRE),06 JUL 1991,1115
182,10.27,+0.2,Mark WITHERSPOON,03 SEP 1963,USA,3,,Roma (ITA),17 JUL 1991,1115
182,10.27,-0.3,Victor OMAGBEMI,22 MAY 1967,NGR,2sf1,,Lagos (NGR),02 AUG 1991,1116
182,10.27,+1.6,Daniel SANGOUMA,07 FEB 1965,FRA,1h1,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1115
182,10.27,+1.0,Dennis MITCHELL,20 FEB 1966,USA,1h3,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1115
190,10.28,+0.3,Bruny SURIN,12 JUL 1967,CAN,2,,Stockholm (SWE),03 JUL 1991,1112
190,10.28,0.0,John REGIS,13 OCT 1966,GBR,1f2,,Lausanne (SUI),10 JUL 1991,1112
190,10.28,,Aaron THIGPEN,18 SEP 1964,USA,1,,"Long Beach, CA (USA)",13 JUL 1991,1112
190,10.28,+0.2,Bruny SURIN,12 JUL 1967,CAN,4,,Roma (ITA),17 JUL 1991,1112
190,10.28,+2.0,Elliot BUNNEY,11 DEC 1966,GBR,2sf2,,Birmingham (GBR),26 JUL 1991,1112
190,10.28,+0.2,Oluyemi KAYODE,07 JUL 1968,NGR,3sf2,,Lagos (NGR),02 AUG 1991,1112
190,10.28,+1.3,Max MORINIÉRE,16 FEB 1964,FRA,2h5,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1112
190,10.28,+1.4,Bruny SURIN,12 JUL 1967,CAN,1h8,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1112
198,10.29,+0.4,Edvin IVANOV,25 JUL 1970,URS,1,,Moskva (URS),09 MAY 1991,1108
198,10.29,+1.3,Wilson BOLDEN,24 NOV 1968,USA,1,,"Jonesboro, AR (USA)",20 MAY 1991,1108
198,10.29,+0.5,Ricky CARRIGAN,06 JUL 1973,USA,1h2,,"Blaine, MN (USA)",22 JUN 1991,1108
198,10.29,0.0,Jarosław KANIECKI,11 MAY 1967,POL,1,,Kielce (POL),12 JUL 1991,1108
198,10.29,+0.2,Davidson EZINWA,22 NOV 1971,NGR,5,,Roma (ITA),17 JUL 1991,1108
198,10.29,-0.5,Pavel GALKIN,09 OCT 1968,URS,1,,Bryansk (URS),26 JUL 1991,1111
198,10.29,-0.3,Raymond STEWART,18 MAR 1965,JAM,4f1,,Rieti (ITA),06 SEP 1991,1109
205,10.30,+1.6,Augustine OLOBIA,18 JUL 1969,NGR,1,,"Eugene, OR (USA)",13 APR 1991,1105
205,10.30,+1.5,Eric AKOGYIRAM,25 JUN 1969,GHA,3,,"Knoxville, TN (USA)",04 MAY 1991,1105
205,10.30,+1.7,John MYLES-MILLS,19 APR 1966,GHA,2,,"Harrisonburg, VA (USA)",19 MAY 1991,1105
205,10.30,+0.1,Tatsuo SUGIMOTO,25 NOV 1970,JPN,1h1,,Tokyo (JPN),15 JUN 1991,1105
205,10.30,+1.2,Attila KOVÁCS,02 SEP 1960,HUN,1,,Budapest (HUN),19 JUN 1991,1105
205,10.30,+0.8,Vitaliy SAVIN,23 JAN 1966,URS,1,,Kiev (URS),10 JUL 1991,1105
205,10.30,0.0,Bruny SURIN,12 JUL 1967,CAN,6f1,,Lausanne (SUI),10 JUL 1991,1105
205,10.30,+2.0,Clarence CALLENDER,16 NOV 1961,GBR,3sf2,,Birmingham (GBR),26 JUL 1991,1105
205,10.30,+1.6,Takeshi ARAKAWA,22 JUN 1974,JPN,1,,Shizuoka (JPN),03 AUG 1991,1105
205,10.30,+1.5,Jean-Olivier ZIRIGNON,27 APR 1971,CIV,3qf3,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1105
205,10.30,+0.2,Stanley FLOYD,23 JUN 1961,USA,1,,Albacete (ESP),08 SEP 1991,1105
205,10.30,0.0,Emmanuel TUFFOUR,02 DEC 1966,GHA,3,,Cairo (EGY),23 SEP 1991,1105
