Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
18,10.01,-1.2,Maurice GREENE,23 JUL 1974,USA,1sf1,,"Commonwealth Stadium, Edmonton (CAN)",05 AUG 2001,1210
22,10.02,+1.1,Francis OBIKWELU,22 NOV 1978,NGR,4f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2001,1199
22,10.02,+2.0,Nobuharu ASAHARA,21 JUN 1972,JPN,3,,Oslo (NOR),13 JUL 2001,1199
24,10.04,-0.2,Kim COLLINS,05 APR 1976,SKN,1,,Ciudad de Guatemala (GUA),20 JUL 2001,1194
24,10.04,+0.4,Aziz ZAKARI,02 SEP 1976,GHA,1,,Linz (AUT),20 AUG 2001,1193
24,10.04,0.0,Ato BOLDON,30 DEC 1973,TTO,1,,Bruxelles (BEL),24 AUG 2001,1193
24,10.04,0.0,Aziz ZAKARI,02 SEP 1976,GHA,2,,Bruxelles (BEL),24 AUG 2001,1193
24,10.04,+1.8,Aziz ZAKARI,02 SEP 1976,GHA,1,,Rieti (ITA),02 SEP 2001,1193
29,10.05,+1.4,Leonard SCOTT,19 JAN 1980,USA,1h3,,"Eugene, OR (USA)",31 MAY 2001,1189
29,10.05,+0.6,Aziz ZAKARI,02 SEP 1976,GHA,2,,"Olympiastadion, Berlin (GER)",31 AUG 2001,1189
31,10.06,+0.1,Kim COLLINS,05 APR 1976,SKN,1f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2001,1186
31,10.06,-1.7,Bernard WILLIAMS,19 JAN 1978,USA,1sf2,,"Commonwealth Stadium, Edmonton (CAN)",05 AUG 2001,1196
31,10.06,0.0,Dwain CHAMBERS,05 APR 1978,GBR,3,,Bruxelles (BEL),24 AUG 2001,1186
31,10.06,0.0,Bernard WILLIAMS,19 JAN 1978,USA,4,,Bruxelles (BEL),24 AUG 2001,1186
31,10.06,+1.8,Frank FREDERICKS,02 OCT 1967,NAM,2,,Rieti (ITA),02 SEP 2001,1186
36,10.07,-0.3,Bernard WILLIAMS,19 JAN 1978,USA,3,,Athina (GRE),11 JUN 2001,1183
36,10.07,-0.1,Ato BOLDON,30 DEC 1973,TTO,1h1,,Athina (GRE),11 JUN 2001,1182
36,10.07,0.0,Christopher WILLIAMS,15 MAR 1972,JAM,1,,Kingston (JAM),22 JUN 2001,1182
36,10.07,+0.4,Christopher WILLIAMS,15 MAR 1972,JAM,1sf1,,Kingston (JAM),22 JUN 2001,1182
36,10.07,+0.1,Deji ALIU,22 NOV 1975,NGR,2f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2001,1182
36,10.07,-0.2,Kim COLLINS,05 APR 1976,SKN,5,,"Commonwealth Stadium, Edmonton (CAN)",05 AUG 2001,1183
42,10.08,+0.7,Bernard WILLIAMS,19 JAN 1978,USA,1,,"Walnut, CA (USA)",22 APR 2001,1179
42,10.08,0.0,Justin GATLIN,10 FEB 1982,USA,1,,"Eugene, OR (USA)",02 JUN 2001,1179
42,10.08,-0.1,Bernard WILLIAMS,19 JAN 1978,USA,1,,Milano (ITA),06 JUN 2001,1179
42,10.08,+0.5,Bernard WILLIAMS,19 JAN 1978,USA,1,,"Stade Louis II, Monaco (MON)",20 JUL 2001,1179
46,10.09,+1.1,Shawn CRAWFORD,14 JAN 1978,USA,h,,"Eugene, OR (USA)",21 JUN 2001,1176
46,10.09,+0.6,Ato BOLDON,30 DEC 1973,TTO,1,,Stockholm (SWE),17 JUL 2001,1176
46,10.09,+0.5,Jon DRUMMOND,09 SEP 1968,USA,2,,"Stade Louis II, Monaco (MON)",20 JUL 2001,1176
46,10.09,+0.2,Dwain CHAMBERS,05 APR 1978,GBR,1,,"Letzigrund, Zürich (SUI)",17 AUG 2001,1176
50,10.10,+1.6,Marcus BRUNSON,24 APR 1978,USA,1h2,,"Eugene, OR (USA)",31 MAY 2001,1172
50,10.10,-0.3,Aziz ZAKARI,02 SEP 1976,GHA,4,,Athina (GRE),11 JUN 2001,1173
50,10.10,+0.1,Brian LEWIS,05 DEC 1974,USA,3f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2001,1172
50,10.10,+0.6,Curtis JOHNSON,24 DEC 1973,USA,2,,Stockholm (SWE),17 JUL 2001,1172
50,10.10,-1.7,Dwain CHAMBERS,05 APR 1978,GBR,2sf2,,"Commonwealth Stadium, Edmonton (CAN)",05 AUG 2001,1182
50,10.10,+0.4,Kim COLLINS,05 APR 1976,SKN,2,,Linz (AUT),20 AUG 2001,1172
56,10.11,+1.9,Matt SHIRVINGTON,25 OCT 1978,AUS,1,,Perth (AUS),04 MAR 2001,1169
56,10.11,+1.5,Lindel FRATER,13 NOV 1977,JAM,1,,"Fresno, CA (USA)",19 MAY 2001,1169
56,10.11,+1.1,Jon DRUMMOND,09 SEP 1968,USA,h,,"Eugene, OR (USA)",21 JUN 2001,1169
56,10.11,+1.1,Dennis MITCHELL,20 FEB 1966,USA,h,,"Eugene, OR (USA)",21 JUN 2001,1169
56,10.11,+0.1,Bruny SURIN,12 JUL 1967,CAN,4f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2001,1169
56,10.11,-0.6,Freddy MAYOLA,01 NOV 1977,CUB,1,,Getafe (ESP),10 JUL 2001,1172
56,10.11,-0.1,Ato BOLDON,30 DEC 1973,TTO,1h3,,Oslo (NOR),13 JUL 2001,1169
56,10.11,-0.8,Dwain CHAMBERS,05 APR 1978,GBR,2f1,,"Crystal Palace, London (GBR)",22 JUL 2001,1173
56,10.11,-0.2,Christian MALCOLM,03 JUN 1979,GBR,6,,"Commonwealth Stadium, Edmonton (CAN)",05 AUG 2001,1170
56,10.11,+0.4,Christopher WILLIAMS,15 MAR 1972,JAM,3,,Linz (AUT),20 AUG 2001,1169
56,10.11,+0.6,Uchenna EMEDOLU,17 SEP 1976,NGR,3,,"Olympiastadion, Berlin (GER)",31 AUG 2001,1169
56,10.11,-0.3,Dwain CHAMBERS,05 APR 1978,GBR,1,,Brisbane (AUS),05 SEP 2001,1170
68,10.12,-1.3,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,1,,"Tallahassee, FL (USA)",14 APR 2001,1172
68,10.12,+1.1,Patrick JARRETT,02 OCT 1977,JAM,1,,"Philadelphia, PA (USA)",28 APR 2001,1165
68,10.12,0.0,Dwain CHAMBERS,05 APR 1978,GBR,9,,Madrid (ESP),26 MAY 2001,1165
68,10.12,+1.1,Dwain CHAMBERS,05 APR 1978,GBR,1sf2,,Sevilla (ESP),08 JUN 2001,1165
68,10.12,+0.2,Marcus BRUNSON,24 APR 1978,USA,h,,"Eugene, OR (USA)",21 JUN 2001,1165
68,10.12,+0.3,Curtis JOHNSON,24 DEC 1973,USA,h,,"Eugene, OR (USA)",21 JUN 2001,1165
68,10.12,+1.7,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,2,,Birmingham (GBR),14 JUL 2001,1165
68,10.12,+2.0,Shawn CRAWFORD,14 JAN 1978,USA,1,,Heusden-Zolder (BEL),14 JUL 2001,1165
68,10.12,-1.2,Ato BOLDON,30 DEC 1973,TTO,2sf1,,"Commonwealth Stadium, Edmonton (CAN)",05 AUG 2001,1172
68,10.12,-1.2,Kim COLLINS,05 APR 1976,SKN,3sf1,,"Commonwealth Stadium, Edmonton (CAN)",05 AUG 2001,1172
68,10.12,-0.3,Aziz ZAKARI,02 SEP 1976,GHA,1h1,,Linz (AUT),20 AUG 2001,1166
79,10.13,+1.9,Kenny BROKENBURR,29 OCT 1968,USA,2,,Perth (AUS),04 MAR 2001,1162
79,10.13,+0.1,Leonard SCOTT,19 JAN 1980,USA,1,,"Tempe, AZ (USA)",24 MAR 2001,1162
79,10.13,+0.3,Leonard SCOTT,19 JAN 1980,USA,1,,"Knoxville, TN (USA)",13 APR 2001,1162
79,10.13,+1.1,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,2,,"Philadelphia, PA (USA)",28 APR 2001,1162
79,10.13,+1.5,Kim COLLINS,05 APR 1976,SKN,2,,"Fresno, CA (USA)",19 MAY 2001,1162
79,10.13,0.0,Francis OBIKWELU,22 NOV 1978,NGR,2,,Madrid (ESP),26 MAY 2001,1162
79,10.13,0.0,Kim COLLINS,05 APR 1976,SKN,2,,"Eugene, OR (USA)",02 JUN 2001,1162
79,10.13,+0.7,Brian LEWIS,05 DEC 1974,USA,h,,"Eugene, OR (USA)",21 JUN 2001,1162
79,10.13,+0.4,Llewellyn BREDWOOD,30 APR 1976,JAM,2sf1,,Kingston (JAM),22 JUN 2001,1162
79,10.13,+1.4,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,1,,"Weserstadion, Bremen (GER)",23 JUN 2001,1162
79,10.13,+0.7,Stéphan BUCKLAND,12 JAN 1977,MRI,1,,Ottawa (CAN),21 JUL 2001,1162
79,10.13,-0.8,Bernard WILLIAMS,19 JAN 1978,USA,3f1,,"Crystal Palace, London (GBR)",22 JUL 2001,1166
79,10.13,0.0,Ato BOLDON,30 DEC 1973,TTO,1h11,,"Commonwealth Stadium, Edmonton (CAN)",04 AUG 2001,1162
92,10.14,0.0,Tim HARDEN,27 JAN 1974,USA,1,,"Tempe, AZ (USA)",14 APR 2001,1159
92,10.14,0.0,Marcus BRUNSON,24 APR 1978,USA,1,,"Tempe, AZ (USA)",05 MAY 2001,1159
92,10.14,+1.4,Kim COLLINS,05 APR 1976,SKN,2h3,,"Eugene, OR (USA)",31 MAY 2001,1159
92,10.14,-0.2,Dwain CHAMBERS,05 APR 1978,GBR,1,,Nürnberg (GER),17 JUN 2001,1160
92,10.14,+1.6,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,1sf2,,Birmingham (GBR),14 JUL 2001,1159
92,10.14,+2.0,Aristotelis GAVELAS,10 DEC 1978,GRE,h,,Tunis (TUN),11 SEP 2001,1159
98,10.15,+0.4,Morne NAGEL,23 MAR 1978,RSA,1,,Pretoria (RSA),23 MAR 2001,1155
98,10.15,+0.6,Deji ALIU,22 NOV 1975,NGR,2,,Sevilla (ESP),08 JUN 2001,1155
98,10.15,-0.3,Dennis MITCHELL,20 FEB 1966,USA,5,,Athina (GRE),11 JUN 2001,1156
98,10.15,-0.1,Llewellyn BREDWOOD,30 APR 1976,JAM,2h1,,Athina (GRE),11 JUN 2001,1155
98,10.15,+1.4,Konstantinos KENTERIS,11 JUL 1973,GRE,2,,"Weserstadion, Bremen (GER)",23 JUN 2001,1155
98,10.15,0.0,Kim COLLINS,05 APR 1976,SKN,1,,Rethymno (GRE),01 JUL 2001,1155
98,10.15,+0.7,Aziz ZAKARI,02 SEP 1976,GHA,1f1,,Zagreb (CRO),02 JUL 2001,1155
98,10.15,-0.4,Bernard WILLIAMS,19 JAN 1978,USA,2,,"Stade de France, Paris-St-Denis (FRA)",06 JUL 2001,1157
98,10.15,-0.4,Francis OBIKWELU,22 NOV 1978,NGR,3,,"Stade de France, Paris-St-Denis (FRA)",06 JUL 2001,1157
98,10.15,+2.0,Brian LEWIS,05 DEC 1974,USA,4,,Oslo (NOR),13 JUL 2001,1155
98,10.15,+1.6,Nobuharu ASAHARA,21 JUN 1972,JPN,1h1,,Oslo (NOR),13 JUL 2001,1155
98,10.15,-0.4,Ato BOLDON,30 DEC 1973,TTO,1h2,,Stockholm (SWE),17 JUL 2001,1157
98,10.15,+0.2,Aziz ZAKARI,02 SEP 1976,GHA,2,,"Letzigrund, Zürich (SUI)",17 AUG 2001,1155
98,10.15,-0.9,Marcus BRUNSON,24 APR 1978,USA,1,,Beijing (CHN),28 AUG 2001,1160
112,10.16,+0.7,Gerald WILLIAMS,24 FEB 1978,USA,2,,"Walnut, CA (USA)",22 APR 2001,1152
112,10.16,+1.6,Darvis PATTON,04 DEC 1977,USA,1,,"Arlington, TX (USA)",04 MAY 2001,1152
112,10.16,+1.3,Darren CAMPBELL,12 SEP 1973,GBR,2,,"Austin, TX (USA)",05 MAY 2001,1152
112,10.16,+0.6,Justin GATLIN,10 FEB 1982,USA,1sf1,,"Eugene, OR (USA)",01 JUN 2001,1152
112,10.16,-0.3,Llewellyn BREDWOOD,30 APR 1976,JAM,6,,Athina (GRE),11 JUN 2001,1153
112,10.16,-0.1,Maurice GREENE,23 JUL 1974,USA,1h2,,Athina (GRE),11 JUN 2001,1152
112,10.16,0.0,Lindel FRATER,13 NOV 1977,JAM,2,,Kingston (JAM),22 JUN 2001,1152
112,10.16,+0.4,Lindel FRATER,13 NOV 1977,JAM,3sf1,,Kingston (JAM),22 JUN 2001,1152
112,10.16,+1.6,Brian LEWIS,05 DEC 1974,USA,2h1,,Oslo (NOR),13 JUL 2001,1152
112,10.16,+0.6,Jon DRUMMOND,09 SEP 1968,USA,3,,Stockholm (SWE),17 JUL 2001,1152
122,10.17,+1.5,Eric Pacome N'DRI,24 MAR 1978,CIV,1,,"Austin, TX (USA)",07 APR 2001,1148
122,10.17,-0.1,Bernard WILLIAMS,19 JAN 1978,USA,2,,Osaka (JPN),12 MAY 2001,1148
122,10.17,+2.0,Joshua NORMAN,26 JUL 1980,USA,1,,"Sacramento, CA (USA)",18 MAY 2001,1148
122,10.17,+1.4,Sean LAMBERT,16 AUG 1982,GRN,3h3,,"Eugene, OR (USA)",31 MAY 2001,1148
122,10.17,-0.1,Llewellyn BREDWOOD,30 APR 1976,JAM,2,,Milano (ITA),06 JUN 2001,1148
122,10.17,+0.6,Bruny SURIN,12 JUL 1967,CAN,1,,Poznan (POL),08 JUN 2001,1148
122,10.17,+0.6,Christian MALCOLM,03 JUN 1979,GBR,1,,Helsinki (FIN),14 JUN 2001,1148
122,10.17,+1.6,André Domingos DA SILVA,26 NOV 1972,BRA,1,,Lisboa (POR),16 JUN 2001,1148
122,10.17,+1.0,Frédéric KRANTZ,13 SEP 1978,FRA,1,,St-Etienne (FRA),30 JUN 2001,1148
122,10.17,+2.0,Uchenna EMEDOLU,17 SEP 1976,NGR,2,,Heusden-Zolder (BEL),14 JUL 2001,1148
122,10.17,+0.6,Bruny SURIN,12 JUL 1967,CAN,1qf3,,Ottawa (CAN),20 JUL 2001,1148
122,10.17,-1.2,Aziz ZAKARI,02 SEP 1976,GHA,4sf1,,"Commonwealth Stadium, Edmonton (CAN)",05 AUG 2001,1155
122,10.17,-0.1,Shawn CRAWFORD,14 JAN 1978,USA,1,,Yokohama (JPN),15 SEP 2001,1148
135,10.18,+1.2,Jeffrey FOURTH,19 JUN 1979,USA,1,,"Durham, NC (USA)",07 APR 2001,1145
135,10.18,+1.5,Darvis PATTON,04 DEC 1977,USA,3,,"Fresno, CA (USA)",19 MAY 2001,1145
135,10.18,+1.8,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,1,,Mannheim (GER),16 JUN 2001,1145
135,10.18,+0.7,Mickey GRIMES,10 OCT 1976,USA,h,,"Eugene, OR (USA)",21 JUN 2001,1145
135,10.18,0.0,Llewellyn BREDWOOD,30 APR 1976,JAM,3,,Kingston (JAM),22 JUN 2001,1145
135,10.18,+1.0,Antoine BOUSSOMBO,18 MAY 1968,GAB,2,,St-Etienne (FRA),30 JUN 2001,1145
135,10.18,0.0,Bruny SURIN,12 JUL 1967,CAN,2,,Rethymno (GRE),01 JUL 2001,1145
135,10.18,+0.7,Bruny SURIN,12 JUL 1967,CAN,2,,Ottawa (CAN),21 JUL 2001,1145
135,10.18,0.0,Uchenna EMEDOLU,17 SEP 1976,NGR,1h9,,"Commonwealth Stadium, Edmonton (CAN)",04 AUG 2001,1145
135,10.18,+0.4,Uchenna EMEDOLU,17 SEP 1976,NGR,4,,Linz (AUT),20 AUG 2001,1145
135,10.18,-0.1,Nobuharu ASAHARA,21 JUN 1972,JPN,2,,Yokohama (JPN),15 SEP 2001,1145
146,10.19,+0.9,Matt SHIRVINGTON,25 OCT 1978,AUS,1,,Brisbane (AUS),24 MAR 2001,1142
146,10.19,+1.7,Pierre BROWNE,14 JAN 1980,CAN,1,,"Austin, TX (USA)",07 APR 2001,1142
146,10.19,+0.9,Llewellyn BREDWOOD,30 APR 1976,JAM,1,,"Gainesville, FL (USA)",21 APR 2001,1142
146,10.19,+0.7,Jeff LAYNES,03 OCT 1970,USA,3,,"Walnut, CA (USA)",22 APR 2001,1142
146,10.19,+1.3,Bruny SURIN,12 JUL 1967,CAN,3,,"Austin, TX (USA)",05 MAY 2001,1142
146,10.19,-0.1,Aziz ZAKARI,02 SEP 1976,GHA,3,,Osaka (JPN),12 MAY 2001,1142
146,10.19,0.0,Kim COLLINS,05 APR 1976,SKN,1h1,,"Fresno, CA (USA)",18 MAY 2001,1142
146,10.19,-1.0,Kim COLLINS,05 APR 1976,SKN,1,,Nassau (BAH),09 JUN 2001,1148
146,10.19,0.0,Dwight THOMAS,23 SEP 1980,JAM,4,,Kingston (JAM),22 JUN 2001,1142
146,10.19,+0.5,Francis OBIKWELU,22 NOV 1978,NGR,2f1,,"Stadio Olimpico, Roma (ITA)",29 JUN 2001,1142
146,10.19,+0.2,Deji ALIU,22 NOV 1975,NGR,1f2,,"Stadio Olimpico, Roma (ITA)",29 JUN 2001,1142
146,10.19,+1.6,Oumar LOUM,31 DEC 1973,SEN,1h1,,St-Etienne (FRA),30 JUN 2001,1142
146,10.19,+1.0,Shawn CRAWFORD,14 JAN 1978,USA,1,,Cottbus (GER),18 JUL 2001,1142
146,10.19,+0.2,Stéphan BUCKLAND,12 JAN 1977,MRI,1qf2,,Ottawa (CAN),20 JUL 2001,1142
146,10.19,+0.2,Troy DOUGLAS,30 NOV 1962,NED,3,,"Letzigrund, Zürich (SUI)",17 AUG 2001,1142
146,10.19,+0.3,Nobuharu ASAHARA,21 JUN 1972,JPN,1,,Thessaloniki (GRE),22 AUG 2001,1142
146,10.19,+0.6,Troy DOUGLAS,30 NOV 1962,NED,4,,"Olympiastadion, Berlin (GER)",31 AUG 2001,1142
146,10.19,+1.8,Uchenna EMEDOLU,17 SEP 1976,NGR,3,,Rieti (ITA),02 SEP 2001,1142
164,10.20,+1.2,Gerald WRIGHT,,USA,2,,"Durham, NC (USA)",07 APR 2001,1138
164,10.20,+1.8,Cláudio Roberto SOUZA,14 OCT 1973,BRA,1h1,,Sâo Caetano do Sul (BRA),21 APR 2001,1138
164,10.20,+0.7,Kaaron CONWRIGHT,08 AUG 1976,USA,4,,"Walnut, CA (USA)",22 APR 2001,1138
164,10.20,0.0,Donovan BAILEY,16 DEC 1967,CAN,1,,Ingolstadt (GER),27 MAY 2001,1138
164,10.20,+0.6,Shawn CRAWFORD,14 JAN 1978,USA,2,,Poznan (POL),08 JUN 2001,1138
164,10.20,+0.6,Brian LEWIS,05 DEC 1974,USA,3,,Sevilla (ESP),08 JUN 2001,1138
164,10.20,-1.0,Patrick JARRETT,02 OCT 1977,JAM,2,,Nassau (BAH),09 JUN 2001,1144
164,10.20,-0.1,Aziz ZAKARI,02 SEP 1976,GHA,2h2,,Athina (GRE),11 JUN 2001,1138
164,10.20,+0.6,Aziz ZAKARI,02 SEP 1976,GHA,2,,Helsinki (FIN),14 JUN 2001,1138
164,10.20,+1.1,Nicolas MACROZONARIS,22 AUG 1980,CAN,1,,Sherbrooke (CAN),16 JUN 2001,1138
164,10.20,+1.9,Haijian CHEN,05 APR 1980,CHN,1,,Almaty (KAZ),23 JUN 2001,1138
164,10.20,-1.2,Aziz ZAKARI,02 SEP 1976,GHA,1,,Nice (FRA),09 JUL 2001,1145
164,10.20,+0.7,Francesco SCUDERI,04 OCT 1977,ITA,1h2,,Nuoro (ITA),11 JUL 2001,1138
164,10.20,+2.0,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,1h2,,Birmingham (GBR),13 JUL 2001,1138
164,10.20,+0.5,Dwain CHAMBERS,05 APR 1978,GBR,1sf1,,Birmingham (GBR),14 JUL 2001,1138
164,10.20,+0.6,Dennis MITCHELL,20 FEB 1966,USA,4,,Stockholm (SWE),17 JUL 2001,1138
164,10.20,-0.4,Jon DRUMMOND,09 SEP 1968,USA,1h1,,Stockholm (SWE),17 JUL 2001,1140
164,10.20,+0.3,Bernard WILLIAMS,19 JAN 1978,USA,1h4,,"Commonwealth Stadium, Edmonton (CAN)",04 AUG 2001,1138
164,10.20,0.0,Donovan BAILEY,16 DEC 1967,CAN,2h11,,"Commonwealth Stadium, Edmonton (CAN)",04 AUG 2001,1138
164,10.20,+0.2,Kim COLLINS,05 APR 1976,SKN,4,,"Letzigrund, Zürich (SUI)",17 AUG 2001,1138
164,10.20,0.0,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,5,,Bruxelles (BEL),24 AUG 2001,1138
164,10.20,0.0,Troy DOUGLAS,30 NOV 1962,NED,6,,Bruxelles (BEL),24 AUG 2001,1138
164,10.20,0.0,Christian MALCOLM,03 JUN 1979,GBR,7,,Bruxelles (BEL),24 AUG 2001,1138
164,10.20,+0.8,Nobuharu ASAHARA,21 JUN 1972,JPN,1,,Kanazawa (JPN),30 SEP 2001,1138
188,10.21,+0.1,Marcus BRUNSON,24 APR 1978,USA,2,,"Tempe, AZ (USA)",24 MAR 2001,1135
188,10.21,-0.5,Patrick JARRETT,02 OCT 1977,JAM,1,,Bridgetown (BAR),19 MAY 2001,1138
188,10.21,-0.4,Marcus BRUNSON,24 APR 1978,USA,1,,"Berkeley, CA (USA)",20 MAY 2001,1137
188,10.21,+1.2,Dennis MITCHELL,20 FEB 1966,USA,1,,Dessau (GER),30 MAY 2001,1135
188,10.21,+1.4,Jacey HARPER,20 MAY 1980,TTO,4h3,,"Eugene, OR (USA)",31 MAY 2001,1135
188,10.21,,Godwin TAUYA,,ZIM,1,,Harare (ZIM),03 JUN 2001,1135
188,10.21,+0.9,Brian LEWIS,05 DEC 1974,USA,1sf1,,Sevilla (ESP),08 JUN 2001,1135
188,10.21,+1.1,Deji ALIU,22 NOV 1975,NGR,2sf2,,Sevilla (ESP),08 JUN 2001,1135
188,10.21,-0.1,Bernard WILLIAMS,19 JAN 1978,USA,3h2,,Athina (GRE),11 JUN 2001,1135
188,10.21,+0.1,Konstantinos KENTERIS,11 JUL 1973,GRE,1,,Athina (GRE),16 JUN 2001,1135
188,10.21,0.0,Julien DUNKLEY,20 DEC 1975,JAM,5,,Kingston (JAM),22 JUN 2001,1135
188,10.21,+0.5,Tommi HARTONEN,12 MAY 1977,FIN,1,,Vaasa (FIN),23 JUN 2001,1135
188,10.21,+1.3,Deji ALIU,22 NOV 1975,NGR,1,,Luzern (SUI),27 JUN 2001,1135
188,10.21,+0.5,Bernard WILLIAMS,19 JAN 1978,USA,3f1,,"Stadio Olimpico, Roma (ITA)",29 JUN 2001,1135
188,10.21,+1.2,Tim GOEBEL,04 MAR 1982,GER,1,,Stuttgart (GER),30 JUN 2001,1135
188,10.21,+1.0,Christophe CHEVAL,25 FEB 1971,FRA,3,,St-Etienne (FRA),30 JUN 2001,1135
188,10.21,+1.6,Nobuharu ASAHARA,21 JUN 1972,JPN,1,,Papendal (NED),04 JUL 2001,1135
188,10.21,+1.1,Jon DRUMMOND,09 SEP 1968,USA,5f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2001,1135
188,10.21,0.0,Francesco SCUDERI,04 OCT 1977,ITA,1,,Nuoro (ITA),11 JUL 2001,1135
188,10.21,+1.7,Christian MALCOLM,03 JUN 1979,GBR,3,,Birmingham (GBR),14 JUL 2001,1135
188,10.21,+0.5,Curtis JOHNSON,24 DEC 1973,USA,3,,"Stade Louis II, Monaco (MON)",20 JUL 2001,1135
188,10.21,-0.8,Jon DRUMMOND,09 SEP 1968,USA,4f1,,"Crystal Palace, London (GBR)",22 JUL 2001,1139
188,10.21,+0.7,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,1h8,,"Commonwealth Stadium, Edmonton (CAN)",04 AUG 2001,1135
188,10.21,+0.2,Matt SHIRVINGTON,25 OCT 1978,AUS,5,,"Letzigrund, Zürich (SUI)",17 AUG 2001,1135
188,10.21,+0.1,Aziz ZAKARI,02 SEP 1976,GHA,1h1,,"Letzigrund, Zürich (SUI)",17 AUG 2001,1135
188,10.21,+0.4,Shawn CRAWFORD,14 JAN 1978,USA,5,,Linz (AUT),20 AUG 2001,1135
188,10.21,+0.3,Uchenna EMEDOLU,17 SEP 1976,NGR,1,,Padova (ITA),26 AUG 2001,1135
188,10.21,+1.5,Marcus BRUNSON,24 APR 1978,USA,1sf1,,Beijing (CHN),28 AUG 2001,1135
216,10.22,+0.1,Terrance NEWMAN,04 SEP 1978,USA,3,,"Tempe, AZ (USA)",24 MAR 2001,1132
216,10.22,+1.6,André Domingos DA SILVA,26 NOV 1972,BRA,1h,,Americana (BRA),29 APR 2001,1132
216,10.22,+2.0,Kenneth ANDAM,08 JAN 1976,GHA,1h2,,"Provo, UT (USA)",04 MAY 2001,1132
216,10.22,0.0,Justin GATLIN,10 FEB 1982,USA,1h1,,"Columbia, SC (USA)",12 MAY 2001,1132
216,10.22,-0.8,Patrick JARRETT,02 OCT 1977,JAM,1,,"Princeton, NJ (USA)",12 MAY 2001,1136
