Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
47,10.17,+0.6,Daron COUNCIL,26 DEC 1964,USA,,,Fort-de-France (FRA),28 APR 1990,1148
47,10.17,+1.3,Raymond STEWART,18 MAR 1965,JAM,3,,Sevilla (ESP),30 MAY 1990,1148
47,10.17,+0.6,Daron COUNCIL,26 DEC 1964,USA,2sf2,,"Norwalk, CA (USA)",14 JUN 1990,1148
47,10.17,-0.5,Michael MARSH,04 AUG 1967,USA,1,,Barcelona (ESP),16 JUL 1990,1151
47,10.17,+0.7,Olapade ADENIKEN,19 AUG 1969,NGR,1,,Belfast (GBR),16 JUL 1990,1148
47,10.17,+1.1,Mark WITHERSPOON,03 SEP 1963,USA,3,,"Seattle, WA (USA)",23 JUL 1990,1148
47,10.17,+0.7,Davidson EZINWA,22 NOV 1971,NGR,1,,"Deveti Septemvri Stadium, Plovdiv (BUL)",09 AUG 1990,1148
47,10.17,-0.2,Leroy BURRELL,21 FEB 1967,USA,1,,"Olympiastadion, Berlin (GER)",17 AUG 1990,1149
56,10.18,+1.9,Atlee MAHORN,27 OCT 1965,CAN,1,,"Provo, UT (USA)",24 MAY 1990,1145
56,10.18,+0.4,Linford CHRISTIE,02 APR 1960,GBR,1,,London (GBR),20 JUL 1990,1145
56,10.18,+1.3,Talal MANSOUR,08 MAY 1964,QAT,1,,Kajaani (FIN),27 JUL 1990,1145
56,10.18,+1.7,Raymond STEWART,18 MAR 1965,JAM,3,,Malmö (SWE),07 AUG 1990,1145
56,10.18,+0.5,Calvin SMITH,08 JAN 1961,USA,2,,Bruxelles (BEL),10 AUG 1990,1145
56,10.18,-0.2,Mark WITHERSPOON,03 SEP 1963,USA,2,,"Olympiastadion, Berlin (GER)",17 AUG 1990,1146
56,10.18,-0.7,Carl LEWIS,01 JUL 1961,USA,1,,Jerez de la Frontera (ESP),03 SEP 1990,1149
63,10.19,-1.1,Linford CHRISTIE,02 APR 1960,GBR,1qf4,,Auckland (NZL),27 JAN 1990,1148
63,10.19,+0.8,Daron COUNCIL,26 DEC 1964,USA,,,Fort-de-France (FRA),28 APR 1990,1142
63,10.19,+1.0,Dennis MITCHELL,20 FEB 1966,USA,1,,La Habana (CUB),11 MAY 1990,1142
63,10.19,+0.3,Mark WITHERSPOON,03 SEP 1963,USA,1,,Berlin (GER),04 JUL 1990,1142
63,10.19,+0.7,Linford CHRISTIE,02 APR 1960,GBR,2,,Belfast (GBR),16 JUL 1990,1142
63,10.19,0.0,Max MORINIÉRE,16 FEB 1964,FRA,1h2,,"Poljud Stadion, Split (CRO)",27 AUG 1990,1142
63,10.19,+0.3,Bruno MARIE-ROSE,20 MAY 1965,FRA,2sf1,,"Poljud Stadion, Split (CRO)",28 AUG 1990,1142
70,10.20,+0.6,Frank FREDERICKS,02 OCT 1967,NAM,1,,"Tucson, AZ (USA)",16 MAR 1990,1138
70,10.20,+0.4,Andre CASON,20 JAN 1969,USA,1h2,,"Durham, NC (USA)",31 MAY 1990,1138
70,10.20,+0.5,Michael MARSH,04 AUG 1967,USA,1sf1,,"Norwalk, CA (USA)",14 JUN 1990,1138
70,10.20,+0.5,Carl LEWIS,01 JUL 1961,USA,2sf1,,"Norwalk, CA (USA)",14 JUN 1990,1138
70,10.20,+0.5,Daniel SANGOUMA,07 FEB 1965,FRA,1,,Dijon (FRA),24 JUN 1990,1138
70,10.20,+0.3,Linford CHRISTIE,02 APR 1960,GBR,3f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",12 JUL 1990,1138
70,10.20,+1.7,Daron COUNCIL,26 DEC 1964,USA,4,,Malmö (SWE),07 AUG 1990,1138
70,10.20,-0.7,Linford CHRISTIE,02 APR 1960,GBR,2f1,,Zürich (SUI),15 AUG 1990,1142
70,10.20,-0.7,Chidi IMOH,27 AUG 1963,NGR,3f1,,Zürich (SUI),15 AUG 1990,1142
70,10.20,+0.3,Max MORINIÉRE,16 FEB 1964,FRA,3sf1,,"Poljud Stadion, Split (CRO)",28 AUG 1990,1138
70,10.20,+0.3,John REGIS,13 OCT 1966,GBR,4sf1,,"Poljud Stadion, Split (CRO)",28 AUG 1990,1138
81,10.21,+0.3,Olapade ADENIKEN,19 AUG 1969,NGR,2,,Berlin (GER),04 JUL 1990,1135
81,10.21,-0.5,Mark WITHERSPOON,03 SEP 1963,USA,2,,Barcelona (ESP),16 JUL 1990,1138
81,10.21,+0.5,Chidi IMOH,27 AUG 1963,NGR,3,,Bruxelles (BEL),10 AUG 1990,1135
81,10.21,+1.1,Dennis MITCHELL,20 FEB 1966,USA,1,,Linz (AUT),22 AUG 1990,1135
81,10.21,,Michael MONYE,,NGR,1h,,Lagos (NGR),24 AUG 1990,1135
81,10.21,-1.2,Daniel SANGOUMA,07 FEB 1965,FRA,1h1,,"Poljud Stadion, Split (CRO)",27 AUG 1990,1142
81,10.21,-0.2,Daniel SANGOUMA,07 FEB 1965,FRA,1sf2,,"Poljud Stadion, Split (CRO)",28 AUG 1990,1136
81,10.21,0.0,Mark WITHERSPOON,03 SEP 1963,USA,,,Shizuoka (JPN),15 SEP 1990,1135
89,10.22,+1.0,Osmond EZINWA,22 NOV 1971,NGR,3,,Bauchi (NGR),02 JAN 1990,1132
89,10.22,+1.3,Abdullah TETENGI,15 JUL 1969,NGR,2sf2,,Auckland (NZL),28 JAN 1990,1132
89,10.22,+1.8,Leroy BURRELL,21 FEB 1967,USA,1,,"Austin, TX (USA)",07 APR 1990,1132
89,10.22,0.0,Raymond STEWART,18 MAR 1965,JAM,1f2,,"Philadelphia, PA (USA)",28 APR 1990,1132
89,10.22,+0.6,Andre CASON,20 JAN 1969,USA,3sf2,,"Norwalk, CA (USA)",14 JUN 1990,1132
89,10.22,+0.3,Chidi IMOH,27 AUG 1963,NGR,3,,Berlin (GER),04 JUL 1990,1132
89,10.22,+0.6,Henry NEAL,28 OCT 1970,USA,1,,"Minneapolis, MN (USA)",15 JUL 1990,1132
89,10.22,+0.4,Calvin SMITH,08 JAN 1961,USA,2,,London (GBR),20 JUL 1990,1132
89,10.22,+0.5,Calvin SMITH,08 JAN 1961,USA,1,,Udine (ITA),21 JUL 1990,1132
89,10.22,-1.3,Dennis MITCHELL,20 FEB 1966,USA,1f2,,Zürich (SUI),15 AUG 1990,1139
99,10.23,,Eric AKOGYIRAM,25 JUN 1969,GHA,1h1,,"Provo, UT (USA)",27 APR 1990,1128
99,10.23,+1.3,Jeff WILLIAMS,31 DEC 1965,USA,3,,"Modesto, CA (USA)",05 MAY 1990,1128
99,10.23,0.0,Michael BATES,19 DEC 1969,USA,1,,"Tucson, AZ (USA)",05 MAY 1990,1128
99,10.23,+1.8,Michael BATES,19 DEC 1969,USA,3sf2,,"Durham, NC (USA)",01 JUN 1990,1128
99,10.23,+0.4,Raymond STEWART,18 MAR 1965,JAM,1,,Rehlingen (GER),02 JUN 1990,1128
99,10.23,+0.7,Mark WITHERSPOON,03 SEP 1963,USA,4,,Villeneuve d'Ascq (FRA),28 JUN 1990,1128
99,10.23,+0.1,Stanley FLOYD,23 JUN 1961,USA,1,,"Houston, TX (USA)",30 JUN 1990,1128
99,10.23,+0.3,Calvin SMITH,08 JAN 1961,USA,1sf1,,Birmingham (GBR),03 AUG 1990,1128
99,10.23,+1.7,Chidi IMOH,27 AUG 1963,NGR,5,,Malmö (SWE),07 AUG 1990,1128
99,10.23,+0.5,Michael MARSH,04 AUG 1967,USA,4,,Bruxelles (BEL),10 AUG 1990,1128
99,10.23,+0.5,Daniel SANGOUMA,07 FEB 1965,FRA,5,,Bruxelles (BEL),10 AUG 1990,1128
99,10.23,+0.4,Chidi IMOH,27 AUG 1963,NGR,1,,Monaco (MON),12 AUG 1990,1128
99,10.23,+0.4,Dennis MITCHELL,20 FEB 1966,USA,2,,Monaco (MON),12 AUG 1990,1128
99,10.23,-0.7,Mark WITHERSPOON,03 SEP 1963,USA,4f1,,Zürich (SUI),15 AUG 1990,1132
99,10.23,-1.3,Andre CASON,20 JAN 1969,USA,2f2,,Zürich (SUI),15 AUG 1990,1135
99,10.23,-0.2,Michael MARSH,04 AUG 1967,USA,3,,"Olympiastadion, Berlin (GER)",17 AUG 1990,1129
99,10.23,-0.2,Chidi IMOH,27 AUG 1963,NGR,4,,"Olympiastadion, Berlin (GER)",17 AUG 1990,1129
99,10.23,+1.8,Vladimir KRYLOV,26 FEB 1964,URS,1,,Volgograd (URS),18 AUG 1990,1128
99,10.23,+0.4,Calvin SMITH,08 JAN 1961,USA,4,,Athina (GRE),07 SEP 1990,1128
99,10.23,0.0,Leroy BURRELL,21 FEB 1967,USA,,,Shizuoka (JPN),15 SEP 1990,1128
99,10.23,+0.2,Carl LEWIS,01 JUL 1961,USA,,,Shizuoka (JPN),15 SEP 1990,1128
120,10.24,+1.3,Bruny SURIN,12 JUL 1967,CAN,3sf2,,Auckland (NZL),28 JAN 1990,1125
120,10.24,+1.5,James JETT,28 DEC 1970,USA,1,,"Knoxville, TN (USA)",14 APR 1990,1125
120,10.24,+1.3,Michael MARSH,04 AUG 1967,USA,4,,Sevilla (ESP),30 MAY 1990,1125
120,10.24,+0.5,Dennis MITCHELL,20 FEB 1966,USA,3sf1,,"Norwalk, CA (USA)",14 JUN 1990,1125
120,10.24,+0.4,Linford CHRISTIE,02 APR 1960,GBR,3,,Monaco (MON),12 AUG 1990,1125
120,10.24,-1.9,Eric AKOGYIRAM,25 JUN 1969,GHA,3,,Hengelo (NED),12 AUG 1990,1136
126,10.25,+1.3,John REGIS,13 OCT 1966,GBR,4sf2,,Auckland (NZL),28 JAN 1990,1122
126,10.25,+1.0,Patrick WILLIAMS,11 NOV 1965,JAM,1,,"Boise, ID (USA)",14 APR 1990,1122
126,10.25,+1.3,Henry THOMAS,10 JUL 1967,USA,4,,"Modesto, CA (USA)",05 MAY 1990,1122
126,10.25,0.0,Rodney BRIDGES,31 MAY 1971,USA,2,,"Tucson, AZ (USA)",05 MAY 1990,1122
126,10.25,+1.8,Eric AKOGYIRAM,25 JUN 1969,GHA,4sf2,,"Durham, NC (USA)",01 JUN 1990,1122
126,10.25,+0.6,Mark WITHERSPOON,03 SEP 1963,USA,2,,"Norwalk, CA (USA)",15 JUN 1990,1122
126,10.25,-0.2,Daniel SANGOUMA,07 FEB 1965,FRA,3f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",12 JUL 1990,1123
126,10.25,+0.5,Raymond STEWART,18 MAR 1965,JAM,1,,La Coruña (ESP),26 JUL 1990,1122
126,10.25,+0.7,Daniel SANGOUMA,07 FEB 1965,FRA,,,Blois (FRA),28 JUL 1990,1122
126,10.25,+0.7,Bruno MARIE-ROSE,20 MAY 1965,FRA,,,Blois (FRA),28 JUL 1990,1122
126,10.25,+0.7,Jason LIVINGSTON,17 MAR 1971,GBR,2,,"Deveti Septemvri Stadium, Plovdiv (BUL)",09 AUG 1990,1122
126,10.25,+0.4,Andre CASON,20 JAN 1969,USA,4,,Monaco (MON),12 AUG 1990,1122
126,10.25,+2.0,Frank FREDERICKS,02 OCT 1967,NAM,1,,Pieksämäki (FIN),12 AUG 1990,1122
126,10.25,+1.1,Michael MARSH,04 AUG 1967,USA,2,,Linz (AUT),22 AUG 1990,1122
126,10.25,+0.9,Leroy BURRELL,21 FEB 1967,USA,3,,Rieti (ITA),09 SEP 1990,1122
126,10.25,+0.2,Dennis MITCHELL,20 FEB 1966,USA,,,Shizuoka (JPN),15 SEP 1990,1122
142,10.26,,Victor NWANKWO,18 SEP 1969,NGR,4,,Bauchi (NGR),03 JAN 1990,1118
142,10.26,+0.1,Ray REDMON,13 APR 1969,USA,2,,"Arlington, TX (USA)",14 APR 1990,1118
142,10.26,+1.5,James TRAPP,28 DEC 1970,USA,2,,"Knoxville, TN (USA)",14 APR 1990,1118
142,10.26,+1.7,Floyd HEARD,24 MAR 1966,USA,1,,"Houston, TX (USA)",13 MAY 1990,1118
142,10.26,+1.2,Ezio MADONIA,07 AUG 1966,ITA,1,,Arzignano (ITA),30 JUN 1990,1118
142,10.26,-0.2,Robson DA SILVA,04 SEP 1964,BRA,4f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",12 JUL 1990,1119
142,10.26,+1.5,Carl LEWIS,01 JUL 1961,USA,1,,Oslo (NOR),14 JUL 1990,1118
142,10.26,+0.5,Thomas JEFFERSON,08 JUN 1962,USA,2,,Udine (ITA),21 JUL 1990,1118
142,10.26,+1.1,Dennis MITCHELL,20 FEB 1966,USA,4,,"Seattle, WA (USA)",23 JUL 1990,1118
151,10.27,+0.1,Joel MCCRAY,12 AUG 1970,USA,3,,"Arlington, TX (USA)",14 APR 1990,1115
151,10.27,-3.8,Anthony DEES,06 AUG 1963,USA,2,,"Jacksonville, FL (USA)",21 APR 1990,1137
151,10.27,+1.3,Luis RODRÍGUEZ,19 AUG 1966,ESP,5,,Sevilla (ESP),30 MAY 1990,1115
151,10.27,-1.3,Raymond STEWART,18 MAR 1965,JAM,1,,Madrid (ESP),09 JUN 1990,1122
151,10.27,+1.8,Pavel GALKIN,09 OCT 1968,URS,1h3,,Moskva (URS),10 JUN 1990,1115
151,10.27,+1.6,Curtis JOHNSON,24 DEC 1973,USA,1,,"Fresno, CA (USA)",30 JUN 1990,1115
151,10.27,+1.5,Linford CHRISTIE,02 APR 1960,GBR,2,,Oslo (NOR),14 JUL 1990,1115
151,10.27,+0.5,Eric AKOGYIRAM,25 JUN 1969,GHA,6,,Bruxelles (BEL),10 AUG 1990,1115
151,10.27,-0.7,Calvin SMITH,08 JAN 1961,USA,5f1,,Zürich (SUI),15 AUG 1990,1119
151,10.27,0.0,Vladimir KRYLOV,26 FEB 1964,URS,2h2,,"Poljud Stadion, Split (CRO)",27 AUG 1990,1115
151,10.27,+1.8,Hideyaki MIYATA,12 JUN 1972,JPN,1sf3,,Fukuoka (JPN),22 OCT 1990,1115
162,10.28,,Anthony DEES,06 AUG 1963,USA,1,,"Johnson City, TN (USA) (i)",26 JAN 1990,1114
162,10.28,+1.0,Lee MCNEILL,02 DEC 1964,USA,1,,"New York, NY (USA)",02 JUN 1990,1112
162,10.28,+1.5,Olapade ADENIKEN,19 AUG 1969,NGR,3,,Oslo (NOR),14 JUL 1990,1112
162,10.28,+1.1,Andre CASON,20 JAN 1969,USA,5,,"Seattle, WA (USA)",23 JUL 1990,1112
162,10.28,+0.3,Darren BRAITHWAITE,20 JAN 1969,GBR,1sf2,,Birmingham (GBR),03 AUG 1990,1112
162,10.28,-0.7,Raymond STEWART,18 MAR 1965,JAM,6f1,,Zürich (SUI),15 AUG 1990,1116
162,10.28,+0.9,Calvin SMITH,08 JAN 1961,USA,4,,Rieti (ITA),09 SEP 1990,1112
162,10.28,+0.1,Joseph GIKONYO,07 FEB 1965,KEN,1,,Cairo (EGY),04 OCT 1990,1112
162,10.28,,Chris NEETHLING,23 JAN 1968,RSA,1,,Johannesburg (RSA),10 NOV 1990,1112
171,10.29,,Ira BALDREN,16 JAN 1970,USA,1,,"Brownwood, TX (USA)",10 MAR 1990,1108
171,10.29,+1.8,Ralph ROBERTS,15 MAR 1967,TTO,1,,"San Angelo, TX (USA)",12 APR 1990,1108
171,10.29,+1.9,Tshakile NZIMANDE,19 NOV 1961,RSA,1,,Bloemfontein (RSA),27 APR 1990,1108
171,10.29,0.0,Kevin BRAUNSKILL,31 MAR 1969,USA,3,,"Tucson, AZ (USA)",05 MAY 1990,1108
171,10.29,+1.6,Gilles QUÉNÉHERVÉ,17 MAY 1966,FRA,1,,Créteil (FRA),27 MAY 1990,1108
171,10.29,,Dmytro VANYAIKIN,14 JAN 1966,URS,1,,Chernigov (URS),02 JUN 1990,1108
171,10.29,+1.8,Aleksey KNOROZ,25 JUL 1970,URS,1,,Bryansk (URS),17 JUN 1990,1108
171,10.29,+0.3,Max MORINIÉRE,16 FEB 1964,FRA,4f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",12 JUL 1990,1108
171,10.29,+1.3,Colin JACKSON,18 FEB 1967,GBR,1,,Wrexham (GBR),28 JUL 1990,1108
171,10.29,+0.3,Marcus ADAM,28 FEB 1968,GBR,2sf2,,Birmingham (GBR),03 AUG 1990,1108
171,10.29,+0.7,Patrick STEVENS,31 JAN 1968,BEL,1f2,,Sestriere (ITA),08 AUG 1990,1108
171,10.29,0.0,Linford CHRISTIE,02 APR 1960,GBR,3h2,,"Poljud Stadion, Split (CRO)",27 AUG 1990,1108
183,10.30,+1.3,Neil DE SILVA,15 NOV 1969,TTO,5sf2,,Auckland (NZL),28 JAN 1990,1105
183,10.30,+1.6,Joe DELOACH,05 JUN 1967,USA,5,,"Modesto, CA (USA)",05 MAY 1990,1105
183,10.30,,Lucius MILLER,14 OCT 1963,USA,1,,"Flagstaff, AZ (USA)",12 MAY 1990,1105
183,10.30,+1.8,Aleksandr GOREMYKIN,03 MAR 1971,URS,1,,Moskva (URS),14 JUN 1990,1105
183,10.30,+1.8,Andrey GRIGORYEV,18 MAY 1970,URS,2,,Bryansk (URS),17 JUN 1990,1105
183,10.30,-0.7,Emmanuel TUFFOUR,02 DEC 1966,GHA,1,,Ladenburg (FRG),27 JUN 1990,1109
183,10.30,+1.1,Andres SIMÓN,15 SEP 1961,CUB,6,,"Seattle, WA (USA)",23 JUL 1990,1105
183,10.30,+0.7,Davidson EZINWA,22 NOV 1971,NGR,1sf2,,"Deveti Septemvri Stadium, Plovdiv (BUL)",09 AUG 1990,1105
183,10.30,-0.7,Daniel SANGOUMA,07 FEB 1965,FRA,7f1,,Zürich (SUI),15 AUG 1990,1109
183,10.30,-0.7,Michael MARSH,04 AUG 1967,USA,8f1,,Zürich (SUI),15 AUG 1990,1109
183,10.30,-0.2,Darren BRAITHWAITE,20 JAN 1969,GBR,2sf2,,"Poljud Stadion, Split (CRO)",28 AUG 1990,1106
