Year,Average Age mean,Average Net Result mean,Average Mark var,current_match_ranking mean,current_match_ranking min,Average Mark min,Nation mean,Athlete,Years to Olympics,Finalist_Weight
2015,32.3,10.012,0.01169,1.9,1,9.79,1168.445443,Tyson GAY,2,0
2016,33,10.18625,0.00145,2.625,1,9.97,1168.445443,Tyson GAY,1,0
2017,34,10.2525,0.008966667,2.25,1,9.94,1168.445443,Tyson GAY,5,0
2018,35,10.332,0.00518,2.4,1,10.11,1168.445443,Tyson GAY,4,0
2019,36,10.63,0.014879346,2,2,10.27,1168.445443,Tyson GAY,3,0
2001,24,10.23416667,0.005872727,2.666666667,1,10.06,1146.033254,Uchenna EMEDOLU,4,0
2002,25.04545455,10.22590909,0.005492641,2.636363636,1,10,1146.033254,Uchenna EMEDOLU,3,0
2003,26.08,10.1952,0.005469333,3.08,1,9.97,1146.033254,Uchenna EMEDOLU,2,0
2004,27,10.23,0.009478571,2.75,1,9.99,1146.033254,Uchenna EMEDOLU,1,0
2005,28,10.25666667,0.002069524,3.4,1,10.13,1146.033254,Uchenna EMEDOLU,4,0
2006,29,10.289375,0.002719583,2.3125,1,10.1,1146.033254,Uchenna EMEDOLU,3,0
2007,30,10.23,0.004524626,2,2,10.23,1146.033254,Uchenna EMEDOLU,2,0
2008,31,10.284,0.00057,2.8,2,10.21,1146.033254,Uchenna EMEDOLU,1,0
2003,17,10.24213988,0.009131176,1,1,10.29,1168.445443,Walter DIX,2,0
2004,18,10.36,0.009131176,1,1,10.28,1168.445443,Walter DIX,1,0
2005,19,10.28083333,0.010153788,1.416666667,1,9.96,1168.445443,Walter DIX,4,1
2006,20,10.21,0.00262,2,1,10.12,1168.445443,Walter DIX,3,1
2007,21,10.162,0.009995556,1.6,1,9.93,1168.445443,Walter DIX,2,1
2008,22,10.07166667,0.018515152,2.25,1,9.8,1168.445443,Walter DIX,1,1
2009,23,10.1625,0.0043,2,1,10,1168.445443,Walter DIX,4,0
2010,24,10.0475,0.024257143,1.125,1,9.88,1168.445443,Walter DIX,3,0
2011,25,10.085,0.006654545,1.5,1,9.94,1168.445443,Walter DIX,2,0
2012,26,10.165,0.016333333,2.25,1,9.85,1168.445443,Walter DIX,1,0
2013,27,10.24666667,0.010811111,2.333333333,1,9.99,1168.445443,Walter DIX,4,0
2014,28,10.43,0.009131176,8,8,10.27,1168.445443,Walter DIX,3,0
2015,29,10.336,0.00192,3.4,1,10.13,1168.445443,Walter DIX,2,0
2016,30,10.23857143,0.008447619,2,1,10.03,1168.445443,Walter DIX,1,0
2017,31,10.2775,0.010098214,1.875,1,10,1168.445443,Walter DIX,5,0
2018,32,10.426,0.00193,1.2,1,10.16,1168.445443,Walter DIX,4,0
2019,33,10.375,0.0018,1,1,10.19,1168.445443,Walter DIX,3,0
2007,17,10.226,0.00332,1.2,1,10.11,1169.777336,Yohan BLAKE,2,0
2008,18,10.44333333,0.0019,1,1,10.2,1169.777336,Yohan BLAKE,1,0
2009,19,10.17,0.005233333,1.666666667,1,10.07,1169.777336,Yohan BLAKE,4,0
2010,20,10.02454545,0.015525455,1.818181818,1,9.89,1169.777336,Yohan BLAKE,3,0
2011,21,9.955,0.012991209,1.142857143,1,9.8,1169.777336,Yohan BLAKE,2,0
2012,22,9.973846154,0.012591026,1.230769231,1,9.69,1169.777336,Yohan BLAKE,1,0
2014,24,10.05,0.01805,1.5,1,10.02,1169.777336,Yohan BLAKE,3,1
2015,25,10.312,0.00317,1.6,1,10.12,1169.777336,Yohan BLAKE,2,1
2016,26,10.066,0.015182222,1.7,1,9.93,1169.777336,Yohan BLAKE,1,1
2017,27,10.027,0.008404444,1.4,1,9.9,1169.777336,Yohan BLAKE,5,0
2018,28,10.09,0.006518681,2.571428571,1,9.94,1169.777336,Yohan BLAKE,4,0
2019,29,10.07,0.005259341,1.857142857,1,9.96,1169.777336,Yohan BLAKE,3,0
2020,30,10.16666667,0.0043,1.333333333,1,10.07,1169.777336,Yohan BLAKE,2,0
2021,31,10.18066667,0.010212381,1.6,1,9.95,1169.777336,Yohan BLAKE,1,0
2012,16,10.23,0.0002,1,1,10.19,1150.754386,Yoshihide KIRYU,1,0
2013,17,10.245,0.01312,1.166666667,1,10.01,1150.754386,Yoshihide KIRYU,4,0
2014,18,10.31,0.00632381,1,1,10.05,1150.754386,Yoshihide KIRYU,3,0
2015,19,10.248,0.02522,1,1,9.87,1150.754386,Yoshihide KIRYU,2,0
2016,20,10.17,0.007117033,1.928571429,1,10.01,1150.754386,Yoshihide KIRYU,1,0
2017,21,10.20611111,0.005176471,1.611111111,1,9.98,1150.754386,Yoshihide KIRYU,5,0
2018,22,10.20166667,0.002345455,3,1,10.1,1150.754386,Yoshihide KIRYU,4,0
2019,23,10.20105263,0.005722807,2.631578947,1,10.01,1150.754386,Yoshihide KIRYU,3,0
2020,24,10.18666667,0.007861111,1.222222222,1,10.04,1150.754386,Yoshihide KIRYU,2,0
2021,25,10.20833333,0.01311,2,1,10.01,1150.754386,Yoshihide KIRYU,1,0
