Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
26,10.03,-0.1,Linford CHRISTIE,02 APR 1960,GBR,1,,Bruxelles (BEL),19 AUG 1994,1196
26,10.03,+1.7,Linford CHRISTIE,02 APR 1960,GBR,1f2,,"Olympiastadion, Berlin (GER)",30 AUG 1994,1196
33,10.04,+1.2,Carl LEWIS,01 JUL 1961,USA,1,,"Houston, TX (USA)",07 MAY 1994,1193
33,10.04,+1.2,Andre CASON,20 JAN 1969,USA,5f3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 1994,1193
33,10.04,+0.9,Andre CASON,20 JAN 1969,USA,2,,Stockholm (SWE),12 JUL 1994,1193
33,10.04,+1.8,Frank FREDERICKS,02 OCT 1967,NAM,1qf3,,Victoria (CAN),22 AUG 1994,1193
33,10.04,+1.7,Dennis MITCHELL,20 FEB 1966,USA,2f2,,"Olympiastadion, Berlin (GER)",30 AUG 1994,1193
38,10.05,+0.9,Andre CASON,20 JAN 1969,USA,1,,"Provo, UT (USA)",25 MAY 1994,1189
38,10.05,+1.8,Donovan BAILEY,16 DEC 1967,CAN,1,,Ottawa (CAN),30 JUN 1994,1189
38,10.05,-1.4,Linford CHRISTIE,02 APR 1960,GBR,1,,Zürich (SUI),17 AUG 1994,1197
38,10.05,+1.9,Michael GREEN,07 NOV 1970,JAM,2,,Victoria (CAN),23 AUG 1994,1189
38,10.05,+1.8,Olapade ADENIKEN,19 AUG 1969,NGR,2sf1,,Victoria (CAN),23 AUG 1994,1189
43,10.06,+2.0,Jon DRUMMOND,09 SEP 1968,USA,2,,San José (USA),28 MAY 1994,1186
43,10.06,+0.2,Leroy BURRELL,21 FEB 1967,USA,1f2,,"Stadio Olimpico, Roma (ITA)",08 JUN 1994,1186
43,10.06,+2.0,Rodney LEWIS,17 JUL 1966,USA,1h3,,"Knoxville, TN (USA)",15 JUN 1994,1186
43,10.06,+1.9,Frank FREDERICKS,02 OCT 1967,NAM,3,,Victoria (CAN),23 AUG 1994,1186
43,10.06,+1.5,Linford CHRISTIE,02 APR 1960,GBR,2,,Rieti (ITA),28 AUG 1994,1186
48,10.07,+1.6,Dennis MITCHELL,20 FEB 1966,USA,1,,São Paulo (BRA),21 MAY 1994,1182
48,10.07,+1.1,Emmanuel TUFFOUR,02 DEC 1966,GHA,1,,Schriesheim (GER),18 JUN 1994,1182
48,10.07,+0.2,Dennis MITCHELL,20 FEB 1966,USA,2sf1,,Linz (AUT),04 JUL 1994,1182
48,10.07,+0.2,Frank FREDERICKS,02 OCT 1967,NAM,2sf2,,Linz (AUT),04 JUL 1994,1182
48,10.07,+0.9,Donovan BAILEY,16 DEC 1967,CAN,1f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 1994,1182
48,10.07,+1.2,Linford CHRISTIE,02 APR 1960,GBR,2,,"Crystal Palace, London (GBR)",15 JUL 1994,1182
48,10.07,+1.9,Olapade ADENIKEN,19 AUG 1969,NGR,3,,"Bislett Stadion, Oslo (NOR)",22 JUL 1994,1182
48,10.07,-1.9,Dennis MITCHELL,20 FEB 1966,USA,1,,St. Petersburg (RUS),25 JUL 1994,1193
48,10.07,+1.9,Ato BOLDON,30 DEC 1973,TTO,4,,Victoria (CAN),23 AUG 1994,1182
57,10.08,+1.9,Obadele THOMPSON,30 MAR 1976,BAR,3f1,,"El Paso, TX (USA)",16 APR 1994,1179
57,10.08,+1.4,Daniel EFFIONG,17 JUN 1972,NGR,1,,Bratislava (SVK),01 JUN 1994,1179
57,10.08,+0.9,Leroy BURRELL,21 FEB 1967,USA,1,,"FBK Stadium, Hengelo (NED)",04 JUN 1994,1179
57,10.08,-0.9,Dennis MITCHELL,20 FEB 1966,USA,1sf1,,"Knoxville, TN (USA)",15 JUN 1994,1184
57,10.08,+0.2,Bruny SURIN,12 JUL 1967,CAN,4,,Linz (AUT),04 JUL 1994,1179
57,10.08,+0.5,Bruny SURIN,12 JUL 1967,CAN,1,,Evry-Bondoufle (FRA),11 JUL 1994,1179
57,10.08,+0.7,Linford CHRISTIE,02 APR 1960,GBR,1qf1,,"Olympiastadion, Helsinki (FIN)",07 AUG 1994,1179
64,10.09,+0.6,Davidson EZINWA,22 NOV 1971,NGR,1,,Jena (GER),03 JUN 1994,1176
64,10.09,+0.1,Linford CHRISTIE,02 APR 1960,GBR,1,,Nürnberg (GER),08 JUN 1994,1176
64,10.09,+2.0,Michael JOHNSON,13 SEP 1967,USA,2h3,,"Knoxville, TN (USA)",15 JUN 1994,1176
64,10.09,+1.2,Daniel EFFIONG,17 JUN 1972,NGR,6f3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 1994,1176
64,10.09,+1.7,Olapade ADENIKEN,19 AUG 1969,NGR,1h2,,"Bislett Stadion, Oslo (NOR)",22 JUL 1994,1176
69,10.10,+1.1,Michael GREEN,07 NOV 1970,JAM,1,,Kingston (JAM),07 MAY 1994,1172
69,10.10,+0.5,Anthony JONES,12 DEC 1971,USA,1,,"Madison, WI (USA)",22 MAY 1994,1172
69,10.10,+2.0,Daniel EFFIONG,17 JUN 1972,NGR,3,,San José (USA),28 MAY 1994,1172
69,10.10,+0.6,Frank FREDERICKS,02 OCT 1967,NAM,2,,Jena (GER),03 JUN 1994,1172
69,10.10,-0.9,Andre CASON,20 JAN 1969,USA,2sf1,,"Knoxville, TN (USA)",15 JUN 1994,1177
69,10.10,+0.2,Frank FREDERICKS,02 OCT 1967,NAM,5,,Linz (AUT),04 JUL 1994,1172
69,10.10,+0.2,Osmond EZINWA,22 NOV 1971,NGR,3sf2,,Linz (AUT),04 JUL 1994,1172
69,10.10,+1.5,Glenroy GILBERT,31 AUG 1968,CAN,1h8,,Victoria (CAN),22 AUG 1994,1172
77,10.11,+2.0,Tim MONTGOMERY,28 JAN 1975,USA,3h3,,"Knoxville, TN (USA)",15 JUN 1994,1169
77,10.11,+0.2,Bruny SURIN,12 JUL 1967,CAN,3sf1,,Linz (AUT),04 JUL 1994,1169
77,10.11,+0.9,Jon DRUMMOND,09 SEP 1968,USA,3,,Stockholm (SWE),12 JUL 1994,1169
77,10.11,-1.9,Leroy BURRELL,21 FEB 1967,USA,2,,St. Petersburg (RUS),25 JUL 1994,1180
77,10.11,+1.3,Augustine NKETIA,30 DEC 1970,NZL,1h5,,Victoria (CAN),22 AUG 1994,1169
77,10.11,+0.4,Olapade ADENIKEN,19 AUG 1969,NGR,1qf2,,Victoria (CAN),22 AUG 1994,1169
77,10.11,+1.9,Glenroy GILBERT,31 AUG 1968,CAN,5,,Victoria (CAN),23 AUG 1994,1169
77,10.11,+1.9,Olapade ADENIKEN,19 AUG 1969,NGR,6,,Victoria (CAN),23 AUG 1994,1169
85,10.12,+0.1,Andre CASON,20 JAN 1969,USA,1,,"Clemson, SC (USA)",16 APR 1994,1165
85,10.12,+0.6,Olapade ADENIKEN,19 AUG 1969,NGR,3,,Jena (GER),03 JUN 1994,1165
85,10.12,+1.7,Frank FREDERICKS,02 OCT 1967,NAM,1,,Lahti (FIN),05 JUN 1994,1165
85,10.12,+0.2,Sam JEFFERSON,19 APR 1971,USA,4sf2,,Linz (AUT),04 JUL 1994,1165
85,10.12,0.0,Leroy BURRELL,21 FEB 1967,USA,1f2,,Villeneuve d'Ascq (FRA),08 JUL 1994,1165
85,10.12,+0.6,Aleksandr PORKHOMOVSKIY,12 AUG 1972,RUS,1sf1,,St. Petersburg (RUS),14 JUL 1994,1165
85,10.12,-1.9,Jon DRUMMOND,09 SEP 1968,USA,3,,St. Petersburg (RUS),25 JUL 1994,1176
85,10.12,-0.1,Dennis MITCHELL,20 FEB 1966,USA,2,,Bruxelles (BEL),19 AUG 1994,1165
85,10.12,-0.6,Dennis MITCHELL,20 FEB 1966,USA,1,,Paris (FRA),03 SEP 1994,1168
85,10.12,0.0,Dennis MITCHELL,20 FEB 1966,USA,1,,Madrid (ESP),06 SEP 1994,1165
95,10.13,+2.0,Anthony JONES,12 DEC 1971,USA,1,,"El Paso, TX (USA)",02 APR 1994,1162
95,10.13,+1.3,Alvis WHITTED,04 SEP 1974,USA,1,,"Knoxville, TN (USA)",02 APR 1994,1162
95,10.13,+1.6,Michael GREEN,07 NOV 1970,JAM,2,,São Paulo (BRA),21 MAY 1994,1162
95,10.13,+0.5,Andre CASON,20 JAN 1969,USA,1h1,,"Provo, UT (USA)",25 MAY 1994,1162
95,10.13,+1.3,Sam JEFFERSON,19 APR 1971,USA,1sf2,,"Boise, ID (USA)",03 JUN 1994,1162
95,10.13,+1.2,Vincent HENDERSON,20 OCT 1972,USA,1h5,,"Knoxville, TN (USA)",15 JUN 1994,1162
95,10.13,-1.6,Dennis MITCHELL,20 FEB 1966,USA,1,,"Knoxville, TN (USA)",16 JUN 1994,1171
95,10.13,+0.7,Bruny SURIN,12 JUL 1967,CAN,1sf1,,Evry-Bondoufle (FRA),11 JUL 1994,1162
95,10.13,+1.7,Jon DRUMMOND,09 SEP 1968,USA,2h2,,"Bislett Stadion, Oslo (NOR)",22 JUL 1994,1162
95,10.13,0.0,Dennis MITCHELL,20 FEB 1966,USA,1,,Moskva (RUS),31 JUL 1994,1162
95,10.13,0.0,Jon DRUMMOND,09 SEP 1968,USA,1,,"Stade Louis II, Monaco (MON)",02 AUG 1994,1162
95,10.13,+0.5,Randall EVANS,26 OCT 1970,USA,4,,"Durham, NC (USA)",13 AUG 1994,1162
95,10.13,-1.7,Linford CHRISTIE,02 APR 1960,GBR,1h1,,Zürich (SUI),17 AUG 1994,1172
95,10.13,-0.3,Dennis MITCHELL,20 FEB 1966,USA,1,,Köln (GER),21 AUG 1994,1163
95,10.13,+0.4,Augustine NKETIA,30 DEC 1970,NZL,2qf2,,Victoria (CAN),22 AUG 1994,1162
95,10.13,+1.1,Glenroy GILBERT,31 AUG 1968,CAN,1qf4,,Victoria (CAN),22 AUG 1994,1162
95,10.13,-0.6,Linford CHRISTIE,02 APR 1960,GBR,2,,Paris (FRA),03 SEP 1994,1165
112,10.14,+1.6,Olapade ADENIKEN,19 AUG 1969,NGR,3,,São Paulo (BRA),21 MAY 1994,1159
112,10.14,+0.2,Carl LEWIS,01 JUL 1961,USA,1f1,,"Stadio Olimpico, Roma (ITA)",08 JUN 1994,1159
112,10.14,+1.2,Tim HARDEN,27 JAN 1974,USA,2h5,,"Knoxville, TN (USA)",15 JUN 1994,1159
112,10.14,-0.9,Jon DRUMMOND,09 SEP 1968,USA,3sf1,,"Knoxville, TN (USA)",15 JUN 1994,1164
112,10.14,-1.6,Jon DRUMMOND,09 SEP 1968,USA,2,,"Knoxville, TN (USA)",16 JUN 1994,1168
112,10.14,+0.2,Osmond EZINWA,22 NOV 1971,NGR,,,Linz (AUT),04 JUL 1994,1159
112,10.14,+0.2,Sam JEFFERSON,19 APR 1971,USA,,,Linz (AUT),04 JUL 1994,1159
112,10.14,+1.2,Olapade ADENIKEN,19 AUG 1969,NGR,7f3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 1994,1159
112,10.14,+1.9,Davidson EZINWA,22 NOV 1971,NGR,1,,Rhede (GER),29 JUL 1994,1159
112,10.14,0.0,Donovan BAILEY,16 DEC 1967,CAN,2,,"Stade Louis II, Monaco (MON)",02 AUG 1994,1159
112,10.14,-0.5,Linford CHRISTIE,02 APR 1960,GBR,1,,"Olympiastadion, Helsinki (FIN)",08 AUG 1994,1162
112,10.14,+2.0,Frank FREDERICKS,02 OCT 1967,NAM,1h7,,Victoria (CAN),22 AUG 1994,1159
124,10.15,+0.8,Jon DRUMMOND,09 SEP 1968,USA,1,,"Eugene, OR (USA)",04 JUN 1994,1155
124,10.15,+1.8,Bruny SURIN,12 JUL 1967,CAN,2,,Duisburg (GER),12 JUN 1994,1155
124,10.15,+1.8,Donovan BAILEY,16 DEC 1967,CAN,1,,Lisboa (POR),18 JUN 1994,1155
124,10.15,+1.8,Glenroy GILBERT,31 AUG 1968,CAN,2,,Ottawa (CAN),30 JUN 1994,1155
124,10.15,+0.9,Tim MONTGOMERY,28 JAN 1975,USA,2f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 1994,1155
124,10.15,+1.2,Bruny SURIN,12 JUL 1967,CAN,8f3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 1994,1155
124,10.15,+1.2,Randall EVANS,26 OCT 1970,USA,1,,"Edwardsville, IL (USA)",09 JUL 1994,1155
124,10.15,+0.5,Bruny SURIN,12 JUL 1967,CAN,1h,,Evry-Bondoufle (FRA),11 JUL 1994,1155
124,10.15,+1.2,Olapade ADENIKEN,19 AUG 1969,NGR,3,,"Crystal Palace, London (GBR)",15 JUL 1994,1155
124,10.15,0.0,Osmond EZINWA,22 NOV 1971,NGR,1,,Rovereto (ITA),24 JUL 1994,1155
124,10.15,+1.9,Michael GREEN,07 NOV 1970,JAM,2,,Rhede (GER),29 JUL 1994,1155
124,10.15,-1.4,Jon DRUMMOND,09 SEP 1968,USA,2,,Zürich (SUI),17 AUG 1994,1163
124,10.15,+1.8,Ato BOLDON,30 DEC 1973,TTO,2qf3,,Victoria (CAN),22 AUG 1994,1155
124,10.15,+1.5,Aleksandr PORKHOMOVSKIY,12 AUG 1972,RUS,3,,Rieti (ITA),28 AUG 1994,1155
124,10.15,+0.8,Dennis MITCHELL,20 FEB 1966,USA,2,,Tokyo (JPN),15 SEP 1994,1155
139,10.16,+1.0,Dennis MITCHELL,20 FEB 1966,USA,1,,Hiroshima (JPN),29 APR 1994,1152
139,10.16,-0.2,Olapade ADENIKEN,19 AUG 1969,NGR,1,,Granada (ESP),01 JUN 1994,1153
139,10.16,+1.9,Tim HARDEN,27 JAN 1974,USA,1sf1,,"Boise, ID (USA)",03 JUN 1994,1152
139,10.16,+1.3,Andre CASON,20 JAN 1969,USA,1,,Lapinlahti (FIN),26 JUN 1994,1152
139,10.16,+0.9,Olapade ADENIKEN,19 AUG 1969,NGR,4,,Stockholm (SWE),12 JUL 1994,1152
139,10.16,+1.2,Andre CASON,20 JAN 1969,USA,4,,"Crystal Palace, London (GBR)",15 JUL 1994,1152
139,10.16,+1.9,Damien MARSH,28 MAR 1971,AUS,4,,"Bislett Stadion, Oslo (NOR)",22 JUL 1994,1152
139,10.16,-0.1,Jon DRUMMOND,09 SEP 1968,USA,3,,Bruxelles (BEL),19 AUG 1994,1152
147,10.17,,Nnamdi ANUSIM,11 JUL 1972,NGR,1f2,,Port Harcourt (NGR),18 MAR 1994,1148
147,10.17,+2.0,Daniel EFFIONG,17 JUN 1972,NGR,1,,"Tempe, AZ (USA)",26 MAR 1994,1148
147,10.17,+1.7,Talal MANSOUR,08 MAY 1964,QAT,1,,Doha (QAT),06 APR 1994,1148
147,10.17,+1.7,Thaddeus SHANNON,06 AUG 1973,USA,4,,"Odessa, TX (USA)",20 MAY 1994,1148
147,10.17,+1.4,Dennis MITCHELL,20 FEB 1966,USA,2,,Bratislava (SVK),01 JUN 1994,1148
147,10.17,-0.2,Bruny SURIN,12 JUL 1967,CAN,2,,Granada (ESP),01 JUN 1994,1149
147,10.17,+0.8,Andre CASON,20 JAN 1969,USA,2,,"Eugene, OR (USA)",04 JUN 1994,1148
147,10.17,+0.1,Donovan BAILEY,16 DEC 1967,CAN,2,,Nürnberg (GER),08 JUN 1994,1148
147,10.17,+1.3,Gilles QUÉNÉHERVÉ,17 MAY 1966,FRA,1h1,,Genève (SUI),18 JUN 1994,1148
147,10.17,-0.7,Aleksandr PORKHOMOVSKIY,12 AUG 1972,RUS,1,,St. Petersburg (RUS),14 JUL 1994,1152
147,10.17,+1.8,Geir MOEN,26 JUN 1969,NOR,1,,Tønsberg (NOR),20 JUL 1994,1148
147,10.17,-0.3,Jon DRUMMOND,09 SEP 1968,USA,2,,Köln (GER),21 AUG 1994,1149
147,10.17,+0.2,Michael GREEN,07 NOV 1970,JAM,qf,,Victoria (CAN),22 AUG 1994,1148
160,10.18,+2.0,Robert ESMIE,05 JUL 1972,CAN,1,,"Flagstaff, AZ (USA)",14 MAY 1994,1145
160,10.18,+0.4,Vladislav DOLOGODIN,23 FEB 1972,UKR,1sf,,Kyiv (UKR),26 MAY 1994,1145
160,10.18,+1.9,Marcus REED,17 JUL 1972,USA,2sf1,,"Boise, ID (USA)",03 JUN 1994,1145
160,10.18,-1.1,Jon DRUMMOND,09 SEP 1968,USA,h1,,"Knoxville, TN (USA)",15 JUN 1994,1151
160,10.18,+1.6,Sam JEFFERSON,19 APR 1971,USA,2h4,,"Knoxville, TN (USA)",15 JUN 1994,1145
160,10.18,+1.7,Frank FREDERICKS,02 OCT 1967,NAM,3h2,,"Bislett Stadion, Oslo (NOR)",22 JUL 1994,1145
160,10.18,0.0,Olapade ADENIKEN,19 AUG 1969,NGR,3,,"Stade Louis II, Monaco (MON)",02 AUG 1994,1145
160,10.18,-0.1,Donovan BAILEY,16 DEC 1967,CAN,4,,Bruxelles (BEL),19 AUG 1994,1145
160,10.18,-0.6,Jon DRUMMOND,09 SEP 1968,USA,3,,Paris (FRA),03 SEP 1994,1148
160,10.18,-1.6,Talal MANSOUR,08 MAY 1964,QAT,1,,Hiroshima (JPN),11 OCT 1994,1154
170,10.19,+1.1,Glenroy GILBERT,31 AUG 1968,CAN,2,,Kingston (JAM),07 MAY 1994,1142
170,10.19,+1.3,Terry BOWEN,15 SEP 1971,USA,2sf2,,"Boise, ID (USA)",03 JUN 1994,1142
170,10.19,+0.5,Donovan BAILEY,16 DEC 1967,CAN,h,,Nürnberg (GER),08 JUN 1994,1142
170,10.19,+0.2,Frank FREDERICKS,02 OCT 1967,NAM,2f1,,"Stadio Olimpico, Roma (ITA)",08 JUN 1994,1142
170,10.19,+1.6,Oumar LOUM,31 DEC 1973,SEN,1,,Noisy-le-Grand (FRA),02 JUL 1994,1142
170,10.19,+0.8,Jeff WILLIAMS,31 DEC 1965,USA,1f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 1994,1142
170,10.19,0.0,Andre CASON,20 JAN 1969,USA,2f2,,Villeneuve d'Ascq (FRA),08 JUL 1994,1142
170,10.19,+0.9,Mark WITHERSPOON,03 SEP 1963,USA,5,,Stockholm (SWE),12 JUL 1994,1142
170,10.19,-0.1,Dennis MITCHELL,20 FEB 1966,USA,1,,Nice (FRA),18 JUL 1994,1142
170,10.19,+1.9,Frank FREDERICKS,02 OCT 1967,NAM,5,,"Bislett Stadion, Oslo (NOR)",22 JUL 1994,1142
170,10.19,-0.7,Linford CHRISTIE,02 APR 1960,GBR,1sf1,,"Olympiastadion, Helsinki (FIN)",08 AUG 1994,1146
170,10.19,+1.8,Augustine NKETIA,30 DEC 1970,NZL,3sf1,,Victoria (CAN),23 AUG 1994,1142
170,10.19,+1.8,Damien MARSH,28 MAR 1971,AUS,4sf1,,Victoria (CAN),23 AUG 1994,1142
183,10.20,+1.9,Fabian MUYABA,30 SEP 1970,ZIM,4,,"El Paso, TX (USA)",16 APR 1994,1138
183,10.20,+1.2,Tim MONTGOMERY,28 JAN 1975,USA,1,,"Fayetteville, AR (USA)",23 APR 1994,1138
183,10.20,-0.3,Daniel EFFIONG,17 JUN 1972,NGR,1,,"Tucson, AZ (USA)",07 MAY 1994,1139
183,10.20,+2.0,Jacob SWINTON,26 DEC 1971,USA,1h1,,"Fairfax, VA (USA)",21 MAY 1994,1138
183,10.20,-1.2,Frank FREDERICKS,02 OCT 1967,NAM,1,,Rehlingen (GER),23 MAY 1994,1145
183,10.20,+1.4,Davidson EZINWA,22 NOV 1971,NGR,3,,Bratislava (SVK),01 JUN 1994,1138
183,10.20,+0.2,Greg SADDLER,29 JUN 1974,USA,1h1,,"Boise, ID (USA)",02 JUN 1994,1138
183,10.20,+1.9,Tony MCCALL,16 JUN 1974,USA,3sf1,,"Boise, ID (USA)",03 JUN 1994,1138
183,10.20,-0.2,Pavel GALKIN,09 OCT 1968,RUS,1,,Moskva (RUS),11 JUN 1994,1139
183,10.20,+2.0,Terry BOWEN,15 SEP 1971,USA,4h3,,"Knoxville, TN (USA)",15 JUN 1994,1138
183,10.20,+1.4,Olapade ADENIKEN,19 AUG 1969,NGR,1,,Luzern (SUI),29 JUN 1994,1138
183,10.20,+2.0,Donovan BAILEY,16 DEC 1967,CAN,1h,,Ottawa (CAN),30 JUN 1994,1138
183,10.20,+1.1,Marc BLUME,28 DEC 1973,GER,3,,Rhede (GER),29 JUL 1994,1138
183,10.20,-0.5,Geir MOEN,26 JUN 1969,NOR,2,,"Olympiastadion, Helsinki (FIN)",08 AUG 1994,1141
183,10.20,+1.7,Geir MOEN,26 JUN 1969,NOR,1sf2,,"Olympiastadion, Helsinki (FIN)",08 AUG 1994,1138
183,10.20,+1.3,Bruny SURIN,12 JUL 1967,CAN,h,,Victoria (CAN),22 AUG 1994,1138
183,10.20,+1.5,Michael GREEN,07 NOV 1970,JAM,h,,Victoria (CAN),22 AUG 1994,1138
200,10.21,-0.5,Damien MARSH,28 MAR 1971,AUS,1,,Canberra (AUS),22 JAN 1994,1138
200,10.21,-0.9,Daniel EFFIONG,17 JUN 1972,NGR,1,,"Tempe, AZ (USA)",02 APR 1994,1140
200,10.21,+1.9,Kareem STREETE-THOMPSON,30 MAR 1973,USA,5,,"El Paso, TX (USA)",16 APR 1994,1135
200,10.21,+0.1,John MAIR,20 NOV 1963,JAM,2,,"Clemson, SC (USA)",16 APR 1994,1135
200,10.21,+1.6,Raymond STEWART,18 MAR 1965,JAM,4,,São Paulo (BRA),21 MAY 1994,1135
200,10.21,-0.5,Andrew TYNES,13 FEB 1972,BAH,1,,"Fresno, CA (USA)",21 MAY 1994,1138
200,10.21,+0.8,Vladislav DOLOGODIN,23 FEB 1972,UKR,1,,Kyiv (UKR),26 MAY 1994,1135
200,10.21,+2.0,Rodney LEWIS,17 JUL 1966,USA,4,,San José (USA),28 MAY 1994,1135
200,10.21,+1.9,Jacob SWINTON,26 DEC 1971,USA,4sf1,,"Boise, ID (USA)",03 JUN 1994,1135
200,10.21,0.0,Daniel EFFIONG,17 JUN 1972,NGR,,,Lagos (NGR),09 JUN 1994,1135
200,10.21,+2.0,Ron CLARK,01 NOV 1969,USA,5h3,,"Knoxville, TN (USA)",15 JUN 1994,1135
200,10.21,+1.6,Jeff WILLIAMS,31 DEC 1965,USA,3h4,,"Knoxville, TN (USA)",15 JUN 1994,1135
200,10.21,+0.2,Daniel COJOCARU,27 MAY 1969,ROU,1,,Bucureşti (ROU),17 JUN 1994,1135
200,10.21,+0.9,Linford CHRISTIE,02 APR 1960,GBR,1,,Birmingham (GBR),25 JUN 1994,1135
200,10.21,+0.9,Vincent HENDERSON,20 OCT 1972,USA,3f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 1994,1135
200,10.21,+0.9,Jeff WILLIAMS,31 DEC 1965,USA,6,,Stockholm (SWE),12 JUL 1994,1135
200,10.21,+0.6,Pavel GALKIN,09 OCT 1968,RUS,2sf1,,St. Petersburg (RUS),14 JUL 1994,1135
200,10.21,+1.2,Deji ALIU,22 NOV 1975,NGR,1,,"Estadio Universitario, Lisboa (POR)",21 JUL 1994,1135
200,10.21,+1.1,Emmanuel TUFFOUR,02 DEC 1966,GHA,,,Rhede (GER),29 JUL 1994,1135
200,10.21,+1.5,Damien MARSH,28 MAR 1971,AUS,h,,Victoria (CAN),22 AUG 1994,1135
200,10.21,+0.4,Damien MARSH,28 MAR 1971,AUS,3qf2,,Victoria (CAN),22 AUG 1994,1135
200,10.21,+0.4,Bruny SURIN,12 JUL 1967,CAN,qf2,,Victoria (CAN),22 AUG 1994,1135
200,10.21,+0.1,Jon DRUMMOND,09 SEP 1968,USA,1,,Göteborg (SWE),24 AUG 1994,1135
200,10.21,-0.6,Frank FREDERICKS,02 OCT 1967,NAM,4,,Paris (FRA),03 SEP 1994,1138
