Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
1,9.63,+1.5,Usain BOLT,21 AUG 1986,JAM,1,,"Olympic Stadium, London (GBR)",05 AUG 2012,1337
2,9.69,-0.1,Yohan BLAKE,26 DEC 1989,JAM,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",23 AUG 2012,1316
3,9.75,+1.1,Yohan BLAKE,26 DEC 1989,JAM,1,,Kingston (JAM),29 JUN 2012,1294
3,9.75,+1.5,Yohan BLAKE,26 DEC 1989,JAM,2,,"Olympic Stadium, London (GBR)",05 AUG 2012,1294
5,9.76,-0.1,Usain BOLT,21 AUG 1986,JAM,1,,"Stadio Olimpico, Roma (ITA)",31 MAY 2012,1291
5,9.76,+1.4,Yohan BLAKE,26 DEC 1989,JAM,1,,"Letzigrund, Zürich (SUI)",30 AUG 2012,1291
7,9.79,+0.6,Usain BOLT,21 AUG 1986,JAM,1,,"Bislett Stadion, Oslo (NOR)",07 JUN 2012,1280
7,9.79,+1.5,Justin GATLIN,10 FEB 1982,USA,3,,"Olympic Stadium, London (GBR)",05 AUG 2012,1280
9,9.80,+1.8,Justin GATLIN,10 FEB 1982,USA,1,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1276
10,9.82,+1.8,Usain BOLT,21 AUG 1986,JAM,1f1,,"National Stadium, Kingston (JAM)",05 MAY 2012,1269
10,9.82,+0.7,Justin GATLIN,10 FEB 1982,USA,1sf1,,"Olympic Stadium, London (GBR)",05 AUG 2012,1269
12,9.84,+0.5,Yohan BLAKE,26 DEC 1989,JAM,1,,George Town (CAY),09 MAY 2012,1262
13,9.85,+0.6,Asafa POWELL,23 NOV 1982,JAM,2,,"Bislett Stadion, Oslo (NOR)",07 JUN 2012,1259
13,9.85,+1.6,Yohan BLAKE,26 DEC 1989,JAM,1f1,,Luzern (SUI),17 JUL 2012,1259
13,9.85,+1.7,Yohan BLAKE,26 DEC 1989,JAM,1sf3,,"Olympic Stadium, London (GBR)",05 AUG 2012,1259
16,9.86,+1.4,Keston BLEDMAN,08 MAR 1988,TTO,1f2,,Port-of-Spain (TTO),23 JUN 2012,1255
16,9.86,+1.8,Tyson GAY,09 AUG 1982,USA,2,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1255
16,9.86,+1.1,Usain BOLT,21 AUG 1986,JAM,2,,Kingston (JAM),29 JUN 2012,1255
16,9.86,+0.3,Usain BOLT,21 AUG 1986,JAM,1,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1255
20,9.87,+0.4,Justin GATLIN,10 FEB 1982,USA,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1252
20,9.87,+1.0,Usain BOLT,21 AUG 1986,JAM,1sf2,,"Olympic Stadium, London (GBR)",05 AUG 2012,1252
22,9.88,+0.4,Asafa POWELL,23 NOV 1982,JAM,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1248
22,9.88,+1.1,Asafa POWELL,23 NOV 1982,JAM,3,,Kingston (JAM),29 JUN 2012,1248
22,9.88,+1.5,Ryan BAILEY,13 APR 1989,USA,1h3,,"Olympic Stadium, London (GBR)",04 AUG 2012,1248
22,9.88,+1.5,Ryan BAILEY,13 APR 1989,USA,4,,"Olympic Stadium, London (GBR)",05 AUG 2012,1248
26,9.89,+0.9,Keston BLEDMAN,08 MAR 1988,TTO,1h2,,"Orlando, FL (USA)",26 MAY 2012,1245
27,9.90,+1.6,Yohan BLAKE,26 DEC 1989,JAM,1f4,,Kingston (JAM),14 APR 2012,1241
27,9.90,+1.3,Justin GATLIN,10 FEB 1982,USA,1,,"Hayward Field, Eugene, OR (USA)",02 JUN 2012,1241
27,9.90,+0.7,Yohan BLAKE,26 DEC 1989,JAM,1f1,,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,1241
27,9.90,+1.7,Justin GATLIN,10 FEB 1982,USA,1h5,,"Hayward Field, Eugene, OR (USA)",23 JUN 2012,1241
31,9.91,-0.1,Asafa POWELL,23 NOV 1982,JAM,2,,"Stadio Olimpico, Roma (ITA)",31 MAY 2012,1238
31,9.91,+0.7,Churandy MARTINA,03 JUL 1984,NED,2sf1,,"Olympic Stadium, London (GBR)",05 AUG 2012,1238
33,9.92,+1.5,Asafa POWELL,23 NOV 1982,JAM,1sf1,,Kingston (JAM),29 JUN 2012,1234
34,9.93,+0.3,Justin GATLIN,10 FEB 1982,USA,1,,Daegu (KOR),16 MAY 2012,1231
34,9.93,+1.3,Nickel ASHMEADE,07 APR 1990,JAM,2,,"Hayward Field, Eugene, OR (USA)",02 JUN 2012,1231
34,9.93,+0.7,Keston BLEDMAN,08 MAR 1988,TTO,2f1,,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,1231
34,9.93,+1.8,Ryan BAILEY,13 APR 1989,USA,3,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1231
34,9.93,+0.7,Ryan BAILEY,13 APR 1989,USA,1,,"Olympiastadion, Stockholm (SWE)",17 AUG 2012,1231
39,9.94,+1.8,Michael RODGERS,24 APR 1985,USA,4,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1227
39,9.94,+1.1,Michael FRATER,06 OCT 1982,JAM,4,,Kingston (JAM),29 JUN 2012,1227
39,9.94,+1.5,Churandy MARTINA,03 JUL 1984,NED,5,,"Olympic Stadium, London (GBR)",05 AUG 2012,1227
39,9.94,+0.7,Asafa POWELL,23 NOV 1982,JAM,3sf1,,"Olympic Stadium, London (GBR)",05 AUG 2012,1227
43,9.95,+1.5,Nesta CARTER,11 OCT 1985,JAM,2sf1,,Kingston (JAM),29 JUN 2012,1224
43,9.95,+1.8,Kemar HYMAN,11 OCT 1989,CAY,1h2,,"Moratalaz, Madrid (ESP)",07 JUL 2012,1224
43,9.95,-0.1,Nesta CARTER,11 OCT 1985,JAM,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",23 AUG 2012,1224
43,9.95,+1.4,Nesta CARTER,11 OCT 1985,JAM,2,,"Letzigrund, Zürich (SUI)",30 AUG 2012,1224
47,9.96,+1.4,Harry ADAMS,27 NOV 1989,USA,1h2,,"Des Moines, IA (USA)",06 JUN 2012,1220
47,9.96,+1.4,Richard THOMPSON,07 JUN 1985,TTO,2f2,,Port-of-Spain (TTO),23 JUN 2012,1220
47,9.96,+1.8,Darvis PATTON,04 DEC 1977,USA,5,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1220
47,9.96,+1.5,Yohan BLAKE,26 DEC 1989,JAM,3sf1,,Kingston (JAM),29 JUN 2012,1220
47,9.96,+1.0,Ryan BAILEY,13 APR 1989,USA,2sf2,,"Olympic Stadium, London (GBR)",05 AUG 2012,1220
47,9.96,+0.3,Nesta CARTER,11 OCT 1985,JAM,2,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1220
53,9.97,+0.5,Nickel ASHMEADE,07 APR 1990,JAM,1f2,,"Orlando, FL (USA)",26 MAY 2012,1217
53,9.97,+0.7,Justin GATLIN,10 FEB 1982,USA,1h2,,"Olympic Stadium, London (GBR)",04 AUG 2012,1217
53,9.97,+1.4,Ryan BAILEY,13 APR 1989,USA,3,,"Letzigrund, Zürich (SUI)",30 AUG 2012,1217
53,9.97,+0.3,Kemar BAILEY-COLE,10 JAN 1992,JAM,3,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1217
57,9.98,+1.0,Rakieem SALAAM,05 APR 1990,USA,1,,"Auburn, AL (USA)",21 APR 2012,1213
57,9.98,+1.5,Richard THOMPSON,07 JUN 1985,TTO,6,,"Olympic Stadium, London (GBR)",05 AUG 2012,1213
59,9.99,+0.4,Lerone CLARKE,07 JUL 1981,JAM,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1210
59,9.99,+0.7,Michael RODGERS,24 APR 1985,USA,3f1,,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,1210
59,9.99,0.0,Tyson GAY,09 AUG 1982,USA,1,,"Stade de France, Paris-St-Denis (FRA)",06 JUL 2012,1210
62,10.00,+1.8,Michael FRATER,06 OCT 1982,JAM,2f1,,"National Stadium, Kingston (JAM)",05 MAY 2012,1206
62,10.00,+0.4,Michael RODGERS,24 APR 1985,USA,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1206
62,10.00,-1.5,Tyson GAY,09 AUG 1982,USA,1f2,,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,1215
62,10.00,+1.6,Tyson GAY,09 AUG 1982,USA,1h4,,"Hayward Field, Eugene, OR (USA)",23 JUN 2012,1206
62,10.00,+1.4,Michael RODGERS,24 APR 1985,USA,1sf1,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1206
62,10.00,+0.8,Yohan BLAKE,26 DEC 1989,JAM,1h2,,Kingston (JAM),28 JUN 2012,1206
