Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
132,10.16,+0.2,Uchenna EMEDOLU,17 SEP 1976,NGR,4sf1,,Manchester (GBR),27 JUL 2002,1152
132,10.16,-1.3,Uchenna EMEDOLU,17 SEP 1976,NGR,4,,Zürich (SUI),16 AUG 2002,1159
132,10.16,+0.7,Bernard WILLIAMS,19 JAN 1978,USA,2,,Rieti (ITA),08 SEP 2002,1152
150,10.17,-0.4,Oumar LOUM,31 DEC 1973,SEN,1,,Bamako (MLI),27 MAR 2002,1150
150,10.17,+0.9,Anson HENRY,09 MAR 1979,CAN,1,,"Walnut, CA (USA)",21 APR 2002,1148
150,10.17,+1.9,Morne NAGEL,23 MAR 1978,RSA,3,,Mito (JPN),06 MAY 2002,1148
150,10.17,+0.4,Dwight THOMAS,23 SEP 1980,JAM,1sf2,,"Baton Rouge, LA (USA)",31 MAY 2002,1148
150,10.17,-0.2,Jason GARDENER,17 SEP 1975,GBR,4f1,,Athina (GRE),10 JUN 2002,1149
150,10.17,+0.5,Francis OBIKWELU,22 NOV 1978,NGR,1,,"Stadion Juliska, Praha (CZE)",17 JUN 2002,1148
150,10.17,+0.4,Panagiotis SARRIS,14 SEP 1975,GRE,3,,Rethymno (GRE),07 JUL 2002,1148
150,10.17,+0.9,Francis OBIKWELU,22 NOV 1978,POR,6f1,,"Stadio Olimpico, Roma (ITA)",12 JUL 2002,1148
150,10.17,+1.4,Darrel BROWN,11 OCT 1984,TTO,1qf4,,"National Stadium, Kingston (JAM)",16 JUL 2002,1148
150,10.17,+0.2,Aziz ZAKARI,02 SEP 1976,GHA,5sf1,,Manchester (GBR),27 JUL 2002,1148
150,10.17,-0.2,Bernard WILLIAMS,19 JAN 1978,USA,1,,Liège (BEL),27 AUG 2002,1149
161,10.18,+0.9,Kim COLLINS,05 APR 1976,SKN,1,,"Austin, TX (USA)",06 APR 2002,1145
161,10.18,+2.0,Taiwo AJIBADE,17 JUN 1983,NGR,1,,"El Paso, TX (USA)",13 APR 2002,1145
161,10.18,+1.8,Mickey GRIMES,10 OCT 1976,USA,4,,"Walnut, CA (USA)",21 APR 2002,1145
161,10.18,-0.5,Kim COLLINS,05 APR 1976,SKN,1,,"Mangueirão, Belém (BRA)",05 MAY 2002,1148
161,10.18,+0.7,Shingo SUETSUGU,02 JUN 1980,JPN,1h1,,Mito (JPN),06 MAY 2002,1145
161,10.18,0.0,Pierre BROWNE,14 JAN 1980,CAN,1,,"Starkville, MS (USA)",12 MAY 2002,1145
161,10.18,-0.3,Dwight THOMAS,23 SEP 1980,JAM,1h2,,"Baton Rouge, LA (USA)",30 MAY 2002,1146
161,10.18,-0.2,Darvis PATTON,04 DEC 1977,USA,1,,"Houston, TX (USA)",07 JUN 2002,1146
161,10.18,-0.3,Gennadiy CHERNOVOL,06 JUN 1976,KAZ,1,,Almaty (KAZ),22 JUN 2002,1146
161,10.18,-0.1,Darvis PATTON,04 DEC 1977,USA,1,,Funchal (POR),29 JUN 2002,1145
161,10.18,+0.7,Darrel BROWN,11 OCT 1984,TTO,1,,Bridgetown (BAR),05 JUL 2002,1145
161,10.18,0.0,Aziz ZAKARI,02 SEP 1976,GHA,2,,Zagreb (CRO),08 JUL 2002,1145
161,10.18,+1.6,Issa-Aimé NTHEPÉ,26 JUN 1973,FRA,2,,St-Etienne (FRA),13 JUL 2002,1145
161,10.18,-0.1,Aziz ZAKARI,02 SEP 1976,GHA,5,,Stockholm (SWE),16 JUL 2002,1145
161,10.18,-0.6,Marc BURNS,07 JAN 1983,TTO,2,,"National Stadium, Kingston (JAM)",17 JUL 2002,1148
161,10.18,+1.4,Marc BURNS,07 JAN 1983,TTO,1sf1,,"National Stadium, Kingston (JAM)",17 JUL 2002,1145
161,10.18,+0.5,Frank FREDERICKS,02 OCT 1967,NAM,1,,Cuxhaven (GER),20 JUL 2002,1145
161,10.18,+0.3,Shawn CRAWFORD,14 JAN 1978,USA,5h1,,Zürich (SUI),16 AUG 2002,1145
161,10.18,+0.3,Deji ALIU,22 NOV 1975,NGR,6h1,,Zürich (SUI),16 AUG 2002,1145
161,10.18,+0.3,Bernard WILLIAMS,19 JAN 1978,USA,3,,"Olympiastadion, Berlin (GER)",06 SEP 2002,1145
161,10.18,+0.7,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,3,,Rieti (ITA),08 SEP 2002,1145
182,10.19,+1.6,Jamal Abdullah AL SAFFAR,24 OCT 1971,KSA,2,,Kuwait (KUW),10 APR 2002,1142
182,10.19,+1.3,Cláudio Roberto SOUZA,14 OCT 1973,BRA,1,,São Paulo (BRA),13 APR 2002,1142
182,10.19,+2.0,Jarmiene HOLLOWAY,06 MAR 1977,USA,2,,"El Paso, TX (USA)",13 APR 2002,1142
182,10.19,+1.6,Tim WALLS,30 SEP 1980,USA,2,,"Athens, GA (USA)",20 APR 2002,1142
182,10.19,+1.6,Greg SADDLER,29 JUN 1974,USA,3,,Fort-de-France (FRA),27 APR 2002,1142
182,10.19,,Darrel BROWN,11 OCT 1984,TTO,1,,Port-of-Spain (TTO),04 MAY 2002,1142
182,10.19,+1.8,Matt SHIRVINGTON,25 OCT 1978,AUS,3,,Osaka (JPN),11 MAY 2002,1142
182,10.19,+1.8,Chaz CLEMONS,29 DEC 1980,USA,1,,St. Paul (USA),25 MAY 2002,1142
182,10.19,+0.7,Uchenna EMEDOLU,17 SEP 1976,NGR,2f2,,Athina (GRE),10 JUN 2002,1142
182,10.19,0.0,Joseph BATANGDON,29 JUL 1978,CMR,2,,Bordeaux (FRA),12 JUN 2002,1142
182,10.19,-0.3,Uchenna EMEDOLU,17 SEP 1976,NGR,1f3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 2002,1143
182,10.19,+1.5,Kenny BROKENBURR,29 OCT 1968,USA,1h1,,Budapest (HUN),12 JUL 2002,1142
182,10.19,-1.3,Frank FREDERICKS,02 OCT 1967,NAM,1h2,,Stockholm (SWE),16 JUL 2002,1149
182,10.19,+0.8,Freddy MAYOLA,01 NOV 1977,CUB,2,,Tallinn (EST),21 JUL 2002,1142
182,10.19,0.0,Uchenna EMEDOLU,17 SEP 1976,NGR,2qf3,,Manchester (GBR),26 JUL 2002,1142
182,10.19,-1.3,Francis OBIKWELU,22 NOV 1978,POR,5,,Zürich (SUI),16 AUG 2002,1149
182,10.19,+0.3,Darren CAMPBELL,12 SEP 1973,GBR,7h1,,Zürich (SUI),16 AUG 2002,1142
182,10.19,+1.6,Nobuharu ASAHARA,21 JUN 1972,JPN,4h2,,Zürich (SUI),16 AUG 2002,1142
182,10.19,-0.4,Frank FREDERICKS,02 OCT 1967,NAM,1,,Linz (AUT),19 AUG 2002,1144
182,10.19,+0.3,Darvis PATTON,04 DEC 1977,USA,4,,"Olympiastadion, Berlin (GER)",06 SEP 2002,1142
202,10.20,-2.3,Morne NAGEL,23 MAR 1978,RSA,1,,Krugersdorp (RSA),12 JAN 2002,1151
202,10.20,+1.7,Terrance NEWMAN,04 SEP 1978,USA,1,,"Tucson, AZ (USA)",23 MAR 2002,1138
202,10.20,+1.8,Nobuharu ASAHARA,21 JUN 1972,JPN,4,,Osaka (JPN),11 MAY 2002,1138
202,10.20,+1.8,Deji ALIU,22 NOV 1975,NGR,4,,Osaka (JPN),11 MAY 2002,1138
202,10.20,-0.3,Vicente LENILSON DE LIMA,04 JUN 1977,BRA,1h2,,Cochabamba (BOL),26 MAY 2002,1139
202,10.20,+1.0,Brendan CHRISTIAN,11 DEC 1983,ANT,1,,"Sacramento, CA (USA)",08 JUN 2002,1138
202,10.20,+0.9,Konstantin RURAK,09 APR 1974,UKR,1,,Donetsk (UKR),10 JUN 2002,1138
202,10.20,+0.6,Frank FREDERICKS,02 OCT 1967,NAM,1,,Hamburg (GER),12 JUN 2002,1138
202,10.20,+0.4,Freddy MAYOLA,01 NOV 1977,CUB,1,,Guadalajara (ESP),19 JUN 2002,1138
202,10.20,-1.2,Jon DRUMMOND,09 SEP 1968,USA,2h3,,"Palo Alto, CA (USA)",21 JUN 2002,1145
202,10.20,,Georgios THEODORIDIS,12 DEC 1972,GRE,1,,Banská Bystrica (SVK),22 JUN 2002,1138
202,10.20,+1.6,Aristotelis GAVELAS,10 DEC 1978,GRE,1,,Banská Bystrica (SVK),22 JUN 2002,1138
202,10.20,-1.4,Francis OBIKWELU,22 NOV 1978,POR,1f2,,Oslo (NOR),28 JUN 2002,1146
202,10.20,0.0,Uchenna EMEDOLU,17 SEP 1976,NGR,1,,Nuoro (ITA),10 JUL 2002,1138
202,10.20,+0.7,Roland NÉMETH,19 SEP 1974,HUN,1,,Budapest (HUN),12 JUL 2002,1138
202,10.20,-1.0,Kim COLLINS,05 APR 1976,SKN,1,,Thessaloniki (GRE),24 JUL 2002,1144
202,10.20,+0.7,Kim COLLINS,05 APR 1976,SKN,2qf2,,Manchester (GBR),26 JUL 2002,1138
202,10.20,+0.8,Pierre BROWNE,14 JAN 1980,CAN,2sf2,,Manchester (GBR),27 JUL 2002,1138
202,10.20,-1.3,Darvis PATTON,04 DEC 1977,USA,1,,Helsinki (FIN),13 AUG 2002,1145
202,10.20,-0.2,Shawn CRAWFORD,14 JAN 1978,USA,2,,Liège (BEL),27 AUG 2002,1139
202,10.20,+0.3,Maurice GREENE,23 JUL 1974,USA,5,,"Olympiastadion, Berlin (GER)",06 SEP 2002,1138
202,10.20,+0.3,Uchenna EMEDOLU,17 SEP 1976,NGR,6,,"Olympiastadion, Berlin (GER)",06 SEP 2002,1138
202,10.20,+0.5,Shingo SUETSUGU,02 JUN 1980,JPN,1,,Tokyo (JPN),07 SEP 2002,1138
