Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
117,10.19,-0.9,Jean-Charles TROUABAL,20 MAY 1965,FRA,1,,Annecy (FRA),24 JUL 1993,1147
117,10.19,+0.2,Michael GREEN,07 NOV 1970,JAM,4f1,,Köln (GER),01 AUG 1993,1142
117,10.19,+1.0,Bruny SURIN,12 JUL 1967,CAN,5,,Bruxelles (BEL),03 SEP 1993,1142
117,10.19,+2.0,Nobuharu ASAHARA,21 JUN 1972,JPN,1sf1,,Naruto (JPN),26 OCT 1993,1142
124,10.20,0.0,Michael MARSH,04 AUG 1967,USA,2,,"New York, NY (USA)",22 MAY 1993,1138
124,10.20,0.0,Carl LEWIS,01 JUL 1961,USA,3,,"New York, NY (USA)",22 MAY 1993,1138
124,10.20,+1.2,Randall EVANS,26 OCT 1970,USA,2,,"Abilene, TX (USA)",29 MAY 1993,1138
124,10.20,0.0,Leroy BURRELL,21 FEB 1967,USA,1,,Port Coquitlam (CAN),31 MAY 1993,1138
124,10.20,0.0,Mark MCKOY,10 DEC 1961,CAN,2,,Bad Homburg (GER),10 JUN 1993,1138
124,10.20,+1.4,Alexandros TERZIAN,24 JUN 1968,GRE,1,,Narbonne (FRA),17 JUN 1993,1138
124,10.20,0.0,Bruny SURIN,12 JUL 1967,CAN,1,,Sherbrooke (CAN),23 JUN 1993,1138
124,10.20,-0.4,Bruny SURIN,12 JUL 1967,CAN,2,,Luzern (SUI),29 JUN 1993,1140
124,10.20,0.0,Chidi IMOH,27 AUG 1963,NGR,2f2,,Zürich (SUI),04 AUG 1993,1138
124,10.20,0.0,Robson DA SILVA,04 SEP 1964,BRA,1,,Massa Marittima (ITA),06 AUG 1993,1138
124,10.20,-0.1,Atlee MAHORN,27 OCT 1965,CAN,4qf2,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993,1138
124,10.20,+0.9,Aleksandr PORKHOMOVSKIY,12 AUG 1972,RUS,5sf2,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",15 AUG 1993,1138
136,10.21,+0.2,Fabian MUYABA,30 SEP 1970,ZIM,,,"Knoxville, TN (USA)",01 MAY 1993,1135
136,10.21,+0.2,Fabian MUYABA,30 SEP 1970,ZIM,1,,"Knoxville, TN (USA)",16 MAY 1993,1135
136,10.21,+1.9,Satoru INOUE,21 JUL 1971,JPN,1h1,,Tokyo (JPN),21 MAY 1993,1135
136,10.21,+0.5,Wendell GASKIN,07 JAN 1973,USA,2,,"Odessa, TX (USA)",22 MAY 1993,1135
136,10.21,+1.2,Anthony PHILLIPS,05 OCT 1970,USA,3,,"Abilene, TX (USA)",29 MAY 1993,1135
136,10.21,+0.3,Sam JEFFERSON,19 APR 1971,USA,h,,"New Orleans, LA (USA)",02 JUN 1993,1135
136,10.21,+1.7,John REGIS,13 OCT 1966,GBR,4,,Edinburgh (GBR),02 JUL 1993,1135
136,10.21,+1.6,Glenroy GILBERT,31 AUG 1968,CAN,1sf1,,"Buffalo, NY (USA)",15 JUL 1993,1135
136,10.21,-2.0,Leroy BURRELL,21 FEB 1967,USA,2,,Sestriere (ITA),28 JUL 1993,1147
136,10.21,0.0,Mark MCKOY,10 DEC 1961,CAN,3f2,,Zürich (SUI),04 AUG 1993,1135
136,10.21,+0.3,Atlee MAHORN,27 OCT 1965,CAN,5sf1,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",15 AUG 1993,1135
136,10.21,+0.4,Bruny SURIN,12 JUL 1967,CAN,1,,Rovereto (ITA),01 SEP 1993,1135
148,10.22,,Patrick DELICE,12 NOV 1967,TTO,1f2,,"Prairie View, TX (USA)",27 MAR 1993,1132
148,10.22,+0.2,Glenroy GILBERT,31 AUG 1968,CAN,2,,"Knoxville, TN (USA)",16 MAY 1993,1132
148,10.22,+0.3,Jon DRUMMOND,09 SEP 1968,USA,3,,San José (USA),29 MAY 1993,1132
148,10.22,+1.3,Linford CHRISTIE,02 APR 1960,GBR,1,,Roma (ITA),26 JUN 1993,1132
148,10.22,+1.5,Bruny SURIN,12 JUL 1967,CAN,6,,Villeneuve d'Ascq (FRA),02 JUL 1993,1132
148,10.22,+0.8,Michael GREEN,07 NOV 1970,JAM,5f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 1993,1132
148,10.22,+1.2,Linford CHRISTIE,02 APR 1960,GBR,1h1,,Birmingham (GBR),16 JUL 1993,1132
148,10.22,+1.4,Calvin SMITH,08 JAN 1961,USA,1,,København (DEN),25 JUL 1993,1132
148,10.22,+1.4,Carl LEWIS,01 JUL 1961,USA,30,,Gateshead (GBR),30 JUL 1993,1132
148,10.22,0.0,Michael MARSH,04 AUG 1967,USA,5,,"Stade Louis II, Monaco (MON)",07 AUG 1993,1132
148,10.22,0.0,Dennis MITCHELL,20 FEB 1966,USA,1,,Malmö (SWE),09 AUG 1993,1132
148,10.22,+0.7,Talal MANSOUR,08 MAY 1964,QAT,1,,Manila (PHI),02 DEC 1993,1132
160,10.23,+0.7,Ato BOLDON,30 DEC 1973,TTO,1,,"Fresno, CA (USA)",05 MAY 1993,1128
160,10.23,+0.2,Vincent HENDERSON,20 OCT 1972,USA,3,,"Knoxville, TN (USA)",16 MAY 1993,1128
160,10.23,+1.5,Olapade ADENIKEN,19 AUG 1969,NGR,7,,Villeneuve d'Ascq (FRA),02 JUL 1993,1128
160,10.23,+0.8,Bruny SURIN,12 JUL 1967,CAN,6f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 1993,1128
160,10.23,+0.2,Leroy BURRELL,21 FEB 1967,USA,1,,Ingolstadt (GER),21 JUL 1993,1128
160,10.23,-0.9,Daniel SANGOUMA,07 FEB 1965,FRA,2,,Annecy (FRA),24 JUL 1993,1133
160,10.23,+1.4,Jeff WILLIAMS,31 DEC 1965,USA,2,,København (DEN),25 JUL 1993,1128
160,10.23,-0.4,Andrey FEDORIV,11 AUG 1963,RUS,1,,Moskva (RUS),06 AUG 1993,1130
160,10.23,+0.8,Andrey FEDORIV,11 AUG 1963,RUS,1h2,,Moskva (RUS),06 AUG 1993,1128
160,10.23,-0.2,Bruny SURIN,12 JUL 1967,CAN,1h4,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993,1129
160,10.23,+0.7,Daniel EFFIONG,17 JUN 1972,NGR,1h7,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993,1128
160,10.23,-0.2,Raymond STEWART,18 MAR 1965,JAM,1h8,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993,1129
160,10.23,+0.9,Emmanuel TUFFOUR,02 DEC 1966,GHA,6sf2,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",15 AUG 1993,1128
160,10.23,+0.9,Robert ESMIE,05 JUL 1972,CAN,7sf2,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",15 AUG 1993,1128
160,10.23,+1.7,Raymond STEWART,18 MAR 1965,JAM,4f1,,Rieti (ITA),05 SEP 1993,1128
160,10.23,+1.8,Davidson EZINWA,22 NOV 1971,NGR,1,,Nuoro (ITA),10 SEP 1993,1128
176,10.24,+1.3,Raymond STEWART,18 MAR 1965,JAM,2,,"Walnut, CA (USA)",17 APR 1993,1125
176,10.24,+1.3,Jeff LAYNES,03 OCT 1970,USA,3,,"Walnut, CA (USA)",17 APR 1993,1125
176,10.24,-0.2,Dennis MITCHELL,20 FEB 1966,USA,1,,Shizuoka (JPN),05 MAY 1993,1126
176,10.24,+0.4,Frank FREDERICKS,02 OCT 1967,NAM,1,,"Provo, UT (USA)",26 MAY 1993,1125
176,10.24,0.0,Andreas BERGER,09 JUN 1961,AUT,3,,Bad Homburg (GER),10 JUN 1993,1125
176,10.24,+1.4,Jean-Charles TROUABAL,20 MAY 1965,FRA,2,,Narbonne (FRA),17 JUN 1993,1125
176,10.24,+1.5,Daniel COJOCARU,27 MAY 1969,ROU,1,,Bucureşti (ROU),18 JUN 1993,1125
176,10.24,-0.4,Glenroy GILBERT,31 AUG 1968,CAN,3,,Luzern (SUI),29 JUN 1993,1127
176,10.24,+1.1,Atlee MAHORN,27 OCT 1965,CAN,2,,Ottawa (CAN),03 JUL 1993,1125
176,10.24,+1.6,Jean-Olivier ZIRIGNON,27 APR 1971,CIV,2sf1,,"Buffalo, NY (USA)",15 JUL 1993,1125
176,10.24,+0.4,Chidi IMOH,27 AUG 1963,NGR,3,,Salamanca (ESP),27 JUL 1993,1125
176,10.24,-2.0,Jon DRUMMOND,09 SEP 1968,USA,3,,Sestriere (ITA),28 JUL 1993,1137
176,10.24,+0.7,Linford CHRISTIE,02 APR 1960,GBR,1h3,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993,1125
176,10.24,+1.0,Bruny SURIN,12 JUL 1967,CAN,4f1,,"Olympiastadion, Berlin (GER)",27 AUG 1993,1125
176,10.24,+2.0,Tao LI,15 JAN 1968,CHN,1,,Beijing (CHN),08 SEP 1993,1125
176,10.24,0.0,Dennis MITCHELL,20 FEB 1966,USA,3,,Fukuoka (JPN),18 SEP 1993,1125
192,10.25,+0.9,Brian BRIDGEWATER,07 SEP 1970,USA,2f1,,"Fresno, CA (USA)",03 APR 1993,1122
192,10.25,+0.9,Anthony BARNES,23 DEC 1965,USA,3f1,,"Fresno, CA (USA)",03 APR 1993,1122
192,10.25,+0.8,Robson DA SILVA,04 SEP 1964,BRA,1,,Pointe-á-Pitre (FRA),01 MAY 1993,1122
192,10.25,+2.0,Emmanuel TUFFOUR,02 DEC 1966,GHA,1,,Albershausen (GER),01 MAY 1993,1122
192,10.25,+0.2,Reggie JONES,08 MAY 1971,USA,2h4,,"Knoxville, TN (USA)",15 MAY 1993,1122
192,10.25,+1.0,Michael BARRON,21 FEB 1973,USA,2sf1,,"Odessa, TX (USA)",21 MAY 1993,1122
192,10.25,+0.6,Wendell GASKIN,07 JAN 1973,USA,1sf2,,"Odessa, TX (USA)",21 MAY 1993,1122
192,10.25,0.0,Andre CASON,20 JAN 1969,USA,2,,Port Coquitlam (CAN),31 MAY 1993,1122
192,10.25,+1.0,Dean CAPOBIANCO,11 MAY 1970,AUS,2,,Birmingham (GBR),16 JUL 1993,1122
192,10.25,-0.6,Atlee MAHORN,27 OCT 1965,CAN,1,,Port Coquitlam (CAN),30 JUL 1993,1125
192,10.25,0.0,Bruny SURIN,12 JUL 1967,CAN,4f2,,Zürich (SUI),04 AUG 1993,1122
192,10.25,+1.6,Alexandros TERZIAN,24 JUN 1968,GRE,1,,Rhede (GER),06 AUG 1993,1122
192,10.25,0.0,Olapade ADENIKEN,19 AUG 1969,NGR,2,,Innsbruck (AUT),28 AUG 1993,1122
192,10.25,+0.6,David DOLLÉ,30 MAY 1969,SUI,1,,Meilen (SUI),12 SEP 1993,1122
206,10.26,+1.7,Tim JACKSON,04 JUL 1969,AUS,2,,Melbourne (AUS),25 FEB 1993,1118
206,10.26,+1.0,James JETT,28 DEC 1970,USA,1,,"Tuscaloosa, AL (USA)",28 MAR 1993,1118
206,10.26,+0.6,Henry NEAL,28 OCT 1970,USA,2,,"Tempe, AZ (USA)",03 APR 1993,1118
206,10.26,+1.2,Peter HARGRAVES,30 AUG 1972,USA,4,,"Abilene, TX (USA)",29 MAY 1993,1118
206,10.26,+1.8,Arnaldo DA SILVA OLIVEIRA,26 MAR 1964,BRA,1,,Genève (SUI),05 JUN 1993,1118
206,10.26,-0.6,Dennis MITCHELL,20 FEB 1966,USA,1h1,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993,1121
206,10.26,-0.1,Emmanuel TUFFOUR,02 DEC 1966,GHA,3qf4,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993,1118
206,10.26,+2.0,Lin WEI,16 OCT 1974,CHN,2,,Beijing (CHN),08 SEP 1993,1118
206,10.26,+2.0,Xianghai XIA,17 AUG 1971,CHN,3,,Beijing (CHN),08 SEP 1993,1118
215,10.27,+0.2,Davidson EZINWA,22 NOV 1971,NGR,5f1,,Köln (GER),01 AUG 1993,1115
215,10.27,0.0,Calvin SMITH,08 JAN 1961,USA,5f2,,Zürich (SUI),04 AUG 1993,1115
217,10.28,+1.9,Paul HENDERSON,13 MAR 1971,AUS,1h4,,Sydney (AUS),19 FEB 1993,1112
