Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
30,9.96,+1.5,Chituru ALI,06 APR 1999,ITA,2,,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1220
32,9.97,+1.4,Jeremiah AZU,15 MAY 2001,GBR,1f1,,"Stadion Manfort, Leverkusen (GER)",25 MAY 2024,1217
32,9.97,+1.5,Jhony RENTERIA,26 MAR 1997,COL,1,,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1217
32,9.97,+1.5,Kyree KING,09 JUL 1994,USA,3sf3,,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1217
35,9.98,+1.2,Ferdinand OMANYALA,02 JAN 1996,KEN,2,,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1213
35,9.98,+0.9,Ronnie BAKER,15 OCT 1993,USA,1h1,,"McEachern High School, Powder Springs, GA (USA)",08 JUN 2024,1213
35,9.98,+0.4,Christian MILLER,16 MAY 2006,USA,5,,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1213
35,9.98,+0.4,Oblique SEVILLE,16 MAR 2001,JAM,1h1,,"National Stadium, Kingston (JAM)",27 JUN 2024,1213
35,9.98,+0.4,Bryan LEVELL,23 DEC 2003,JAM,2sf2,,"National Stadium, Kingston (JAM)",28 JUN 2024,1213
40,9.99,+0.7,Favour Oghene Tejiri ASHE,28 APR 2002,NGR,1f1,,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1210
40,9.99,+0.6,Godson Oke OGHENEBRUME,27 MAY 2003,NGR,1,,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1210
40,9.99,+0.4,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,2,,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1210
40,9.99,+0.2,Favour Oghene Tejiri ASHE,28 APR 2002,NGR,2,,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1210
40,9.99,+1.4,Lamont Marcell JACOBS,26 SEP 1994,ITA,1h2,,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1210
40,9.99,+0.1,Christian COLEMAN,06 MAR 1996,USA,1h4,,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1210
40,9.99,+0.5,Owen ANSAH,28 NOV 2000,GER,1,,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1210
40,9.99,-0.6,Letsile TEBOGO,07 JUN 2003,BOT,2,,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1213
48,10.00,+2.0,Cejhae GREENE,06 OCT 1995,ANT,2f1,,"National Training Center, Clermont, FL (USA)",11 MAY 2024,1206
48,10.00,+0.8,Louie HINCHLIFFE,18 JUL 2002,GBR,1pr6,,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1206
48,10.00,+1.7,Reece PRESCOD,29 FEB 1996,GBR,1er1,,"Lee Valley Athletics Centre, London (GBR)",02 JUN 2024,1206
48,10.00,+0.6,Ackeem BLAKE,21 JAN 2002,JAM,1f1,,"National Stadium, Kingston (JAM)",08 JUN 2024,1206
48,10.00,+1.5,Andre DE GRASSE,10 NOV 1994,CAN,3,,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1206
48,10.00,+0.3,Kenneth BEDNAREK,14 OCT 1998,USA,2h1,,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1206
48,10.00,-0.1,Courtney LINDSEY,18 NOV 1998,USA,1h5,,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1206
48,10.00,+1.0,Sandrey DAVISON,25 JAN 2003,JAM,3h2,,"National Stadium, Kingston (JAM)",27 JUN 2024,1206
48,10.00,+1.0,Julian FORTE,07 JAN 1993,JAM,1h3,,"National Stadium, Kingston (JAM)",27 JUN 2024,1206
57,10.01,+1.7,Noah LYLES,18 JUL 1997,USA,1f1,,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1203
57,10.01,+1.7,Kenneth BEDNAREK,14 OCT 1998,USA,1f1,,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1203
57,10.01,-0.5,Akani SIMBINE,21 SEP 1993,RSA,1,,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",19 APR 2024,1206
57,10.01,-0.1,Akani SIMBINE,21 SEP 1993,RSA,1,,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1203
57,10.01,+1.7,Malachi MURRAY,18 MAR 2000,CAN,2f1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1203
57,10.01,+0.4,Emmanuel ESEME,17 AUG 1993,CMR,3,,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1203
57,10.01,+0.2,Kayinsola AJAYI,14 SEP 2004,NGR,3,,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1203
57,10.01,+1.1,Cooper BIBBS,14 APR 1998,USA,1f1,,"Notre Dame HS, Sherman Oaks, CA (USA)",07 JUN 2024,1203
57,10.01,+0.6,Ackeem BLAKE,21 JAN 2002,JAM,2sf1,,"National Stadium, Kingston (JAM)",28 JUN 2024,1203
57,10.01,+0.8,Ferdinand OMANYALA,02 JAN 1996,KEN,1,,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1203
57,10.01,-0.6,Akani SIMBINE,21 SEP 1993,RSA,3,,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1206
68,10.02,+0.5,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,1f1,,"UMiami Cobb Stadium, Coral Gables, FL (USA)",23 MAR 2024,1199
68,10.02,+1.8,Pjai AUSTIN,19 SEP 2000,USA,1f1,,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1199
68,10.02,+1.7,Kyree KING,09 JUL 1994,USA,3f1,,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1199
68,10.02,+1.7,Hiroki YANAGITA,25 JUL 2003,JPN,3f1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1199
68,10.02,+0.8,Julian FORTE,07 JAN 1993,JAM,1f1,,"National Stadium, Kingston (JAM)",11 MAY 2024,1199
68,10.02,+0.8,Ackeem BLAKE,21 JAN 2002,JAM,2f1,,"National Stadium, Kingston (JAM)",11 MAY 2024,1199
68,10.02,+0.6,Wanya MCCOY,29 MAR 2003,BAH,2,,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1199
68,10.02,+0.9,Ferdinand OMANYALA,02 JAN 1996,KEN,3,,"National Stadium, Kingston (JAM)",01 JUN 2024,1199
68,10.02,+0.2,Godson Oke OGHENEBRUME,27 MAY 2003,NGR,4,,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1199
68,10.02,+0.2,Abdul-Rasheed SAMINU,06 OCT 2001,GHA,5,,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1199
68,10.02,+0.7,Lamont Marcell JACOBS,26 SEP 1994,ITA,1,,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1199
68,10.02,+0.4,Courtney LINDSEY,18 NOV 1998,USA,6,,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1199
68,10.02,+0.9,Ryiem FORDE,23 MAY 2001,JAM,1h4,,"National Stadium, Kingston (JAM)",27 JUN 2024,1199
81,10.03,+1.9,Fred KERLEY,07 MAY 1995,USA,1f1,,"UMiami Cobb Stadium, Coral Gables, FL (USA)",16 MAR 2024,1196
81,10.03,+1.6,Rikkoi BRATHWAITE,13 FEB 1999,IVB,2f1,,"National Training Center, Clermont, FL (USA)",20 APR 2024,1196
81,10.03,+0.8,Abdul-Rasheed SAMINU,06 OCT 2001,GHA,1,,"Park West Ath. Complex, San Antonio, TX (USA)",10 MAY 2024,1196
81,10.03,+0.6,Mccallum T'MARS,20 MAY 2004,USA,3,,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1196
81,10.03,+0.8,Shaun MASWANGANYI,01 FEB 2001,RSA,2pr6,,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1196
81,10.03,+1.4,Kayinsola AJAYI,14 SEP 2004,NGR,2sf2,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1196
81,10.03,+1.9,Duan ASEMOTA,29 AUG 1996,CAN,1,,"Alumni Stadium, London (CAN)",26 MAY 2024,1196
81,10.03,+0.4,Lamont Marcell JACOBS,26 SEP 1994,ITA,4,,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1196
81,10.03,-0.9,Pjai AUSTIN,19 SEP 2000,USA,1,,"Edwin Moses Track Morehouse College, B.T. Harvey Stadium, Atlanta, GA (USA)",31 MAY 2024,1201
81,10.03,+0.2,Wanya MCCOY,29 MAR 2003,BAH,6,,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1196
81,10.03,+0.6,Fred KERLEY,07 MAY 1995,USA,1h2,,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1196
81,10.03,+0.1,Ismael KONE,06 NOV 2000,CIV,1sf1,,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1196
81,10.03,+0.4,Brandon HICKLIN,02 APR 1999,USA,7,,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1196
81,10.03,+1.5,Lance LANG,01 FEB 2001,USA,4sf3,,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1196
81,10.03,+0.8,Ronnie BAKER,15 OCT 1993,USA,2,,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1196
96,10.04,+1.7,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,4f1,,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1193
96,10.04,-0.1,Christian COLEMAN,06 MAR 1996,USA,2,,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1193
96,10.04,+2.0,Eloy BENITEZ,07 MAY 2003,PUR,3f1,,"National Training Center, Clermont, FL (USA)",11 MAY 2024,1193
96,10.04,+0.6,Myles THOMAS,2004,USA,4,,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1193
96,10.04,+0.9,Rikkoi BRATHWAITE,13 FEB 1999,IVB,1,,"Stade L. Achille, Fort-de-France (FRA)",18 MAY 2024,1193
96,10.04,+0.8,Lance LANG,01 FEB 2001,USA,3pr6,,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1193
96,10.04,+0.7,Godson Oke OGHENEBRUME,27 MAY 2003,NGR,1sf1,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1193
96,10.04,+0.7,Mccallum T'MARS,20 MAY 2004,USA,1sf1,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1193
96,10.04,+1.4,ZaChaeus BEARD,30 SEP 2000,USA,3sf2,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1193
96,10.04,+2.0,Eliezer ADJIBI,23 SEP 2000,CAN,1h2,,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1193
96,10.04,+0.4,Kendal WILLIAMS,23 SEP 1995,USA,8,,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1193
96,10.04,+1.8,Retshidisitswe MLENGA,27 FEB 2000,RSA,1h1,,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1193
96,10.04,+1.0,Sachin DENNIS,02 AUG 2002,JAM,4h2,,"National Stadium, Kingston (JAM)",27 JUN 2024,1193
96,10.04,+0.9,Bryan LEVELL,23 DEC 2003,JAM,4,,"National Stadium, Kingston (JAM)",28 JUN 2024,1193
96,10.04,+0.9,Jelani WALKER,10 JUN 1998,JAM,5,,"National Stadium, Kingston (JAM)",28 JUN 2024,1193
111,10.05,+0.6,Godson Oke OGHENEBRUME,27 MAY 2003,NGR,1h3,,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1189
111,10.05,+2.0,Devin AUGUSTINE,02 DEC 2003,TTO,1,,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",12 MAY 2024,1189
111,10.05,+0.7,Jehlani GORDON,01 DEC 2003,JAM,1sf3,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1189
111,10.05,+1.9,Usheoritse ITSEKIRI,31 JAN 1998,NGR,2,,"Alumni Stadium, London (CAN)",26 MAY 2024,1189
111,10.05,+0.7,Romell GLAVE,11 NOV 1999,GBR,1er1,,"London Marathon Community Track, London (GBR)",26 MAY 2024,1189
111,10.05,+0.4,Brandon HICKLIN,02 APR 1999,USA,5,,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1189
111,10.05,+0.2,Shaun MASWANGANYI,01 FEB 2001,RSA,7,,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1189
111,10.05,+1.1,Asani HAMPTON,03 APR 2000,USA,2f1,,"Notre Dame HS, Sherman Oaks, CA (USA)",07 JUN 2024,1189
111,10.05,+0.7,Chituru ALI,06 APR 1999,ITA,2,,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1189
111,10.05,+0.5,Lamont Marcell JACOBS,26 SEP 1994,ITA,1sf3,,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1189
111,10.05,+1.0,Benjamin AZAMATI,14 JAN 1998,GHA,1,,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",22 JUN 2024,1189
111,10.05,+1.5,Marcellus MOORE,30 JUN 2002,USA,5sf3,,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1189
111,10.05,-0.7,Felipe BARDI,08 OCT 1998,BRA,1,,"CNDA, Bragança Paulista (BRA)",27 JUN 2024,1193
124,10.06,+0.5,Zhenye XIE,17 AUG 1993,CHN,2f1,,"UMiami Cobb Stadium, Coral Gables, FL (USA)",23 MAR 2024,1186
124,10.06,+1.9,Christian MILLER,16 MAY 2006,USA,1h4,,"National Training Center, Clermont, FL (USA)",20 APR 2024,1186
124,10.06,+1.7,Traunard FOLSON,2003,USA,4f1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1186
124,10.06,+1.8,Chituru ALI,06 APR 1999,ITA,1f1,,"Dubai Police Club Stadium, Dubai (UAE)",03 MAY 2024,1186
124,10.06,+0.6,Tarsis Gracious OROGOT,24 NOV 2002,UGA,5,,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1186
124,10.06,+0.7,Wanya MCCOY,29 MAR 2003,BAH,2sf3,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1186
124,10.06,+0.7,Abdul-Rasheed SAMINU,06 OCT 2001,GHA,2sf3,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1186
124,10.06,+0.9,Kendal WILLIAMS,23 SEP 1995,USA,4,,"National Stadium, Kingston (JAM)",01 JUN 2024,1186
124,10.06,+0.7,Romell GLAVE,11 NOV 1999,GBR,3,,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1186
124,10.06,+1.2,Wanya MCCOY,29 MAR 2003,BAH,1f1,,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1186
124,10.06,+1.2,Joshua HARTMANN,09 JUN 1999,GER,1f1,,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1186
124,10.06,+0.3,Marcellus MOORE,30 JUN 2002,USA,3h1,,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1186
124,10.06,+0.6,Pjai AUSTIN,19 SEP 2000,USA,2h2,,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1186
124,10.06,0.0,Tapiwanashe MAKARAWU,14 AUG 2000,ZIM,1sf2,,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1186
124,10.06,+1.1,Jinxian HE,13 NOV 2006,CHN,1,,"Kuishan Sports Center, Rizhao (CHN)",29 JUN 2024,1186
124,10.06,+0.5,Joshua HARTMANN,09 JUN 1999,GER,2,,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1186
140,10.07,+1.7,Joseph FAHNBULLEH,11 SEP 2001,LBR,5f1,,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1182
140,10.07,+0.1,Akani SIMBINE,21 SEP 1993,RSA,1h2,,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",18 APR 2024,1182
140,10.07,+1.3,Cooper BIBBS,14 APR 1998,USA,1f3,,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1182
140,10.07,+1.5,Julian FORTE,07 JAN 1993,JAM,1f12,,"National Stadium, Kingston (JAM)",04 MAY 2024,1182
140,10.07,+1.9,Nasser Mahmoud MOHAMMED,25 MAR 2002,KSA,1,,"Prince Nayef Sports City, Qatif (KSA)",10 MAY 2024,1182
140,10.07,+2.0,Eliezer ADJIBI,23 SEP 2000,CAN,4f1,,"National Training Center, Clermont, FL (USA)",11 MAY 2024,1182
140,10.07,+1.1,Lamont Marcell JACOBS,26 SEP 1994,ITA,1,,"Stadio dei Marmi, Roma (ITA)",18 MAY 2024,1182
140,10.07,+1.0,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,1h2,,"National Stadium, Tokyo (JPN)",19 MAY 2024,1182
140,10.07,+2.0,Chijindu UJAH,05 MAR 1994,GBR,1er11,,"Lee Valley Athletics Centre, London (GBR)",19 MAY 2024,1182
140,10.07,+0.7,Jamarion STUBBS,05 SEP 2004,USA,4sf3,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1182
140,10.07,+1.6,Cooper BIBBS,14 APR 1998,USA,1h4,,"Notre Dame HS, Sherman Oaks, CA (USA)",07 JUN 2024,1182
140,10.07,+1.1,Duan ASEMOTA,29 AUG 1996,CAN,1,,"Foote Field, Edmonton (CAN)",13 JUN 2024,1182
140,10.07,+0.6,Kendal WILLIAMS,23 SEP 1995,USA,3h2,,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1182
140,10.07,+0.4,Bryan LEVELL,23 DEC 2003,JAM,2h1,,"National Stadium, Kingston (JAM)",27 JUN 2024,1182
140,10.07,+1.0,Rohan WATSON,29 APR 2002,JAM,2h3,,"National Stadium, Kingston (JAM)",27 JUN 2024,1182
140,10.07,0.0,Gary CARD,04 JUN 2007,JAM,1,,"National Stadium, Kingston (JAM)",28 JUN 2024,1182
140,10.07,+0.9,Jehlani GORDON,01 DEC 2003,JAM,6,,"National Stadium, Kingston (JAM)",28 JUN 2024,1182
140,10.07,+0.8,Andre DE GRASSE,10 NOV 1994,CAN,3,,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1182
158,10.08,+0.8,Jiapeng CHEN,05 JUL 2002,CHN,1f3,,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1179
158,10.08,+1.1,Omari LEWIS,26 NOV 2001,TTO,1f2,,"UVA Lanningan Field, Charlottesville, VA (USA)",13 APR 2024,1179
158,10.08,+1.3,Puripol BOONSON,13 JAN 2006,THA,2f3,,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1179
158,10.08,+0.6,Jehlani GORDON,01 DEC 2003,JAM,6,,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1179
158,10.08,+0.3,Henrik LARSSON,30 SEP 1999,SWE,1,,"Stadion Eggenberg, Graz (AUT)",12 MAY 2024,1179
158,10.08,+1.4,Jeremiah AZU,15 MAY 2001,GBR,1,,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1179
158,10.08,+1.2,Brandon HICKLIN,02 APR 1999,USA,3,,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1179
158,10.08,+1.9,Yannick WOLF,12 MAY 2000,GER,1f2,,"Stadion Manfort, Leverkusen (GER)",25 MAY 2024,1179
158,10.08,+0.7,Brandon HICKLIN,02 APR 1999,USA,1h1,,"Stadion Juliska, Praha (CZE)",03 JUN 2024,1179
158,10.08,+1.2,Alaba Olukunle AKINTOLA,14 SEP 2001,NGR,1f3,,"McEachern High School, Powder Springs, GA (USA)",08 JUN 2024,1179
158,10.08,+0.2,Brandon HICKLIN,02 APR 1999,USA,1h3,,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1179
158,10.08,+0.1,Kayinsola AJAYI,14 SEP 2004,NGR,2sf1,,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1179
158,10.08,0.0,Benjamin RICHARDSON,19 DEC 2003,RSA,2sf2,,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1179
158,10.08,+1.4,Pablo MATEO,01 FEB 2001,FRA,1,,"Stade Josette et Roger Mikulak, Angers (FRA)",28 JUN 2024,1179
172,10.09,+1.9,Taymir BURNET,01 OCT 1992,NED,1,,"McArthur Stadium, Potchefstroom (RSA)",14 FEB 2024,1176
172,10.09,+2.0,Kalen WALKER,13 OCT 2001,USA,1f1,,"University of South Florida Track & Field Stadium, Tampa, FL (USA)",16 MAR 2024,1176
172,10.09,+1.8,Joseph FAHNBULLEH,11 SEP 2001,LBR,2f1,,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1176
172,10.09,+1.4,Elijah HALL,22 AUG 1994,USA,1,,"Carl Lewis TF and Soccer Complex, Houston, TX (USA)",06 APR 2024,1176
172,10.09,+1.6,Cejhae GREENE,06 OCT 1995,ANT,3f1,,"National Training Center, Clermont, FL (USA)",20 APR 2024,1176
172,10.09,+1.8,Sam BLASKOWSKI,05 NOV 2002,USA,1,,"Veterans Memorial Stadium, La Crosse, WI (USA)",10 MAY 2024,1176
172,10.09,+1.1,Wanya MCCOY,29 MAR 2003,BAH,1h1,,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1176
172,10.09,+0.8,Brandon HICKLIN,02 APR 1999,USA,3f1,,"National Stadium, Kingston (JAM)",11 MAY 2024,1176
172,10.09,+0.6,Kayinsola AJAYI,14 SEP 2004,NGR,7,,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1176
172,10.09,+0.9,Zharnel HUGHES,13 JUL 1995,GBR,5,,"National Stadium, Kingston (JAM)",01 JUN 2024,1176
172,10.09,-0.6,Usheoritse ITSEKIRI,31 JAN 1998,NGR,1,,"Alumni Field, Windsor (CAN)",02 JUN 2024,1179
172,10.09,+1.7,José GONZÁLEZ,14 MAY 1995,DOM,2,,"Stadion Juliska, Praha (CZE)",03 JUN 2024,1176
172,10.09,+0.3,Kayinsola AJAYI,14 SEP 2004,NGR,1sf1,,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1176
172,10.09,+0.3,Louie HINCHLIFFE,18 JUL 2002,GBR,1sf2,,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1176
172,10.09,0.0,Jhony RENTERIA,26 MAR 1997,COL,1,,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL)",08 JUN 2024,1176
172,10.09,-1.8,Ferdinand OMANYALA,02 JAN 1996,KEN,1h3,,"Nyayo National Stadium, Nairobi (KEN)",14 JUN 2024,1186
172,10.09,+2.0,Emanuel ARCHIBALD,09 SEP 1994,GUY,1f1,,"National Track and Field Centre, Leonora (GUY)",15 JUN 2024,1176
172,10.09,+1.0,Dominik KOPEĆ,05 MAR 1995,POL,2,,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",22 JUN 2024,1176
172,10.09,+0.2,Lance LANG,01 FEB 2001,USA,2h3,,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1176
