Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
1,9.95,+0.8,Ben JOHNSON,30 DEC 1961,CAN,1f1,,Moskva (URS),09 JUL 1986,1224
2,10.00,+1.0,Chidi IMOH,27 AUG 1963,NGR,1,,Berlin (GER),15 AUG 1986,1206
3,10.01,+0.9,Ben JOHNSON,30 DEC 1961,CAN,,,San José (USA),31 MAY 1986,1203
4,10.02,+1.1,Ben JOHNSON,30 DEC 1961,CAN,1,,"Stadio Olimpico, Roma (ITA)",10 SEP 1986,1199
4,10.02,+1.8,Robson DA SILVA,04 SEP 1964,BRA,1,,La Habana (CUB),27 SEP 1986,1199
6,10.03,-0.7,Ben JOHNSON,30 DEC 1961,CAN,1,,"Letzigrund, Zürich (SUI)",13 AUG 1986,1200
7,10.04,+1.8,Linford CHRISTIE,02 APR 1960,GBR,1,,Madrid (ESP),04 JUN 1986,1193
7,10.04,+0.8,Chidi IMOH,27 AUG 1963,NGR,1f1,,Moskva (URS),09 JUL 1986,1193
9,10.06,+0.1,Ben JOHNSON,30 DEC 1961,CAN,f1,,"Provo, UT (USA)",24 MAY 1986,1186
9,10.06,+0.8,Carl LEWIS,01 JUL 1961,USA,2f1,,Moskva (URS),09 JUL 1986,1186
9,10.06,+1.8,Ben JOHNSON,30 DEC 1961,CAN,,,Birmingham (GBR),18 JUL 1986,1186
9,10.06,+0.3,Ben JOHNSON,30 DEC 1961,CAN,,,Bruxelles (BEL),05 SEP 1986,1186
13,10.07,-0.1,Emmit KING,24 MAR 1959,USA,1,,Sevilla (ESP),24 MAY 1986,1182
13,10.07,+1.6,Ben JOHNSON,30 DEC 1961,CAN,,,Ottawa (CAN),21 JUN 1986,1182
13,10.07,+1.6,Ben JOHNSON,30 DEC 1961,CAN,,,Edinburgh (GBR),27 JUL 1986,1182
16,10.08,+0.1,Lorenzo DANIEL,23 MAR 1966,USA,1h2,,"Knoxville, TN (USA)",17 MAY 1986,1179
16,10.08,+1.3,Carl LEWIS,01 JUL 1961,USA,1,,"Eugene, OR (USA)",07 JUN 1986,1179
16,10.08,+1.1,Chidi IMOH,27 AUG 1963,NGR,2,,"Stadio Olimpico, Roma (ITA)",10 SEP 1986,1179
19,10.09,+0.2,Ben JOHNSON,30 DEC 1961,CAN,f2,,"Provo, UT (USA)",24 MAY 1986,1176
19,10.09,-0.5,Harvey GLANCE,28 MAR 1957,USA,1,,Dresden (GER),03 JUL 1986,1179
19,10.09,+1.3,Antoine RICHARD,08 SEP 1960,FRA,1,,Aix-les-Bains (FRA),09 AUG 1986,1176
22,10.10,+1.5,Emmit KING,24 MAR 1959,USA,1,,"Tuscaloosa, AL (USA)",29 MAR 1986,1172
22,10.10,-0.4,Nikolay YUSHMANOV,18 DEC 1961,URS,1f2,,Leningrad (URS),07 JUN 1986,1174
22,10.10,+1.8,Thomas SCHRÖDER,23 AUG 1962,GDR,1,,Jena (GDR),27 JUN 1986,1172
22,10.10,+1.9,Stanley KERR,19 JUN 1967,USA,1,,"Towson, MD (USA)",28 JUN 1986,1172
26,10.11,+1.4,Lee MCRAE,23 JAN 1966,USA,1,,"Indianapolis, IN (USA)",07 JUN 1986,1169
26,10.11,+1.9,Viktor BRYZGIN,22 AUG 1962,URS,1,,Tallinn (EST),21 JUN 1986,1169
28,10.12,+1.5,Lorenzo DANIEL,23 MAR 1966,USA,2,,"Tuscaloosa, AL (USA)",29 MAR 1986,1165
28,10.12,,Roy MARTIN,25 DEC 1966,USA,1,,"Dallas, TX (USA)",12 APR 1986,1165
28,10.12,0.0,Sam GRADDY,10 FEB 1964,USA,1,,"Knoxville, TN (USA)",24 MAY 1986,1165
28,10.12,-1.8,Ben JOHNSON,30 DEC 1961,CAN,1,,Burnaby (CAN),10 JUN 1986,1175
28,10.12,+0.8,Lee MCRAE,23 JAN 1966,USA,4f1,,Moskva (URS),09 JUL 1986,1165
28,10.12,+1.8,Chidi IMOH,27 AUG 1963,NGR,2,,Birmingham (GBR),18 JUL 1986,1165
28,10.12,0.0,Chidi IMOH,27 AUG 1963,NGR,1,,Köln (GER),17 AUG 1986,1165
35,10.13,+1.8,Steffen BRINGMANN,11 MAR 1964,GDR,2,,Jena (GDR),27 JUN 1986,1162
35,10.13,+1.9,Derrick FLORENCE,19 JUN 1968,USA,2,,"Towson, MD (USA)",28 JUN 1986,1162
37,10.14,0.0,Carl LEWIS,01 JUL 1961,USA,1,,"Walnut, CA (USA)",27 APR 1986,1159
37,10.14,0.0,Lee MCRAE,23 JAN 1966,USA,1h1,,"Indianapolis, IN (USA)",05 JUN 1986,1159
37,10.14,+1.4,Chidi IMOH,27 AUG 1963,NGR,2,,"Indianapolis, IN (USA)",07 JUN 1986,1159
37,10.14,+1.4,Lee MCNEILL,02 DEC 1964,USA,3,,"Indianapolis, IN (USA)",07 JUN 1986,1159
37,10.14,+1.9,Steffen BRINGMANN,11 MAR 1964,GDR,2,,Tallinn (EST),21 JUN 1986,1159
37,10.14,+1.8,Marian WORONIN,13 AUG 1956,POL,1,,Lublin (POL),02 AUG 1986,1159
43,10.15,0.0,Sam GRADDY,10 FEB 1964,USA,1h4,,"Indianapolis, IN (USA)",05 JUN 1986,1155
43,10.15,-0.1,Linford CHRISTIE,02 APR 1960,GBR,1,,"Neckarstadion, Stuttgart (GER)",27 AUG 1986,1155
43,10.15,+1.1,Linford CHRISTIE,02 APR 1960,GBR,3,,"Stadio Olimpico, Roma (ITA)",10 SEP 1986,1155
43,10.15,+2.0,Wessel OOSTHUIZEN,23 FEB 1961,RSA,1,,Secunda (RSA),15 NOV 1986,1155
47,10.16,+0.3,Carl LEWIS,01 JUL 1961,USA,1h3,,"Eugene, OR (USA)",19 JUN 1986,1152
47,10.16,+1.5,Steffen BRINGMANN,11 MAR 1964,GDR,1sf1,,"Neckarstadion, Stuttgart (GER)",27 AUG 1986,1152
47,10.16,-0.2,Linford CHRISTIE,02 APR 1960,GBR,2,,Bruxelles (BEL),05 SEP 1986,1153
50,10.17,+1.8,Thomas JEFFERSON,08 JUN 1962,USA,2,,Madrid (ESP),04 JUN 1986,1148
50,10.17,+0.3,Kirk BAPTISTE,20 JUN 1963,USA,2h3,,"Eugene, OR (USA)",19 JUN 1986,1148
50,10.17,+0.9,Derrick FLORENCE,19 JUN 1968,USA,1,,"Olympic Stadium, Athina (GRE)",17 JUL 1986,1148
50,10.17,0.0,Marian WORONIN,13 AUG 1956,POL,2,,Köln (GER),17 AUG 1986,1148
54,10.18,+0.9,Carl LEWIS,01 JUL 1961,USA,2,,San José (USA),31 MAY 1986,1145
54,10.18,+1.8,Andres SIMÓN,15 SEP 1961,CUB,3,,Madrid (ESP),04 JUN 1986,1145
54,10.18,+1.9,Nikolay YUSHMANOV,18 DEC 1961,URS,3,,Tallinn (EST),21 JUN 1986,1145
54,10.18,+2.0,Stanley KERR,19 JUN 1967,USA,1h1,,"Towson, MD (USA)",28 JUN 1986,1145
54,10.18,0.0,Harvey GLANCE,28 MAR 1957,USA,3,,Köln (GER),17 AUG 1986,1145
54,10.18,+1.5,Bruno MARIE-ROSE,20 MAY 1965,FRA,2sf1,,"Neckarstadion, Stuttgart (GER)",27 AUG 1986,1145
60,10.19,+1.0,Ken HENDERSON,05 DEC 1966,USA,1,,"Provo, UT (USA)",12 APR 1986,1142
60,10.19,-0.7,Sam GRADDY,10 FEB 1964,USA,1h1,,"Knoxville, TN (USA)",17 MAY 1986,1146
60,10.19,+1.4,Sam GRADDY,10 FEB 1964,USA,4,,"Indianapolis, IN (USA)",07 JUN 1986,1142
60,10.19,+1.6,Ben JOHNSON,30 DEC 1961,CAN,1sf,,Ottawa (CAN),21 JUN 1986,1142
60,10.19,0.0,Calvin SMITH,08 JAN 1961,USA,1,,London (GBR),11 JUL 1986,1142
60,10.19,+1.3,Charles-Louis SECK,11 MAY 1965,SEN,2,,Aix-les-Bains (FRA),09 AUG 1986,1142
60,10.19,-0.4,Ben JOHNSON,30 DEC 1961,CAN,1,,Lausanne (SUI),02 SEP 1986,1144
60,10.19,+1.1,Chidi IMOH,27 AUG 1963,NGR,1,,Rieti (ITA),07 SEP 1986,1142
60,10.19,+1.8,Andres SIMÓN,15 SEP 1961,CUB,2,,La Habana (CUB),27 SEP 1986,1142
69,10.20,+0.1,Sam GRADDY,10 FEB 1964,USA,1,,"Knoxville, TN (USA)",12 APR 1986,1138
69,10.20,+0.1,Chidi IMOH,27 AUG 1963,NGR,1,,"Boulder, CO (USA)",18 MAY 1986,1138
69,10.20,+0.9,Harvey GLANCE,28 MAR 1957,USA,3,,San José (USA),31 MAY 1986,1138
69,10.20,+1.5,Elliot BUNNEY,11 DEC 1966,GBR,1,,Edinburgh (GBR),14 JUN 1986,1138
69,10.20,+0.3,Floyd HEARD,24 MAR 1966,USA,1h1,,"Eugene, OR (USA)",19 JUN 1986,1138
69,10.20,+1.9,Stanley KERR,19 JUN 1967,USA,1,,"Winter Park, FL (USA)",05 JUL 1986,1138
69,10.20,+0.4,Vladimir MURAVYOV,30 SEP 1959,URS,1f2,,Moskva (URS),09 JUL 1986,1138
69,10.20,-0.3,Chidi IMOH,27 AUG 1963,NGR,1,,Koblenz (GER),06 AUG 1986,1139
69,10.20,-0.7,Marian WORONIN,13 AUG 1956,POL,1,,London (GBR),08 AUG 1986,1142
69,10.20,+1.3,Bruno MARIE-ROSE,20 MAY 1965,FRA,3,,Aix-les-Bains (FRA),09 AUG 1986,1138
69,10.20,-0.1,Steffen BRINGMANN,11 MAR 1964,GDR,2,,"Neckarstadion, Stuttgart (GER)",27 AUG 1986,1138
80,10.21,+1.5,Mark MCKOY,10 DEC 1961,CAN,1,,"Baton Rouge, LA (USA)",13 APR 1986,1135
80,10.21,0.0,Harvey MCSWAIN,10 MAR 1963,USA,2,,"Knoxville, TN (USA)",24 MAY 1986,1135
80,10.21,+1.8,José Javier ARQUÉS,16 MAY 1960,ESP,4,,Madrid (ESP),04 JUN 1986,1135
80,10.21,+1.3,Calvin SMITH,08 JAN 1961,USA,2,,"Eugene, OR (USA)",07 JUN 1986,1135
80,10.21,-1.9,Steffen BRINGMANN,11 MAR 1964,GDR,1,,Potsdam (GDR),11 JUN 1986,1146
80,10.21,+0.1,Mike MORRIS,07 MAY 1963,USA,1h2,,"Eugene, OR (USA)",19 JUN 1986,1135
80,10.21,+1.0,Harvey GLANCE,28 MAR 1957,USA,1h4,,"Eugene, OR (USA)",19 JUN 1986,1135
80,10.21,+1.0,Wallace SPEARMON,03 SEP 1962,USA,2h4,,"Eugene, OR (USA)",19 JUN 1986,1135
