Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
38,10.19,,Ben JOHNSON,30 DEC 1961,CAN,1f2,,"Provo, UT (USA)",21 MAY 1983,1142
38,10.19,+0.9,Christian HAAS,22 AUG 1958,FRG,1,,Bremen (GER),24 JUN 1983,1142
38,10.19,+1.4,Bernie JACKSON,22 OCT 1961,USA,2,,Air Force Academy (USA),03 JUL 1983,1142
38,10.19,+0.8,Ben JOHNSON,30 DEC 1961,CAN,1,,München (GER),26 JUL 1983,1142
38,10.19,+1.6,Marty KRULEE,04 NOV 1956,USA,6,,Zürich (SUI),24 AUG 1983,1142
44,10.20,+1.7,Elliston STINSON,03 OCT 1962,USA,1,,"Houston, TX (USA)",18 MAR 1983,1138
44,10.20,+0.5,Viktor BRYZGIN,22 AUG 1962,URS,1h3,,Sofia (BUL),21 MAY 1983,1138
44,10.20,+1.4,Steve RIDDICK,18 SEP 1951,USA,3,,Air Force Academy (USA),03 JUL 1983,1138
44,10.20,+1.4,Mike ROBERSON,25 MAR 1956,USA,4,,Air Force Academy (USA),03 JUL 1983,1138
44,10.20,+0.4,Calvin SMITH,08 JAN 1961,USA,1,,Luxembourg (LUX),20 JUL 1983,1138
44,10.20,+0.8,Carl LEWIS,01 JUL 1961,USA,1qf2,,"Olympiastadion, Helsinki (FIN)",07 AUG 1983,1138
44,10.20,+1.6,Cameron SHARP,03 JUN 1958,GBR,7,,Zürich (SUI),24 AUG 1983,1138
51,10.21,+0.3,Terry SCOTT,23 JUN 1964,USA,1f1,,"Philadelphia, PA (USA)",30 APR 1983,1135
51,10.21,+1.6,Luis MORALES,04 MAR 1964,PUR,1f2,,"Modesto, CA (USA)",14 MAY 1983,1135
51,10.21,+0.3,Mel LATTANY,10 AUG 1959,USA,1,,Stockholm (SWE),04 JUL 1983,1135
51,10.21,-0.3,Calvin SMITH,08 JAN 1961,USA,2,,"Olympiastadion, Helsinki (FIN)",08 AUG 1983,1136
51,10.21,+2.0,Osvaldo LARA,13 JUL 1955,CUB,4,,Caracas (VEN),24 AUG 1983,1135
51,10.21,-2.2,Emmit KING,24 MAR 1959,USA,2,,Bruxelles (BEL),26 AUG 1983,1148
51,10.21,+0.2,Emmit KING,24 MAR 1959,USA,1,,Roma (ITA),01 SEP 1983,1135
58,10.22,0.0,Vince COURVILLE,05 DEC 1959,USA,1,,"Houston, TX (USA)",12 MAR 1983,1132
58,10.22,,Leandro PENALVER,23 MAY 1961,CUB,1,,La Habana (CUB),21 MAY 1983,1132
58,10.22,+1.0,Thomas SCHRÖDER,23 AUG 1962,GDR,1,,Berlin (GER),08 JUN 1983,1132
58,10.22,+0.5,Desai WILLIAMS,12 JUN 1959,CAN,1sf2,,Edmonton (CAN),06 JUL 1983,1132
58,10.22,-0.3,Emmit KING,24 MAR 1959,USA,1,,Stockholm (SWE),26 JUL 1983,1133
58,10.22,-0.8,Calvin SMITH,08 JAN 1961,USA,1sf1,,"Olympiastadion, Helsinki (FIN)",08 AUG 1983,1136
58,10.22,0.0,Mel LATTANY,10 AUG 1959,USA,3,,Berlin (GER),17 AUG 1983,1132
58,10.22,+2.0,Raymond STEWART,18 MAR 1965,JAM,5,,Caracas (VEN),24 AUG 1983,1132
58,10.22,+0.6,Leandro PENALVER,23 MAY 1961,CUB,1,,La Habana (CUB),03 SEP 1983,1132
67,10.23,0.0,Ron BROWN,31 MAR 1961,USA,1,,"San Diego, CA (USA)",05 MAR 1983,1128
67,10.23,0.0,Ron BROWN,31 MAR 1961,USA,1,,"Tempe, AZ (USA)",02 APR 1983,1128
67,10.23,,Vince COURVILLE,05 DEC 1959,USA,1,,"Austin, TX (USA)",09 APR 1983,1128
67,10.23,-0.6,Emmit KING,24 MAR 1959,USA,2,,"Tuscaloosa, AL (USA)",16 APR 1983,1131
67,10.23,0.0,Terry SCOTT,23 JUN 1964,USA,1,,"Knoxville, TN (USA)",21 MAY 1983,1128
67,10.23,+1.6,Terry SCOTT,23 JUN 1964,USA,3,,"Houston, TX (USA)",04 JUN 1983,1128
67,10.23,+0.1,Calvin SMITH,08 JAN 1961,USA,1h3,,"Indianapolis, IN (USA)",17 JUN 1983,1128
67,10.23,+1.7,Marian WORONIN,13 AUG 1956,POL,1h1,,Lublin (POL),17 JUN 1983,1128
67,10.23,+0.5,Chidi IMOH,27 AUG 1963,NGR,2sf2,,Edmonton (CAN),06 JUL 1983,1128
67,10.23,-0.3,Willie GAULT,05 SEP 1960,USA,2,,Stockholm (SWE),26 JUL 1983,1129
67,10.23,-2.2,Allan WELLS,03 MAY 1952,GBR,3,,Bruxelles (BEL),26 AUG 1983,1141
78,10.24,-0.5,Mel LATTANY,10 AUG 1959,USA,1,,"Knoxville, TN (USA)",09 APR 1983,1128
78,10.24,,Phil EPPS,11 NOV 1959,USA,1,,"Arlington, TX (USA)",16 APR 1983,1125
78,10.24,+0.2,Rod RICHARDSON,17 SEP 1962,USA,1,,"Waco, TX (USA)",22 APR 1983,1125
78,10.24,+0.8,Vince COURVILLE,05 DEC 1959,USA,3,,"Des Moines, IA (USA)",30 APR 1983,1125
78,10.24,0.0,Calvin SMITH,08 JAN 1961,USA,1,,"Lexington, KY (USA)",15 MAY 1983,1125
78,10.24,+1.6,Viktor BRYZGIN,22 AUG 1962,URS,1,,Sofia (BUL),21 MAY 1983,1125
78,10.24,+1.0,Frank EMMELMANN,15 SEP 1961,GDR,2,,Berlin (GER),08 JUN 1983,1125
78,10.24,+1.9,Thomas SCHRÖDER,23 AUG 1962,GDR,1h3,,Berlin (GER),08 JUN 1983,1125
78,10.24,+1.3,Leandro PENALVER,23 MAY 1961,CUB,1h9,,"Olympiastadion, Helsinki (FIN)",07 AUG 1983,1125
78,10.24,-0.3,Emmit KING,24 MAR 1959,USA,3,,"Olympiastadion, Helsinki (FIN)",08 AUG 1983,1126
78,10.24,+0.1,Pierfrancesco PAVONI,21 FEB 1963,ITA,1,,Casablanca (MAR),12 SEP 1983,1125
89,10.25,,Al MILLER,02 JAN 1963,USA,1,,"Walnut, CA (USA)",14 MAY 1983,1122
89,10.25,+1.5,Ron BROWN,31 MAR 1961,USA,2f1,,"Modesto, CA (USA)",14 MAY 1983,1122
89,10.25,+0.4,Ron BROWN,31 MAR 1961,USA,1,,"Westwood, CA (USA)",15 MAY 1983,1122
89,10.25,+1.6,Rod RICHARDSON,17 SEP 1962,USA,4,,"Houston, TX (USA)",04 JUN 1983,1122
89,10.25,+1.6,Sam GRADDY,10 FEB 1964,USA,5,,"Houston, TX (USA)",04 JUN 1983,1122
89,10.25,-0.5,Christian HAAS,22 AUG 1958,FRG,1,,München (FRG),11 JUN 1983,1125
89,10.25,+1.0,Thomas SCHRÖDER,23 AUG 1962,GDR,1,,Karl Marx Stadt (GDR),16 JUN 1983,1122
89,10.25,-1.2,Mel LATTANY,10 AUG 1959,USA,2h4,,"Indianapolis, IN (USA)",17 JUN 1983,1129
89,10.25,+0.5,Katsuhiko NAKAYA,22 APR 1957,BRA,3sf2,,Edmonton (CAN),06 JUL 1983,1122
89,10.25,+0.8,Christian HAAS,22 AUG 1958,FRG,2,,München (GER),26 JUL 1983,1122
89,10.25,+2.0,Ben JOHNSON,30 DEC 1961,CAN,6,,Caracas (VEN),24 AUG 1983,1122
89,10.25,,Calvin SMITH,08 JAN 1961,USA,1,,Riccione (ITA),27 AUG 1983,1122
101,10.26,+0.4,Walter HAYWOOD,03 JAN 1961,USA,1,,"Tucson, AZ (USA)",07 MAY 1983,1118
101,10.26,,Carl LEWIS,01 JUL 1961,USA,1,,"Columbus, OH (USA)",08 MAY 1983,1118
101,10.26,0.0,Emmit KING,24 MAR 1959,USA,2,,"Lexington, KY (USA)",15 MAY 1983,1118
101,10.26,,Juan NÚŃEZ,19 NOV 1959,DOM,2,,La Habana (CUB),21 MAY 1983,1118
101,10.26,,Innocent EGBUNIKE,30 NOV 1961,NGR,1,,Moskva (URS),19 JUN 1983,1118
101,10.26,+0.9,Andrey SHLYAPNIKOV,13 JAN 1959,URS,1sf3,,Moskva (URS),19 JUN 1983,1118
101,10.26,+1.4,Marian WORONIN,13 AUG 1956,POL,1,,Bydgoszcz (POL),25 JUN 1983,1118
101,10.26,+1.4,Ferenc KISS,10 NOV 1955,HUN,1,,Budapest (HUN),02 JUL 1983,1118
101,10.26,+0.8,Pierfrancesco PAVONI,21 FEB 1963,ITA,1,,Roma (ITA),19 JUL 1983,1118
101,10.26,+1.8,Marty KRULEE,04 NOV 1956,USA,2h2,,Zürich (SUI),24 AUG 1983,1118
101,10.26,+0.2,Pierfrancesco PAVONI,21 FEB 1963,ITA,2,,Roma (ITA),01 SEP 1983,1118
101,10.26,+1.8,Pierfrancesco PAVONI,21 FEB 1963,ITA,2,,Rieti (ITA),04 SEP 1983,1118
101,10.26,+0.1,Antoine RICHARD,08 SEP 1960,FRA,2,,Casablanca (MAR),12 SEP 1983,1118
114,10.27,,Terry SCOTT,23 JUN 1964,USA,1h1,,"Philadelphia, PA (USA)",29 APR 1983,1115
114,10.27,,Frank EMMELMANN,15 SEP 1961,GDR,1,,Berlin (GER),03 JUN 1983,1115
114,10.27,+1.0,Steffen BRINGMANN,11 MAR 1964,GDR,3,,Berlin (GER),08 JUN 1983,1115
114,10.27,+2.0,Jens HÜBLER,28 AUG 1961,GDR,1sf1,,Karl Marx Stadt (GDR),16 JUN 1983,1115
114,10.27,,Katsuhiko NAKAYA,22 APR 1957,BRA,1,,Formia (ITA),30 JUL 1983,1115
114,10.27,-1.4,Willie GAULT,05 SEP 1960,USA,1,,Malmö (SWE),01 AUG 1983,1123
114,10.27,+1.1,Calvin SMITH,08 JAN 1961,USA,1qf1,,"Olympiastadion, Helsinki (FIN)",07 AUG 1983,1115
114,10.27,-0.3,Allan WELLS,03 MAY 1952,GBR,4,,"Olympiastadion, Helsinki (FIN)",08 AUG 1983,1116
122,10.28,,Bernie JACKSON,22 OCT 1961,USA,2,,"Tempe, AZ (USA)",02 APR 1983,1112
122,10.28,+0.3,Marty KRULEE,04 NOV 1956,USA,2,,Stockholm (SWE),04 JUL 1983,1112
122,10.28,+0.6,Viktor BRYZGIN,22 AUG 1962,URS,h,,Leningrad (URS),26 JUL 1983,1112
122,10.28,-1.0,Carl LEWIS,01 JUL 1961,USA,1sf2,,"Olympiastadion, Helsinki (FIN)",08 AUG 1983,1118
122,10.28,+1.8,Cameron SHARP,03 JUN 1958,GBR,3h2,,Zürich (SUI),24 AUG 1983,1112
122,10.28,+0.2,Stefano TILLI,22 AUG 1962,ITA,3,,Roma (ITA),01 SEP 1983,1112
128,10.29,+1.8,Willie GAULT,05 SEP 1960,USA,1,,"Westwood, CA (USA)",20 MAR 1983,1108
128,10.29,+0.9,Wessel OOSTHUIZEN,23 FEB 1961,RSA,1,,Bloemfontein (RSA),15 APR 1983,1108
128,10.29,0.0,Sam GRADDY,10 FEB 1964,USA,2,,"Knoxville, TN (USA)",21 MAY 1983,1108
128,10.29,+1.4,István TATÁR,24 MAR 1958,HUN,2,,Budapest (HUN),02 JUL 1983,1108
128,10.29,,Thomas SCHRÖDER,23 AUG 1962,GDR,1,,Leipzig (GER),27 JUL 1983,1108
128,10.29,,Leandro PENALVER,23 MAY 1961,CUB,1,,Leipzig (GER),27 JUL 1983,1108
128,10.29,-0.3,Juan NÚŃEZ,19 NOV 1959,DOM,5,,"Olympiastadion, Helsinki (FIN)",08 AUG 1983,1109
128,10.29,+1.6,James BUTLER,21 JUN 1960,USA,8,,Zürich (SUI),24 AUG 1983,1108
128,10.29,+0.1,Stefano TILLI,22 AUG 1962,ITA,3,,Casablanca (MAR),12 SEP 1983,1108
137,10.30,,Darrell GREEN,15 FEB 1960,USA,2,,"Austin, TX (USA)",09 APR 1983,1105
137,10.30,,Bruce DAVIS,25 FEB 1963,USA,2,,"Arlington, TX (USA)",16 APR 1983,1105
137,10.30,+0.3,Sam GRADDY,10 FEB 1964,USA,2f1,,"Philadelphia, PA (USA)",30 APR 1983,1105
137,10.30,+1.5,Darwin COOK,16 JUL 1962,USA,3f1,,"Modesto, CA (USA)",14 MAY 1983,1105
137,10.30,+1.5,Ken ROBINSON,15 JUL 1963,USA,4f1,,"Modesto, CA (USA)",14 MAY 1983,1105
137,10.30,+0.1,Christian HAAS,22 AUG 1958,FRG,2,,Fürth (GER),21 MAY 1983,1105
137,10.30,+0.6,Pietro MENNEA,28 JUN 1952,ITA,1,,Torino (ITA),04 JUN 1983,1105
137,10.30,+1.9,Valentin ATANASOV,07 MAY 1961,BUL,1f3,,Berlin (GER),08 JUN 1983,1105
137,10.30,+0.6,Pietro MENNEA,28 JUN 1952,ITA,1,,Udine (ITA),12 JUN 1983,1105
137,10.30,+2.0,Olaf PRENZLER,24 AUG 1958,GDR,2sf1,,Karl Marx Stadt (GDR),16 JUN 1983,1105
137,10.30,+0.9,Emmit KING,24 MAR 1959,USA,1,,"Los Angeles, CA (USA)",25 JUN 1983,1105
137,10.30,+1.4,István NAGY,28 APR 1959,HUN,3,,Budapest (HUN),02 JUL 1983,1105
137,10.30,-1.4,Jeff PHILLIPS,16 MAY 1957,USA,2,,Malmö (SWE),01 AUG 1983,1113
137,10.30,+0.7,Calvin SMITH,08 JAN 1961,USA,1h5,,"Olympiastadion, Helsinki (FIN)",07 AUG 1983,1105
137,10.30,-1.2,Emmit KING,24 MAR 1959,USA,1qf4,,"Olympiastadion, Helsinki (FIN)",07 AUG 1983,1112
