Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
58,10.14,+1.4,Calvin SMITH,08 JAN 1961,USA,1,,Bad Homburg (GER),24 MAY 1992,1159
58,10.14,+2.0,James TRAPP,28 DEC 1970,USA,1sf1,,"Austin, TX (USA)",05 JUN 1992,1159
58,10.14,+1.8,Talal MANSOUR,08 MAY 1964,QAT,1,,Budapest (HUN),18 JUN 1992,1159
58,10.14,-0.7,Michael MARSH,04 AUG 1967,USA,4,,"New Orleans, LA (USA)",20 JUN 1992,1163
58,10.14,+0.4,Linford CHRISTIE,02 APR 1960,GBR,1h,,Birmingham (GBR),27 JUN 1992,1159
65,10.15,+0.8,Dennis MITCHELL,20 FEB 1966,USA,1,,São Paulo (BRA),17 MAY 1992,1155
65,10.15,+0.2,Brian BRIDGEWATER,07 SEP 1970,USA,1,,"San Angelo, TX (USA)",30 MAY 1992,1155
65,10.15,-0.5,Davidson EZINWA,22 NOV 1971,NGR,1,,Lagos (NGR),11 JUN 1992,1158
65,10.15,0.0,Carl LEWIS,01 JUL 1961,USA,1,,"Stade Louis II, Monaco (MON)",11 AUG 1992,1155
65,10.15,+0.7,Linford CHRISTIE,02 APR 1960,GBR,2,,Köln (GER),16 AUG 1992,1155
65,10.15,+0.7,Dennis MITCHELL,20 FEB 1966,USA,3,,Köln (GER),16 AUG 1992,1155
65,10.15,+0.2,Linford CHRISTIE,02 APR 1960,GBR,2,,Bruxelles (BEL),28 AUG 1992,1155
72,10.16,+1.0,James TRAPP,28 DEC 1970,USA,1,,"Atlanta, GA (USA)",23 MAY 1992,1152
72,10.16,+1.4,Atlee MAHORN,27 OCT 1965,CAN,2,,Bad Homburg (GER),24 MAY 1992,1152
72,10.16,+1.4,Dennis MITCHELL,20 FEB 1966,USA,1,,Granada (ESP),30 MAY 1992,1152
72,10.16,+2.0,James JETT,28 DEC 1970,USA,2sf1,,"Austin, TX (USA)",05 JUN 1992,1152
72,10.16,+1.8,Frank FREDERICKS,02 OCT 1967,NAM,1,,Dijon (FRA),13 JUN 1992,1152
72,10.16,+1.3,Ben JOHNSON,30 DEC 1961,CAN,2,,Montréal (CAN),20 JUN 1992,1152
72,10.16,+1.6,Frank FREDERICKS,02 OCT 1967,NAM,1f1,,Sapporo (JPN),19 JUL 1992,1152
79,10.17,+1.2,Raymond STEWART,18 MAR 1965,JAM,3,,"Austin, TX (USA)",04 APR 1992,1148
79,10.17,-0.7,Linford CHRISTIE,02 APR 1960,GBR,1,,Bratislava (TCH),01 JUN 1992,1152
79,10.17,+1.7,Oluyemi KAYODE,07 JUL 1968,NGR,2sf2,,"Austin, TX (USA)",05 JUN 1992,1148
79,10.17,+0.3,Robson DA SILVA,04 SEP 1964,BRA,1,,Lisboa (POR),10 JUN 1992,1148
79,10.17,-0.9,Mark WITHERSPOON,03 SEP 1963,USA,2h4,,"New Orleans, LA (USA)",19 JUN 1992,1153
79,10.17,-0.1,Carl LEWIS,01 JUL 1961,USA,2qf3,,"New Orleans, LA (USA)",19 JUN 1992,1148
79,10.17,+1.1,Linford CHRISTIE,02 APR 1960,GBR,1,,Oslo (NOR),04 JUL 1992,1148
79,10.17,+1.1,Olapade ADENIKEN,19 AUG 1969,NGR,2,,Oslo (NOR),04 JUL 1992,1148
79,10.17,-1.2,Frank FREDERICKS,02 OCT 1967,NAM,1sf2,,"Estadio Olímpico, Barcelona (ESP)",01 AUG 1992,1155
88,10.18,+1.8,John MAIR,20 NOV 1963,JAM,2,,Kingston (JAM),21 MAR 1992,1145
88,10.18,-0.6,Mark WITHERSPOON,03 SEP 1963,USA,4f1,,"Walnut, CA (USA)",18 APR 1992,1148
88,10.18,+1.7,Tony MILLER,15 MAR 1969,USA,1,,"Eugene, OR (USA)",23 MAY 1992,1145
88,10.18,+0.7,James TRAPP,28 DEC 1970,USA,1h1,,"Austin, TX (USA)",04 JUN 1992,1145
88,10.18,+2.0,James JETT,28 DEC 1970,USA,2,,"Austin, TX (USA)",06 JUN 1992,1145
88,10.18,+0.7,Bruny SURIN,12 JUL 1967,CAN,4,,Köln (GER),16 AUG 1992,1145
88,10.18,+1.7,Calvin SMITH,08 JAN 1961,USA,1,,"Olympiastadion, Berlin (GER)",21 AUG 1992,1145
88,10.18,-0.7,Olapade ADENIKEN,19 AUG 1969,NGR,1,,Koblenz (GER),26 AUG 1992,1149
88,10.18,-0.7,Linford CHRISTIE,02 APR 1960,GBR,2,,Koblenz (GER),26 AUG 1992,1149
88,10.18,+0.5,Carl LEWIS,01 JUL 1961,USA,2,,Torino (ITA),04 SEP 1992,1145
88,10.18,-0.4,Dennis MITCHELL,20 FEB 1966,USA,1,,Tokyo (JPN),19 SEP 1992,1147
99,10.19,+0.2,Vitaliy SAVIN,23 JAN 1966,KAZ,1,,Moskva (RUS),12 JUN 1992,1142
99,10.19,+0.6,James TRAPP,28 DEC 1970,USA,4f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 1992,1142
99,10.19,+0.9,Mark WITHERSPOON,03 SEP 1963,USA,1qf1,,"Estadio Olímpico, Barcelona (ESP)",31 JUL 1992,1142
102,10.20,+1.2,Jon DRUMMOND,09 SEP 1968,USA,4,,"Austin, TX (USA)",04 APR 1992,1138
102,10.20,+1.7,Dennis MITCHELL,20 FEB 1966,USA,1,,La Habana (CUB),21 MAY 1992,1138
102,10.20,+0.6,Linford CHRISTIE,02 APR 1960,GBR,1,,Milano (ITA),21 MAY 1992,1138
102,10.20,-1.0,Linford CHRISTIE,02 APR 1960,GBR,1,,Edinburgh (GBR),19 JUN 1992,1144
102,10.20,-0.1,James JETT,28 DEC 1970,USA,3qf3,,"New Orleans, LA (USA)",19 JUN 1992,1138
102,10.20,+0.5,Leroy BURRELL,21 FEB 1967,USA,3,,Torino (ITA),04 SEP 1992,1138
102,10.20,+0.5,Frank FREDERICKS,02 OCT 1967,NAM,4,,Torino (ITA),04 SEP 1992,1138
109,10.21,+1.9,Dennis MITCHELL,20 FEB 1966,USA,1,,Mito (JPN),10 MAY 1992,1135
109,10.21,-0.8,Brian BRIDGEWATER,07 SEP 1970,USA,1,,"Modesto, CA (USA)",16 MAY 1992,1139
109,10.21,+1.6,Larmar CHISLEY,15 MAR 1972,USA,2,,"Odessa, TX (USA)",22 MAY 1992,1135
109,10.21,-1.4,Leroy BURRELL,21 FEB 1967,USA,1,,"Indianapolis, IN (USA)",10 JUN 1992,1143
109,10.21,-0.4,James TRAPP,28 DEC 1970,USA,3qf1,,"New Orleans, LA (USA)",19 JUN 1992,1137
109,10.21,-1.8,Mark WITHERSPOON,03 SEP 1963,USA,1sf1,,"New Orleans, LA (USA)",20 JUN 1992,1145
109,10.21,-1.8,Dennis MITCHELL,20 FEB 1966,USA,1sf2,,"New Orleans, LA (USA)",20 JUN 1992,1145
109,10.21,+0.6,Frank FREDERICKS,02 OCT 1967,NAM,1,,Pieksämäki (FIN),28 JUN 1992,1135
109,10.21,+0.5,Bruny SURIN,12 JUL 1967,CAN,2,,Nice (FRA),15 JUL 1992,1135
109,10.21,-0.1,Leroy BURRELL,21 FEB 1967,USA,1h1,,"Estadio Olímpico, Barcelona (ESP)",31 JUL 1992,1135
109,10.21,-0.5,Dennis MITCHELL,20 FEB 1966,USA,1h2,,"Estadio Olímpico, Barcelona (ESP)",31 JUL 1992,1138
109,10.21,0.0,Chidi IMOH,27 AUG 1963,NGR,3qf4,,"Estadio Olímpico, Barcelona (ESP)",31 JUL 1992,1135
109,10.21,-1.2,Bruny SURIN,12 JUL 1967,CAN,2sf2,,"Estadio Olímpico, Barcelona (ESP)",01 AUG 1992,1142
109,10.21,0.0,Vitaliy SAVIN,23 JAN 1966,KAZ,2,,"Stade Louis II, Monaco (MON)",11 AUG 1992,1135
109,10.21,+1.3,Calvin SMITH,08 JAN 1961,USA,4f1,,Linz (AUT),13 AUG 1992,1135
109,10.21,-0.7,Leroy BURRELL,21 FEB 1967,USA,3f1,,Zürich (SUI),19 AUG 1992,1139
109,10.21,-0.3,Linford CHRISTIE,02 APR 1960,GBR,1,,"Estadio Panamericano, La Habana (CUB)",25 SEP 1992,1136
126,10.22,-0.9,Daniel EFFIONG,17 JUN 1972,NGR,1h,,Lagos (NGR),26 MAR 1992,1137
126,10.22,+0.3,Michael GREEN,07 NOV 1970,JAM,1,,"Knoxville, TN (USA)",04 APR 1992,1132
126,10.22,+1.7,Ato BOLDON,30 DEC 1973,TTO,1,,"Modesto, CA (USA)",08 MAY 1992,1132
126,10.22,-0.3,Ricky CARRIGAN,06 JUL 1973,USA,1,,"Long Beach, CA (USA)",16 MAY 1992,1133
126,10.22,+1.6,Fabian MUYABA,30 SEP 1970,ZIM,3,,"Odessa, TX (USA)",22 MAY 1992,1132
126,10.22,+0.8,Robert THOMAS,04 SEP 1966,USA,1,,"Gainesville, FL (USA)",12 JUN 1992,1132
126,10.22,+2.0,Dmytro VANYAIKIN,14 JAN 1966,UKR,1h,,Kyiv (UKR),15 JUL 1992,1132
126,10.22,-1.7,Dennis MITCHELL,20 FEB 1966,USA,1qf3,,"Estadio Olímpico, Barcelona (ESP)",31 JUL 1992,1142
126,10.22,-1.7,Olapade ADENIKEN,19 AUG 1969,NGR,2qf3,,"Estadio Olímpico, Barcelona (ESP)",31 JUL 1992,1142
126,10.22,+0.5,Raymond STEWART,18 MAR 1965,JAM,7,,"Estadio Olímpico, Barcelona (ESP)",01 AUG 1992,1132
126,10.22,+1.3,Robson DA SILVA,04 SEP 1964,BRA,5f1,,Linz (AUT),13 AUG 1992,1132
126,10.22,+1.1,Christoph PÖSTINGER,07 APR 1972,AUT,1f2,,Linz (AUT),13 AUG 1992,1132
126,10.22,-0.7,Bruny SURIN,12 JUL 1967,CAN,4f1,,Zürich (SUI),19 AUG 1992,1136
126,10.22,-0.7,Dennis MITCHELL,20 FEB 1966,USA,5f1,,Zürich (SUI),19 AUG 1992,1136
126,10.22,+0.2,Bruny SURIN,12 JUL 1967,CAN,3,,Bruxelles (BEL),28 AUG 1992,1132
126,10.22,+0.2,Dennis MITCHELL,20 FEB 1966,USA,4,,Bruxelles (BEL),28 AUG 1992,1132
126,10.22,+0.2,Frank FREDERICKS,02 OCT 1967,NAM,3,,Rieti (ITA),06 SEP 1992,1132
143,10.23,,Dean SMITH,01 NOV 1967,AUS,ce,,Adelaide (AUS),09 MAR 1992,1128
143,10.23,0.0,Innocent ASONZE,30 DEC 1972,NGR,1,,Lagos (NGR),26 MAR 1992,1128
143,10.23,+1.0,Innocent ASONZE,30 DEC 1972,NGR,2,,Lagos (NGR),11 APR 1992,1128
143,10.23,+1.5,Rodney LEWIS,17 JUL 1966,USA,1h2,,"Flagstaff, AZ (USA)",09 MAY 1992,1128
143,10.23,+1.7,Freddie FIELDS,18 APR 1972,USA,3sf2,,"Austin, TX (USA)",05 JUN 1992,1128
143,10.23,-1.0,Dennis MITCHELL,20 FEB 1966,USA,1h2,,"New Orleans, LA (USA)",19 JUN 1992,1134
143,10.23,-0.4,Floyd HEARD,24 MAR 1966,USA,4qf1,,"New Orleans, LA (USA)",19 JUN 1992,1130
143,10.23,-0.8,Bruny SURIN,12 JUL 1967,CAN,1,,Luzern (SUI),01 JUL 1992,1132
143,10.23,+2.0,Igor STRELTSOV,01 MAY 1965,UKR,2h,,Kyiv (UKR),15 JUL 1992,1128
143,10.23,+0.5,Dennis MITCHELL,20 FEB 1966,USA,3,,Nice (FRA),15 JUL 1992,1128
143,10.23,-1.3,Davidson EZINWA,22 NOV 1971,NGR,4sf1,,"Estadio Olímpico, Barcelona (ESP)",01 AUG 1992,1135
143,10.23,-0.7,Frank FREDERICKS,02 OCT 1967,NAM,6f1,,Zürich (SUI),19 AUG 1992,1132
155,10.24,+0.1,Slip WATKINS,29 SEP 1967,USA,1,,"Tempe, AZ (USA)",04 APR 1992,1125
155,10.24,-0.2,Karsten EDWARDS,15 SEP 1970,USA,1,,"Tuscaloosa, AL (USA)",02 MAY 1992,1126
155,10.24,+1.9,John MAIR,20 NOV 1963,JAM,3,,Kingston (JAM),02 MAY 1992,1125
155,10.24,+1.5,Ernest GREENE,30 APR 1970,USA,1h3,,"Odessa, TX (USA)",21 MAY 1992,1125
155,10.24,+0.9,Andreas BERGER,09 JUN 1961,AUT,1,,Jena (GER),28 MAY 1992,1125
155,10.24,+2.0,Augustine OLOBIA,18 JUL 1969,NGR,3sf1,,"Austin, TX (USA)",05 JUN 1992,1125
155,10.24,+0.4,Raymond STEWART,18 MAR 1965,JAM,2f1,,"Stadio Olimpico, Roma (ITA)",09 JUN 1992,1125
155,10.24,-0.7,Ricky CARRIGAN,06 JUL 1973,USA,1qf2,,"New Orleans, LA (USA)",19 JUN 1992,1129
155,10.24,-1.8,James JETT,28 DEC 1970,USA,2sf1,,"New Orleans, LA (USA)",20 JUN 1992,1135
155,10.24,-0.3,Robson DA SILVA,04 SEP 1964,BRA,1h10,,"Estadio Olímpico, Barcelona (ESP)",31 JUL 1992,1126
155,10.24,-0.5,Bruny SURIN,12 JUL 1967,CAN,2qf2,,"Estadio Olímpico, Barcelona (ESP)",31 JUL 1992,1128
155,10.24,+1.0,Robson DA SILVA,04 SEP 1964,BRA,1h2,,Linz (AUT),13 AUG 1992,1125
155,10.24,+2.0,Jon DRUMMOND,09 SEP 1968,USA,1,,Lappeenranta (FIN),16 AUG 1992,1125
155,10.24,+1.0,Michael BATES,19 DEC 1969,USA,1f2,,Köln (GER),16 AUG 1992,1125
155,10.24,-0.8,Jon DRUMMOND,09 SEP 1968,USA,1f2,,Zürich (SUI),19 AUG 1992,1129
155,10.24,+2.0,Samuel NCHINDA,23 MAY 1967,CMR,1,,La Chaux-de-Fonds (SUI),23 AUG 1992,1125
155,10.24,+0.5,Olapade ADENIKEN,19 AUG 1969,NGR,5,,Torino (ITA),04 SEP 1992,1125
155,10.24,+1.2,Wenzhong CHEN,29 AUG 1970,CHN,1,,Wuhan (CHN),17 OCT 1992,1125
173,10.25,+0.7,Verril YOUNG,28 AUG 1960,USA,1,,"Tallahassee, FL (USA)",21 MAR 1992,1122
173,10.25,0.0,Daniel EFFIONG,17 JUN 1972,NGR,2,,Lagos (NGR),26 MAR 1992,1122
173,10.25,+1.7,Chris SANDERS,08 MAY 1972,USA,1,,"Knoxville, TN (USA)",02 MAY 1992,1122
173,10.25,+1.7,Calvin SMITH,08 JAN 1961,USA,2,,La Habana (CUB),21 MAY 1992,1122
173,10.25,+1.4,Emmanuel TUFFOUR,02 DEC 1966,GHA,3,,Bad Homburg (GER),24 MAY 1992,1122
173,10.25,+2.0,James TRAPP,28 DEC 1970,USA,3,,"Austin, TX (USA)",06 JUN 1992,1122
173,10.25,+0.8,Greg SHOLARS,08 FEB 1966,USA,2,,"Gainesville, FL (USA)",12 JUN 1992,1122
173,10.25,-0.5,Chidi IMOH,27 AUG 1963,NGR,1,,Lagos (NGR),13 JUN 1992,1125
173,10.25,-0.1,Michael BATES,19 DEC 1969,USA,4qf3,,"New Orleans, LA (USA)",19 JUN 1992,1122
173,10.25,-0.7,James JETT,28 DEC 1970,USA,5,,"New Orleans, LA (USA)",20 JUN 1992,1126
173,10.25,-1.8,Leroy BURRELL,21 FEB 1967,USA,3sf1,,"New Orleans, LA (USA)",20 JUN 1992,1132
173,10.25,+0.6,Daniel EFFIONG,17 JUN 1972,NGR,2,,Pieksämäki (FIN),28 JUN 1992,1122
173,10.25,-0.3,Olapade ADENIKEN,19 AUG 1969,NGR,1,,Stockholm (SWE),02 JUL 1992,1123
173,10.25,+0.6,Calvin SMITH,08 JAN 1961,USA,5f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 1992,1122
173,10.25,+0.6,Osmond EZINWA,22 NOV 1971,NGR,2,,Salamanca (ESP),13 JUL 1992,1122
173,10.25,+1.1,Stefano TILLI,22 AUG 1962,ITA,2f2,,Linz (AUT),13 AUG 1992,1122
173,10.25,-0.7,Vitaliy SAVIN,23 JAN 1966,KAZ,7f1,,Zürich (SUI),19 AUG 1992,1126
173,10.25,-0.4,Carl LEWIS,01 JUL 1961,USA,2,,Tokyo (JPN),19 SEP 1992,1124
191,10.26,+1.7,Bryant WILLIAMS,25 MAR 1971,USA,2,,"Knoxville, TN (USA)",02 MAY 1992,1118
191,10.26,+1.6,Doyle JONES,24 SEP 1972,USA,4,,"Odessa, TX (USA)",22 MAY 1992,1118
191,10.26,+1.3,Stephen LEWIS,05 FEB 1968,MNT,1f1,,"Boise, ID (USA)",23 MAY 1992,1118
191,10.26,+1.7,Jeff LAYNES,03 OCT 1970,USA,2,,"Eugene, OR (USA)",23 MAY 1992,1118
191,10.26,+0.4,Frank FREDERICKS,02 OCT 1967,NAM,3f1,,"Stadio Olimpico, Roma (ITA)",09 JUN 1992,1118
191,10.26,+0.5,Davidson EZINWA,22 NOV 1971,NGR,8,,"Estadio Olímpico, Barcelona (ESP)",01 AUG 1992,1118
191,10.26,-0.8,Chidi IMOH,27 AUG 1963,NGR,2f2,,Zürich (SUI),19 AUG 1992,1122
191,10.26,-0.3,Olapade ADENIKEN,19 AUG 1969,NGR,2,,"Estadio Panamericano, La Habana (CUB)",25 SEP 1992,1119
199,10.27,+1.7,Eric AKOGYIRAM,25 JUN 1969,GHA,3,,"Knoxville, TN (USA)",02 MAY 1992,1115
199,10.27,+2.0,Sam JEFFERSON,19 APR 1971,USA,1,,"College Station, TX (USA)",02 MAY 1992,1115
199,10.27,+1.9,Anthony WILSON,11 MAY 1968,CAN,1h1,,"Flagstaff, AZ (USA)",09 MAY 1992,1115
199,10.27,+0.6,Glenroy GILBERT,31 AUG 1968,CAN,1,,"Provo, UT (USA)",26 MAY 1992,1115
199,10.27,+2.0,Jason SANDERS,09 FEB 1971,USA,4sf1,,"Austin, TX (USA)",05 JUN 1992,1115
199,10.27,+1.7,Terry WILLIAMS,15 NOV 1968,GBR,2,,London (GBR),13 JUN 1992,1115
199,10.27,+0.3,Jiří VALÍK,26 JUL 1966,TCH,1,,Nitra (TCH),04 JUL 1992,1115
199,10.27,-0.3,Mark WITHERSPOON,03 SEP 1963,USA,2h10,,"Estadio Olímpico, Barcelona (ESP)",31 JUL 1992,1116
207,10.28,+1.1,Curtis CONWAY,13 JAN 1971,USA,1,,"Los Angeles, CA (USA)",14 MAR 1992,1112
207,10.28,+0.8,Devlon DUNN,01 APR 1967,USA,1f2,,"Walnut, CA (USA)",16 APR 1992,1112
207,10.28,-0.6,Jeff WILLIAMS,31 DEC 1965,USA,5f1,,"Walnut, CA (USA)",18 APR 1992,1115
207,10.28,+1.0,Michael MONYE,,NGR,2,,Lagos (NGR),23 MAY 1992,1112
207,10.28,+0.5,Dino NAPIER,24 NOV 1969,USA,1,,"Merced, CA (USA)",05 JUN 1992,1112
207,10.28,-0.3,Dennis MITCHELL,20 FEB 1966,USA,2,,Stockholm (SWE),02 JUL 1992,1113
207,10.28,-1.2,Olapade ADENIKEN,19 AUG 1969,NGR,3sf2,,"Estadio Olímpico, Barcelona (ESP)",01 AUG 1992,1119
207,10.28,-0.8,Calvin SMITH,08 JAN 1961,USA,3f2,,Zürich (SUI),19 AUG 1992,1116
215,10.29,+1.2,Marcel CARTER,26 MAR 1971,USA,5,,"Austin, TX (USA)",04 APR 1992,1108
215,10.29,+1.0,Daniel SANGOUMA,07 FEB 1965,FRA,2,,Fort-de-France (FRA),25 APR 1992,1108
215,10.29,0.0,Konstantin GROMADSKIY,01 JUN 1972,UKR,2,,Ulm (GER),04 JUL 1992,1108
215,10.29,-0.5,Vitaliy SAVIN,23 JAN 1966,EUN,2h2,,"Estadio Olímpico, Barcelona (ESP)",31 JUL 1992,1111
215,10.29,-1.0,Frank FREDERICKS,02 OCT 1967,NAM,1h4,,"Estadio Olímpico, Barcelona (ESP)",31 JUL 1992,1114
215,10.29,+0.9,Robson DA SILVA,04 SEP 1964,BRA,2qf1,,"Estadio Olímpico, Barcelona (ESP)",31 JUL 1992,1108
215,10.29,+2.0,Kevin BRAUNSKILL,31 MAR 1969,USA,2,,Lappeenranta (FIN),16 AUG 1992,1108
215,10.29,+1.8,Ato BOLDON,30 DEC 1973,TTO,1qf1,,"Olympic Stadium, Jamsil, Seoul (KOR)",16 SEP 1992,1108
