Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
223,10.30,+2.0,Bryan BRONSON,09 SEP 1972,USA,2,,"College Station, TX (USA)",02 MAY 1992,1105
223,10.30,+1.9,Shinji AOTO,07 MAY 1967,JPN,2,,Mito (JPN),10 MAY 1992,1105
223,10.30,+1.5,Kevin DOSS,23 JUL 1971,USA,2h3,,"Odessa, TX (USA)",21 MAY 1992,1105
223,10.30,+1.7,Victor OMAGBEMI,22 MAY 1967,NGR,2,,"Houston, TX (USA)",23 MAY 1992,1105
223,10.30,+1.4,Steffen BRINGMANN,11 MAR 1964,GER,4,,Bad Homburg (GER),24 MAY 1992,1105
223,10.30,+2.0,Gerry WOODBERRY,23 OCT 1969,USA,6sf1,,"Austin, TX (USA)",05 JUN 1992,1105
223,10.30,+2.0,Riley WASHINGTON,31 JUL 1973,USA,1,,"Norwalk, CA (USA)",06 JUN 1992,1105
223,10.30,+1.8,Max MORINIÉRE,16 FEB 1964,FRA,2,,Dijon (FRA),13 JUN 1992,1105
223,10.30,-0.3,Vitaliy SAVIN,23 JAN 1966,KAZ,3,,Stockholm (SWE),02 JUL 1992,1106
223,10.30,+1.0,Bruno MARIE-ROSE,20 MAY 1965,FRA,1f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 1992,1105
223,10.30,+1.0,Hisatsugu SUZUKI,22 NOV 1970,JPN,1f2,,Sapporo (JPN),19 JUL 1992,1105
223,10.30,0.0,Ben JOHNSON,30 DEC 1961,CAN,4qf4,,"Estadio Olímpico, Barcelona (ESP)",31 JUL 1992,1105
223,10.30,-1.3,Chidi IMOH,27 AUG 1963,NGR,5sf1,,"Estadio Olímpico, Barcelona (ESP)",01 AUG 1992,1112
223,10.30,+2.0,David DOLLÉ,30 MAY 1969,SUI,2,,La Chaux-de-Fonds (SUI),23 AUG 1992,1105
223,10.30,+0.2,Jon DRUMMOND,09 SEP 1968,USA,4,,Rieti (ITA),06 SEP 1992,1105
223,10.30,0.0,Ato BOLDON,30 DEC 1973,TTO,1,,"Olympic Stadium, Jamsil, Seoul (KOR)",17 SEP 1992,1105
