Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
78,10.10,+0.6,Greg SADDLER,29 JUN 1974,USA,1f2,,"Bislett Stadion, Oslo (NOR)",28 JUL 2000,1172
78,10.10,+0.4,Kenny BROKENBURR,29 OCT 1968,USA,4,,Stockholm (SWE),01 AUG 2000,1172
78,10.10,+1.9,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,f2,,"Crystal Palace, London (GBR)",05 AUG 2000,1172
78,10.10,-1.0,Coby MILLER,19 OCT 1976,USA,7,,Zürich (SUI),11 AUG 2000,1178
78,10.10,-1.7,Maurice GREENE,23 JUL 1974,USA,1qf1,,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1182
78,10.10,+0.2,Jon DRUMMOND,09 SEP 1968,USA,2sf2,,"Olympic Stadium, Sydney (AUS)",23 SEP 2000,1172
95,10.11,+1.4,Marquis DAVIS,14 AUG 1980,USA,1,,"Knoxville, TN (USA)",18 MAY 2000,1169
95,10.11,+0.2,Christopher WILLIAMS,15 MAR 1972,JAM,3,,"Raleigh, NC (USA)",17 JUN 2000,1169
95,10.11,-0.8,Ato BOLDON,30 DEC 1973,TTO,2,,Athina (GRE),28 JUN 2000,1173
95,10.11,-0.7,Coby MILLER,19 OCT 1976,USA,h,,"Sacramento, CA (USA)",14 JUL 2000,1173
95,10.11,-0.7,Dennis MITCHELL,20 FEB 1966,USA,h,,"Sacramento, CA (USA)",14 JUL 2000,1173
95,10.11,+0.5,Christopher WILLIAMS,15 MAR 1972,JAM,2,,Kingston (JAM),21 JUL 2000,1169
95,10.11,+0.9,Obadele THOMPSON,30 MAR 1976,BAR,1h1,,Stockholm (SWE),01 AUG 2000,1169
95,10.11,+0.9,Kenny BROKENBURR,29 OCT 1968,USA,2h1,,Stockholm (SWE),01 AUG 2000,1169
95,10.11,-1.6,Obadele THOMPSON,30 MAR 1976,BAR,2h2,,Zürich (SUI),11 AUG 2000,1178
95,10.11,-0.8,Dwain CHAMBERS,05 APR 1978,GBR,1,,Birmingham (GBR),12 AUG 2000,1173
95,10.11,+1.0,Bruny SURIN,12 JUL 1967,CAN,h,,Victoria (CAN),12 AUG 2000,1169
95,10.11,-0.3,Matt SHIRVINGTON,25 OCT 1978,AUS,1,,Sydney (AUS),18 AUG 2000,1170
95,10.11,-0.3,Dwain CHAMBERS,05 APR 1978,GBR,1,,Gateshead (GBR),28 AUG 2000,1170
95,10.11,+0.3,Shingo KAWABATA,15 MAY 1978,JPN,1,,Tokyo (JPN),02 SEP 2000,1169
95,10.11,+0.3,Ato BOLDON,30 DEC 1973,TTO,1qf2,,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1169
110,10.12,+1.3,Tim MONTGOMERY,28 JAN 1975,USA,h,,"Atlanta, GA (USA)",20 MAY 2000,1165
110,10.12,+1.0,Coby MILLER,19 OCT 1976,USA,h,,"Durham, NC (USA)",01 JUN 2000,1165
110,10.12,+1.4,Bruny SURIN,12 JUL 1967,CAN,3,,Chania (GRE),14 JUN 2000,1165
110,10.12,+1.9,Bryan HOWARD,07 OCT 1976,USA,3,,"Eugene, OR (USA)",24 JUN 2000,1165
110,10.12,+0.7,Brian LEWIS,05 DEC 1974,USA,h,,Luzern (SUI),27 JUN 2000,1165
110,10.12,+0.7,Jon DRUMMOND,09 SEP 1968,USA,5f1,,"Stadio Olimpico, Roma (ITA)",30 JUN 2000,1165
110,10.12,+1.0,Donovan BAILEY,16 DEC 1967,CAN,5f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2000,1165
110,10.12,+1.0,Obadele THOMPSON,30 MAR 1976,BAR,6f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2000,1165
110,10.12,+0.4,John CAPEL,27 OCT 1978,USA,h,,"Sacramento, CA (USA)",14 JUL 2000,1165
110,10.12,-0.6,Jon DRUMMOND,09 SEP 1968,USA,h,,"Sacramento, CA (USA)",14 JUL 2000,1168
110,10.12,-0.6,Michael MARSH,04 AUG 1967,USA,h,,"Sacramento, CA (USA)",14 JUL 2000,1168
110,10.12,+0.4,Tim MONTGOMERY,28 JAN 1975,USA,h,,"Sacramento, CA (USA)",14 JUL 2000,1165
110,10.12,+1.0,Dwight THOMAS,23 SEP 1980,JAM,sf,,Kingston (JAM),21 JUL 2000,1165
110,10.12,+0.2,Brian LEWIS,05 DEC 1974,USA,2f1,,"Bislett Stadion, Oslo (NOR)",28 JUL 2000,1165
110,10.12,+0.4,Brian LEWIS,05 DEC 1974,USA,2h2,,Stockholm (SWE),01 AUG 2000,1165
110,10.12,+0.4,Greg SADDLER,29 JUN 1974,USA,3h2,,Stockholm (SWE),01 AUG 2000,1165
110,10.12,+0.7,Tim MONTGOMERY,28 JAN 1975,USA,4,,Linz (AUT),08 AUG 2000,1165
110,10.12,-0.8,Darren CAMPBELL,12 SEP 1973,GBR,2,,Birmingham (GBR),12 AUG 2000,1169
110,10.12,-0.3,Obadele THOMPSON,30 MAR 1976,BAR,1,,Yokohama (JPN),09 SEP 2000,1166
110,10.12,+0.8,Dwain CHAMBERS,05 APR 1978,GBR,1qf4,,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1165
110,10.12,+0.1,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,1,,"E.Nacional, Santiago de Chile (CHI)",18 OCT 2000,1165
131,10.13,-0.4,Obadele THOMPSON,30 MAR 1976,BAR,2,,Osaka (JPN),13 MAY 2000,1164
131,10.13,0.0,Ato BOLDON,30 DEC 1973,TTO,1,,Port-of-Spain (TTO),14 MAY 2000,1162
131,10.13,+0.6,Kim COLLINS,05 APR 1976,SKN,1,,"El Paso, TX (USA)",20 MAY 2000,1162
131,10.13,+0.2,John CAPEL,27 OCT 1978,USA,4,,"Raleigh, NC (USA)",17 JUN 2000,1162
131,10.13,+0.4,Brian LEWIS,05 DEC 1974,USA,2,,Nürnberg (GER),25 JUN 2000,1162
131,10.13,+1.4,Yanis ROUBABA,24 APR 1974,INA,1,,Sidoarjo (INA),26 JUN 2000,1162
131,10.13,+0.2,André Domingos DA SILVA,26 NOV 1972,BRA,1,,Ciudad de México (MEX),02 JUL 2000,1162
131,10.13,+0.2,Angelos PAVLAKAKIS,07 NOV 1976,GRE,1,,Athina (GRE),08 JUL 2000,1162
131,10.13,-0.1,Darren CAMPBELL,12 SEP 1973,GBR,2,,Nice (FRA),08 JUL 2000,1162
131,10.13,-0.9,Aziz ZAKARI,02 SEP 1976,GHA,1,,Algiers (ALG),11 JUL 2000,1167
131,10.13,-0.6,Kenny BROKENBURR,29 OCT 1968,USA,sf,,"Sacramento, CA (USA)",15 JUL 2000,1165
131,10.13,+1.1,David PATROS,11 SEP 1977,FRA,1,,Castres (FRA),27 JUL 2000,1162
131,10.13,+0.4,Brian LEWIS,05 DEC 1974,USA,5,,Stockholm (SWE),01 AUG 2000,1162
131,10.13,+0.4,Greg SADDLER,29 JUN 1974,USA,6,,Stockholm (SWE),01 AUG 2000,1162
131,10.13,+1.3,Antoine BOUSSOMBO,18 MAY 1968,GAB,h,,Nice (FRA),04 AUG 2000,1162
131,10.13,-0.1,Aziz ZAKARI,02 SEP 1976,GHA,3,,"Stade Louis II, Monaco (MON)",18 AUG 2000,1162
131,10.13,-0.2,Brian LEWIS,05 DEC 1974,USA,5,,"Olympiastadion, Berlin (GER)",01 SEP 2000,1163
131,10.13,-0.2,Aziz ZAKARI,02 SEP 1976,GHA,1f2,,"Olympiastadion, Berlin (GER)",01 SEP 2000,1163
131,10.13,+0.1,Aziz ZAKARI,02 SEP 1976,GHA,1f1,,Rieti (ITA),03 SEP 2000,1162
131,10.13,+1.9,Antoine BOUSSOMBO,18 MAY 1968,GAB,2h8,,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1162
131,10.13,+0.8,Matt SHIRVINGTON,25 OCT 1978,AUS,2qf3,,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1162
131,10.13,-0.3,Darren CAMPBELL,12 SEP 1973,GBR,6,,"Olympic Stadium, Sydney (AUS)",23 SEP 2000,1163
131,10.13,+0.2,Ato BOLDON,30 DEC 1973,TTO,3sf2,,"Olympic Stadium, Sydney (AUS)",23 SEP 2000,1162
131,10.13,-0.6,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,1qf2,,"E.Nacional, Santiago de Chile (CHI)",17 OCT 2000,1165
155,10.14,0.0,Elston CAWLEY,24 JUN 1976,JAM,1,,"Natchitoches, LA (USA)",16 MAY 2000,1159
155,10.14,+1.2,Coby MILLER,19 OCT 1976,USA,2,,"Durham, NC (USA)",03 JUN 2000,1159
155,10.14,+0.7,Dwight THOMAS,23 SEP 1980,JAM,1,,"Raleigh, NC (USA)",17 JUN 2000,1159
155,10.14,0.0,Dennis MITCHELL,20 FEB 1966,USA,1,,Ingolstadt (GER),18 JUN 2000,1159
155,10.14,+0.7,Tim MONTGOMERY,28 JAN 1975,USA,6f1,,"Stadio Olimpico, Roma (ITA)",30 JUN 2000,1159
155,10.14,+0.9,John CAPEL,27 OCT 1978,USA,1,,"Palo Alto, CA (USA)",01 JUL 2000,1159
155,10.14,-1.7,Kenny BROKENBURR,29 OCT 1968,USA,5,,"Sacramento, CA (USA)",15 JUL 2000,1169
155,10.14,+0.5,Patrick JARRETT,02 OCT 1977,JAM,3,,Kingston (JAM),21 JUL 2000,1159
155,10.14,,Francis OBIKWELU,22 NOV 1978,NGR,1,,Lagos (NGR),22 JUL 2000,1159
155,10.14,+0.1,Freddy MAYOLA,01 NOV 1977,CUB,1,,La Habana (CUB),24 JUL 2000,1159
155,10.14,+0.2,Tim MONTGOMERY,28 JAN 1975,USA,3f1,,"Bislett Stadion, Oslo (NOR)",28 JUL 2000,1159
155,10.14,+0.9,Darren CAMPBELL,12 SEP 1973,GBR,3h1,,Stockholm (SWE),01 AUG 2000,1159
155,10.14,+0.9,Jon DRUMMOND,09 SEP 1968,USA,3h1,,Stockholm (SWE),01 AUG 2000,1159
155,10.14,+0.4,Dwain CHAMBERS,05 APR 1978,GBR,1sf1,,"Olympic Stadium, Sydney (AUS)",23 SEP 2000,1159
169,10.15,+0.4,Patrick JOHNSON,26 SEP 1972,AUS,1,,Canberra (AUS),15 JAN 2000,1155
169,10.15,+1.0,Patrick JOHNSON,26 SEP 1972,AUS,1,,Perth (AUS),05 FEB 2000,1155
169,10.15,+1.6,Matt SHIRVINGTON,25 OCT 1978,AUS,2,,Melbourne (AUS),02 MAR 2000,1155
169,10.15,,Brian LEWIS,05 DEC 1974,USA,1,,Cayenne (GUY),21 MAY 2000,1155
169,10.15,+0.5,Kaaron CONWRIGHT,08 AUG 1976,USA,sf,,"Durham, NC (USA)",02 JUN 2000,1155
169,10.15,+1.4,Greg SADDLER,29 JUN 1974,USA,4,,Chania (GRE),14 JUN 2000,1155
169,10.15,+1.0,Llewellyn BREDWOOD,30 APR 1976,JAM,1,,"Chapel Hill, NC (USA)",18 JUN 2000,1155
169,10.15,-0.8,Tim MONTGOMERY,28 JAN 1975,USA,3,,Athina (GRE),28 JUN 2000,1159
169,10.15,+0.7,Greg SADDLER,29 JUN 1974,USA,7f1,,"Stadio Olimpico, Roma (ITA)",30 JUN 2000,1155
169,10.15,-0.1,Donovan BAILEY,16 DEC 1967,CAN,3,,Nice (FRA),08 JUL 2000,1155
169,10.15,-1.5,Brian LEWIS,05 DEC 1974,USA,sf,,"Sacramento, CA (USA)",15 JUL 2000,1164
169,10.15,+0.5,Llewellyn BREDWOOD,30 APR 1976,JAM,4,,Kingston (JAM),21 JUL 2000,1155
169,10.15,+1.1,Antoine BOUSSOMBO,18 MAY 1968,GAB,2,,Castres (FRA),27 JUL 2000,1155
169,10.15,+1.1,Deji ALIU,22 NOV 1975,NGR,1,,Lisboa (POR),05 AUG 2000,1155
169,10.15,-1.2,Brian LEWIS,05 DEC 1974,USA,1h1,,Zürich (SUI),11 AUG 2000,1162
169,10.15,-1.2,Ato BOLDON,30 DEC 1973,TTO,2h1,,Zürich (SUI),11 AUG 2000,1162
169,10.15,-1.2,Francis OBIKWELU,22 NOV 1978,NGR,3h1,,Zürich (SUI),11 AUG 2000,1162
169,10.15,+1.3,Kim COLLINS,05 APR 1976,SKN,1,,Brisbane (AUS),03 SEP 2000,1155
169,10.15,+1.9,Leonard MYLES-MILLS,05 SEP 1973,GHA,3h8,,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1155
169,10.15,+0.8,Jon DRUMMOND,09 SEP 1968,USA,2qf4,,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1155
169,10.15,+0.4,Obadele THOMPSON,30 MAR 1976,BAR,2sf1,,"Olympic Stadium, Sydney (AUS)",23 SEP 2000,1155
190,10.16,+1.0,Chris CHANDLER,27 OCT 1978,USA,1,,"Los Angeles, CA (USA)",01 APR 2000,1152
190,10.16,+1.4,Shawn CRAWFORD,14 JAN 1978,USA,2,,"Atlanta, GA (USA)",20 MAY 2000,1152
190,10.16,+0.5,Lawrence ARMSTRONG,19 MAR 1978,USA,h,,"Durham, NC (USA)",01 JUN 2000,1152
190,10.16,+0.4,Claudinei Quirino DA SILVA,19 NOV 1970,BRA,3,,Helsinki (FIN),15 JUN 2000,1152
190,10.16,+0.2,Jeff LAYNES,03 OCT 1970,USA,5,,"Raleigh, NC (USA)",17 JUN 2000,1152
190,10.16,+1.4,Erwin Heru SUSANTO,24 APR 1974,INA,2,,Sidoarjo (INA),26 JUN 2000,1152
190,10.16,+1.5,Bernard WILLIAMS,19 JAN 1978,USA,h,,Luzern (SUI),27 JUN 2000,1152
190,10.16,-0.8,Maurice GREENE,23 JUL 1974,USA,4,,Athina (GRE),28 JUN 2000,1156
190,10.16,+0.2,Konstantinos KENTERIS,11 JUL 1973,GRE,2,,Athina (GRE),08 JUL 2000,1152
190,10.16,-0.6,Kenny BROKENBURR,29 OCT 1968,USA,h,,"Sacramento, CA (USA)",14 JUL 2000,1155
190,10.16,+1.7,Stéphan BUCKLAND,12 JAN 1977,MRI,1,,Funchal (POR),29 JUL 2000,1152
190,10.16,+0.9,Donovan BAILEY,16 DEC 1967,CAN,5h1,,Stockholm (SWE),01 AUG 2000,1152
190,10.16,-0.1,Bruny SURIN,12 JUL 1967,CAN,1f1,,"Crystal Palace, London (GBR)",05 AUG 2000,1152
190,10.16,+0.4,Jeff LAYNES,03 OCT 1970,USA,2,,Leverkusen (GER),20 AUG 2000,1152
190,10.16,+0.4,Dennis MITCHELL,20 FEB 1966,USA,2,,Leverkusen (GER),20 AUG 2000,1152
190,10.16,+1.3,Jason GARDENER,17 SEP 1975,GBR,h,,Brisbane (AUS),10 SEP 2000,1152
190,10.16,+0.2,Aziz ZAKARI,02 SEP 1976,GHA,4sf2,,"Olympic Stadium, Sydney (AUS)",23 SEP 2000,1152
207,10.17,+2.0,Jeff LAYNES,03 OCT 1970,USA,1,,"Fresno, CA (USA)",01 APR 2000,1148
207,10.17,+1.6,Terrence TRAMMELL,23 NOV 1978,USA,1,,"Columbia, SC (USA)",12 APR 2000,1148
207,10.17,+0.8,Deji ALIU,22 NOV 1975,NGR,h,,Fort-de-France (FRA),29 APR 2000,1148
207,10.17,+1.6,Ronald PROMESSE,31 AUG 1974,LCA,1,,"El Paso, TX (USA)",06 MAY 2000,1148
207,10.17,+0.5,Daymond CARROLL,27 APR 1977,USA,sf,,"Durham, NC (USA)",02 JUN 2000,1148
207,10.17,+0.5,Shawn CRAWFORD,14 JAN 1978,USA,sf,,"Durham, NC (USA)",02 JUN 2000,1148
207,10.17,+0.4,Sultan MCCULLOUGH,12 FEB 1980,USA,sf,,"Durham, NC (USA)",02 JUN 2000,1148
207,10.17,+1.7,David PATROS,11 SEP 1977,FRA,1,,Arles (FRA),04 JUN 2000,1148
207,10.17,0.0,Deji ALIU,22 NOV 1975,NGR,1,,Torino (ITA),10 JUN 2000,1148
207,10.17,+0.8,Brian LEWIS,05 DEC 1974,USA,h,,Nürnberg (GER),25 JUN 2000,1148
207,10.17,-1.0,Obadele THOMPSON,30 MAR 1976,BAR,1,,Zagreb (CRO),03 JUL 2000,1154
207,10.17,-0.1,Freddy MAYOLA,01 NOV 1977,CUB,4,,Nice (FRA),08 JUL 2000,1148
207,10.17,+0.3,Tony MCCALL,16 JUN 1974,USA,h,,"Sacramento, CA (USA)",14 JUL 2000,1148
207,10.17,-0.8,Bernard WILLIAMS,19 JAN 1978,USA,h,,"Sacramento, CA (USA)",14 JUL 2000,1152
207,10.17,-2.1,Freddy MAYOLA,01 NOV 1977,CUB,1,,Madrid (ESP),18 JUL 2000,1160
207,10.17,+1.2,Kim COLLINS,05 APR 1976,SKN,h,,Kingston (JAM),20 JUL 2000,1148
