Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
1,10.07,+1.7,Clancy EDWARDS,09 AUG 1955,USA,1,,"Eugene, OR (USA)",02 JUN 1978,1182
1,10.07,+1.8,Eddie HART,24 APR 1949,USA,1,,Air Force Academy (USA),30 JUL 1978,1182
1,10.07,-0.1,Steve WILLIAMS,13 NOV 1953,USA,1,,Zürich (SUI),16 AUG 1978,1182
4,10.08,+0.3,Silvio LEONARD,20 SEP 1955,CUB,1,,Warszawa (POL),19 JUN 1978,1179
5,10.09,+1.8,Mel LATTANY,10 AUG 1959,USA,2,,Air Force Academy (USA),30 JUL 1978,1176
6,10.10,,Silvio LEONARD,20 SEP 1955,CUB,1,,Medellín (COL),16 JUL 1978,1172
6,10.10,+0.1,Steve WILLIAMS,13 NOV 1953,USA,1h3,,Zürich (SUI),16 AUG 1978,1172
8,10.11,+1.7,Curtis DICKEY,27 NOV 1956,USA,2,,"Eugene, OR (USA)",02 JUN 1978,1169
8,10.11,,Osvaldo LARA,13 JUL 1955,CUB,2,,Medellín (COL),16 JUL 1978,1169
8,10.11,+1.8,Don COLEMAN,24 OCT 1951,USA,3,,Air Force Academy (USA),30 JUL 1978,1169
8,10.11,+1.8,Mike ROBERSON,25 MAR 1956,USA,4,,Air Force Academy (USA),30 JUL 1978,1169
12,10.15,,Harvey GLANCE,28 MAR 1957,USA,1,,"Knoxville, TN (USA)",12 MAY 1978,1155
12,10.15,+1.3,Allan WELLS,03 MAY 1952,GBR,1,,Edinburgh (GBR),15 JUL 1978,1155
12,10.15,,Osvaldo LARA,13 JUL 1955,CUB,1h2,,Medellín (COL),15 JUL 1978,1155
15,10.16,+1.3,Guy ABRAHAMS,07 MAR 1953,PAN,1sf1,,"Westwood, CA (USA)",08 JUN 1978,1152
15,10.16,-1.0,Peter OKODOGBE,27 MAY 1958,NGR,1,,Lagos (NGR),16 JUN 1978,1158
17,10.17,,Harvey GLANCE,28 MAR 1957,USA,1,,"Tuscaloosa, AL (USA)",15 APR 1978,1148
18,10.18,+0.2,Clancy EDWARDS,09 AUG 1955,USA,1,,"Westwood, CA (USA)",29 APR 1978,1145
19,10.19,+0.2,Silvio LEONARD,20 SEP 1955,CUB,1,,Kingston (JAM),12 MAY 1978,1142
19,10.19,+1.7,Harvey GLANCE,28 MAR 1957,USA,3,,"Eugene, OR (USA)",02 JUN 1978,1142
19,10.19,,Guy ABRAHAMS,07 MAR 1953,PAN,1h3,,Medellín (COL),15 JUL 1978,1142
19,10.19,,Petar PETROV,17 FEB 1955,BUL,1,,Sofia (BUL),19 AUG 1978,1142
19,10.19,0.0,Pietro MENNEA,28 JUN 1952,ITA,1h2,,"Stadion Evžena Rošického, Praha (TCH)",29 AUG 1978,1142
19,10.19,+0.8,James GILKES,21 SEP 1952,GUY,1,,Ingelheim (FRG),12 SEP 1978,1142
25,10.20,,Guy ABRAHAMS,07 MAR 1953,PAN,3,,Medellín (COL),16 JUL 1978,1138
26,10.21,,Eddie HART,24 APR 1949,USA,1,,"Fresno, CA (USA)",06 MAY 1978,1135
26,10.21,+1.3,Steve WILLIAMS,13 NOV 1953,USA,2sf1,,"Westwood, CA (USA)",08 JUN 1978,1135
26,10.21,,Guy ABRAHAMS,07 MAR 1953,PAN,1sf1,,Medellín (COL),16 JUL 1978,1135
26,10.21,,Silvio LEONARD,20 SEP 1955,CUB,1,,La Habana (CUB),01 AUG 1978,1135
26,10.21,+0.2,Steve WILLIAMS,13 NOV 1953,USA,1,,Berlin (GER),18 AUG 1978,1135
