Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
13,9.88,0.0,Letsile TEBOGO,07 JUN 2003,BOT,2,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1248
13,9.88,0.0,Zharnel HUGHES,13 JUL 1995,GBR,3,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1248
13,9.88,0.0,Oblique SEVILLE,16 MAR 2001,JAM,4,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1248
13,9.88,0.0,Christian COLEMAN,06 MAR 1996,USA,1sf2,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1248
18,9.89,+1.0,Ackeem BLAKE,21 JAN 2002,JAM,1,,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1245
18,9.89,+1.3,Pjai AUSTIN,19 SEP 2000,USA,1sf1,,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1245
18,9.89,+1.8,Courtney LINDSEY,18 NOV 1998,USA,1,,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1245
18,9.89,+0.8,Issamade ASINGA,29 DEC 2004,SUR,1,,"COTP Stadium, São Paulo (BRA)",28 JUL 2023,1245
22,9.90,+1.8,Godson Oke OGHENEBRUME,27 MAY 2003,NGR,2,,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1241
22,9.90,+0.9,Cravont CHARLESTON,02 JAN 1998,USA,1,,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",17 JUN 2023,1241
22,9.90,-0.3,Oblique SEVILLE,16 MAR 2001,JAM,1sf3,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1242
25,9.91,+1.0,Terrence JONES,08 NOV 2002,BAH,1f1,,"Percy Beard Track, Gainesville, FL (USA)",15 APR 2023,1238
25,9.91,+0.4,Fred KERLEY,07 MAY 1995,USA,1,,"International Stadium, Yokohama (JPN)",21 MAY 2023,1238
25,9.91,+1.0,Cravont CHARLESTON,02 JAN 1998,USA,2,,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1238
25,9.91,+1.0,Christian COLEMAN,06 MAR 1996,USA,3,,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1238
25,9.91,+1.8,Shaun MASWANGANYI,01 FEB 2001,RSA,3,,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1238
25,9.91,+0.6,Kishane THOMPSON,17 JUL 2001,JAM,1h1,,"National Stadium, Kingston (JAM)",06 JUL 2023,1238
25,9.91,+1.1,Rohan WATSON,29 APR 2002,JAM,1,,"National Stadium, Kingston (JAM)",07 JUL 2023,1238
32,9.92,+0.6,Akani SIMBINE,21 SEP 1993,RSA,1sf1,,"McArthur Stadium, Potchefstroom (RSA)",30 MAR 2023,1234
32,9.92,+1.4,Udodi Chudi ONWUZURIKE,29 JAN 2003,NGR,1h2,,"Hornet Stadium - Sac St., Sacramento, CA (USA)",26 MAY 2023,1234
32,9.92,+0.6,Ferdinand OMANYALA,02 JAN 1996,KEN,1,,"Stade Louis II, Monaco (MON)",21 JUL 2023,1234
32,9.92,0.0,Christian COLEMAN,06 MAR 1996,USA,5,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1234
36,9.93,+1.4,Terrence JONES,08 NOV 2002,BAH,2h2,,"Hornet Stadium - Sac St., Sacramento, CA (USA)",26 MAY 2023,1231
36,9.93,+0.8,Marvin BRACY-WILLIAMS,15 DEC 1993,USA,1,,"Stade des Grands Pêchers, Montreuil (FRA)",31 MAY 2023,1231
36,9.93,+0.8,Godson Oke OGHENEBRUME,27 MAY 2003,NGR,1sf3,,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1231
36,9.93,+0.1,Eugene AMO-DADZIE,22 JUN 1992,GBR,1f,,"Stadion Eggenberg, Graz (AUT)",16 JUN 2023,1231
36,9.93,+1.3,Ackeem BLAKE,21 JAN 2002,JAM,2,,"Icahn Stadium, New York, NY (USA)",24 JUN 2023,1231
36,9.93,+0.6,Letsile TEBOGO,07 JUN 2003,BOT,2,,"Stade Louis II, Monaco (MON)",21 JUL 2023,1231
36,9.93,-0.1,Marvin BRACY-WILLIAMS,15 DEC 1993,USA,1h1,,"Rhodes College, Memphis, TN (USA)",04 AUG 2023,1231
36,9.93,0.0,Zharnel HUGHES,13 JUL 1995,GBR,2sf2,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1231
44,9.94,+0.1,Fred KERLEY,07 MAY 1995,USA,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,1227
44,9.94,0.0,Fred KERLEY,07 MAY 1995,USA,1,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1227
44,9.94,+0.7,Kadrian GOLDSON,08 NOV 1997,JAM,1h3,,"National Stadium, Kingston (JAM)",06 JUL 2023,1227
44,9.94,+1.2,Noah LYLES,18 JUL 1997,USA,1sf2,,"Hayward Field, Eugene, OR (USA)",07 JUL 2023,1227
44,9.94,-0.9,Ferdinand OMANYALA,02 JAN 1996,KEN,1,,"Sports Park Mladost, Zagreb (CRO)",10 SEP 2023,1232
49,9.95,+1.8,Oblique SEVILLE,16 MAR 2001,JAM,1h1,,"Ansin Sports Complex, Miramar, FL (USA)",08 APR 2023,1224
49,9.95,+1.6,Noah LYLES,18 JUL 1997,USA,1f1,,"Percy Beard Track, Gainesville, FL (USA)",15 APR 2023,1224
49,9.95,+0.1,Cravont CHARLESTON,02 JAN 1998,USA,1,,"Paavo Nurmen Stadion, Turku (FIN)",13 JUN 2023,1224
49,9.95,+0.5,Christian COLEMAN,06 MAR 1996,USA,1h4,,"Hayward Field, Eugene, OR (USA)",06 JUL 2023,1224
49,9.95,+0.1,Cravont CHARLESTON,02 JAN 1998,USA,1,,"Hayward Field, Eugene, OR (USA)",07 JUL 2023,1224
49,9.95,-0.6,Noah LYLES,18 JUL 1997,USA,1h2,,"Nemzeti Atlétikai Központ, Budapest (HUN)",19 AUG 2023,1227
49,9.95,0.0,Ryiem FORDE,23 MAY 2001,JAM,3sf2,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1224
56,9.96,+1.3,Favour Oghene Tejiri ASHE,28 APR 2002,NGR,1sf2,,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1220
56,9.96,+1.4,Arthur CISSÉ,29 DEC 1996,CIV,1f1,,"Centre sportif Bout-du-Monde, Genève (SUI)",10 JUN 2023,1220
56,9.96,-2.4,Ferdinand OMANYALA,02 JAN 1996,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",24 JUN 2023,1234
56,9.96,-0.1,Emmanuel ESEME,17 AUG 1993,CMR,1f1,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",02 JUL 2023,1220
56,9.96,+1.1,Ryiem FORDE,23 MAY 2001,JAM,2,,"National Stadium, Kingston (JAM)",07 JUL 2023,1220
56,9.96,+0.1,Christian COLEMAN,06 MAR 1996,USA,2,,"Hayward Field, Eugene, OR (USA)",07 JUL 2023,1220
56,9.96,+1.2,Cravont CHARLESTON,02 JAN 1998,USA,2sf2,,"Hayward Field, Eugene, OR (USA)",07 JUL 2023,1220
56,9.96,0.0,Marvin BRACY-WILLIAMS,15 DEC 1993,USA,1f1,,"Rhodes College, Memphis, TN (USA)",04 AUG 2023,1220
56,9.96,+0.4,Fred KERLEY,07 MAY 1995,USA,3,,"Egret Stadium, Xiamen (CHN)",02 SEP 2023,1220
56,9.96,+1.0,Felipe BARDI,08 OCT 1998,BRA,1,,"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",09 SEP 2023,1220
66,9.97,+1.5,Marvin BRACY-WILLIAMS,15 DEC 1993,USA,1h1,,"Stade des Grands Pêchers, Montreuil (FRA)",31 MAY 2023,1217
66,9.97,+1.3,Cole BECK,05 MAR 1999,USA,2sf1,,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1217
66,9.97,+1.8,Da'marcus FLEMING,21 DEC 2001,USA,4,,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1217
66,9.97,+1.8,Pjai AUSTIN,19 SEP 2000,USA,5,,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1217
66,9.97,-0.9,Noah LYLES,18 JUL 1997,USA,1,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1222
66,9.97,0.0,Akani SIMBINE,21 SEP 1993,RSA,1,,"Stadion Śląski, Chorzów (POL)",16 JUL 2023,1217
66,9.97,+0.8,Erik CARDOSO,03 MAR 2000,BRA,2,,"COTP Stadium, São Paulo (BRA)",28 JUL 2023,1217
66,9.97,-0.1,Emmanuel MATADI,15 APR 1991,LBR,2h1,,"Rhodes College, Memphis, TN (USA)",04 AUG 2023,1217
66,9.97,-0.6,Ferdinand OMANYALA,02 JAN 1996,KEN,2h2,,"Nemzeti Atlétikai Központ, Budapest (HUN)",19 AUG 2023,1220
66,9.97,-0.1,Akani SIMBINE,21 SEP 1993,RSA,1h7,,"Nemzeti Atlétikai Központ, Budapest (HUN)",19 AUG 2023,1217
66,9.97,+0.3,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,2sf1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1217
77,9.98,+1.0,Akani SIMBINE,21 SEP 1993,RSA,1h2,,"McArthur Stadium, Potchefstroom (RSA)",30 MAR 2023,1213
77,9.98,+1.6,Joseph FAHNBULLEH,11 SEP 2001,LBR,2f1,,"Percy Beard Track, Gainesville, FL (USA)",15 APR 2023,1213
77,9.98,-0.5,Kenneth BEDNAREK,14 OCT 1998,USA,2,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",13 MAY 2023,1216
77,9.98,+1.8,Udodi Chudi ONWUZURIKE,29 JAN 2003,NGR,6,,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1213
77,9.98,-0.9,Ferdinand OMANYALA,02 JAN 1996,KEN,2,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1218
77,9.98,+0.6,Akani SIMBINE,21 SEP 1993,RSA,1,,"Mestský Stadion, Ostrava (CZE)",27 JUN 2023,1213
77,9.98,+0.7,Rohan WATSON,29 APR 2002,JAM,2h3,,"National Stadium, Kingston (JAM)",06 JUL 2023,1213
77,9.98,+1.0,Christian COLEMAN,06 MAR 1996,USA,1sf1,,"Hayward Field, Eugene, OR (USA)",07 JUL 2023,1213
77,9.98,0.0,Fred KERLEY,07 MAY 1995,USA,2,,"Stadion Śląski, Chorzów (POL)",16 JUL 2023,1213
77,9.98,0.0,Emmanuel ESEME,17 AUG 1993,CMR,3,,"Stadion Śląski, Chorzów (POL)",16 JUL 2023,1213
77,9.98,0.0,Oblique SEVILLE,16 MAR 2001,JAM,2f1,,"Rhodes College, Memphis, TN (USA)",04 AUG 2023,1213
77,9.98,-0.1,Christian COLEMAN,06 MAR 1996,USA,2h7,,"Nemzeti Atlétikai Központ, Budapest (HUN)",19 AUG 2023,1213
77,9.98,-0.3,Letsile TEBOGO,07 JUN 2003,BOT,2sf3,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1214
90,9.99,+0.3,Bouwahjgie NKRUMIE,16 FEB 2004,JAM,1,,"National Stadium, Kingston (JAM)",29 MAR 2023,1210
90,9.99,+1.2,Ackeem BLAKE,21 JAN 2002,JAM,1h3,,"National Stadium, Kingston (JAM)",22 APR 2023,1210
90,9.99,-0.2,Oblique SEVILLE,16 MAR 2001,JAM,1,,"Centennial Olympic Park, Atlanta, GA (USA)",06 MAY 2023,1211
90,9.99,+0.1,Akani SIMBINE,21 SEP 1993,RSA,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,1210
90,9.99,+0.4,Reece PRESCOD,29 FEB 1996,GBR,1,,"FBK Stadium, Hengelo (NED)",04 JUN 2023,1210
90,9.99,+0.8,Shaun MASWANGANYI,01 FEB 2001,RSA,2sf3,,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1210
90,9.99,+1.8,Micah WILLIAMS,12 NOV 2001,USA,7,,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1210
90,9.99,-0.6,Cravon GILLESPIE,31 JUL 1996,USA,1f2,,"CVEATC, Chula Vista, CA (USA)",18 JUN 2023,1213
90,9.99,0.0,Cravont CHARLESTON,02 JAN 1998,USA,4,,"Stadion Śląski, Chorzów (POL)",16 JUL 2023,1210
90,9.99,+0.5,Julian FORTE,07 JAN 1993,JAM,1f1,,"Stadion Allmend, Luzern (SUI)",20 JUL 2023,1210
90,9.99,+0.8,Ronal LONGA,30 JUN 2004,COL,3,,"COTP Stadium, São Paulo (BRA)",28 JUL 2023,1210
90,9.99,+0.9,Kishane THOMPSON,17 JUL 2001,JAM,1h1,,"Stade Jean Jacoby, Schifflange (LUX)",30 JUL 2023,1210
90,9.99,0.0,Fred KERLEY,07 MAY 1995,USA,2h5,,"Nemzeti Atlétikai Központ, Budapest (HUN)",19 AUG 2023,1210
103,10.00,-0.9,Zharnel HUGHES,13 JUL 1995,GBR,1f1,,"National Stadium, Kingston (JAM)",17 JUN 2023,1211
103,10.00,+0.6,Ackeem BLAKE,21 JAN 2002,JAM,2h1,,"National Stadium, Kingston (JAM)",06 JUL 2023,1206
103,10.00,+0.3,Oblique SEVILLE,16 MAR 2001,JAM,1h2,,"National Stadium, Kingston (JAM)",06 JUL 2023,1206
103,10.00,+1.1,Oblique SEVILLE,16 MAR 2001,JAM,3,,"National Stadium, Kingston (JAM)",07 JUL 2023,1206
103,10.00,+0.1,Noah LYLES,18 JUL 1997,USA,3,,"Hayward Field, Eugene, OR (USA)",07 JUL 2023,1206
103,10.00,+0.6,Ackeem BLAKE,21 JAN 2002,JAM,3,,"Stade Louis II, Monaco (MON)",21 JUL 2023,1206
103,10.00,+1.6,Brendon RODNEY,09 APR 1992,CAN,1h2,,"McLeod Stadium, Langley (CAN)",28 JUL 2023,1206
103,10.00,-0.2,Emmanuel MATADI,15 APR 1991,LBR,1f2,,"Rhodes College, Memphis, TN (USA)",04 AUG 2023,1207
103,10.00,0.0,Zharnel HUGHES,13 JUL 1995,GBR,1h1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",19 AUG 2023,1206
103,10.00,+0.7,Oblique SEVILLE,16 MAR 2001,JAM,1,,"Stadio Quercia, Rovereto (ITA)",06 SEP 2023,1206
113,10.01,+1.8,Ronnie BAKER,15 OCT 1993,USA,2h1,,"Ansin Sports Complex, Miramar, FL (USA)",08 APR 2023,1203
113,10.01,-0.2,Akani SIMBINE,21 SEP 1993,RSA,2,,"Centennial Olympic Park, Atlanta, GA (USA)",06 MAY 2023,1204
113,10.01,-0.2,Zharnel HUGHES,13 JUL 1995,GBR,3,,"Centennial Olympic Park, Atlanta, GA (USA)",06 MAY 2023,1204
113,10.01,+1.9,Renan CORREA,15 MAR 2004,BRA,1,,Bogotá (COL),19 MAY 2023,1203
113,10.01,+1.0,Ronnie BAKER,15 OCT 1993,USA,4,,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1203
113,10.01,+1.3,Da'marcus FLEMING,21 DEC 2001,USA,3sf1,,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1203
113,10.01,+1.4,Emmanuel ESEME,17 AUG 1993,CMR,2f1,,"Centre sportif Bout-du-Monde, Genève (SUI)",10 JUN 2023,1203
113,10.01,+0.6,Ryiem FORDE,23 MAY 2001,JAM,3h1,,"National Stadium, Kingston (JAM)",06 JUL 2023,1203
113,10.01,+1.9,Erik CARDOSO,03 MAR 2000,BRA,1sf1,,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",06 JUL 2023,1203
113,10.01,+0.6,Cravont CHARLESTON,02 JAN 1998,USA,1h3,,"Hayward Field, Eugene, OR (USA)",06 JUL 2023,1203
113,10.01,+1.1,Ackeem BLAKE,21 JAN 2002,JAM,4,,"National Stadium, Kingston (JAM)",07 JUL 2023,1203
113,10.01,0.0,Yohan BLAKE,26 DEC 1989,JAM,5,,"Stadion Śląski, Chorzów (POL)",16 JUL 2023,1203
113,10.01,+0.6,Yohan BLAKE,26 DEC 1989,JAM,4,,"Stade Louis II, Monaco (MON)",21 JUL 2023,1203
113,10.01,+0.2,Yohan BLAKE,26 DEC 1989,JAM,1,,"Stadion Manfort, Leverkusen (GER)",29 JUL 2023,1203
113,10.01,0.0,Ryiem FORDE,23 MAY 2001,JAM,2h1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",19 AUG 2023,1203
113,10.01,+0.3,Ferdinand OMANYALA,02 JAN 1996,KEN,3sf1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1203
113,10.01,+0.4,Brandon CARNES,06 MAR 1995,USA,4,,"Egret Stadium, Xiamen (CHN)",02 SEP 2023,1203
113,10.01,-0.1,Oblique SEVILLE,16 MAR 2001,JAM,1,,"Stadio Comunale, Bellinzona (SUI)",04 SEP 2023,1203
113,10.01,+0.1,Marvin BRACY-WILLIAMS,15 DEC 1993,USA,5,,"Hayward Field, Eugene, OR (USA)",16 SEP 2023,1203
132,10.02,0.0,Rohan BROWNING,31 DEC 1997,AUS,1,,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",01 APR 2023,1199
132,10.02,+1.8,Courtney LINDSEY,18 NOV 1998,USA,1h1,,"Hornet Stadium - Sac St., Sacramento, CA (USA)",26 MAY 2023,1199
132,10.02,+1.4,Usheoritse ITSEKIRI,31 JAN 1998,NGR,1,,"Alumni Stadium, London (CAN)",28 MAY 2023,1199
132,10.02,+0.5,Brandon CARNES,06 MAR 1995,USA,1,,"Vanderbilt Track, Nashville, TN (USA)",03 JUN 2023,1199
132,10.02,+1.8,Favour Oghene Tejiri ASHE,28 APR 2002,NGR,8,,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1199
132,10.02,+1.4,Raphael BOUJU,15 MAY 2002,NED,3f1,,"Centre sportif Bout-du-Monde, Genève (SUI)",10 JUN 2023,1199
132,10.02,+1.5,Chris ROYSTER,24 JAN 1992,USA,1h2,,"John McDonnell Field, Fayetteville, AR (USA)",23 JUN 2023,1199
132,10.02,+1.3,Christian COLEMAN,06 MAR 1996,USA,3,,"Icahn Stadium, New York, NY (USA)",24 JUN 2023,1199
132,10.02,+0.4,Usheoritse ITSEKIRI,31 JAN 1998,NGR,1,,"Samuel Ogbemudia Stadium, Benin City (NGR)",05 JUL 2023,1199
132,10.02,+0.2,JT SMITH,12 JAN 1998,USA,1h1,,"Hayward Field, Eugene, OR (USA)",06 JUL 2023,1199
132,10.02,+0.5,Kendal WILLIAMS,23 SEP 1995,USA,2h4,,"Hayward Field, Eugene, OR (USA)",06 JUL 2023,1199
132,10.02,+1.2,Trayvon BROMELL,10 JUL 1995,USA,3sf2,,"Hayward Field, Eugene, OR (USA)",07 JUL 2023,1199
132,10.02,0.0,Hiroki YANAGITA,25 JUL 2003,JPN,1,,"Supachalasai National Stadium, Bangkok (THA)",14 JUL 2023,1199
132,10.02,-0.3,Fred KERLEY,07 MAY 1995,USA,3sf3,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1200
132,10.02,+0.4,Marvin BRACY-WILLIAMS,15 DEC 1993,USA,5,,"Egret Stadium, Xiamen (CHN)",02 SEP 2023,1199
132,10.02,+1.1,Romell GLAVE,11 NOV 1999,GBR,1er1,,"Stratford Community Track, London (GBR)",03 SEP 2023,1199
148,10.03,+1.6,Kendal WILLIAMS,23 SEP 1995,USA,3f1,,"Percy Beard Track, Gainesville, FL (USA)",15 APR 2023,1196
148,10.03,+1.2,Julian FORTE,07 JAN 1993,JAM,1h1,,"National Stadium, Kingston (JAM)",22 APR 2023,1196
148,10.03,+0.7,Yoshihide KIRYU,15 DEC 1995,JPN,1h2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 MAY 2023,1196
148,10.03,+0.1,Oblique SEVILLE,16 MAR 2001,JAM,1h1,,"Centennial Olympic Park, Atlanta, GA (USA)",06 MAY 2023,1196
148,10.03,-0.5,Marvin BRACY-WILLIAMS,15 DEC 1993,USA,3,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",13 MAY 2023,1199
148,10.03,-0.5,Emmanuel ESEME,17 AUG 1993,CMR,4,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",13 MAY 2023,1199
148,10.03,+1.0,Marvin BRACY-WILLIAMS,15 DEC 1993,USA,5,,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1196
148,10.03,-0.3,Christian COLEMAN,06 MAR 1996,USA,1f1,,"National Stadium, Kingston (JAM)",03 JUN 2023,1197
148,10.03,+1.3,Courtney LINDSEY,18 NOV 1998,USA,2sf2,,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1196
148,10.03,+0.8,Micah WILLIAMS,12 NOV 2001,USA,3sf3,,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1196
148,10.03,+1.0,Akani SIMBINE,21 SEP 1993,RSA,1,,"Olympiastadion, Stockholm (SWE)",02 JUL 2023,1196
148,10.03,0.0,Zharnel HUGHES,13 JUL 1995,GBR,1,,"Manchester Regional Arena, Manchester (GBR)",08 JUL 2023,1196
148,10.03,+0.8,Seye OGUNLEWE,30 AUG 1991,NGR,1f1,,"Yabatech Sport Complex, Lagos (NGR)",14 JUL 2023,1196
148,10.03,+0.5,Rohan WATSON,29 APR 2002,JAM,2f1,,"Stadion Allmend, Luzern (SUI)",20 JUL 2023,1196
148,10.03,+0.8,Paulo André CAMILO,20 AUG 1998,BRA,4,,"COTP Stadium, São Paulo (BRA)",28 JUL 2023,1196
148,10.03,-0.6,Issamade ASINGA,29 DEC 2004,SUR,1h2,,"COTP Stadium, São Paulo (BRA)",28 JUL 2023,1199
148,10.03,+0.1,Emmanuel ESEME,17 AUG 1993,CMR,1sf2,,"Stade des Martyrs, Kinshasa (COD)",31 JUL 2023,1196
148,10.03,0.0,Christian COLEMAN,06 MAR 1996,USA,3f1,,"Rhodes College, Memphis, TN (USA)",04 AUG 2023,1196
148,10.03,+0.3,Eugene AMO-DADZIE,22 JUN 1992,GBR,4sf1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1196
148,10.03,+1.4,Zhenye XIE,17 AUG 1993,CHN,1sf2,,"HOC Stadium, Hangzhou (CHN)",30 SEP 2023,1196
168,10.04,-0.3,Abdul-Rasheed SAMINU,06 OCT 2001,GHA,1f1,,"UMiami Cobb Stadium, Coral Gables, FL (USA)",08 APR 2023,1194
168,10.04,+1.0,Courtney LINDSEY,18 NOV 1998,USA,2f1,,"Percy Beard Track, Gainesville, FL (USA)",15 APR 2023,1193
168,10.04,+0.6,Zharnel HUGHES,13 JUL 1995,GBR,1h2,,"National Stadium, Kingston (JAM)",22 APR 2023,1193
168,10.04,+1.3,Godson Oke OGHENEBRUME,27 MAY 2003,NGR,1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",13 MAY 2023,1193
168,10.04,+2.0,James DADZIE,17 MAY 2001,GHA,1h1,,"New Mexico JC, Hobbs, NM (USA)",19 MAY 2023,1193
168,10.04,+1.4,Micah WILLIAMS,12 NOV 2001,USA,3h2,,"Hornet Stadium - Sac St., Sacramento, CA (USA)",26 MAY 2023,1193
168,10.04,+1.7,José GONZÁLEZ,14 MAY 1995,DOM,1h2,,"Stade L. Achille, Fort-de-France (FRA)",27 MAY 2023,1193
168,10.04,+0.8,Emmanuel MATADI,15 APR 1991,LBR,2,,"Stade des Grands Pêchers, Montreuil (FRA)",31 MAY 2023,1193
168,10.04,+1.3,Robert GREGORY,12 DEC 2001,USA,3sf2,,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1193
168,10.04,+0.8,Udodi Chudi ONWUZURIKE,29 JAN 2003,NGR,4sf3,,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1193
168,10.04,+0.1,Seye OGUNLEWE,30 AUG 1991,NGR,2f,,"Stadion Eggenberg, Graz (AUT)",16 JUN 2023,1193
168,10.04,+1.1,Cravon GILLESPIE,31 JUL 1996,USA,1h4,,"CVEATC, Chula Vista, CA (USA)",18 JUN 2023,1193
168,10.04,+1.0,Jeremiah AZU,15 MAY 2001,GBR,1sf1,,"Leppävaaran Stadion, Espoo (FIN)",13 JUL 2023,1193
168,10.04,-0.1,Yohan BLAKE,26 DEC 1989,JAM,1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",18 JUL 2023,1193
168,10.04,+0.6,Kishane THOMPSON,17 JUL 2001,JAM,5,,"Stade Louis II, Monaco (MON)",21 JUL 2023,1193
168,10.04,-0.5,Eugene AMO-DADZIE,22 JUN 1992,GBR,1f1,,"Pramtalstadion, Andorf (AUT)",29 JUL 2023,1196
168,10.04,+0.9,Emmanuel ESEME,17 AUG 1993,CMR,1,,"Stade des Martyrs, Kinshasa (COD)",01 AUG 2023,1193
168,10.04,+1.2,Kadrian GOLDSON,08 NOV 1997,JAM,1,,"Shuangliu Sports Centre, Chengdu (CHN)",02 AUG 2023,1193
168,10.04,+1.2,Kadrian GOLDSON,08 NOV 1997,JAM,1sf2,,"Shuangliu Sports Centre, Chengdu (CHN)",02 AUG 2023,1193
168,10.04,+1.3,Romell GLAVE,11 NOV 1999,GBR,1f1,,"Stratford Community Track, London (GBR)",13 AUG 2023,1193
168,10.04,0.0,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,6,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1193
