Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
76,10.16,+0.2,Calvin SMITH,08 JAN 1961,USA,1qf4,,"Olympic Stadium, Jamsil, Seoul (KOR)",23 SEP 1988,1152
82,10.17,+0.9,Mark WITHERSPOON,03 SEP 1963,USA,2,,"Walnut, CA (USA)",24 APR 1988,1148
82,10.17,+0.5,Daron COUNCIL,26 DEC 1964,USA,5,,"Tampa, FL (USA)",17 JUN 1988,1148
82,10.17,+1.9,Brian COOPER,21 AUG 1965,USA,1sf1,,"Tampa, FL (USA)",17 JUN 1988,1148
82,10.17,+1.5,Daron COUNCIL,26 DEC 1964,USA,2sf2,,"Tampa, FL (USA)",17 JUN 1988,1148
82,10.17,+0.1,Andre CASON,20 JAN 1969,USA,1h4,,"Tallahassee, FL (USA)",24 JUN 1988,1148
82,10.17,+2.0,Dennis MITCHELL,20 FEB 1966,USA,1h2,,"Indianapolis, IN (USA)",15 JUL 1988,1148
82,10.17,+2.0,Lee MCRAE,23 JAN 1966,USA,2h2,,"Indianapolis, IN (USA)",15 JUL 1988,1148
82,10.17,0.0,Michael MARSH,04 AUG 1967,USA,2qf3,,"Indianapolis, IN (USA)",15 JUL 1988,1148
82,10.17,-0.3,Lee MCNEILL,02 DEC 1964,USA,2qf4,,"Indianapolis, IN (USA)",15 JUL 1988,1149
82,10.17,+0.6,Andre CASON,20 JAN 1969,USA,1h8,,"Laurentian University Stadium, Sudbury (CAN)",27 JUL 1988,1148
82,10.17,+0.2,Chidi IMOH,27 AUG 1963,NGR,1,,Monaco (MON),02 AUG 1988,1148
82,10.17,+0.4,Linford CHRISTIE,02 APR 1960,GBR,4,,Sestriere (ITA),11 AUG 1988,1148
94,10.18,+0.2,Brian COOPER,21 AUG 1965,USA,2,,"Westwood, CA (USA)",05 JUN 1988,1145
94,10.18,+0.2,Mark WITHERSPOON,03 SEP 1963,USA,3,,"Westwood, CA (USA)",05 JUN 1988,1145
94,10.18,+0.2,Brian COOPER,21 AUG 1965,USA,1,,"Los Angeles, CA (USA)",06 JUN 1988,1145
94,10.18,-1.0,Calvin SMITH,08 JAN 1961,USA,1,,Madrid (ESP),07 JUN 1988,1151
94,10.18,+1.3,Linford CHRISTIE,02 APR 1960,GBR,1,,Birmingham (GBR),24 JUN 1988,1145
94,10.18,+1.5,Sven MATTHES,23 AUG 1969,GDR,1sf2,,Rostock (GER),25 JUN 1988,1145
94,10.18,-0.9,Linford CHRISTIE,02 APR 1960,GBR,1,,Nice (FRA),10 JUL 1988,1150
94,10.18,+1.9,Andre CASON,20 JAN 1969,USA,2h4,,"Indianapolis, IN (USA)",15 JUL 1988,1145
94,10.18,-0.3,Brian COOPER,21 AUG 1965,USA,3qf4,,"Indianapolis, IN (USA)",15 JUL 1988,1146
94,10.18,+0.6,Raymond STEWART,18 MAR 1965,JAM,3sf1,,"Olympic Stadium, Jamsil, Seoul (KOR)",24 SEP 1988,1145
104,10.19,-1.0,Desai WILLIAMS,12 JUN 1959,CAN,2,,Madrid (ESP),07 JUN 1988,1148
104,10.19,+1.4,Robson DA SILVA,04 SEP 1964,BRA,2,,Bratislava (TCH),09 JUN 1988,1142
104,10.19,+1.1,Calvin SMITH,08 JAN 1961,USA,1h1,,Bratislava (TCH),09 JUN 1988,1142
104,10.19,+1.5,Andres SIMÓN,15 SEP 1961,CUB,1,,Schwechat (AUT),15 JUN 1988,1142
104,10.19,+0.2,Desai WILLIAMS,12 JUN 1959,CAN,1,,Formia (ITA),19 JUN 1988,1142
104,10.19,+0.2,Sven MATTHES,23 AUG 1969,GDR,1,,Rostock (GER),25 JUN 1988,1142
104,10.19,-0.4,Dennis MITCHELL,20 FEB 1966,USA,2,,Jerez de la Frontera (ESP),28 JUN 1988,1144
104,10.19,-1.0,Chidi IMOH,27 AUG 1963,NGR,1,,La Coruña (ESP),04 AUG 1988,1148
104,10.19,+1.3,Raymond STEWART,18 MAR 1965,JAM,2,,Malmö (SWE),08 AUG 1988,1142
104,10.19,+1.1,Desai WILLIAMS,12 JUN 1959,CAN,7f1,,"Letzigrund, Zürich (SUI)",17 AUG 1988,1142
104,10.19,0.0,Michael MARSH,04 AUG 1967,USA,1,,"Los Angeles, CA (USA)",03 SEP 1988,1142
104,10.19,+0.4,Sven MATTHES,23 AUG 1969,GDR,1f2,,Berlin (GER),13 SEP 1988,1142
104,10.19,+1.1,Linford CHRISTIE,02 APR 1960,GBR,1h5,,"Olympic Stadium, Jamsil, Seoul (KOR)",23 SEP 1988,1142
117,10.20,,Jason LEACH,11 MAR 1966,USA,1,,"Austin, TX (USA)",26 MAR 1988,1138
117,10.20,+2.0,Eugene VAN NIEKERK,26 AUG 1965,RSA,3,,Johannesburg (RSA),23 APR 1988,1138
117,10.20,+0.5,Greg BARNES,10 AUG 1965,ISV,6,,"Tampa, FL (USA)",17 JUN 1988,1138
117,10.20,-0.7,Calvin SMITH,08 JAN 1961,USA,1h5,,"Indianapolis, IN (USA)",15 JUL 1988,1142
117,10.20,+0.5,Harvey GLANCE,28 MAR 1957,USA,1f3,,"Letzigrund, Zürich (SUI)",17 AUG 1988,1138
122,10.21,+0.1,Dennis MITCHELL,20 FEB 1966,USA,1,,"Knoxville, TN (USA)",22 MAY 1988,1135
122,10.21,+1.5,Andreas BERGER,09 JUN 1961,AUT,2,,Schwechat (AUT),15 JUN 1988,1135
122,10.21,+1.6,Andres SIMÓN,15 SEP 1961,CUB,h,,Schwechat (AUT),15 JUN 1988,1135
122,10.21,0.0,Lee MCNEILL,02 DEC 1964,USA,1,,"Tampa, FL (USA)",15 JUN 1988,1135
122,10.21,+1.0,Linford CHRISTIE,02 APR 1960,GBR,1,,Portsmouth (GBR),19 JUN 1988,1135
122,10.21,+0.2,Steffen BRINGMANN,11 MAR 1964,GDR,2,,Rostock (GER),25 JUN 1988,1135
122,10.21,-0.5,Marian WORONIN,13 AUG 1956,POL,1,,Lublin (POL),06 AUG 1988,1138
122,10.21,0.0,Lee MCNEILL,02 DEC 1964,USA,2,,"Los Angeles, CA (USA)",03 SEP 1988,1135
122,10.21,+0.3,John MYLES-MILLS,19 APR 1966,GHA,1qf6,,"Olympic Stadium, Jamsil, Seoul (KOR)",23 SEP 1988,1135
131,10.22,-0.5,James BUTLER,21 JUN 1960,USA,1,,La Habana (CUB),05 MAR 1988,1135
131,10.22,+0.9,Joe DELOACH,05 JUN 1967,USA,3,,"Walnut, CA (USA)",24 APR 1988,1132
131,10.22,-0.3,Brian COOPER,21 AUG 1965,USA,1,,San José (USA),28 MAY 1988,1133
131,10.22,+1.7,Derrick FLORENCE,19 JUN 1968,USA,2h2,,"Eugene, OR (USA)",02 JUN 1988,1132
131,10.22,+1.5,Leandro PENALVER,23 MAY 1961,CUB,3,,Schwechat (AUT),15 JUN 1988,1132
131,10.22,+1.9,Greg SHOLARS,08 FEB 1966,USA,3h4,,"Indianapolis, IN (USA)",15 JUL 1988,1132
131,10.22,-0.7,Albert ROBINSON,28 NOV 1964,USA,2h5,,"Indianapolis, IN (USA)",15 JUL 1988,1136
131,10.22,-0.7,Lee MCRAE,23 JAN 1966,USA,2qf2,,"Indianapolis, IN (USA)",15 JUL 1988,1136
131,10.22,-2.8,Andre CASON,20 JAN 1969,USA,1,,"Laurentian University Stadium, Sudbury (CAN)",28 JUL 1988,1148
131,10.22,+0.9,James BUTLER,21 JUN 1960,USA,4,,Linz (AUT),15 AUG 1988,1132
131,10.22,-0.6,Dennis MITCHELL,20 FEB 1966,USA,2,,Bruxelles (BEL),19 AUG 1988,1135
131,10.22,+1.6,Valentin ATANASOV,07 MAY 1961,BUL,1,,Sofia (BUL),02 SEP 1988,1132
131,10.22,-0.9,Vladimir KRYLOV,26 FEB 1964,URS,1,,Moskva (URS),04 SEP 1988,1137
131,10.22,,Raymond STEWART,18 MAR 1965,JAM,1h7,,"Olympic Stadium, Jamsil, Seoul (KOR)",23 SEP 1988,1132
145,10.23,+1.7,Andre CASON,20 JAN 1969,USA,1,,"College Station, TX (USA)",26 MAR 1988,1128
145,10.23,+0.8,Henry THOMAS,10 JUL 1967,USA,2,,"Los Angeles, CA (USA)",14 MAY 1988,1128
145,10.23,-1.5,Michael MARSH,04 AUG 1967,USA,1,,"Los Angeles, CA (USA)",22 MAY 1988,1137
145,10.23,+2.0,Andrey FEDORIV,11 AUG 1963,URS,3f1,,Sochi (URS),31 MAY 1988,1128
145,10.23,+0.4,Michael MARSH,04 AUG 1967,USA,4,,"Eugene, OR (USA)",04 JUN 1988,1128
145,10.23,+1.4,Arnaldo DA SILVA OLIVEIRA,26 MAR 1964,BRA,3,,Bratislava (TCH),09 JUN 1988,1128
145,10.23,+0.3,Vitaliy SAVIN,23 JAN 1966,URS,1h1,,Leningrad (URS),12 JUN 1988,1128
145,10.23,+0.5,Greg SHOLARS,08 FEB 1966,USA,7,,"Tampa, FL (USA)",17 JUN 1988,1128
145,10.23,+1.9,Greg BARNES,10 AUG 1965,ISV,5sf1,,"Tampa, FL (USA)",17 JUN 1988,1128
145,10.23,+0.9,Leandro PENALVER,23 MAY 1961,CUB,4f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",24 JUN 1988,1128
145,10.23,+1.9,Jason LEACH,11 MAR 1966,USA,4h4,,"Indianapolis, IN (USA)",15 JUL 1988,1128
145,10.23,-0.3,Emmit KING,24 MAR 1959,USA,4qf4,,"Indianapolis, IN (USA)",15 JUL 1988,1129
145,10.23,+1.7,Lee MCNEILL,02 DEC 1964,USA,5,,Sestriere (ITA),11 AUG 1988,1128
145,10.23,+0.5,Stanley FLOYD,23 JUN 1961,USA,2f3,,"Letzigrund, Zürich (SUI)",17 AUG 1988,1128
145,10.23,-1.2,Dennis MITCHELL,20 FEB 1966,USA,2sf2,,"Olympic Stadium, Jamsil, Seoul (KOR)",24 SEP 1988,1135
160,10.24,-1.6,Dennis MITCHELL,20 FEB 1966,USA,1,,"Auburn, AL (USA)",12 MAY 1988,1134
160,10.24,+1.5,Joe DELOACH,05 JUN 1967,USA,1,,"Houston, TX (USA)",21 MAY 1988,1125
160,10.24,+0.3,Andres SIMÓN,15 SEP 1961,CUB,1,,Granada (ESP),28 MAY 1988,1125
160,10.24,+2.0,Vitaliy SAVIN,23 JAN 1966,URS,4f1,,Sochi (URS),31 MAY 1988,1125
160,10.24,+0.1,Andres SIMÓN,15 SEP 1961,CUB,2,,Sevilla (ESP),01 JUN 1988,1125
160,10.24,-1.0,Chidi IMOH,27 AUG 1963,NGR,3,,Madrid (ESP),07 JUN 1988,1131
160,10.24,+1.4,Valentin ATANASOV,07 MAY 1961,BUL,4,,Bratislava (TCH),09 JUN 1988,1125
160,10.24,+0.1,Desai WILLIAMS,12 JUN 1959,CAN,1,,Padova (ITA),13 JUN 1988,1125
160,10.24,+1.9,Lee MCRAE,23 JAN 1966,USA,2sf1,,"Tampa, FL (USA)",17 JUN 1988,1125
160,10.24,-0.7,Derrick FLORENCE,19 JUN 1968,USA,3qf2,,"Indianapolis, IN (USA)",15 JUL 1988,1129
160,10.24,+0.7,Enrique TALAVERA,15 JAN 1967,ESP,2h1,,Ciudad de México (MEX),22 JUL 1988,1125
160,10.24,+1.0,Desai WILLIAMS,12 JUN 1959,CAN,1h9,,"Olympic Stadium, Jamsil, Seoul (KOR)",23 SEP 1988,1125
160,10.24,+1.4,Robson DA SILVA,04 SEP 1964,BRA,2qf5,,"Olympic Stadium, Jamsil, Seoul (KOR)",23 SEP 1988,1125
160,10.24,+0.6,Desai WILLIAMS,12 JUN 1959,CAN,4sf1,,"Olympic Stadium, Jamsil, Seoul (KOR)",24 SEP 1988,1125
160,10.24,-1.2,Robson DA SILVA,04 SEP 1964,BRA,3sf2,,"Olympic Stadium, Jamsil, Seoul (KOR)",24 SEP 1988,1132
175,10.25,+0.4,Frank FREDERICKS,02 OCT 1967,NAM,1h3,,"Tucson, AZ (USA)",18 MAR 1988,1122
175,10.25,,Garfield CAMPBELL,01 NOV 1967,JAM,1,,"Odessa, TX (USA)",20 MAY 1988,1122
175,10.25,-1.0,Robson DA SILVA,04 SEP 1964,BRA,4,,Madrid (ESP),07 JUN 1988,1128
175,10.25,+1.7,Achmed DE KOM,15 FEB 1959,NED,1h3,,Bratislava (TCH),09 JUN 1988,1122
175,10.25,+1.9,Roscoe TATUM,13 FEB 1966,USA,3sf1,,"Tampa, FL (USA)",17 JUN 1988,1122
175,10.25,-1.1,Chidi IMOH,27 AUG 1963,NGR,1,,Helsinki (FIN),30 JUN 1988,1128
175,10.25,+0.8,Chidi IMOH,27 AUG 1963,NGR,1,,Stockholm (SWE),05 JUL 1988,1122
175,10.25,-1.4,Linford CHRISTIE,02 APR 1960,GBR,1,,London (GBR),08 JUL 1988,1130
175,10.25,+1.4,Sergey DEMINOV,26 FEB 1964,URS,1,,Bryansk (URS),11 JUL 1988,1122
175,10.25,-0.7,Jon DRUMMOND,09 SEP 1968,USA,4qf2,,"Indianapolis, IN (USA)",15 JUL 1988,1126
175,10.25,+1.3,Bruno MARIE-ROSE,20 MAY 1965,FRA,1,,Font-Romeu (FRA),20 JUL 1988,1122
175,10.25,+0.2,Raymond STEWART,18 MAR 1965,JAM,2,,Monaco (MON),02 AUG 1988,1122
175,10.25,+1.5,Charles-Louis SECK,11 MAY 1965,SEN,1,,La Chaux-de-Fonds (SUI),21 AUG 1988,1122
175,10.25,+1.9,Marty KRULEE,04 NOV 1956,USA,1,,Lohja (FIN),28 AUG 1988,1122
175,10.25,+1.7,Arnaldo DA SILVA OLIVEIRA,26 MAR 1964,BRA,2qf2,,"Olympic Stadium, Jamsil, Seoul (KOR)",23 SEP 1988,1122
175,10.25,+0.9,Raymond STEWART,18 MAR 1965,JAM,1qf3,,"Olympic Stadium, Jamsil, Seoul (KOR)",23 SEP 1988,1122
175,10.25,+0.4,Calvin SMITH,08 JAN 1961,USA,1f2,,Tokyo (JPN),08 OCT 1988,1122
192,10.26,,Anthony JONES,30 DEC 1965,USA,2,,"Austin, TX (USA)",26 MAR 1988,1118
192,10.26,-0.1,Juan NÚŃEZ,19 NOV 1959,DOM,1,,San Juan (PUR),15 APR 1988,1118
192,10.26,,Clive WRIGHT,18 NOV 1965,JAM,2,,Kingston (JAM),16 APR 1988,1118
192,10.26,+0.6,Deion SANDERS,09 AUG 1967,USA,1,,"Tallahassee, FL (USA)",23 APR 1988,1118
192,10.26,+0.9,Brian COOPER,21 AUG 1965,USA,4,,"Walnut, CA (USA)",24 APR 1988,1118
192,10.26,+1.5,Norm MCGEE,23 MAR 1966,USA,3sf2,,"Tampa, FL (USA)",17 JUN 1988,1118
192,10.26,+0.9,Bruno MARIE-ROSE,20 MAY 1965,FRA,5f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",24 JUN 1988,1118
192,10.26,+0.2,Frank EMMELMANN,15 SEP 1961,GDR,3,,Rostock (GER),25 JUN 1988,1118
192,10.26,,Peter IFEDUBA,05 JUN 1969,NGR,1sf2,,Bauchi (NGR),01 JUL 1988,1118
192,10.26,0.0,Daron COUNCIL,26 DEC 1964,USA,3qf3,,"Indianapolis, IN (USA)",15 JUL 1988,1118
192,10.26,-0.3,Ron BROWN,31 MAR 1961,USA,5qf4,,"Indianapolis, IN (USA)",15 JUL 1988,1119
192,10.26,+0.8,Andre CASON,20 JAN 1969,USA,1sf2,,"Laurentian University Stadium, Sudbury (CAN)",28 JUL 1988,1118
192,10.26,+1.0,Attila KOVÁCS,02 SEP 1960,HUN,1,,Budapest (HUN),03 SEP 1988,1118
192,10.26,+1.4,Leandro PENALVER,23 MAY 1961,CUB,2,,Cagliari (ITA),03 SEP 1988,1118
192,10.26,+1.7,Vladimir KRYLOV,26 FEB 1964,URS,3qf2,,"Olympic Stadium, Jamsil, Seoul (KOR)",23 SEP 1988,1118
207,10.27,,Robert K. GLENN,29 MAR 1968,USA,1,,"Mobile, AL (USA)",30 APR 1988,1115
207,10.27,0.0,Walter CRANFORD,16 APR 1967,USA,1,,"Arcata, CA (USA)",07 MAY 1988,1115
207,10.27,,Robert LIGANS,27 JUN 1968,USA,1sf1,,"Odessa, TX (USA)",20 MAY 1988,1115
207,10.27,-0.3,Ron BROWN,31 MAR 1961,USA,2,,San José (USA),28 MAY 1988,1116
207,10.27,+1.3,Lee MCNEILL,02 DEC 1964,USA,2,,Birmingham (GBR),24 JUN 1988,1115
207,10.27,+1.3,Andrey RAZIN,10 MAY 1962,URS,1,,Tallinn (EST),04 JUL 1988,1115
207,10.27,,Raymond STEWART,18 MAR 1965,JAM,1f1,,Verona (ITA),27 JUL 1988,1115
207,10.27,+1.4,Ezio MADONIA,07 AUG 1966,ITA,3,,Cagliari (ITA),03 SEP 1988,1115
207,10.27,+1.7,Attila KOVÁCS,02 SEP 1960,HUN,4qf2,,"Olympic Stadium, Jamsil, Seoul (KOR)",23 SEP 1988,1115
216,10.28,-1.5,Atlee MAHORN,27 OCT 1965,CAN,2,,"Westwood, CA (USA)",22 MAY 1988,1121
216,10.28,-0.3,Andrew SMITH,29 JAN 1964,JAM,3,,San José (USA),28 MAY 1988,1113
216,10.28,+0.3,Leandro PENALVER,23 MAY 1961,CUB,2,,Granada (ESP),28 MAY 1988,1112
216,10.28,+1.7,Slip WATKINS,29 SEP 1967,USA,3h2,,"Eugene, OR (USA)",02 JUN 1988,1112
216,10.28,+1.3,Andrey FEDORIV,11 AUG 1963,URS,2,,Tallinn (EST),04 JUL 1988,1112
