Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
53,10.06,+1.7,Christopher WILLIAMS,15 MAR 1972,JAM,2,,Port-of-Spain (TTO),06 AUG 2006,1186
53,10.06,+0.3,Marcus BRUNSON,24 APR 1978,USA,2,,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1186
59,10.07,-0.1,Leonard SCOTT,19 JAN 1980,USA,2,,"New York, NY (USA)",03 JUN 2006,1182
59,10.07,+1.0,Carlos MOORE,08 MAY 1984,USA,1,,"Los Angeles, CA (USA)",04 JUN 2006,1182
59,10.07,+1.5,Dwain CHAMBERS,05 APR 1978,GBR,3,,"International Stadium, Gateshead (GBR)",11 JUN 2006,1182
59,10.07,-1.2,Tyson GAY,09 AUG 1982,USA,1,,"Indianapolis, IN (USA)",23 JUN 2006,1189
59,10.07,+2.0,Churandy MARTINA,03 JUL 1984,AHO,1sf1,,Cartagena de Indias (COL),25 JUL 2006,1182
59,10.07,-0.5,Leonard SCOTT,19 JAN 1980,USA,3,,"Olympiastadion, Berlin (GER)",03 SEP 2006,1185
65,10.08,+1.6,Michael FRATER,06 OCT 1982,JAM,3h2,,Oslo (NOR),02 JUN 2006,1179
65,10.08,+0.1,Marcus BRUNSON,24 APR 1978,USA,2f1,,"Stade de France, Paris-St-Denis (FRA)",08 JUL 2006,1179
65,10.08,+2.0,Derrick ATKINS,05 JAN 1984,BAH,2sf1,,Cartagena de Indias (COL),25 JUL 2006,1179
65,10.08,+1.0,Shawn CRAWFORD,14 JAN 1978,USA,5f1,,Zürich (SUI),18 AUG 2006,1179
69,10.09,,Korey COOK,07 JAN 1980,USA,1,,"Prairie View, TX (USA)",01 APR 2006,1176
69,10.09,+1.7,Shawn CRAWFORD,14 JAN 1978,USA,2,,Doha (QAT),12 MAY 2006,1176
69,10.09,-0.5,Xavier CARTER,08 DEC 1985,USA,1,,"Sacramento, CA (USA)",10 JUN 2006,1179
69,10.09,0.0,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,2f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1176
69,10.09,0.0,Michael FRATER,06 OCT 1982,JAM,3f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1176
69,10.09,+0.2,Marcus BRUNSON,24 APR 1978,USA,3f1,,Stockholm (SWE),25 JUL 2006,1176
69,10.09,-0.6,Francis OBIKWELU,22 NOV 1978,POR,4,,"Crystal Palace, London (GBR)",28 JUL 2006,1179
69,10.09,+1.1,Francis OBIKWELU,22 NOV 1978,POR,2,,"Olympic Stadium, Athina (GRE)",16 SEP 2006,1176
69,10.09,+0.4,Leonard SCOTT,19 JAN 1980,USA,2,,Shanghai (CHN),23 SEP 2006,1176
78,10.10,+1.1,Asafa POWELL,23 NOV 1982,JAM,1,,"Philadelphia, PA (USA)",29 APR 2006,1172
78,10.10,0.0,Churandy MARTINA,03 JUL 1984,AHO,4f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1172
78,10.10,+1.3,Andrey YEPISHIN,10 JUN 1981,RUS,2,,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1172
78,10.10,+0.9,Ronald POGNON,16 NOV 1982,FRA,6,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1172
82,10.11,+0.9,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,2,,Melbourne (AUS),20 MAR 2006,1169
82,10.11,,Robert DELMORE,,USA,2,,"Prairie View, TX (USA)",01 APR 2006,1169
82,10.11,+1.4,Demi OMOLE,29 JUL 1985,USA,1,,"Knoxville, TN (USA)",14 APR 2006,1169
82,10.11,+1.7,Terrence TRAMMELL,23 NOV 1978,USA,3,,Doha (QAT),12 MAY 2006,1169
82,10.11,+1.5,Dwight THOMAS,23 SEP 1980,JAM,5,,"Carson, CA (USA)",21 MAY 2006,1169
82,10.11,+0.5,Marc BURNS,07 JAN 1983,TTO,1h3,,Oslo (NOR),02 JUN 2006,1169
82,10.11,+0.8,Xavier CARTER,08 DEC 1985,USA,1,,Luzern (SUI),06 JUL 2006,1169
82,10.11,+0.1,Ronald POGNON,16 NOV 1982,FRA,3f1,,"Stade de France, Paris-St-Denis (FRA)",08 JUL 2006,1169
82,10.11,-0.3,Darrel BROWN,11 OCT 1984,TTO,1,,Thessaloniki (GRE),24 JUL 2006,1170
82,10.11,+0.3,Leonard SCOTT,19 JAN 1980,USA,3,,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1169
82,10.11,+0.3,Francis OBIKWELU,22 NOV 1978,POR,4,,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1169
82,10.11,+0.4,Wallace SPEARMON,24 DEC 1984,USA,3,,Shanghai (CHN),23 SEP 2006,1169
94,10.12,+1.5,Xavier CARTER,08 DEC 1985,USA,1,,"Baton Rouge, LA (USA)",22 APR 2006,1165
94,10.12,+1.7,Anson HENRY,09 MAR 1979,CAN,4,,Doha (QAT),12 MAY 2006,1165
94,10.12,-0.6,Walter DIX,31 JAN 1986,USA,1h2,,"Greensboro, NC (USA)",26 MAY 2006,1168
94,10.12,+2.0,Clement CAMPBELL,19 DEC 1975,JAM,1,,"New York, NY (USA)",11 JUN 2006,1165
94,10.12,+1.5,Willie PERRY,16 MAY 1987,USA,1,,"Indianapolis, IN (USA)",22 JUN 2006,1165
94,10.12,+0.5,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,5f1,,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1165
94,10.12,-1.3,Asafa POWELL,23 NOV 1982,JAM,1h2,,"Crystal Palace, London (GBR)",28 JUL 2006,1172
94,10.12,+1.5,Andrey YEPISHIN,10 JUN 1981,RUS,1sf1,,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1165
94,10.12,-0.5,Francis OBIKWELU,22 NOV 1978,POR,4,,"Olympiastadion, Berlin (GER)",03 SEP 2006,1168
103,10.13,+0.2,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1,,Abuja (NGR),11 FEB 2006,1162
103,10.13,-0.8,Travis PADGETT,13 DEC 1986,USA,1sf1,,"Sacramento, CA (USA)",08 JUN 2006,1166
103,10.13,-0.4,Marc BURNS,07 JAN 1983,TTO,2,,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1164
103,10.13,-0.4,Jason SMOOTS,13 JUL 1980,USA,3,,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1164
103,10.13,0.0,Ronald POGNON,16 NOV 1982,FRA,5f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1162
103,10.13,+0.9,Kelly WILLIE,07 SEP 1982,USA,1f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1162
103,10.13,0.0,Marc BURNS,07 JAN 1983,TTO,2f2,,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1162
103,10.13,+2.0,Darrel BROWN,11 OCT 1984,TTO,2,,Rethymno (GRE),21 JUL 2006,1162
103,10.13,+0.6,Derrick ATKINS,05 JAN 1984,BAH,2,,Cartagena de Indias (COL),26 JUL 2006,1162
103,10.13,+0.9,Shawn CRAWFORD,14 JAN 1978,USA,7,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1162
113,10.14,0.0,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1qf4,,Abuja (NGR),09 FEB 2006,1159
113,10.14,+0.2,Uchenna EMEDOLU,17 SEP 1976,NGR,2,,Abuja (NGR),11 FEB 2006,1159
113,10.14,+1.2,DaBryan BLANTON,03 JUL 1984,USA,1,,"Fort Worth, TX (USA)",22 APR 2006,1159
113,10.14,-0.1,Marcus BRUNSON,24 APR 1978,USA,1,,Osaka (JPN),06 MAY 2006,1159
113,10.14,+1.7,Francis OBIKWELU,22 NOV 1978,POR,5,,Doha (QAT),12 MAY 2006,1159
113,10.14,+0.7,Chauncey HARRIS,21 SEP 1983,USA,1,,"Fayetteville, AR (USA)",14 MAY 2006,1159
113,10.14,-0.9,Marc BURNS,07 JAN 1983,TTO,4,,Oslo (NOR),02 JUN 2006,1164
113,10.14,+0.5,Dwight THOMAS,23 SEP 1980,JAM,2h3,,Oslo (NOR),02 JUN 2006,1159
113,10.14,+0.1,Demi OMOLE,29 JUL 1985,USA,1sf2,,"Sacramento, CA (USA)",08 JUN 2006,1159
113,10.14,+0.7,Derrick ATKINS,05 JAN 1984,BAH,1sf2,,Santo Domingo (DOM),07 JUL 2006,1159
113,10.14,+0.5,Michael FRATER,06 OCT 1982,JAM,6f1,,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1159
113,10.14,+0.2,Shawn CRAWFORD,14 JAN 1978,USA,4f1,,Stockholm (SWE),25 JUL 2006,1159
113,10.14,-0.6,Dwight THOMAS,23 SEP 1980,JAM,5,,"Crystal Palace, London (GBR)",28 JUL 2006,1162
113,10.14,-0.7,Francis OBIKWELU,22 NOV 1978,POR,1h1,,"Crystal Palace, London (GBR)",28 JUL 2006,1163
113,10.14,+1.3,Matic OSOVNIKAR,19 JAN 1980,SLO,3,,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1159
113,10.14,+1.5,Ronald POGNON,16 NOV 1982,FRA,2sf1,,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1159
113,10.14,-0.7,Shawn CRAWFORD,14 JAN 1978,USA,1,,"Stade Louis II, Monaco (MON)",20 AUG 2006,1163
113,10.14,+0.4,Ronald POGNON,16 NOV 1982,FRA,1,,Paris (FRA),26 AUG 2006,1159
113,10.14,+1.1,Marc BURNS,07 JAN 1983,TTO,3,,"Olympic Stadium, Athina (GRE)",16 SEP 2006,1159
113,10.14,+1.1,Uchenna EMEDOLU,17 SEP 1976,NGR,4,,"Olympic Stadium, Athina (GRE)",16 SEP 2006,1159
133,10.15,+1.8,Uchenna EMEDOLU,17 SEP 1976,NGR,1qf4,,Melbourne (AUS),19 MAR 2006,1155
133,10.15,-0.6,Marc BURNS,07 JAN 1983,TTO,1sf1,,Melbourne (AUS),20 MAR 2006,1158
133,10.15,+0.2,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,2sf2,,Melbourne (AUS),20 MAR 2006,1155
133,10.15,+1.6,Dwight PHILLIPS,01 OCT 1977,USA,2,,"Modesto, CA (USA)",06 MAY 2006,1155
133,10.15,+1.6,Mardy SCALES,10 SEP 1981,USA,3,,"Modesto, CA (USA)",06 MAY 2006,1155
133,10.15,-0.8,Churandy MARTINA,03 JUL 1984,AHO,2sf1,,"Sacramento, CA (USA)",08 JUN 2006,1159
133,10.15,+0.1,Xavier CARTER,08 DEC 1985,USA,2sf2,,"Sacramento, CA (USA)",08 JUN 2006,1155
133,10.15,-0.1,Jason SMOOTS,13 JUL 1980,USA,1h4,,"Indianapolis, IN (USA)",23 JUN 2006,1155
133,10.15,+0.2,Tyson GAY,09 AUG 1982,USA,1h5,,"Indianapolis, IN (USA)",23 JUN 2006,1155
133,10.15,-1.2,Tyson GAY,09 AUG 1982,USA,1sf2,,"Indianapolis, IN (USA)",23 JUN 2006,1162
133,10.15,+0.8,Ainsley WAUGH,17 SEP 1981,JAM,2,,Luzern (SUI),06 JUL 2006,1155
133,10.15,+1.2,Derrick ATKINS,05 JAN 1984,BAH,1,,Santo Domingo (DOM),07 JUL 2006,1155
133,10.15,0.0,Shawn CRAWFORD,14 JAN 1978,USA,6f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1155
133,10.15,+1.2,Shawn CRAWFORD,14 JAN 1978,USA,1,,"Eugene, OR (USA)",08 AUG 2006,1155
133,10.15,+1.4,Shawn CRAWFORD,14 JAN 1978,USA,1,,Moskva (RUS),02 SEP 2006,1155
133,10.15,-0.5,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1,,Busto Arsizio (ITA),23 SEP 2006,1158
149,10.16,+1.2,Ronald POGNON,16 NOV 1982,FRA,1,,Fort-de-France (FRA),29 APR 2006,1152
149,10.16,0.0,Jason SMOOTS,13 JUL 1980,USA,1,,Fortaleza (BRA),17 MAY 2006,1152
149,10.16,+1.0,Walter DIX,31 JAN 1986,USA,2,,"Greensboro, NC (USA)",27 MAY 2006,1152
149,10.16,+1.0,Leonard SCOTT,19 JAN 1980,USA,1f1,,"Eugene, OR (USA)",28 MAY 2006,1152
149,10.16,-0.9,Dwight THOMAS,23 SEP 1980,JAM,5,,Oslo (NOR),02 JUN 2006,1157
149,10.16,-0.9,Michael FRATER,06 OCT 1982,JAM,6,,Oslo (NOR),02 JUN 2006,1157
149,10.16,+0.5,Ronald POGNON,16 NOV 1982,FRA,3h3,,Oslo (NOR),02 JUN 2006,1152
149,10.16,+1.5,Marlon DEVONISH,01 JUN 1976,GBR,4,,"International Stadium, Gateshead (GBR)",11 JUN 2006,1152
149,10.16,+0.1,Leonard SCOTT,19 JAN 1980,USA,4f1,,"Stade de France, Paris-St-Denis (FRA)",08 JUL 2006,1152
149,10.16,0.0,Dwight THOMAS,23 SEP 1980,JAM,7f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1152
149,10.16,0.0,Jason SMOOTS,13 JUL 1980,USA,8f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1152
149,10.16,+0.9,Darrel BROWN,11 OCT 1984,TTO,2f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1152
149,10.16,+1.3,Ronald POGNON,16 NOV 1982,FRA,4,,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1152
149,10.16,+1.3,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,5,,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1152
149,10.16,+1.0,Michael FRATER,06 OCT 1982,JAM,6f1,,Zürich (SUI),18 AUG 2006,1152
149,10.16,+0.1,Jason SMOOTS,13 JUL 1980,USA,1,,Linz (AUT),22 AUG 2006,1152
149,10.16,+0.3,Marc BURNS,07 JAN 1983,TTO,5,,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1152
149,10.16,+0.3,Ronald POGNON,16 NOV 1982,FRA,6,,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1152
149,10.16,+0.3,Shawn CRAWFORD,14 JAN 1978,USA,7,,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1152
149,10.16,-0.5,Ronald POGNON,16 NOV 1982,FRA,5,,"Olympiastadion, Berlin (GER)",03 SEP 2006,1155
169,10.17,+0.9,Marc BURNS,07 JAN 1983,TTO,3,,Melbourne (AUS),20 MAR 2006,1148
169,10.17,+0.8,Churandy MARTINA,03 JUL 1984,AHO,1,,"El Paso, TX (USA)",01 APR 2006,1148
169,10.17,+1.6,Jeff LAYNES,03 OCT 1970,USA,4,,"Modesto, CA (USA)",06 MAY 2006,1148
169,10.17,+1.7,Uchenna EMEDOLU,17 SEP 1976,NGR,6,,Doha (QAT),12 MAY 2006,1148
169,10.17,+1.5,Bernard WILLIAMS,19 JAN 1978,USA,6,,"Carson, CA (USA)",21 MAY 2006,1148
169,10.17,+1.5,Trell KIMMONS,13 JUL 1985,USA,7,,"Carson, CA (USA)",21 MAY 2006,1148
169,10.17,+1.3,Dariusz KUĆ,24 APR 1986,POL,1,,Biala Podlaska (POL),27 MAY 2006,1148
169,10.17,+1.0,Michael FRATER,06 OCT 1982,JAM,2f1,,"Eugene, OR (USA)",28 MAY 2006,1148
169,10.17,+0.1,Michael FRATER,06 OCT 1982,JAM,5f1,,"Stade de France, Paris-St-Denis (FRA)",08 JUL 2006,1148
169,10.17,+0.1,Shawn CRAWFORD,14 JAN 1978,USA,6f1,,"Stade de France, Paris-St-Denis (FRA)",08 JUL 2006,1148
169,10.17,0.0,Churandy MARTINA,03 JUL 1984,AHO,3f2,,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1148
169,10.17,+0.9,Ronald POGNON,16 NOV 1982,FRA,1h2,,Nancy (FRA),20 JUL 2006,1148
169,10.17,+2.0,Dwight THOMAS,23 SEP 1980,JAM,4,,Rethymno (GRE),21 JUL 2006,1148
169,10.17,-0.4,Ronald POGNON,16 NOV 1982,FRA,1,,Nancy (FRA),21 JUL 2006,1150
169,10.17,-0.1,Ainsley WAUGH,17 SEP 1981,JAM,1,,Heusden-Zolder (BEL),22 JUL 2006,1148
169,10.17,-0.6,Kelly WILLIE,07 SEP 1982,USA,6,,"Crystal Palace, London (GBR)",28 JUL 2006,1151
169,10.17,-0.7,Shawn CRAWFORD,14 JAN 1978,USA,2h1,,"Crystal Palace, London (GBR)",28 JUL 2006,1152
169,10.17,+1.2,Jason SMOOTS,13 JUL 1980,USA,2,,"Eugene, OR (USA)",08 AUG 2006,1148
169,10.17,+1.0,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,7f1,,Zürich (SUI),18 AUG 2006,1148
169,10.17,+1.1,Ronald POGNON,16 NOV 1982,FRA,5,,"Olympic Stadium, Athina (GRE)",16 SEP 2006,1148
189,10.18,+1.7,Patrick JOHNSON,26 SEP 1972,AUS,1h,,Canberra (AUS),26 JAN 2006,1145
189,10.18,+1.9,Ambrose EZENWA,10 APR 1977,AUS,1h,,Canberra (AUS),26 JAN 2006,1145
189,10.18,0.0,Uchenna EMEDOLU,17 SEP 1976,NGR,1qf3,,Abuja (NGR),09 FEB 2006,1145
189,10.18,-0.5,Walter DIX,31 JAN 1986,USA,2,,"Sacramento, CA (USA)",10 JUN 2006,1148
189,10.18,+0.8,Ronald POGNON,16 NOV 1982,FRA,1,,Strasbourg (FRA),19 JUN 2006,1145
189,10.18,0.0,Michael FRATER,06 OCT 1982,JAM,1,,Kingston (JAM),24 JUN 2006,1145
189,10.18,+0.1,Jason SMOOTS,13 JUL 1980,USA,7f1,,"Stade de France, Paris-St-Denis (FRA)",08 JUL 2006,1145
189,10.18,0.0,Darrel BROWN,11 OCT 1984,TTO,4f2,,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1145
189,10.18,+0.2,Dwight THOMAS,23 SEP 1980,JAM,5f1,,Stockholm (SWE),25 JUL 2006,1145
189,10.18,+0.7,Christopher WILLIAMS,15 MAR 1972,JAM,1f2,,Stockholm (SWE),25 JUL 2006,1145
189,10.18,-1.3,Leonard SCOTT,19 JAN 1980,USA,2h2,,"Crystal Palace, London (GBR)",28 JUL 2006,1152
189,10.18,-1.3,Marcus BRUNSON,24 APR 1978,USA,3h2,,"Crystal Palace, London (GBR)",28 JUL 2006,1152
189,10.18,-0.7,Ronald POGNON,16 NOV 1982,FRA,2,,"Stade Louis II, Monaco (MON)",20 AUG 2006,1149
189,10.18,+1.2,Deji ALIU,22 NOV 1975,NGR,1h1,,Avezzano (ITA),20 AUG 2006,1145
189,10.18,+1.4,Wallace SPEARMON,24 DEC 1984,USA,2,,Moskva (RUS),02 SEP 2006,1145
204,10.19,+0.7,Kelly WILLIE,07 SEP 1982,USA,2,,"Fayetteville, AR (USA)",14 MAY 2006,1142
204,10.19,+1.6,Ainsley WAUGH,17 SEP 1981,JAM,4h2,,Oslo (NOR),02 JUN 2006,1142
204,10.19,+0.5,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,4h3,,Oslo (NOR),02 JUN 2006,1142
204,10.19,-0.8,Francis OBIKWELU,22 NOV 1978,POR,1,,"Estadio Iberoamericano, Huelva (ESP)",20 JUN 2006,1146
204,10.19,-0.4,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,4,,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1144
204,10.19,+1.0,Marlon DEVONISH,01 JUN 1976,GBR,1,,Manchester (GBR),15 JUL 2006,1142
204,10.19,+1.1,Tyrone EDGAR,29 MAR 1982,GBR,1sf1,,Manchester (GBR),15 JUL 2006,1142
204,10.19,-0.2,Ronald POGNON,16 NOV 1982,FRA,1qf2,,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006,1143
204,10.19,+1.0,Francis OBIKWELU,22 NOV 1978,POR,1sf2,,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1142
204,10.19,+1.2,Darvis PATTON,04 DEC 1977,USA,3,,"Eugene, OR (USA)",08 AUG 2006,1142
204,10.19,-1.0,Marc BURNS,07 JAN 1983,TTO,1f2,,Zürich (SUI),18 AUG 2006,1148
204,10.19,-0.7,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,3,,"Stade Louis II, Monaco (MON)",20 AUG 2006,1146
