Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
43,10.04,+1.6,Obadele THOMPSON,30 MAR 1976,BAR,1,,Hiroshima (JPN),29 APR 1999,1193
43,10.04,+2.0,Leonard MYLES-MILLS,05 SEP 1973,GHA,1,,"Logan, UT (USA)",12 MAY 1999,1193
43,10.04,+1.8,Leonard MYLES-MILLS,05 SEP 1973,GHA,h,,Luzern (SUI),05 JUL 1999,1193
43,10.04,+1.8,Tim HARDEN,27 JAN 1974,USA,h,,Luzern (SUI),05 JUL 1999,1193
43,10.04,+0.8,Bruny SURIN,12 JUL 1967,CAN,2,,"Stadio Olimpico, Roma (ITA)",07 JUL 1999,1193
43,10.04,+0.6,Jon DRUMMOND,09 SEP 1968,USA,3,,Stockholm (SWE),30 JUL 1999,1193
43,10.04,-0.6,Dwain CHAMBERS,05 APR 1978,GBR,3f1,,"Crystal Palace, London (GBR)",07 AUG 1999,1196
43,10.04,-0.1,Jason GARDENER,17 SEP 1975,GBR,1qf1,,"La Cartuja, Sevilla (ESP)",21 AUG 1999,1193
43,10.04,+0.3,Obadele THOMPSON,30 MAR 1976,BAR,1qf2,,"La Cartuja, Sevilla (ESP)",21 AUG 1999,1193
43,10.04,+0.2,Tim MONTGOMERY,28 JAN 1975,USA,6,,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1193
43,10.04,+0.1,Bruny SURIN,12 JUL 1967,CAN,1,,Bruxelles (BEL),03 SEP 1999,1193
54,10.05,+1.6,John CAPEL,27 OCT 1978,USA,sf,,"Boise, ID (USA)",04 JUN 1999,1189
54,10.05,-0.2,Dwain CHAMBERS,05 APR 1978,GBR,1f1,,Gateshead (GBR),27 JUN 1999,1190
54,10.05,+0.4,Maurice GREENE,23 JUL 1974,USA,1,,Malmö (SWE),02 AUG 1999,1189
54,10.05,-0.3,Tim HARDEN,27 JAN 1974,USA,2sf2,,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1190
58,10.06,+0.9,André Domingos DA SILVA,26 NOV 1972,BRA,1,,Bogotá (COL),25 JUN 1999,1186
58,10.06,+0.4,Koji ITO,29 JAN 1970,JPN,6,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1999,1186
58,10.06,+1.0,Brian LEWIS,05 DEC 1974,USA,3,,Luzern (SUI),05 JUL 1999,1186
58,10.06,-0.7,Bruny SURIN,12 JUL 1967,CAN,3,,Zürich (SUI),11 AUG 1999,1190
58,10.06,+0.9,Bruny SURIN,12 JUL 1967,CAN,1,,Bellinzona (SUI),01 SEP 1999,1186
63,10.07,+1.5,Eric NKANSAH,12 DEC 1974,GHA,h,,Luzern (SUI),05 JUL 1999,1182
63,10.07,+0.8,Maurice GREENE,23 JUL 1974,USA,1h2,,Stockholm (SWE),30 JUL 1999,1182
63,10.07,-0.6,Matt SHIRVINGTON,25 OCT 1978,AUS,4f1,,"Crystal Palace, London (GBR)",07 AUG 1999,1185
63,10.07,+0.2,Jason GARDENER,17 SEP 1975,GBR,7,,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1182
63,10.07,-0.3,Obadele THOMPSON,30 MAR 1976,BAR,3sf2,,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1183
63,10.07,+0.9,Bruny SURIN,12 JUL 1967,CAN,1,,"Olympiastadion, Berlin (GER)",07 SEP 1999,1182
69,10.08,-0.1,Matthew QUINN,17 APR 1976,RSA,1,,Germiston (RSA),06 APR 1999,1179
69,10.08,+1.6,Brian LEWIS,05 DEC 1974,USA,1,,Nassau (BAH),26 MAY 1999,1179
69,10.08,+1.6,Leonard MYLES-MILLS,05 SEP 1973,GHA,sf,,"Boise, ID (USA)",04 JUN 1999,1179
69,10.08,+1.6,Terrence TRAMMELL,23 NOV 1978,USA,sf,,"Boise, ID (USA)",04 JUN 1999,1179
69,10.08,+1.0,Roland NÉMETH,19 SEP 1974,HUN,1,,Budapest (HUN),09 JUN 1999,1179
69,10.08,-0.1,Jason GARDENER,17 SEP 1975,GBR,f2,,Athina (GRE),16 JUN 1999,1179
69,10.08,+0.1,Tim MONTGOMERY,28 JAN 1975,USA,5f3,,Athina (GRE),16 JUN 1999,1179
69,10.08,-0.6,Bruny SURIN,12 JUL 1967,CAN,1,,Zagreb (CRO),05 JUL 1999,1182
69,10.08,+0.8,Tim HARDEN,27 JAN 1974,USA,3,,"Stadio Olimpico, Roma (ITA)",07 JUL 1999,1179
69,10.08,+0.4,Bernard WILLIAMS,19 JAN 1978,USA,1,,Winnipeg (CAN),25 JUL 1999,1179
69,10.08,+0.2,Obadele THOMPSON,30 MAR 1976,BAR,1,,Köln (GER),08 AUG 1999,1179
69,10.08,-0.6,Dwain CHAMBERS,05 APR 1978,GBR,1qf3,,"La Cartuja, Sevilla (ESP)",21 AUG 1999,1182
69,10.08,+0.1,Jon DRUMMOND,09 SEP 1968,USA,2,,Bruxelles (BEL),03 SEP 1999,1179
82,10.09,+1.7,Gerald WILLIAMS,24 FEB 1978,USA,1,,"Walnut, CA (USA)",08 MAY 1999,1176
82,10.09,-0.1,Tim MONTGOMERY,28 JAN 1975,USA,f2,,Athina (GRE),16 JUN 1999,1176
82,10.09,+0.7,Eric NKANSAH,12 DEC 1974,GHA,1,,Steinbach (GER),25 JUL 1999,1176
82,10.09,+0.6,Curtis JOHNSON,24 DEC 1973,USA,4,,Stockholm (SWE),30 JUL 1999,1176
82,10.09,-0.7,Frank FREDERICKS,02 OCT 1967,NAM,4,,Zürich (SUI),11 AUG 1999,1180
82,10.09,-0.4,Frank FREDERICKS,02 OCT 1967,NAM,1qf4,,"La Cartuja, Sevilla (ESP)",21 AUG 1999,1178
82,10.09,-0.7,Dwain CHAMBERS,05 APR 1978,GBR,2sf1,,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1180
82,10.09,+1.1,Eric NKANSAH,12 DEC 1974,GHA,h,,Leverkusen (GER),05 SEP 1999,1176
90,10.10,-1.5,Matthew QUINN,17 APR 1976,RSA,1,,Pretoria (RSA),10 APR 1999,1181
90,10.10,+0.8,Marcus BRUNSON,24 APR 1978,USA,1,,"Tucson, AZ (USA)",08 MAY 1999,1172
90,10.10,0.0,Coby MILLER,19 OCT 1976,USA,1,,"Athens, GA (USA)",16 MAY 1999,1172
90,10.10,0.0,Eric NKANSAH,12 DEC 1974,GHA,1,,Rehlingen (GER),24 MAY 1999,1172
90,10.10,+1.0,Eric NKANSAH,12 DEC 1974,GHA,2,,Stuttgart (GER),06 JUN 1999,1172
90,10.10,0.0,Frank FREDERICKS,02 OCT 1967,NAM,f1,,Athina (GRE),16 JUN 1999,1172
90,10.10,-0.6,Jason GARDENER,17 SEP 1975,GBR,2,,Zagreb (CRO),05 JUL 1999,1175
90,10.10,+0.4,Freddy MAYOLA,01 NOV 1977,CUB,2,,Winnipeg (CAN),25 JUL 1999,1172
90,10.10,+0.6,Jason GARDENER,17 SEP 1975,GBR,5,,Stockholm (SWE),30 JUL 1999,1172
90,10.10,-0.7,Jon DRUMMOND,09 SEP 1968,USA,1h1,,Stockholm (SWE),30 JUL 1999,1176
90,10.10,+0.8,Obadele THOMPSON,30 MAR 1976,BAR,2h2,,Stockholm (SWE),30 JUL 1999,1172
90,10.10,+0.2,Leonard MYLES-MILLS,05 SEP 1973,GHA,2,,Köln (GER),08 AUG 1999,1172
90,10.10,+0.3,Leonard MYLES-MILLS,05 SEP 1973,GHA,2qf2,,"La Cartuja, Sevilla (ESP)",21 AUG 1999,1172
90,10.10,-0.3,Jason GARDENER,17 SEP 1975,GBR,4sf2,,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1173
90,10.10,0.0,Frank FREDERICKS,02 OCT 1967,NAM,3,,Johannesburg (RSA),15 SEP 1999,1172
105,10.11,+1.2,Obadele THOMPSON,30 MAR 1976,BAR,1,,"El Paso, TX (USA)",10 APR 1999,1169
105,10.11,0.0,Luis Alberto PÉREZ-RIONDA,16 AUG 1969,CUB,sf,,La Habana (CUB),15 MAY 1999,1169
105,10.11,+1.3,Bryan HOWARD,07 OCT 1976,USA,h,,"Fort Collins, CO (USA)",21 MAY 1999,1169
105,10.11,-1.3,Carlos CALADO,05 OCT 1975,POR,1,,Guadiana (POR),06 JUN 1999,1176
105,10.11,+1.3,Leonard MYLES-MILLS,05 SEP 1973,GHA,1,,Villeneuve d'Ascq (FRA),13 JUN 1999,1169
105,10.11,-0.2,Jason GARDENER,17 SEP 1975,GBR,2f1,,Gateshead (GBR),27 JUN 1999,1170
105,10.11,+0.8,Tim MONTGOMERY,28 JAN 1975,USA,4,,"Stadio Olimpico, Roma (ITA)",07 JUL 1999,1169
105,10.11,+0.6,Matt SHIRVINGTON,25 OCT 1978,AUS,6,,Stockholm (SWE),30 JUL 1999,1169
105,10.11,-0.6,Jon DRUMMOND,09 SEP 1968,USA,5f1,,"Crystal Palace, London (GBR)",07 AUG 1999,1172
105,10.11,+1.1,Greg SADDLER,29 JUN 1974,USA,h,,Leverkusen (GER),05 SEP 1999,1169
105,10.11,0.0,Deji ALIU,22 NOV 1975,NGR,qf,,Johannesburg (RSA),14 SEP 1999,1169
105,10.11,0.0,Deji ALIU,22 NOV 1975,NGR,4,,Johannesburg (RSA),15 SEP 1999,1169
117,10.12,+1.2,Matthew QUINN,17 APR 1976,RSA,1,,Bloemfontein (RSA),17 APR 1999,1165
117,10.12,0.0,John CAPEL,27 OCT 1978,USA,2,,"Athens, GA (USA)",16 MAY 1999,1165
117,10.12,+1.8,Claudinei Quirino DA SILVA,19 NOV 1970,BRA,sf,,Americana (BRA),22 MAY 1999,1165
117,10.12,+1.6,Coby MILLER,19 OCT 1976,USA,sf,,"Boise, ID (USA)",04 JUN 1999,1165
117,10.12,+1.6,Virgil MADDOX,31 AUG 1978,USA,3,,"Boise, ID (USA)",05 JUN 1999,1165
117,10.12,+1.3,Innocent ASONZE,30 DEC 1972,NGR,2,,Villeneuve d'Ascq (FRA),13 JUN 1999,1165
117,10.12,+1.5,Tony MCCALL,16 JUN 1974,USA,sf,,"Eugene, OR (USA)",25 JUN 1999,1165
117,10.12,+1.5,Tim MONTGOMERY,28 JAN 1975,USA,sf,,"Eugene, OR (USA)",25 JUN 1999,1165
117,10.12,-0.5,Jason GARDENER,17 SEP 1975,GBR,1,,Dortmund (GER),26 JUN 1999,1168
117,10.12,-0.6,Dwain CHAMBERS,05 APR 1978,GBR,1,,St-Denis (FRA),03 JUL 1999,1168
117,10.12,+1.0,Leonard MYLES-MILLS,05 SEP 1973,GHA,4,,Luzern (SUI),05 JUL 1999,1165
117,10.12,-0.7,Leonard MYLES-MILLS,05 SEP 1973,GHA,1,,Nice (FRA),17 JUL 1999,1169
117,10.12,+0.1,David OAKS,12 MAY 1972,USA,1,,"Flagstaff, AZ (USA)",17 JUL 1999,1165
117,10.12,+0.2,Obadele THOMPSON,30 MAR 1976,BAR,1f1,,Linz (AUT),26 JUL 1999,1165
117,10.12,-0.7,Jon DRUMMOND,09 SEP 1968,USA,5,,Zürich (SUI),11 AUG 1999,1169
117,10.12,-0.6,Tim HARDEN,27 JAN 1974,USA,2qf3,,"La Cartuja, Sevilla (ESP)",21 AUG 1999,1168
117,10.12,-0.4,Tim MONTGOMERY,28 JAN 1975,USA,2qf4,,"La Cartuja, Sevilla (ESP)",21 AUG 1999,1167
117,10.12,-0.4,Darren CAMPBELL,12 SEP 1973,GBR,3qf4,,"La Cartuja, Sevilla (ESP)",21 AUG 1999,1167
135,10.13,0.0,Matthew QUINN,17 APR 1976,RSA,h,,Bloemfontein (RSA),16 APR 1999,1162
135,10.13,+1.2,Bryan HOWARD,07 OCT 1976,USA,1,,"Arlington, TX (USA)",01 MAY 1999,1162
135,10.13,+1.6,Coby MILLER,19 OCT 1976,USA,h,,"Athens, GA (USA)",15 MAY 1999,1162
135,10.13,-0.3,Ato BOLDON,30 DEC 1973,TTO,1h2,,Stuttgart (GER),06 JUN 1999,1163
135,10.13,-0.2,Bruny SURIN,12 JUL 1967,CAN,h,,Nürnberg (GER),13 JUN 1999,1163
135,10.13,+1.3,Tim MONTGOMERY,28 JAN 1975,USA,3,,Villeneuve d'Ascq (FRA),13 JUN 1999,1162
135,10.13,+0.9,Sebastian KEITEL,14 FEB 1973,CHI,2,,Bogotá (COL),25 JUN 1999,1162
135,10.13,+0.8,Jon DRUMMOND,09 SEP 1968,USA,sf,,"Eugene, OR (USA)",25 JUN 1999,1162
135,10.13,-0.6,Leonard MYLES-MILLS,05 SEP 1973,GHA,2,,St-Denis (FRA),03 JUL 1999,1165
135,10.13,+0.4,Claudinei Quirino DA SILVA,19 NOV 1970,BRA,3,,Winnipeg (CAN),25 JUL 1999,1162
135,10.13,+0.6,Dwain CHAMBERS,05 APR 1978,GBR,7,,Stockholm (SWE),30 JUL 1999,1162
135,10.13,0.0,Francis OBIKWELU,22 NOV 1978,NGR,1,,Lagos (NGR),31 JUL 1999,1162
135,10.13,+1.2,Vitaliy MEDVEDEV,06 JAN 1977,KAZ,1,,Almaty (KAZ),06 AUG 1999,1162
135,10.13,-0.3,Brian LEWIS,05 DEC 1974,USA,5sf2,,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1163
149,10.14,+1.2,Percival SPENCER,24 FEB 1975,JAM,2,,"Arlington, TX (USA)",01 MAY 1999,1159
149,10.14,+1.8,Leonard MYLES-MILLS,05 SEP 1973,GHA,1,,"Provo, UT (USA)",08 MAY 1999,1159
149,10.14,+0.7,Frank FREDERICKS,02 OCT 1967,NAM,1,,Doha (QAT),13 MAY 1999,1159
149,10.14,0.0,Terrence TRAMMELL,23 NOV 1978,USA,3,,"Athens, GA (USA)",16 MAY 1999,1159
149,10.14,+1.1,Sunday EMMANUEL,08 OCT 1978,NGR,1,,Rethymno (GRE),28 MAY 1999,1159
149,10.14,-1.4,Francis OBIKWELU,22 NOV 1978,NGR,1,,Athina (GRE),29 MAY 1999,1167
149,10.14,-0.2,Eric NKANSAH,12 DEC 1974,GHA,h,,Nürnberg (GER),13 JUN 1999,1160
149,10.14,+0.4,Leonard MYLES-MILLS,05 SEP 1973,GHA,1,,Torino (ITA),24 JUN 1999,1159
149,10.14,+0.8,Leonard MYLES-MILLS,05 SEP 1973,GHA,1,,Tampere (FIN),14 JUL 1999,1159
149,10.14,+0.7,Greg SADDLER,29 JUN 1974,USA,2,,Steinbach (GER),25 JUL 1999,1159
149,10.14,-0.6,Jason GARDENER,17 SEP 1975,GBR,6f1,,"Crystal Palace, London (GBR)",07 AUG 1999,1162
149,10.14,-0.6,Kareem STREETE-THOMPSON,30 MAR 1973,CAY,3qf3,,"La Cartuja, Sevilla (ESP)",21 AUG 1999,1162
149,10.14,-0.7,Tim MONTGOMERY,28 JAN 1975,USA,3sf1,,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1163
149,10.14,-0.7,Kareem STREETE-THOMPSON,30 MAR 1973,CAY,4sf1,,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1163
149,10.14,-0.8,Greg SADDLER,29 JUN 1974,USA,1,,Leverkusen (GER),05 SEP 1999,1163
164,10.15,+1.6,Eric NKANSAH,12 DEC 1974,GHA,1,,Riederich (GER),15 MAY 1999,1155
164,10.15,+0.8,John CAPEL,27 OCT 1978,USA,h,,"Athens, GA (USA)",15 MAY 1999,1155
164,10.15,+0.8,Ato BOLDON,30 DEC 1973,TTO,1,,"Portland, OR (USA)",15 MAY 1999,1155
164,10.15,+1.1,Osmond EZINWA,22 NOV 1971,NGR,4,,Nürnberg (GER),13 JUN 1999,1155
164,10.15,+1.3,Deji ALIU,22 NOV 1975,NGR,4,,Villeneuve d'Ascq (FRA),13 JUN 1999,1155
164,10.15,+0.7,Eric NKANSAH,12 DEC 1974,GHA,1,,Kassel (GER),23 JUN 1999,1155
164,10.15,+0.6,Tim MONTGOMERY,28 JAN 1975,USA,h,,"Eugene, OR (USA)",24 JUN 1999,1155
164,10.15,+0.9,Heber VIERA,29 APR 1979,URU,3,,Bogotá (COL),25 JUN 1999,1155
164,10.15,0.0,Claudinei Quirino DA SILVA,19 NOV 1970,BRA,,,Bogotá (COL),25 JUN 1999,1155
164,10.15,+0.1,Piotr BALCERZAK,25 JUN 1975,POL,1,,Kraków (POL),02 JUL 1999,1155
164,10.15,+0.4,Darren CAMPBELL,12 SEP 1973,GBR,7,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1999,1155
164,10.15,-0.3,Eric NKANSAH,12 DEC 1974,GHA,3h2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1999,1156
164,10.15,+0.8,Patrick STEVENS,31 JAN 1968,BEL,1,,Bruxelles (BEL),18 JUL 1999,1155
164,10.15,+1.9,Tony MCCALL,16 JUN 1974,USA,1,,Chania (GRE),28 JUL 1999,1155
164,10.15,-0.4,Freddy MAYOLA,01 NOV 1977,CUB,4qf4,,"La Cartuja, Sevilla (ESP)",21 AUG 1999,1157
164,10.15,-0.7,Darren CAMPBELL,12 SEP 1973,GBR,5sf1,,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1159
180,10.16,0.0,Eric NKANSAH,12 DEC 1974,GHA,1,,Bitburg (GER),21 MAY 1999,1152
180,10.16,-1.0,Maurice GREENE,23 JUL 1974,USA,1,,Milano (ITA),09 JUN 1999,1158
180,10.16,-0.2,Tim HARDEN,27 JAN 1974,USA,1,,"Raleigh, NC (USA)",12 JUN 1999,1153
180,10.16,+1.3,Brian LEWIS,05 DEC 1974,USA,5,,Villeneuve d'Ascq (FRA),13 JUN 1999,1152
180,10.16,+0.4,André Domingos DA SILVA,26 NOV 1972,BRA,,,Bogotá (COL),25 JUN 1999,1152
180,10.16,+1.5,Curtis JOHNSON,24 DEC 1973,USA,sf,,"Eugene, OR (USA)",25 JUN 1999,1152
180,10.16,-0.9,Troy DOUGLAS,30 NOV 1962,NED,1,,Apeldoorn (NED),26 JUN 1999,1157
180,10.16,+0.8,Eric NKANSAH,12 DEC 1974,GHA,5,,"Stadio Olimpico, Roma (ITA)",07 JUL 1999,1152
180,10.16,-0.9,Jason GARDENER,17 SEP 1975,GBR,sf,,Birmingham (GBR),24 JUL 1999,1157
180,10.16,-0.6,Darren CAMPBELL,12 SEP 1973,GBR,7f1,,"Crystal Palace, London (GBR)",07 AUG 1999,1155
180,10.16,+0.3,Matt SHIRVINGTON,25 OCT 1978,AUS,3qf2,,"La Cartuja, Sevilla (ESP)",21 AUG 1999,1152
180,10.16,+0.3,Roland NÉMETH,19 SEP 1974,HUN,4qf2,,"La Cartuja, Sevilla (ESP)",21 AUG 1999,1152
180,10.16,-0.3,Leonard MYLES-MILLS,05 SEP 1973,GHA,6sf2,,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1153
180,10.16,+1.5,Maurice GREENE,23 JUL 1974,USA,1,,Glasgow (GBR),03 SEP 1999,1152
194,10.17,+1.7,Sultan MCCULLOUGH,12 FEB 1980,USA,1,,"Los Angeles, CA (USA)",06 MAR 1999,1148
194,10.17,+1.2,Sultan MCCULLOUGH,12 FEB 1980,USA,h,,"Boise, ID (USA)",03 JUN 1999,1148
194,10.17,-0.2,Jon DRUMMOND,09 SEP 1968,USA,2,,"Raleigh, NC (USA)",12 JUN 1999,1149
194,10.17,+1.3,Marlon DEVONISH,01 JUN 1976,GBR,6,,Villeneuve d'Ascq (FRA),13 JUN 1999,1148
194,10.17,-0.1,Sunday EMMANUEL,08 OCT 1978,NGR,f2,,Athina (GRE),16 JUN 1999,1148
194,10.17,+1.7,Gábor DOBOS,21 FEB 1976,HUN,1h4,,Budapest (HUN),03 JUL 1999,1148
194,10.17,+1.0,Patrick JOHNSON,26 SEP 1972,AUS,5,,Luzern (SUI),05 JUL 1999,1148
194,10.17,+0.6,Eric NKANSAH,12 DEC 1974,GHA,1,,Cuxhaven (GER),23 JUL 1999,1148
194,10.17,+0.7,Leonard MYLES-MILLS,05 SEP 1973,GHA,1,,Lappeenranta (FIN),25 JUL 1999,1148
194,10.17,+0.2,Coby MILLER,19 OCT 1976,USA,2f1,,Linz (AUT),26 JUL 1999,1148
194,10.17,+0.8,Dwain CHAMBERS,05 APR 1978,GBR,3h2,,Stockholm (SWE),30 JUL 1999,1148
194,10.17,+0.8,Curtis JOHNSON,24 DEC 1973,USA,4h2,,Stockholm (SWE),30 JUL 1999,1148
194,10.17,+0.4,Jon DRUMMOND,09 SEP 1968,USA,2,,Malmö (SWE),02 AUG 1999,1148
194,10.17,+1.4,Curtis JOHNSON,24 DEC 1973,USA,1f2,,"Crystal Palace, London (GBR)",07 AUG 1999,1148
208,10.18,+1.7,John CAPEL,27 OCT 1978,USA,1,,"Los Angeles, CA (USA)",03 APR 1999,1145
208,10.18,+1.8,Coby MILLER,19 OCT 1976,USA,1,,"Gainesville, FL (USA)",17 APR 1999,1145
208,10.18,+1.6,Roland NÉMETH,19 SEP 1974,HUN,1,,Budapest (HUN),08 MAY 1999,1145
208,10.18,+1.7,Bobby CRUSE,20 MAR 1978,USA,1,,Mt. Pleasant (USA),22 MAY 1999,1145
208,10.18,+0.4,Sultan MCCULLOUGH,12 FEB 1980,USA,1,,"Tempe, AZ (USA)",22 MAY 1999,1145
208,10.18,0.0,Greg SADDLER,29 JUN 1974,USA,2,,Rehlingen (GER),24 MAY 1999,1145
208,10.18,+1.2,Greg SADDLER,29 JUN 1974,USA,1,,Cottbus (GER),26 MAY 1999,1145
208,10.18,+1.2,Coby MILLER,19 OCT 1976,USA,h,,"Boise, ID (USA)",03 JUN 1999,1145
208,10.18,-0.6,Jon DRUMMOND,09 SEP 1968,USA,h,,"Eugene, OR (USA)",24 JUN 1999,1148
208,10.18,+2.0,Eric NKANSAH,12 DEC 1974,GHA,1,,Heidelberg (GER),25 JUN 1999,1145
208,10.18,-0.9,Koji ITO,29 JAN 1970,JPN,1h1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1999,1150
208,10.18,-0.3,Tim HARDEN,27 JAN 1974,USA,4h2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1999,1146
208,10.18,+1.7,Antoine BOUSSOMBO,18 MAY 1968,GAB,h,,Budapest (HUN),03 JUL 1999,1145
208,10.18,-0.6,Tim MONTGOMERY,28 JAN 1975,USA,3,,Zagreb (CRO),05 JUL 1999,1148
