Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
1,10.00,0.0,Carl LEWIS,01 JUL 1961,USA,1f3,,"Dallas, TX (USA)",16 MAY 1981,1206
2,10.04,+1.0,Mel LATTANY,10 AUG 1959,USA,1,,"Athens, GA (USA)",11 APR 1981,1193
3,10.05,-0.8,James SANFORD,27 DEC 1957,USA,1,,"Westwood, CA (USA)",10 MAY 1981,1193
4,10.06,-0.2,Mel LATTANY,10 AUG 1959,USA,1,,"Gainesville, FL (USA)",16 MAY 1981,1187
4,10.06,+2.0,Mel LATTANY,10 AUG 1959,USA,1,,London (GBR),31 JUL 1981,1186
6,10.07,+1.5,Mel LATTANY,10 AUG 1959,USA,1,,Budapest (HUN),29 JUL 1981,1182
7,10.08,+0.9,James SANFORD,27 DEC 1957,USA,1,,"Westwood, CA (USA)",01 AUG 1981,1179
8,10.09,-0.9,Mel LATTANY,10 AUG 1959,USA,1,,Zürich (SUI),19 AUG 1981,1181
9,10.10,-0.8,Stanley FLOYD,23 JUN 1961,USA,2,,"Westwood, CA (USA)",10 MAY 1981,1176
10,10.11,+1.8,Jeff PHILLIPS,16 MAY 1957,USA,1sf3,,"Baton Rouge, LA (USA)",05 JUN 1981,1169
11,10.12,+1.5,Stanley FLOYD,23 JUN 1961,USA,2,,Budapest (HUN),29 JUL 1981,1165
11,10.12,+0.4,Mel LATTANY,10 AUG 1959,USA,1,,Köln (GER),23 AUG 1981,1165
13,10.13,0.0,Carl LEWIS,01 JUL 1961,USA,1,,"Knoxville, TN (USA)",23 MAY 1981,1162
13,10.13,+0.1,James SANFORD,27 DEC 1957,USA,1,,"Wichita, KS (USA)",30 MAY 1981,1162
13,10.13,+1.8,Carl LEWIS,01 JUL 1961,USA,1sf1,,"Baton Rouge, LA (USA)",05 JUN 1981,1162
13,10.13,0.0,Carl LEWIS,01 JUL 1961,USA,1,,Firenze (ITA),10 JUN 1981,1162
13,10.13,+0.4,Carl LEWIS,01 JUL 1961,USA,1,,"Sacramento, CA (USA)",20 JUN 1981,1162
18,10.14,0.0,Jeff PHILLIPS,16 MAY 1957,USA,2,,"Knoxville, TN (USA)",23 MAY 1981,1159
18,10.14,0.0,James SANFORD,27 DEC 1957,USA,1,,Milano (ITA),08 JUL 1981,1159
18,10.14,0.0,Stanley FLOYD,23 JUN 1961,USA,2,,Milano (ITA),08 JUL 1981,1159
21,10.15,+1.8,Ron BROWN,31 MAR 1961,USA,2sf1,,"Baton Rouge, LA (USA)",05 JUN 1981,1155
21,10.15,0.0,Colin BRADFORD,30 MAY 1955,JAM,1,,Ciudad Bolívar (VEN),14 AUG 1981,1155
23,10.16,+0.8,Stanley FLOYD,23 JUN 1961,USA,1,,Fort-de-France (FRA),16 MAY 1981,1152
23,10.16,+0.5,Mel LATTANY,10 AUG 1959,USA,1,,Rieti (ITA),09 SEP 1981,1152
25,10.17,0.0,Carl LEWIS,01 JUL 1961,USA,1h1,,Firenze (ITA),10 JUN 1981,1148
25,10.17,-0.9,Allan WELLS,03 MAY 1952,GBR,1,,Zagreb (CRO),15 AUG 1981,1153
27,10.18,0.0,James SANFORD,27 DEC 1957,USA,1,,"Los Angeles, CA (USA)",21 MAR 1981,1145
27,10.18,+0.6,Rudy LEVARITY,12 DEC 1958,BAH,1,,"College Station, TX (USA)",25 APR 1981,1145
27,10.18,0.0,Emmit KING,24 MAR 1959,USA,3,,"Knoxville, TN (USA)",23 MAY 1981,1145
