Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
20,9.89,+0.8,Kenneth BEDNAREK,14 OCT 1998,USA,4,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1245
20,9.89,+0.1,Andre DE GRASSE,10 NOV 1994,CAN,3,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1245
20,9.89,-0.4,Andre DE GRASSE,10 NOV 1994,CAN,2,,"Letzigrund, Zürich (SUI)",09 SEP 2021,1247
24,9.90,-0.3,Trayvon BROMELL,10 JUL 1995,USA,1sf1,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1242
24,9.90,+0.9,Akani SIMBINE,21 SEP 1993,RSA,4sf3,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1241
26,9.91,+2.0,Fred KERLEY,07 MAY 1995,USA,1f1,,"Tropical Park Track, Miami, FL (USA)",24 APR 2021,1238
26,9.91,+0.8,Micah WILLIAMS,12 NOV 2001,USA,5,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1238
26,9.91,+0.3,Ronnie BAKER,15 OCT 1993,USA,1,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1238
26,9.91,+0.6,Andre DE GRASSE,10 NOV 1994,CAN,1h5,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1238
26,9.91,-0.4,Ronnie BAKER,15 OCT 1993,USA,3,,"Letzigrund, Zürich (SUI)",09 SEP 2021,1240
31,9.92,+1.5,Trayvon BROMELL,10 JUL 1995,USA,1,,"Irvine, CA (USA)",15 MAY 2021,1234
31,9.92,+0.7,Fred KERLEY,07 MAY 1995,USA,1sf2,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1234
33,9.93,+1.9,Fred KERLEY,07 MAY 1995,USA,2h4,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1231
33,9.93,+0.1,Akani SIMBINE,21 SEP 1993,RSA,4,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1231
35,9.94,+1.4,Ronnie BAKER,15 OCT 1993,USA,1,,"Mike A. Myers Stadium, Austin, TX (USA)",27 MAR 2021,1227
35,9.94,+1.6,Jo'Vaughn MARTIN,,USA,1f2,,"Percy Beard Track, Gainesville, FL (USA)",17 APR 2021,1227
35,9.94,+1.3,Gift LEOTLELA,12 MAY 1998,RSA,1,,"UJ Stadium, Johannesburg (RSA)",14 MAY 2021,1227
35,9.94,+0.5,Isiah YOUNG,05 JAN 1990,USA,1,,"Boston, MA (USA)",23 MAY 2021,1227
35,9.94,+0.7,Ronnie BAKER,15 OCT 1993,USA,2sf2,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1227
35,9.94,+0.1,Lamont Marcell JACOBS,26 SEP 1994,ITA,1h3,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1227
35,9.94,+0.1,Fred KERLEY,07 MAY 1995,USA,1,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1227
42,9.95,+1.5,Lamont Marcell JACOBS,26 SEP 1994,ITA,1h2,,"Centro Sportivo Fontanassa, Savona (ITA)",13 MAY 2021,1224
42,9.95,+2.0,Ryota YAMAGATA,10 JUN 1992,JPN,1f1,,"Athletic Stadium, Tottori (JPN)",06 JUN 2021,1224
42,9.95,+1.9,Noah LYLES,18 JUL 1997,USA,3h4,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1224
42,9.95,+0.1,Yohan BLAKE,26 DEC 1989,JAM,1,,"Marietta HS, Marietta, GA (USA)",09 JUL 2021,1224
42,9.95,+0.1,Ronnie BAKER,15 OCT 1993,USA,5,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1224
42,9.95,0.0,Marvin BRACY,15 DEC 1993,USA,1,,"Olympiastadion, Berlin (GER)",12 SEP 2021,1224
42,9.95,+0.1,Bingtian SU,29 AUG 1989,CHN,1,,Xi'an (CHN),21 SEP 2021,1224
49,9.96,+1.9,Cravon GILLESPIE,31 JUL 1996,USA,1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1220
49,9.96,+1.4,Fred KERLEY,07 MAY 1995,USA,1f1,,"Mestský Stadion, Ostrava (CZE)",19 MAY 2021,1220
49,9.96,-0.3,Kenneth BEDNAREK,14 OCT 1998,USA,2sf1,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1221
49,9.96,-0.1,Fred KERLEY,07 MAY 1995,USA,1sf1,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1220
49,9.96,+0.4,Ferdinand OMANYALA,02 JAN 1996,KEN,1h4,,"Pramtalstadion, Andorf (AUT)",14 AUG 2021,1220
49,9.96,-0.4,Trayvon BROMELL,10 JUL 1995,USA,4,,"Letzigrund, Zürich (SUI)",09 SEP 2021,1222
55,9.97,+1.5,Benjamin AZAMATI,14 JAN 1998,GHA,1h8,,"Mike A. Myers Stadium, Austin, TX (USA)",26 MAR 2021,1217
55,9.97,+1.9,Kyree KING,09 JUL 1994,USA,1f2,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1217
55,9.97,+0.7,Noah LYLES,18 JUL 1997,USA,3sf2,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1217
55,9.97,+0.6,Fred KERLEY,07 MAY 1995,USA,2h5,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1217
55,9.97,+0.1,Trayvon BROMELL,10 JUL 1995,USA,2,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1217
55,9.97,-0.5,Michael NORMAN,03 DEC 1997,USA,1,,"Stadio Colbachini, Padova (ITA)",05 SEP 2021,1220
55,9.97,+0.8,Ronnie BAKER,15 OCT 1993,USA,2,,"Sports Park Mladost, Zagreb (CRO)",14 SEP 2021,1217
62,9.98,+1.9,Justin GATLIN,10 FEB 1982,USA,2f2,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1213
62,9.98,+1.4,Justin GATLIN,10 FEB 1982,USA,1f1,,"Percy Beard Track, Gainesville, FL (USA)",17 APR 2021,1213
62,9.98,-0.9,Bingtian SU,29 AUG 1989,CHN,1,,Zhaoqing (CHN),24 APR 2021,1218
62,9.98,+0.8,Bingtian SU,29 AUG 1989,CHN,1,,"Shangyu Stadium, Shaoxing (CHN)",11 JUN 2021,1213
62,9.98,+1.2,Yohan BLAKE,26 DEC 1989,JAM,1sf1,,"National Stadium, Kingston (JAM)",25 JUN 2021,1213
62,9.98,+0.3,Akani SIMBINE,21 SEP 1993,RSA,2,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1213
62,9.98,+0.4,Trayvon BROMELL,10 JUL 1995,USA,1,,"International Stadium, Gateshead (GBR)",13 JUL 2021,1213
62,9.98,+0.3,Enoch ADEGOKE,08 MAR 2000,NGR,1h2,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1213
62,9.98,+0.1,Bingtian SU,29 AUG 1989,CHN,6,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1213
62,9.98,-0.1,Andre DE GRASSE,10 NOV 1994,CAN,2sf1,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1213
62,9.98,-0.2,Zharnel HUGHES,13 JUL 1995,GBR,1sf2,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1214
62,9.98,-1.0,Marvin BRACY,15 DEC 1993,USA,1h1,,"Christian Brothers HS, Memphis, TN (USA)",15 AUG 2021,1219
62,9.98,+0.2,Marvin BRACY,15 DEC 1993,USA,1,,"Stadio Quercia, Rovereto (ITA)",31 AUG 2021,1213
62,9.98,+0.1,Michael NORMAN,03 DEC 1997,USA,3,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1213
62,9.98,-0.5,Marvin BRACY,15 DEC 1993,USA,2,,"Stadio Colbachini, Padova (ITA)",05 SEP 2021,1216
77,9.99,-3.0,Akani SIMBINE,21 SEP 1993,RSA,1,,"Bestmed Tuks Stadium, Pretoria (RSA)",27 MAR 2021,1228
77,9.99,+0.2,Akani SIMBINE,21 SEP 1993,RSA,1,,"Bestmed Tuks Stadium, Pretoria (RSA)",16 APR 2021,1210
77,9.99,+1.4,Andre DE GRASSE,10 NOV 1994,CAN,2f1,,"Percy Beard Track, Gainesville, FL (USA)",17 APR 2021,1210
77,9.99,+1.9,Isiah YOUNG,05 JAN 1990,USA,2,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1210
77,9.99,+1.3,Ronnie BAKER,15 OCT 1993,USA,1,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",31 MAY 2021,1210
77,9.99,+0.3,Lamont Marcell JACOBS,26 SEP 1994,ITA,3,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1210
83,10.00,+1.9,Cejhae GREENE,06 OCT 1995,ANT,3f2,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1206
83,10.00,+0.9,Femi OGUNODE,15 MAY 1991,QAT,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1206
83,10.00,+1.6,Micah WILLIAMS,12 NOV 2001,USA,1h1,,"Cushing Stadium, College Station, TX (USA)",29 MAY 2021,1206
83,10.00,+1.2,Enoch ADEGOKE,08 MAR 2000,NGR,1,,"Yabatech Sport Complex, Lagos (NGR)",17 JUN 2021,1206
83,10.00,+2.0,Marvin BRACY,15 DEC 1993,USA,1h3,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1206
83,10.00,+0.8,Cravon GILLESPIE,31 JUL 1996,USA,6,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1206
83,10.00,-0.3,Justin GATLIN,10 FEB 1982,USA,3sf1,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1207
83,10.00,+0.6,Tyquendo TRACEY,10 JUN 1993,JAM,1,,"National Stadium, Kingston (JAM)",25 JUN 2021,1206
83,10.00,+1.2,Michael RODGERS,24 APR 1985,USA,2,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1206
83,10.00,+0.3,Andre DE GRASSE,10 NOV 1994,CAN,4,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1206
83,10.00,-0.1,Ferdinand OMANYALA,02 JAN 1996,KEN,3sf1,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1206
83,10.00,-0.2,Enoch ADEGOKE,08 MAR 2000,NGR,2sf2,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1207
83,10.00,-0.2,Trayvon BROMELL,10 JUL 1995,USA,3sf2,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1207
96,10.01,+1.2,Cejhae GREENE,06 OCT 1995,ANT,1f1,,"Tropical Park Track, Miami, FL (USA)",20 MAR 2021,1203
96,10.01,+1.4,Ferdinand OMANYALA,02 JAN 1996,KEN,1h1,,"Yabatech Sport Complex, Lagos (NGR)",30 MAR 2021,1203
96,10.01,+1.9,Emmanuel MATADI,15 APR 1991,LBR,4f2,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1203
96,10.01,-0.2,Trayvon BROMELL,10 JUL 1995,USA,1,,"Hayward Field, Eugene, OR (USA)",24 APR 2021,1204
96,10.01,+0.3,Trayvon BROMELL,10 JUL 1995,USA,1h1,,"Hayward Field, Eugene, OR (USA)",24 APR 2021,1203
96,10.01,+2.0,Jason ROGERS,31 AUG 1991,SKN,2f1,,"Tropical Park Track, Miami, FL (USA)",24 APR 2021,1203
96,10.01,+1.9,Christopher BELCHER,29 JAN 1994,USA,3,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1203
96,10.01,+2.0,Shuhei TADA,24 JUN 1996,JPN,2f1,,"Athletic Stadium, Tottori (JPN)",06 JUN 2021,1203
96,10.01,+1.7,Ryota YAMAGATA,10 JUN 1992,JPN,1h2,,"Athletic Stadium, Tottori (JPN)",06 JUN 2021,1203
96,10.01,+2.0,Christopher BELCHER,29 JAN 1994,USA,2h3,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1203
96,10.01,+0.6,Yohan BLAKE,26 DEC 1989,JAM,2,,"National Stadium, Kingston (JAM)",25 JUN 2021,1203
96,10.01,-1.0,Lamont Marcell JACOBS,26 SEP 1994,ITA,1,,"Stadio Quercia, Rovereto (ITA)",26 JUN 2021,1209
96,10.01,+0.3,Trayvon BROMELL,10 JUL 1995,USA,5,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1203
96,10.01,+0.6,Ferdinand OMANYALA,02 JAN 1996,KEN,3h5,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1203
96,10.01,+0.8,Rohan BROWNING,31 DEC 1997,AUS,1h7,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1203
96,10.01,+2.0,Erik CARDOSO,03 MAR 2000,BRA,1,,Bragança Paulista (BRA),04 SEP 2021,1203
112,10.02,+2.0,Cejhae GREENE,06 OCT 1995,ANT,1h2,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1199
112,10.02,+1.8,Benjamin AZAMATI,14 JAN 1998,GHA,1,,"GVSU Track/Lacrosse Stadium, Allendale, MI (USA)",29 MAY 2021,1199
112,10.02,+1.7,Cravon GILLESPIE,31 JUL 1996,USA,1,,"CVEATC, Chula Vista, CA (USA)",30 MAY 2021,1199
112,10.02,+1.5,Ferdinand OMANYALA,02 JAN 1996,KEN,1,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",17 JUN 2021,1199
112,10.02,-0.3,Micah WILLIAMS,12 NOV 2001,USA,4sf1,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1200
112,10.02,+1.2,Marvin BRACY,15 DEC 1993,USA,3,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1199
112,10.02,+0.3,Femi OGUNODE,15 MAY 1991,QAT,2h2,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1199
112,10.02,+0.1,Ferdinand OMANYALA,02 JAN 1996,KEN,4,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1199
120,10.03,+1.0,Fred KERLEY,07 MAY 1995,USA,1f1,,"National Training Center, Clermont, FL (USA)",04 APR 2021,1196
120,10.03,+2.0,Kyree KING,09 JUL 1994,USA,2h2,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1196
120,10.03,+1.4,Kenneth BEDNAREK,14 OCT 1998,USA,3f1,,"Percy Beard Track, Gainesville, FL (USA)",17 APR 2021,1196
120,10.03,-1.0,Micah WILLIAMS,12 NOV 2001,USA,1f1,,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",01 MAY 2021,1202
120,10.03,+0.5,Benjamin AZAMATI,14 JAN 1998,GHA,1h1,,"West Texas A&M University Track & Soccer Complex, Canyon, TX (USA)",07 MAY 2021,1196
120,10.03,+1.9,Chijindu UJAH,05 MAR 1994,GBR,4,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1196
120,10.03,+0.3,Noah LYLES,18 JUL 1997,USA,1h2,,"Boston, MA (USA)",23 MAY 2021,1196
120,10.03,-0.3,Cravon GILLESPIE,31 JUL 1996,USA,5sf1,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1197
120,10.03,+1.1,Yohan BLAKE,26 DEC 1989,JAM,1h2,,"National Stadium, Kingston (JAM)",24 JUN 2021,1196
120,10.03,+0.8,Julian FORTE,07 JAN 1993,JAM,1sf2,,"National Stadium, Kingston (JAM)",25 JUN 2021,1196
120,10.03,-0.8,Ronnie BAKER,15 OCT 1993,USA,1,,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1200
120,10.03,+0.2,Ronnie BAKER,15 OCT 1993,USA,1h1,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1196
120,10.03,-0.1,Gift LEOTLELA,12 MAY 1998,RSA,4sf1,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1196
120,10.03,+0.8,Trayvon BROMELL,10 JUL 1995,USA,3,,"Sports Park Mladost, Zagreb (CRO)",14 SEP 2021,1196
120,10.03,+1.2,Justin GATLIN,10 FEB 1982,USA,3,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",18 SEP 2021,1196
135,10.04,+2.0,Nigel ELLIS,08 AUG 1997,JAM,3f1,,"Tropical Park Track, Miami, FL (USA)",24 APR 2021,1193
135,10.04,+1.9,Kyree KING,09 JUL 1994,USA,5,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1193
135,10.04,+1.3,Benjamin AZAMATI,14 JAN 1998,GHA,1h2,,"GVSU Track/Lacrosse Stadium, Allendale, MI (USA)",27 MAY 2021,1193
135,10.04,0.0,Shaun MASWANGANYI,01 FEB 2001,RSA,1h3,,"Cushing Stadium, College Station, TX (USA)",29 MAY 2021,1193
135,10.04,+0.6,Oblique SEVILLE,16 MAR 2001,JAM,3,,"National Stadium, Kingston (JAM)",25 JUN 2021,1193
135,10.04,+1.2,Tyquendo TRACEY,10 JUN 1993,JAM,2sf1,,"National Stadium, Kingston (JAM)",25 JUN 2021,1193
135,10.04,+1.2,Isiah YOUNG,05 JAN 1990,USA,4,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1193
135,10.04,+0.3,Zharnel HUGHES,13 JUL 1995,GBR,3h2,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1193
135,10.04,+0.1,Oblique SEVILLE,16 MAR 2001,JAM,2h3,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1193
135,10.04,0.0,Gift LEOTLELA,12 MAY 1998,RSA,1h4,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1193
135,10.04,0.0,Elijah HALL,22 AUG 1994,USA,1f1,,"Lantos Mihály Sportközpont, Budapest (HUN)",24 AUG 2021,1193
135,10.04,+0.7,Marvin BRACY,15 DEC 1993,USA,1,,"Stade Charléty, Paris (FRA)",28 AUG 2021,1193
135,10.04,+1.2,Mouhamadou FALL,25 FEB 1992,FRA,4,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",18 SEP 2021,1193
148,10.05,+0.6,Bingtian SU,29 AUG 1989,CHN,1f4,,Shenzhen (CHN),20 MAR 2021,1189
148,10.05,+1.0,Rohan BROWNING,31 DEC 1997,AUS,1,,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",27 MAR 2021,1189
148,10.05,+1.5,Andre DE GRASSE,10 NOV 1994,CAN,2,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",30 APR 2021,1189
148,10.05,+1.5,Divine ODUDURU,07 OCT 1996,NGR,3,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",30 APR 2021,1189
148,10.05,+1.9,Yohan BLAKE,26 DEC 1989,JAM,1f5,,"GC Foster College, Spanish Town (JAM)",08 MAY 2021,1189
148,10.05,+1.4,Davonte BURNETT,27 FEB 2000,USA,1,,"Katherine B. Loker Stadium, Los Angeles, CA (USA)",16 MAY 2021,1189
148,10.05,+0.2,Noah LYLES,18 JUL 1997,USA,2f1,,"National Training Center, Clermont, FL (USA)",30 MAY 2021,1189
148,10.05,+0.4,Terrance LAIRD,12 OCT 1998,USA,1,,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1189
148,10.05,+1.5,Mark Otieno ODHIAMBO,11 MAY 1993,KEN,2,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",17 JUN 2021,1189
148,10.05,+2.0,Kyree KING,09 JUL 1994,USA,3h3,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1189
148,10.05,+0.8,Noah LYLES,18 JUL 1997,USA,7,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1189
148,10.05,+1.0,Davonte BURNETT,27 FEB 2000,USA,h3,,"National Stadium, Kingston (JAM)",24 JUN 2021,1189
148,10.05,-0.4,Chijindu UJAH,05 MAR 1994,GBR,1,,"Sportcity Regional Arena, Manchester (GBR)",26 JUN 2021,1191
148,10.05,-0.8,Lamont Marcell JACOBS,26 SEP 1994,ITA,2,,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1193
148,10.05,+0.3,Trayvon BROMELL,10 JUL 1995,USA,4h2,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1189
148,10.05,0.0,Bingtian SU,29 AUG 1989,CHN,2h4,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1189
148,10.05,0.0,Marvin BRACY,15 DEC 1993,USA,2f1,,"Lantos Mihály Sportközpont, Budapest (HUN)",24 AUG 2021,1189
165,10.06,+1.7,Fred KERLEY,07 MAY 1995,USA,1h1,,"National Training Center, Clermont, FL (USA)",04 APR 2021,1186
165,10.06,+1.7,Terrance LAIRD,12 OCT 1998,USA,1f1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",17 APR 2021,1186
165,10.06,+1.6,Ferdinand OMANYALA,02 JAN 1996,KEN,1f2,,"Bestmed Tuks Stadium, Pretoria (RSA)",22 MAY 2021,1186
165,10.06,+1.6,Joseph Paul AMOAH,12 JAN 1997,GHA,1h2,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1186
165,10.06,+1.0,Enoch ADEGOKE,08 MAR 2000,NGR,1sf2,,"Yabatech Sport Complex, Lagos (NGR)",17 JUN 2021,1186
165,10.06,+0.2,Lamont Marcell JACOBS,26 SEP 1994,ITA,1,,"Stadion Śląski, Chorzów (POL)",20 JUN 2021,1186
165,10.06,+0.1,Guanfeng CHEN,05 FEB 2000,CHN,1,,Chongqing (CHN),24 JUN 2021,1186
165,10.06,-0.1,Zharnel HUGHES,13 JUL 1995,GBR,1sf1,,"Sportcity Regional Arena, Manchester (GBR)",26 JUN 2021,1186
165,10.06,+0.8,Yohan BLAKE,26 DEC 1989,JAM,2h7,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1186
165,10.06,-0.4,Jerome BLAKE,18 AUG 1995,CAN,2,,"Christian Brothers HS, Memphis, TN (USA)",15 AUG 2021,1188
165,10.06,-1.2,Jimmy VICAUT,27 FEB 1992,FRA,1f2,,"Stade Jules Ladoumegue, La Roche-sur-Yon (FRA)",03 SEP 2021,1193
165,10.06,-0.1,Andre DE GRASSE,10 NOV 1994,CAN,1,,"Stadio Comunale, Bellinzona (SUI)",14 SEP 2021,1186
165,10.06,-0.4,Bingtian SU,29 AUG 1989,CHN,1sf1,,Xi'an (CHN),20 SEP 2021,1188
178,10.07,+2.0,Paulo André CAMILO,20 AUG 1998,BRA,1f1,,"Cougar Athletic Stadium, Azusa, CA (USA)",10 APR 2021,1182
178,10.07,+2.0,Julian FORTE,07 JAN 1993,JAM,4f1,,"Tropical Park Track, Miami, FL (USA)",24 APR 2021,1182
178,10.07,+1.6,Benjamin AZAMATI,14 JAN 1998,GHA,1,,"West Texas A&M University Track & Soccer Complex, Canyon, TX (USA)",08 MAY 2021,1182
178,10.07,+0.8,Emmanuel MATADI,15 APR 1991,LBR,1,,"Stadion Juliska, Praha (CZE)",07 JUN 2021,1182
178,10.07,+1.2,Usheoritse ITSEKIRI,31 JAN 1998,NGR,2,,"Yabatech Sport Complex, Lagos (NGR)",17 JUN 2021,1182
178,10.07,-0.3,Kenneth BEDNAREK,14 OCT 1998,USA,1h1,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1183
178,10.07,+0.6,Julian FORTE,07 JAN 1993,JAM,4,,"National Stadium, Kingston (JAM)",25 JUN 2021,1182
178,10.07,+0.2,Jimmy VICAUT,27 FEB 1992,FRA,2h1,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1182
186,10.08,+1.9,Aaron BROWN,27 MAY 1992,CAN,5f2,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1179
186,10.08,+2.0,Marvin BRACY,15 DEC 1993,USA,3h2,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1179
186,10.08,+1.4,Noah LYLES,18 JUL 1997,USA,4f1,,"Percy Beard Track, Gainesville, FL (USA)",17 APR 2021,1179
186,10.08,+1.4,Justin GATLIN,10 FEB 1982,USA,2f1,,"Mestský Stadion, Ostrava (CZE)",19 MAY 2021,1179
186,10.08,+1.6,Javonte' HARDING,29 AUG 2001,USA,2h2,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1179
186,10.08,+1.6,Lance LANG,01 FEB 2001,USA,2h2,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1179
186,10.08,+1.5,Chris ROYSTER,24 JAN 1992,USA,3f2,,"Ansin Sports Complex, Miramar, FL (USA)",05 JUN 2021,1179
186,10.08,-0.1,Akani SIMBINE,21 SEP 1993,RSA,1,,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1179
186,10.08,-0.3,Isiah YOUNG,05 JAN 1990,USA,2h1,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1180
