Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
26,9.97,+2.0,Michael MARSH,04 AUG 1967,USA,h,,"Indianapolis, IN (USA)",12 JUN 1997,1217
26,9.97,+1.0,Donovan BAILEY,16 DEC 1967,CAN,3f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1217
26,9.97,+1.1,Seun OGUNKOYA,28 DEC 1977,NGR,1,,Formia (ITA),13 JUL 1997,1217
26,9.97,+1.2,Frank FREDERICKS,02 OCT 1967,NAM,1,,Kingston (JAM),19 SEP 1997,1217
30,9.98,+1.4,Percival SPENCER,24 FEB 1975,JAM,1,,Kingston (JAM),19 JUN 1997,1213
30,9.98,-0.7,Frank FREDERICKS,02 OCT 1967,NAM,1f1,,Zürich (SUI),13 AUG 1997,1217
32,9.99,0.0,Donovan BAILEY,16 DEC 1967,CAN,1,,Vancouver (CAN),18 MAY 1997,1210
32,9.99,+1.2,Tim MONTGOMERY,28 JAN 1975,USA,1qf3,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1210
32,9.99,+0.5,Frank FREDERICKS,02 OCT 1967,NAM,1qf6,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1210
32,9.99,-0.7,Maurice GREENE,23 JUL 1974,USA,2f1,,Zürich (SUI),13 AUG 1997,1214
32,9.99,+0.4,Tim MONTGOMERY,28 JAN 1975,USA,1,,"Stade Louis II, Monaco (MON)",16 AUG 1997,1210
32,9.99,-0.7,Donovan BAILEY,16 DEC 1967,CAN,1,,Köln (GER),24 AUG 1997,1214
32,9.99,+0.3,Frank FREDERICKS,02 OCT 1967,NAM,1,,"Olympiastadion, Berlin (GER)",26 AUG 1997,1210
39,10.00,+0.9,Brian LEWIS,05 DEC 1974,USA,h,,"Indianapolis, IN (USA)",12 JUN 1997,1206
39,10.00,-0.8,Ato BOLDON,30 DEC 1973,TTO,1sf1,,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1210
41,10.01,+0.8,Kareem STREETE-THOMPSON,30 MAR 1973,USA,1f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1203
41,10.01,+0.6,Maurice GREENE,23 JUL 1974,USA,2f1,,Stockholm (SWE),07 JUL 1997,1203
41,10.01,-0.7,Tim MONTGOMERY,28 JAN 1975,USA,2,,Köln (GER),24 AUG 1997,1207
44,10.02,+1.7,Michael GREEN,07 NOV 1970,JAM,1,,"Knoxville, TN (USA)",10 APR 1997,1199
44,10.02,+1.0,Tim MONTGOMERY,28 JAN 1975,USA,4f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1199
44,10.02,+0.6,Dennis MITCHELL,20 FEB 1966,USA,3f1,,Stockholm (SWE),07 JUL 1997,1199
44,10.02,+0.2,Ato BOLDON,30 DEC 1973,TTO,5,,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1199
48,10.03,0.0,Percival SPENCER,24 FEB 1975,JAM,1,,"Austin, TX (USA)",03 APR 1997,1196
48,10.03,+0.2,Michael MARSH,04 AUG 1967,USA,3,,"Indianapolis, IN (USA)",13 JUN 1997,1196
48,10.03,+0.2,Jon DRUMMOND,09 SEP 1968,USA,4,,"Indianapolis, IN (USA)",13 JUN 1997,1196
48,10.03,-2.1,Donovan BAILEY,16 DEC 1967,CAN,1,,Abbotsford (CAN),19 JUL 1997,1208
52,10.04,0.0,Innocent ASONZE,30 DEC 1972,NGR,1,,Enugu (NGR),26 APR 1997,1193
52,10.04,+1.6,Kenny BROKENBURR,29 OCT 1968,USA,h,,"Indianapolis, IN (USA)",12 JUN 1997,1193
52,10.04,+1.6,Leroy BURRELL,21 FEB 1967,USA,h,,"Indianapolis, IN (USA)",12 JUN 1997,1193
52,10.04,+0.2,Brian LEWIS,05 DEC 1974,USA,5,,"Indianapolis, IN (USA)",13 JUN 1997,1193
52,10.04,+0.2,Linford CHRISTIE,02 APR 1960,GBR,1,,"Olympiastadion, München (GER)",21 JUN 1997,1193
52,10.04,0.0,Maurice GREENE,23 JUL 1974,USA,2,,Stuttgart (GER),13 JUL 1997,1193
52,10.04,+0.2,Frank FREDERICKS,02 OCT 1967,NAM,1,,Tokyo (JPN),06 SEP 1997,1193
59,10.05,+0.5,Linford CHRISTIE,02 APR 1960,GBR,2,,Nürnberg (GER),13 JUN 1997,1189
59,10.05,-0.4,Frank FREDERICKS,02 OCT 1967,NAM,1,,Helsinki (FIN),18 JUN 1997,1191
59,10.05,+0.7,Tim MONTGOMERY,28 JAN 1975,USA,2,,Villeneuve d'Ascq (FRA),29 JUN 1997,1189
59,10.05,+0.7,Leroy BURRELL,21 FEB 1967,USA,3,,Villeneuve d'Ascq (FRA),29 JUN 1997,1189
59,10.05,-0.3,Michael MARSH,04 AUG 1967,USA,1qf4,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1190
59,10.05,-0.7,Tim MONTGOMERY,28 JAN 1975,USA,3f1,,Zürich (SUI),13 AUG 1997,1193
59,10.05,+0.4,Dennis MITCHELL,20 FEB 1966,USA,2,,"Stade Louis II, Monaco (MON)",16 AUG 1997,1189
59,10.05,+0.3,Donovan BAILEY,16 DEC 1967,CAN,2,,"Olympiastadion, Berlin (GER)",26 AUG 1997,1189
59,10.05,+0.3,Tim MONTGOMERY,28 JAN 1975,USA,2,,"Olympiastadion, Berlin (GER)",26 AUG 1997,1189
59,10.05,+1.2,Jon DRUMMOND,09 SEP 1968,USA,2,,Kingston (JAM),19 SEP 1997,1189
69,10.06,0.0,Seun OGUNKOYA,28 DEC 1977,NGR,1,,Benin City (NGR),22 MAR 1997,1186
69,10.06,+0.3,Kareem STREETE-THOMPSON,30 MAR 1973,USA,1,,"El Paso, TX (USA)",12 APR 1997,1186
69,10.06,0.0,Sunday EMMANUEL,08 OCT 1978,NGR,2,,Enugu (NGR),26 APR 1997,1186
69,10.06,+0.1,Tim MONTGOMERY,28 JAN 1975,USA,1,,Mito (JPN),05 MAY 1997,1186
69,10.06,+1.8,Davidson EZINWA,22 NOV 1971,NGR,1,,Jena (GER),25 MAY 1997,1186
69,10.06,+0.7,Kareem STREETE-THOMPSON,30 MAR 1973,USA,4,,Villeneuve d'Ascq (FRA),29 JUN 1997,1186
69,10.06,+0.2,Vincent HENDERSON,20 OCT 1972,USA,1,,Linz (AUT),09 JUL 1997,1186
69,10.06,+2.0,Dwain CHAMBERS,05 APR 1978,GBR,1,,"Bežigrajski stadion, Ljubljana (SLO)",25 JUL 1997,1186
69,10.06,+0.4,Bruny SURIN,12 JUL 1967,CAN,1qf2,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1186
69,10.06,+0.4,Maurice GREENE,23 JUL 1974,USA,3,,"Stade Louis II, Monaco (MON)",16 AUG 1997,1186
69,10.06,+0.4,Eric NKANSAH,12 DEC 1974,GHA,1,,Leverkusen (GER),20 AUG 1997,1186
80,10.07,0.0,Donovan BAILEY,16 DEC 1967,CAN,h,,Nürnberg (GER),13 JUN 1997,1182
80,10.07,+2.0,Percival SPENCER,24 FEB 1975,JAM,sf,,Kingston (JAM),20 JUN 1997,1182
80,10.07,-1.5,Donovan BAILEY,16 DEC 1967,CAN,1,,Paris (FRA),25 JUN 1997,1191
80,10.07,+1.0,Dennis MITCHELL,20 FEB 1966,USA,5f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1182
80,10.07,+0.2,Dennis MITCHELL,20 FEB 1966,USA,2,,Linz (AUT),09 JUL 1997,1182
80,10.07,+0.9,Osmond EZINWA,22 NOV 1971,NGR,1,,La Chaux-de-Fonds (SUI),24 AUG 1997,1182
80,10.07,+0.7,Vincent HENDERSON,20 OCT 1972,USA,1f2,,"Olympiastadion, Berlin (GER)",26 AUG 1997,1182
80,10.07,+0.3,Jean-Olivier ZIRIGNON,27 APR 1971,CIV,1,,Antananarivo (MAD),03 SEP 1997,1182
88,10.08,0.0,Innocent ASONZE,30 DEC 1972,NGR,2,,Benin City (NGR),22 MAR 1997,1179
88,10.08,+1.1,Percival SPENCER,24 FEB 1975,JAM,1,,"San Diego, CA (USA)",23 MAY 1997,1179
88,10.08,+0.8,Tony MCCALL,16 JUN 1974,USA,h,,"Indianapolis, IN (USA)",12 JUN 1997,1179
88,10.08,-0.2,Maurice GREENE,23 JUL 1974,USA,sf,,"Indianapolis, IN (USA)",12 JUN 1997,1180
88,10.08,+0.5,Davidson EZINWA,22 NOV 1971,NGR,3,,Nürnberg (GER),13 JUN 1997,1179
88,10.08,+1.0,Ato BOLDON,30 DEC 1973,TTO,6f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1179
88,10.08,+0.8,Leroy BURRELL,21 FEB 1967,USA,2f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1179
88,10.08,+0.8,Nobuharu ASAHARA,21 JUN 1972,JPN,3f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1179
88,10.08,+0.5,Tim MONTGOMERY,28 JAN 1975,USA,4sf2,,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1179
97,10.09,+0.6,Jon DRUMMOND,09 SEP 1968,USA,2,,"Modesto, CA (USA)",10 MAY 1997,1176
97,10.09,+1.1,Obadele THOMPSON,30 MAR 1976,BAR,2,,"San Diego, CA (USA)",23 MAY 1997,1176
97,10.09,-0.6,Frank FREDERICKS,02 OCT 1967,NAM,1,,St-Denis (FRA),02 JUN 1997,1179
97,10.09,+0.2,Leroy BURRELL,21 FEB 1967,USA,6,,"Indianapolis, IN (USA)",13 JUN 1997,1176
97,10.09,-0.4,Tim MONTGOMERY,28 JAN 1975,USA,2,,Helsinki (FIN),18 JUN 1997,1178
97,10.09,+2.0,Vincent HENDERSON,20 OCT 1972,USA,1h2,,Oslo (NOR),04 JUL 1997,1176
97,10.09,+0.4,Osmond EZINWA,22 NOV 1971,NGR,1,,Bellinzona (SUI),18 AUG 1997,1176
104,10.10,+1.5,Raymond STEWART,18 MAR 1965,JAM,1,,Fort-de-France (FRA),01 MAY 1997,1172
104,10.10,+0.8,Brian LEWIS,05 DEC 1974,USA,3,,"Modesto, CA (USA)",10 MAY 1997,1172
104,10.10,+2.0,Jonathan CARTER,05 MAY 1972,USA,h,,"Indianapolis, IN (USA)",12 JUN 1997,1172
104,10.10,+1.6,Vincent HENDERSON,20 OCT 1972,USA,h,,"Indianapolis, IN (USA)",12 JUN 1997,1172
104,10.10,+0.2,Vincent HENDERSON,20 OCT 1972,USA,7,,"Indianapolis, IN (USA)",13 JUN 1997,1172
104,10.10,-1.2,Francis OBIKWELU,22 NOV 1978,NGR,1,,Lisboa (POR),20 JUN 1997,1179
104,10.10,-2.1,Robert ESMIE,05 JUL 1972,CAN,2,,Abbotsford (CAN),19 JUL 1997,1184
104,10.10,0.0,Eric NKANSAH,12 DEC 1974,GHA,1,,Gladbeck (GER),23 JUL 1997,1172
104,10.10,+1.2,Donovan BAILEY,16 DEC 1967,CAN,2qf3,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1172
104,10.10,+0.2,Davidson EZINWA,22 NOV 1971,NGR,6,,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1172
114,10.11,+0.8,Francis OBIKWELU,22 NOV 1978,NGR,1,,Granada (ESP),21 MAY 1997,1169
114,10.11,+1.4,Raymond STEWART,18 MAR 1965,JAM,1,,Padova (ITA),08 JUN 1997,1169
114,10.11,+0.7,Frank FREDERICKS,02 OCT 1967,NAM,1f1,,Turku (FIN),12 JUN 1997,1169
114,10.11,+0.8,Kenny BROKENBURR,29 OCT 1968,USA,1,,Luzern (SUI),24 JUN 1997,1169
114,10.11,-0.2,Seun OGUNKOYA,28 DEC 1977,NGR,sf,,Lagos (NGR),26 JUN 1997,1170
114,10.11,-0.5,Frank FREDERICKS,02 OCT 1967,NAM,1,,Oslo (NOR),04 JUL 1997,1172
114,10.11,+2.0,Linford CHRISTIE,02 APR 1960,GBR,2h2,,Oslo (NOR),04 JUL 1997,1169
114,10.11,+1.4,Angelos PAVLAKAKIS,07 NOV 1976,GRE,1h4,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1169
114,10.11,+0.4,Ato BOLDON,30 DEC 1973,TTO,1h6,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1169
114,10.11,+0.5,Davidson EZINWA,22 NOV 1971,NGR,2qf6,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1169
114,10.11,+0.7,Kareem STREETE-THOMPSON,30 MAR 1973,USA,2f2,,"Olympiastadion, Berlin (GER)",26 AUG 1997,1169
125,10.12,0.0,Kareem STREETE-THOMPSON,30 MAR 1973,USA,1,,"Eugene, OR (USA)",25 MAY 1997,1165
125,10.12,+1.0,Davidson EZINWA,22 NOV 1971,NGR,1,,Ostrava (CZE),28 MAY 1997,1165
125,10.12,-0.2,Kenny BROKENBURR,29 OCT 1968,USA,sf,,"Indianapolis, IN (USA)",12 JUN 1997,1166
125,10.12,-0.2,Leroy BURRELL,21 FEB 1967,USA,sf,,"Indianapolis, IN (USA)",12 JUN 1997,1166
125,10.12,-1.5,Tim MONTGOMERY,28 JAN 1975,USA,2,,Paris (FRA),25 JUN 1997,1174
125,10.12,+1.0,Linford CHRISTIE,02 APR 1960,GBR,7f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1165
125,10.12,+1.5,Frank FREDERICKS,02 OCT 1967,NAM,1h1,,Oslo (NOR),04 JUL 1997,1165
125,10.12,+0.6,Kareem STREETE-THOMPSON,30 MAR 1973,USA,4f1,,Stockholm (SWE),07 JUL 1997,1165
125,10.12,0.0,Dennis MITCHELL,20 FEB 1966,USA,3,,Stuttgart (GER),13 JUL 1997,1165
125,10.12,0.0,Kareem STREETE-THOMPSON,30 MAR 1973,USA,4,,Stuttgart (GER),13 JUL 1997,1165
125,10.12,+0.5,Tim MONTGOMERY,28 JAN 1975,USA,1h7,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1165
125,10.12,+0.2,Bruny SURIN,12 JUL 1967,CAN,7,,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1165
125,10.12,+0.4,Davidson EZINWA,22 NOV 1971,NGR,4,,"Stade Louis II, Monaco (MON)",16 AUG 1997,1165
125,10.12,+0.4,Kenny BROKENBURR,29 OCT 1968,USA,2,,Bellinzona (SUI),18 AUG 1997,1165
125,10.12,-0.1,Tim MONTGOMERY,28 JAN 1975,USA,1,,Malmö (SWE),20 AUG 1997,1165
125,10.12,+0.2,Dennis MITCHELL,20 FEB 1966,USA,4,,Bruxelles (BEL),22 AUG 1997,1165
125,10.12,-0.7,Dennis MITCHELL,20 FEB 1966,USA,3,,Köln (GER),24 AUG 1997,1169
125,10.12,+0.3,Osmond EZINWA,22 NOV 1971,NGR,4f1,,"Olympiastadion, Berlin (GER)",26 AUG 1997,1165
125,10.12,+0.1,Eric NKANSAH,12 DEC 1974,GHA,1,,Waldshut-Tiengen (GER),31 AUG 1997,1165
144,10.13,0.0,Donovan BAILEY,16 DEC 1967,CAN,1,,Rio de Janeiro (BRA),04 MAY 1997,1162
144,10.13,0.0,Michael MARSH,04 AUG 1967,USA,2,,"Eugene, OR (USA)",25 MAY 1997,1162
144,10.13,-0.8,Obadele THOMPSON,30 MAR 1976,BAR,1,,"Bloomington, IN (USA)",07 JUN 1997,1166
144,10.13,-1.1,Michael MARSH,04 AUG 1967,USA,sf,,"Indianapolis, IN (USA)",12 JUN 1997,1168
144,10.13,+0.4,Angelos PAVLAKAKIS,07 NOV 1976,GRE,1,,Bari (ITA),16 JUN 1997,1162
144,10.13,+2.0,Francis OBIKWELU,22 NOV 1978,NGR,1,,Sierra Nevada (ESP),09 JUL 1997,1162
144,10.13,+1.2,Darren CAMPBELL,12 SEP 1973,GBR,3qf3,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1162
144,10.13,-0.7,Leroy BURRELL,21 FEB 1967,USA,4f1,,Zürich (SUI),13 AUG 1997,1166
144,10.13,-0.7,Ato BOLDON,30 DEC 1973,TTO,5f1,,Zürich (SUI),13 AUG 1997,1166
144,10.13,+0.2,Donovan BAILEY,16 DEC 1967,CAN,1,,London (GBR),17 AUG 1997,1162
144,10.13,0.0,Raymond STEWART,18 MAR 1965,JAM,1,,Bitburg (GER),22 AUG 1997,1162
144,10.13,+0.3,Dennis MITCHELL,20 FEB 1966,USA,5f1,,"Olympiastadion, Berlin (GER)",26 AUG 1997,1162
156,10.14,+1.1,Michael GREEN,07 NOV 1970,JAM,h,,Kingston (JAM),19 JUN 1997,1159
156,10.14,+1.0,Patrick STEVENS,31 JAN 1968,BEL,1,,Oordegem (BEL),28 JUN 1997,1159
156,10.14,+0.8,Kenny BROKENBURR,29 OCT 1968,USA,4f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1159
156,10.14,+0.2,Michael MARSH,04 AUG 1967,USA,3,,Linz (AUT),09 JUL 1997,1159
156,10.14,0.0,Tony MCCALL,16 JUN 1974,USA,5,,Stuttgart (GER),13 JUL 1997,1159
156,10.14,+0.2,Robert ESMIE,05 JUL 1972,CAN,h,,Abbotsford (CAN),19 JUL 1997,1159
156,10.14,-0.7,Vincent HENDERSON,20 OCT 1972,USA,1f2,,Zürich (SUI),13 AUG 1997,1163
156,10.14,-0.7,Davidson EZINWA,22 NOV 1971,NGR,2f2,,Zürich (SUI),13 AUG 1997,1163
156,10.14,+0.3,Kenny BROKENBURR,29 OCT 1968,USA,6f1,,"Olympiastadion, Berlin (GER)",26 AUG 1997,1159
165,10.15,+1.8,Sayon COOPER,26 APR 1974,LBR,1,,"Abilene, TX (USA)",08 MAY 1997,1155
165,10.15,+0.8,Maurice GREENE,23 JUL 1974,USA,4,,"Modesto, CA (USA)",10 MAY 1997,1155
165,10.15,+1.0,Deji ALIU,22 NOV 1975,NGR,2,,Ostrava (CZE),28 MAY 1997,1155
165,10.15,0.0,Vincent HENDERSON,20 OCT 1972,USA,1,,"Houston, TX (USA)",30 MAY 1997,1155
165,10.15,+0.5,Francis OBIKWELU,22 NOV 1978,NGR,1f2,,"Stadio Olimpico, Roma (ITA)",05 JUN 1997,1155
165,10.15,0.0,Nobuharu ASAHARA,21 JUN 1972,JPN,6,,Stuttgart (GER),13 JUL 1997,1155
165,10.15,-2.1,Bruny SURIN,12 JUL 1967,CAN,3,,Abbotsford (CAN),19 JUL 1997,1167
165,10.15,-0.1,Bruny SURIN,12 JUL 1967,CAN,h,,Abbotsford (CAN),19 JUL 1997,1155
165,10.15,+0.6,Nobuharu ASAHARA,21 JUN 1972,JPN,1,,Hamburg (GER),23 JUL 1997,1155
165,10.15,-0.7,Eric NKANSAH,12 DEC 1974,GHA,1qf5,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1159
165,10.15,-0.8,Davidson EZINWA,22 NOV 1971,NGR,2sf1,,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1159
165,10.15,+1.7,Stéphane CALI,26 APR 1972,FRA,h,,La Chaux-de-Fonds (SUI),24 AUG 1997,1155
165,10.15,+0.9,Osmond EZINWA,22 NOV 1971,NGR,h,,La Chaux-de-Fonds (SUI),24 AUG 1997,1155
165,10.15,+0.7,Nobuharu ASAHARA,21 JUN 1972,JPN,3f2,,"Olympiastadion, Berlin (GER)",26 AUG 1997,1155
179,10.16,0.0,Henry NEAL,28 OCT 1970,USA,2,,"Austin, TX (USA)",03 APR 1997,1152
179,10.16,+1.1,Jeff LAYNES,03 OCT 1970,USA,h,,"Fresno, CA (USA)",05 APR 1997,1152
179,10.16,+1.0,Deji ALIU,22 NOV 1975,NGR,1,,Rethymno (GRE),17 MAY 1997,1152
179,10.16,0.0,Jon DRUMMOND,09 SEP 1968,USA,3,,"Eugene, OR (USA)",25 MAY 1997,1152
179,10.16,+1.4,André Domingos DA SILVA,26 NOV 1972,BRA,2,,Padova (ITA),08 JUN 1997,1152
179,10.16,-0.2,Tim MONTGOMERY,28 JAN 1975,USA,sf,,"Indianapolis, IN (USA)",12 JUN 1997,1153
179,10.16,0.0,Nobuharu ASAHARA,21 JUN 1972,JPN,1,,Kobe (JPN),15 JUN 1997,1152
179,10.16,+1.4,Dennis MOWATT,28 OCT 1969,JAM,2,,Kingston (JAM),20 JUN 1997,1152
179,10.16,+1.2,Carlos CALADO,05 OCT 1975,POR,1h1,,Maia (POR),28 JUN 1997,1152
179,10.16,+0.7,Vincent HENDERSON,20 OCT 1972,USA,5,,Villeneuve d'Ascq (FRA),29 JUN 1997,1152
179,10.16,0.0,Tony MCCALL,16 JUN 1974,USA,2,,Gladbeck (GER),23 JUL 1997,1152
179,10.16,-0.6,Michael MARSH,04 AUG 1967,USA,1h5,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1155
179,10.16,+0.7,Eric NKANSAH,12 DEC 1974,GHA,1h10,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1152
179,10.16,+0.4,Emmanuel TUFFOUR,02 DEC 1966,GHA,2,,Leverkusen (GER),20 AUG 1997,1152
179,10.16,+0.2,Kareem STREETE-THOMPSON,30 MAR 1973,USA,5,,Bruxelles (BEL),22 AUG 1997,1152
179,10.16,+0.7,Eric NKANSAH,12 DEC 1974,GHA,4f2,,"Olympiastadion, Berlin (GER)",26 AUG 1997,1152
195,10.17,+1.5,Jeff LAYNES,03 OCT 1970,USA,1,,"Fresno, CA (USA)",05 APR 1997,1148
195,10.17,0.0,Leroy BURRELL,21 FEB 1967,USA,4,,"Eugene, OR (USA)",25 MAY 1997,1148
195,10.17,+0.9,Dennis MITCHELL,20 FEB 1966,USA,h,,"Indianapolis, IN (USA)",12 JUN 1997,1148
195,10.17,-0.2,Kareem STREETE-THOMPSON,30 MAR 1973,USA,sf,,"Indianapolis, IN (USA)",12 JUN 1997,1149
195,10.17,+0.3,Seun OGUNKOYA,28 DEC 1977,NGR,1,,Lagos (NGR),27 JUN 1997,1148
195,10.17,+1.0,Erik WIJMEERSCH,23 JAN 1970,BEL,2,,Oordegem (BEL),29 JUN 1997,1148
195,10.17,+0.8,Bruny SURIN,12 JUL 1967,CAN,5f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1148
195,10.17,+0.8,Ian MACKIE,27 FEB 1975,GBR,6f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1148
195,10.17,-0.5,Linford CHRISTIE,02 APR 1960,GBR,2,,Oslo (NOR),04 JUL 1997,1151
195,10.17,+0.8,Stéphane CALI,26 APR 1972,FRA,h,,Fort-de-France (FRA),06 JUL 1997,1148
195,10.17,+1.4,Donovan BAILEY,16 DEC 1967,CAN,2h4,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1148
195,10.17,-0.7,Francis OBIKWELU,22 NOV 1978,NGR,2qf5,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1152
195,10.17,+0.5,Nobuharu ASAHARA,21 JUN 1972,JPN,3qf6,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1148
195,10.17,-0.7,Donovan BAILEY,16 DEC 1967,CAN,6f1,,Zürich (SUI),13 AUG 1997,1152
195,10.17,+0.4,Kareem STREETE-THOMPSON,30 MAR 1973,USA,5,,"Stade Louis II, Monaco (MON)",16 AUG 1997,1148
195,10.17,+1.7,Jean-Olivier ZIRIGNON,27 APR 1971,CIV,1,,Nivelles (BEL),16 AUG 1997,1148
195,10.17,-0.6,Osmond EZINWA,22 NOV 1971,NGR,h,,Bellinzona (SUI),18 AUG 1997,1151
212,10.18,+0.7,Chris CUMMINGS,05 JAN 1974,USA,1,,"Los Angeles, CA (USA)",29 MAR 1997,1145
212,10.18,0.0,Leroy BURRELL,21 FEB 1967,USA,2,,Vancouver (CAN),19 MAY 1997,1145
212,10.18,-1.1,Jon DRUMMOND,09 SEP 1968,USA,sf,,"Indianapolis, IN (USA)",12 JUN 1997,1151
212,10.18,+0.9,Luis Alberto PÉREZ-RIONDA,16 AUG 1969,CUB,1,,La Habana (CUB),13 JUN 1997,1145
212,10.18,-0.4,Olapade ADENIKEN,19 AUG 1969,NGR,1,,Ciudad de México (MEX),15 JUN 1997,1147
212,10.18,+0.2,Geir MOEN,26 JUN 1969,NOR,2,,"Olympiastadion, München (GER)",21 JUN 1997,1145
212,10.18,-0.1,Innocent ASONZE,30 DEC 1972,NGR,h,,Lagos (NGR),26 JUN 1997,1145
