Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
22,10.01,+1.9,Maurice GREENE,23 JUL 1974,USA,1sf3,,"Carson, CA (USA)",25 JUN 2005,1203
22,10.01,+0.5,Justin GATLIN,10 FEB 1982,USA,1h2,,"Crystal Palace, London (GBR)",22 JUL 2005,1203
22,10.01,+1.1,Kim COLLINS,05 APR 1976,SKN,1,,Sheffield (GBR),21 AUG 2005,1203
22,10.01,+0.6,Dwight THOMAS,23 SEP 1980,JAM,1,,"Olympiastadion, Berlin (GER)",04 SEP 2005,1203
22,10.01,-0.6,Aziz ZAKARI,02 SEP 1976,GHA,2,,"Stade Louis II, Monaco (MON)",10 SEP 2005,1206
22,10.01,-0.6,Dwight THOMAS,23 SEP 1980,JAM,3,,"Stade Louis II, Monaco (MON)",10 SEP 2005,1206
22,10.01,-0.4,Justin GATLIN,10 FEB 1982,USA,1,,Shanghai (CHN),17 SEP 2005,1205
29,10.02,+1.8,Aziz ZAKARI,02 SEP 1976,GHA,2f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1199
29,10.02,+1.9,Mark JELKS,10 APR 1984,USA,h1,,Salamanca (ESP),06 JUL 2005,1199
29,10.02,+1.9,Darrel BROWN,11 OCT 1984,TTO,1,,Nassau (BAH),09 JUL 2005,1199
29,10.02,+1.9,Marc BURNS,07 JAN 1983,TTO,2,,Nassau (BAH),09 JUL 2005,1199
29,10.02,-0.3,Asafa POWELL,23 NOV 1982,JAM,1h1,,"Crystal Palace, London (GBR)",22 JUL 2005,1200
29,10.02,+0.1,Aziz ZAKARI,02 SEP 1976,GHA,1,,Oslo (NOR),29 JUL 2005,1199
35,10.03,+1.4,Maurice GREENE,23 JUL 1974,USA,1,,Fort-de-France (FRA),30 APR 2005,1196
35,10.03,-1.3,Leonard SCOTT,19 JAN 1980,USA,1,,"Carson, CA (USA)",22 MAY 2005,1203
35,10.03,+1.6,Michael FRATER,06 OCT 1982,JAM,3,,"Olympic Stadium, Athina (GRE)",14 JUN 2005,1196
35,10.03,+1.8,Justin GATLIN,10 FEB 1982,USA,3f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1196
35,10.03,+0.5,Leonard SCOTT,19 JAN 1980,USA,1,,Rethymno (GRE),10 JUL 2005,1196
40,10.04,+1.2,Aziz ZAKARI,02 SEP 1976,GHA,1,,Chania (GRE),06 JUN 2005,1193
40,10.04,+1.6,Francis OBIKWELU,22 NOV 1978,POR,4,,"Olympic Stadium, Athina (GRE)",14 JUN 2005,1193
40,10.04,+0.1,Asafa POWELL,23 NOV 1982,JAM,1,,Kingston (JAM),25 JUN 2005,1193
40,10.04,+1.0,Aaron ARMSTRONG,14 OCT 1977,TTO,3,,Port-of-Spain (TTO),25 JUN 2005,1193
40,10.04,+1.1,Aziz ZAKARI,02 SEP 1976,GHA,1,,"Stade de France, Paris-St-Denis (FRA)",01 JUL 2005,1193
40,10.04,+1.2,Justin GATLIN,10 FEB 1982,USA,1,,Yokohama (JPN),19 SEP 2005,1193
46,10.05,+1.8,Dwight THOMAS,23 SEP 1980,JAM,2,,Kingston (JAM),07 MAY 2005,1189
46,10.05,+0.5,Francis OBIKWELU,22 NOV 1978,POR,1,,Doha (QAT),13 MAY 2005,1189
46,10.05,+0.1,Michael FRATER,06 OCT 1982,JAM,2,,Kingston (JAM),25 JUN 2005,1189
46,10.05,+1.1,Francis OBIKWELU,22 NOV 1978,POR,2,,"Stade de France, Paris-St-Denis (FRA)",01 JUL 2005,1189
46,10.05,+0.4,Michael FRATER,06 OCT 1982,JAM,2,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1189
46,10.05,+0.4,Kim COLLINS,05 APR 1976,SKN,3,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1189
46,10.05,0.0,Ronald POGNON,16 NOV 1982,FRA,2,,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1189
46,10.05,-0.6,Darrel BROWN,11 OCT 1984,TTO,4,,"Stade Louis II, Monaco (MON)",10 SEP 2005,1192
54,10.06,-0.2,Leonard SCOTT,19 JAN 1980,USA,1,,"Modesto, CA (USA)",07 MAY 2005,1187
54,10.06,+1.5,Walter DIX,31 JAN 1986,USA,1h,,"New York, NY (USA)",27 MAY 2005,1186
54,10.06,+1.8,Dwight THOMAS,23 SEP 1980,JAM,4f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1186
54,10.06,+0.6,Aziz ZAKARI,02 SEP 1976,GHA,2f1,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1186
54,10.06,-1.0,Dwight THOMAS,23 SEP 1980,JAM,3sf2,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1192
59,10.07,+1.9,Michael FRATER,06 OCT 1982,JAM,2h2,,"Olympic Stadium, Athina (GRE)",14 JUN 2005,1182
59,10.07,+1.7,Leonard SCOTT,19 JAN 1980,USA,1sf2,,"Carson, CA (USA)",25 JUN 2005,1182
59,10.07,-0.3,Leonard SCOTT,19 JAN 1980,USA,2h1,,"Crystal Palace, London (GBR)",22 JUL 2005,1183
59,10.07,+0.1,Marc BURNS,07 JAN 1983,TTO,2,,Oslo (NOR),29 JUL 2005,1182
59,10.07,+0.4,Francis OBIKWELU,22 NOV 1978,POR,4,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1182
59,10.07,-1.0,Kim COLLINS,05 APR 1976,SKN,4sf2,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1188
59,10.07,-0.6,Ronald POGNON,16 NOV 1982,FRA,5,,"Stade Louis II, Monaco (MON)",10 SEP 2005,1185
66,10.08,+1.3,John CAPEL,27 OCT 1978,USA,1,,"Palo Alto, CA (USA)",30 MAY 2005,1179
66,10.08,-0.4,Maurice GREENE,23 JUL 1974,USA,1,,"New York, NY (USA)",11 JUN 2005,1181
66,10.08,+0.1,Dwight THOMAS,23 SEP 1980,JAM,3,,Kingston (JAM),25 JUN 2005,1179
66,10.08,-2.3,Justin GATLIN,10 FEB 1982,USA,1,,"Carson, CA (USA)",25 JUN 2005,1192
66,10.08,+1.0,Mark JELKS,10 APR 1984,USA,3sf1,,"Carson, CA (USA)",25 JUN 2005,1179
66,10.08,+1.8,Michael FRATER,06 OCT 1982,JAM,5f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1179
66,10.08,+1.0,Michael FRATER,06 OCT 1982,JAM,4,,"Crystal Palace, London (GBR)",22 JUL 2005,1179
66,10.08,+0.7,J-Mee SAMUELS,20 MAY 1987,USA,1,,"Greensboro, NC (USA)",24 JUL 2005,1179
66,10.08,+0.5,Leonard SCOTT,19 JAN 1980,USA,1sf1,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1179
66,10.08,-1.0,Jason GARDENER,17 SEP 1975,GBR,5sf2,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1185
66,10.08,+1.4,Rae Monzavous EDWARDS,07 MAY 1981,USA,1,,Malmö (SWE),16 AUG 2005,1179
66,10.08,+0.5,Tyson GAY,09 AUG 1982,USA,2,,Rieti (ITA),28 AUG 2005,1179
66,10.08,+0.6,Ronald POGNON,16 NOV 1982,FRA,2,,"Olympiastadion, Berlin (GER)",04 SEP 2005,1179
79,10.09,+1.4,Ronald POGNON,16 NOV 1982,FRA,2,,Fort-de-France (FRA),30 APR 2005,1176
79,10.09,,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1,,Nairobi (KEN),07 MAY 2005,1176
79,10.09,+1.8,Michael FRATER,06 OCT 1982,JAM,3,,Kingston (JAM),07 MAY 2005,1176
79,10.09,+1.8,Joshua J. JOHNSON,10 MAY 1976,USA,1,,Rio de Janeiro (BRA),15 MAY 2005,1176
79,10.09,+1.0,Rae Monzavous EDWARDS,07 MAY 1981,USA,4sf1,,"Carson, CA (USA)",25 JUN 2005,1176
79,10.09,+0.5,Jason GARDENER,17 SEP 1975,GBR,2h2,,"Crystal Palace, London (GBR)",22 JUL 2005,1176
79,10.09,+0.4,Dwight THOMAS,23 SEP 1980,JAM,5,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1176
79,10.09,+0.5,Michael FRATER,06 OCT 1982,JAM,2sf1,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1176
79,10.09,+0.5,Jason GARDENER,17 SEP 1975,GBR,2,,Linz (AUT),23 AUG 2005,1176
79,10.09,+0.5,Jason GARDENER,17 SEP 1975,GBR,3,,Rieti (ITA),28 AUG 2005,1176
79,10.09,+0.6,Jason GARDENER,17 SEP 1975,GBR,3,,"Olympiastadion, Berlin (GER)",04 SEP 2005,1176
79,10.09,-0.6,Francis OBIKWELU,22 NOV 1978,POR,6,,"Stade Louis II, Monaco (MON)",10 SEP 2005,1179
79,10.09,-0.4,Leonard SCOTT,19 JAN 1980,USA,2,,Shanghai (CHN),17 SEP 2005,1178
92,10.10,-0.4,Shawn CRAWFORD,14 JAN 1978,USA,2,,"New York, NY (USA)",11 JUN 2005,1174
92,10.10,+2.0,Ahmed AWESU,06 OCT 1987,NGR,1h6,,Toronto (CAN),12 JUN 2005,1172
92,10.10,-0.3,Shawn CRAWFORD,14 JAN 1978,USA,1h5,,"Carson, CA (USA)",24 JUN 2005,1173
92,10.10,+1.0,Jacey HARPER,20 MAY 1980,TTO,4,,Port-of-Spain (TTO),25 JUN 2005,1172
92,10.10,+1.9,Mardy SCALES,10 SEP 1981,USA,2sf3,,"Carson, CA (USA)",25 JUN 2005,1172
92,10.10,+1.9,Churandy MARTINA,03 JUL 1984,AHO,3,,Nassau (BAH),09 JUL 2005,1172
92,10.10,+0.5,Dwight THOMAS,23 SEP 1980,JAM,2,,Rethymno (GRE),10 JUL 2005,1172
92,10.10,+0.5,Dwight THOMAS,23 SEP 1980,JAM,3h2,,"Crystal Palace, London (GBR)",22 JUL 2005,1172
92,10.10,+0.1,Marc BURNS,07 JAN 1983,TTO,1,,Helsinki (FIN),25 JUL 2005,1172
92,10.10,-1.0,Darrel BROWN,11 OCT 1984,TTO,1qf4,,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1178
92,10.10,+1.1,Leonard SCOTT,19 JAN 1980,USA,2,,Sheffield (GBR),21 AUG 2005,1172
92,10.10,+0.5,Aziz ZAKARI,02 SEP 1976,GHA,3,,Linz (AUT),23 AUG 2005,1172
92,10.10,+0.5,Dwight THOMAS,23 SEP 1980,JAM,4,,Rieti (ITA),28 AUG 2005,1172
105,10.11,+0.2,Marc BURNS,07 JAN 1983,TTO,1,,"Estadio Luguelín Santos, Bayaguana (DOM)",14 MAY 2005,1169
105,10.11,-0.4,Dwight THOMAS,23 SEP 1980,JAM,3,,"New York, NY (USA)",11 JUN 2005,1171
105,10.11,+0.4,Aziz ZAKARI,02 SEP 1976,GHA,1h1,,"Olympic Stadium, Athina (GRE)",14 JUN 2005,1169
105,10.11,+1.1,Dwight THOMAS,23 SEP 1980,JAM,3,,"Stade de France, Paris-St-Denis (FRA)",01 JUL 2005,1169
105,10.11,+0.6,Leonard SCOTT,19 JAN 1980,USA,3f1,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1169
105,10.11,-1.0,Ronald POGNON,16 NOV 1982,FRA,2qf4,,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1175
105,10.11,+1.1,Michael FRATER,06 OCT 1982,JAM,3,,Sheffield (GBR),21 AUG 2005,1169
105,10.11,0.0,Dwight THOMAS,23 SEP 1980,JAM,3,,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1169
105,10.11,-0.4,Francis OBIKWELU,22 NOV 1978,POR,3,,Shanghai (CHN),17 SEP 2005,1171
114,10.12,+1.1,Joshua ROSS,09 FEB 1981,AUS,1,,Perth (AUS),22 JAN 2005,1165
114,10.12,+1.8,Darrel BROWN,11 OCT 1984,TTO,4,,Kingston (JAM),07 MAY 2005,1165
114,10.12,+1.6,Walter DIX,31 JAN 1986,USA,1h1,,"Atlanta, GA (USA)",14 MAY 2005,1165
114,10.12,+1.3,Dwight THOMAS,23 SEP 1980,JAM,2,,"Palo Alto, CA (USA)",30 MAY 2005,1165
114,10.12,+0.4,Maurice GREENE,23 JUL 1974,USA,1h2,,"Carson, CA (USA)",24 JUN 2005,1165
114,10.12,+1.7,DaBryan BLANTON,03 JUL 1984,USA,2sf2,,"Carson, CA (USA)",25 JUN 2005,1165
114,10.12,0.0,Leonard SCOTT,19 JAN 1980,USA,1h5,,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1165
114,10.12,-1.0,Michael FRATER,06 OCT 1982,JAM,3qf4,,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1171
114,10.12,+0.5,Marc BURNS,07 JAN 1983,TTO,3sf1,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1165
114,10.12,+1.1,Jason GARDENER,17 SEP 1975,GBR,4,,Sheffield (GBR),21 AUG 2005,1165
114,10.12,+0.5,Francis OBIKWELU,22 NOV 1978,POR,5,,Rieti (ITA),28 AUG 2005,1165
114,10.12,+0.6,Francis OBIKWELU,22 NOV 1978,POR,4,,"Olympiastadion, Berlin (GER)",04 SEP 2005,1165
126,10.13,+1.8,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,5,,Kingston (JAM),07 MAY 2005,1162
126,10.13,+0.2,Churandy MARTINA,03 JUL 1984,AHO,2,,"Estadio Luguelín Santos, Bayaguana (DOM)",14 MAY 2005,1162
126,10.13,+1.6,Jason SMOOTS,13 JUL 1980,USA,2h1,,"Atlanta, GA (USA)",14 MAY 2005,1162
126,10.13,+1.9,Jason GARDENER,17 SEP 1975,GBR,3h2,,"Olympic Stadium, Athina (GRE)",14 JUN 2005,1162
126,10.13,+1.1,Leonard SCOTT,19 JAN 1980,USA,4,,"Stade de France, Paris-St-Denis (FRA)",01 JUL 2005,1162
126,10.13,+1.8,Francis OBIKWELU,22 NOV 1978,POR,6f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1162
126,10.13,,Uchenna EMEDOLU,17 SEP 1976,NGR,1,,Abuja (NGR),09 JUL 2005,1162
126,10.13,+1.0,Jason GARDENER,17 SEP 1975,GBR,5,,"Crystal Palace, London (GBR)",22 JUL 2005,1162
126,10.13,-0.3,Kim COLLINS,05 APR 1976,SKN,3h1,,"Crystal Palace, London (GBR)",22 JUL 2005,1163
126,10.13,+0.4,Leonard SCOTT,19 JAN 1980,USA,6,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1162
126,10.13,+0.5,Francis OBIKWELU,22 NOV 1978,POR,4sf1,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1162
126,10.13,+1.1,Marlon DEVONISH,01 JUN 1976,GBR,5,,Sheffield (GBR),21 AUG 2005,1162
126,10.13,+0.6,Marc BURNS,07 JAN 1983,TTO,5,,"Olympiastadion, Berlin (GER)",04 SEP 2005,1162
126,10.13,+1.2,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,2,,Yokohama (JPN),19 SEP 2005,1162
126,10.13,+1.2,Christopher WILLIAMS,15 MAR 1972,JAM,3,,Yokohama (JPN),19 SEP 2005,1162
141,10.14,+1.4,Dwight PHILLIPS,01 OCT 1977,USA,3,,Fort-de-France (FRA),30 APR 2005,1159
141,10.14,+0.5,Shawn CRAWFORD,14 JAN 1978,USA,2,,Doha (QAT),13 MAY 2005,1159
141,10.14,+0.5,Justin GATLIN,10 FEB 1982,USA,3,,Doha (QAT),13 MAY 2005,1159
141,10.14,+1.8,Michael FRATER,06 OCT 1982,JAM,2,,Rio de Janeiro (BRA),15 MAY 2005,1159
141,10.14,-0.4,Leonard SCOTT,19 JAN 1980,USA,4,,"New York, NY (USA)",11 JUN 2005,1161
141,10.14,+1.1,Francis OBIKWELU,22 NOV 1978,POR,1,,Leiria (POR),18 JUN 2005,1159
141,10.14,+1.9,Walter DIX,31 JAN 1986,USA,3sf3,,"Carson, CA (USA)",25 JUN 2005,1159
141,10.14,+1.1,Ronald POGNON,16 NOV 1982,FRA,5,,"Stade de France, Paris-St-Denis (FRA)",01 JUL 2005,1159
141,10.14,+1.9,Rae Monzavous EDWARDS,07 MAY 1981,USA,h1,,Salamanca (ESP),06 JUL 2005,1159
141,10.14,,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1sf1,,Abuja (NGR),09 JUL 2005,1159
141,10.14,+1.0,Darrel BROWN,11 OCT 1984,TTO,1,,Thessaloniki (GRE),17 JUL 2005,1159
141,10.14,+0.4,Marc BURNS,07 JAN 1983,TTO,7,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1159
141,10.14,-1.8,Justin GATLIN,10 FEB 1982,USA,1,,Zürich (SUI),19 AUG 2005,1169
141,10.14,+1.1,Darrel BROWN,11 OCT 1984,TTO,6,,Sheffield (GBR),21 AUG 2005,1159
141,10.14,-0.4,Aziz ZAKARI,02 SEP 1976,GHA,4,,Shanghai (CHN),17 SEP 2005,1161
156,10.15,+1.5,Shingo SUETSUGU,02 JUN 1980,JPN,1,,Hiroshima (JPN),29 APR 2005,1155
156,10.15,+1.0,Justin GATLIN,10 FEB 1982,USA,1,,Osaka (JPN),07 MAY 2005,1155
156,10.15,+0.1,Justin GATLIN,10 FEB 1982,USA,1h2,,Doha (QAT),13 MAY 2005,1155
156,10.15,,Marc BURNS,07 JAN 1983,TTO,1,,Hermosillo (MEX),21 MAY 2005,1155
156,10.15,+1.6,Patrick JARRETT,02 OCT 1977,JAM,5,,"Olympic Stadium, Athina (GRE)",14 JUN 2005,1155
156,10.15,-0.3,Joshua J. JOHNSON,10 MAY 1976,USA,2h5,,"Carson, CA (USA)",24 JUN 2005,1156
156,10.15,+0.6,Dwight THOMAS,23 SEP 1980,JAM,4f1,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1155
156,10.15,,Uchenna EMEDOLU,17 SEP 1976,NGR,1sf2,,Abuja (NGR),09 JUL 2005,1155
156,10.15,+1.0,John CAPEL,27 OCT 1978,USA,6,,"Crystal Palace, London (GBR)",22 JUL 2005,1155
156,10.15,+0.1,Justin GATLIN,10 FEB 1982,USA,1f1,,Stockholm (SWE),26 JUL 2005,1155
156,10.15,+0.1,Tyson GAY,09 AUG 1982,USA,3,,Oslo (NOR),29 JUL 2005,1155
156,10.15,+0.9,Ronald POGNON,16 NOV 1982,FRA,1h2,,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1155
156,10.15,+0.9,Dwight THOMAS,23 SEP 1980,JAM,1h3,,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1155
156,10.15,+1.1,Marc BURNS,07 JAN 1983,TTO,7,,Sheffield (GBR),21 AUG 2005,1155
156,10.15,0.0,Francis OBIKWELU,22 NOV 1978,POR,4,,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1155
171,10.16,+1.0,Jason SMOOTS,13 JUL 1980,USA,1,,"Philadelphia, PA (USA)",30 APR 2005,1152
171,10.16,+1.8,Coby MILLER,19 OCT 1976,USA,6,,Kingston (JAM),07 MAY 2005,1152
171,10.16,+1.3,Brian LEWIS,05 DEC 1974,USA,3,,"Palo Alto, CA (USA)",30 MAY 2005,1152
171,10.16,+1.6,Aaron EGBELE,29 JAN 1979,NGR,6,,"Olympic Stadium, Athina (GRE)",14 JUN 2005,1152
171,10.16,+1.7,Joshua NORMAN,26 JUL 1980,USA,3sf2,,"Carson, CA (USA)",25 JUN 2005,1152
171,10.16,+0.2,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1,,"Stadion Juliska, Praha (CZE)",27 JUN 2005,1152
171,10.16,+0.3,Tobias UNGER,10 JUL 1979,GER,1,,"Wattenscheid, Bochum (GER)",02 JUL 2005,1152
171,10.16,+0.6,Ronald POGNON,16 NOV 1982,FRA,5f1,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1152
171,10.16,,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,2,,Abuja (NGR),09 JUL 2005,1152
171,10.16,+0.5,Darrel BROWN,11 OCT 1984,TTO,1sf1,,Nassau (BAH),09 JUL 2005,1152
171,10.16,-0.3,Coby MILLER,19 OCT 1976,USA,1,,Heusden-Zolder (BEL),23 JUL 2005,1153
171,10.16,+0.1,Darrel BROWN,11 OCT 1984,TTO,2,,Helsinki (FIN),25 JUL 2005,1152
171,10.16,+0.1,Ronald POGNON,16 NOV 1982,FRA,4,,Oslo (NOR),29 JUL 2005,1152
171,10.16,+0.9,Ainsley WAUGH,17 SEP 1981,JAM,2h2,,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1152
171,10.16,+0.4,Justin GATLIN,10 FEB 1982,USA,1h4,,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1152
171,10.16,-1.0,Uchenna EMEDOLU,17 SEP 1976,NGR,4qf4,,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1158
171,10.16,-1.0,Uchenna EMEDOLU,17 SEP 1976,NGR,6sf2,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1158
171,10.16,-1.0,Darrel BROWN,11 OCT 1984,TTO,7sf2,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1158
171,10.16,+1.4,Mardy SCALES,10 SEP 1981,USA,2,,Malmö (SWE),16 AUG 2005,1152
171,10.16,0.0,Kim COLLINS,05 APR 1976,SKN,5,,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1152
171,10.16,0.0,Aziz ZAKARI,02 SEP 1976,GHA,6,,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1152
171,10.16,+0.5,Kim COLLINS,05 APR 1976,SKN,6,,Rieti (ITA),28 AUG 2005,1152
171,10.16,+0.3,Jason GARDENER,17 SEP 1975,GBR,1,,Rovereto (ITA),31 AUG 2005,1152
194,10.17,-0.9,Shawn CRAWFORD,14 JAN 1978,USA,1h1,,Doha (QAT),13 MAY 2005,1153
194,10.17,+1.8,Vicente LENILSON DE LIMA,04 JUN 1977,BRA,3,,Rio de Janeiro (BRA),15 MAY 2005,1148
194,10.17,-1.3,Terrence TRAMMELL,23 NOV 1978,USA,2,,"Carson, CA (USA)",22 MAY 2005,1155
194,10.17,+1.0,Jason GARDENER,17 SEP 1975,GBR,1,,Kalamata (GRE),30 MAY 2005,1148
194,10.17,+0.6,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,2,,Ostrava (CZE),09 JUN 2005,1148
194,10.17,0.0,Ronald POGNON,16 NOV 1982,FRA,1,,Strasbourg (FRA),23 JUN 2005,1148
194,10.17,+1.0,DaBryan BLANTON,03 JUL 1984,USA,1h1,,"Carson, CA (USA)",24 JUN 2005,1148
194,10.17,-2.3,Shawn CRAWFORD,14 JAN 1978,USA,2,,"Carson, CA (USA)",25 JUN 2005,1161
194,10.17,0.0,Uchenna EMEDOLU,17 SEP 1976,NGR,1qf4,,Abuja (NGR),08 JUL 2005,1148
194,10.17,+0.6,Michael FRATER,06 OCT 1982,JAM,6f1,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1148
194,10.17,-0.4,Marc BURNS,07 JAN 1983,TTO,1sf2,,Nassau (BAH),09 JUL 2005,1150
194,10.17,+1.6,Christopher WILLIAMS,15 MAR 1972,JAM,1f2,,Stockholm (SWE),26 JUL 2005,1148
194,10.17,+0.6,Francis OBIKWELU,22 NOV 1978,POR,1h1,,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1148
194,10.17,0.0,Uchenna EMEDOLU,17 SEP 1976,NGR,2h5,,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1148
194,10.17,-1.0,Ronald POGNON,16 NOV 1982,FRA,8sf2,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1154
194,10.17,+0.5,Marc BURNS,07 JAN 1983,TTO,4,,Linz (AUT),23 AUG 2005,1148
194,10.17,+1.9,Coby MILLER,19 OCT 1976,USA,1,,Moskva (RUS),04 SEP 2005,1148
194,10.17,+0.6,Darrel BROWN,11 OCT 1984,TTO,6,,"Olympiastadion, Berlin (GER)",04 SEP 2005,1148
194,10.17,+1.2,Shingo SUETSUGU,02 JUN 1980,JPN,4,,Yokohama (JPN),19 SEP 2005,1148
213,10.18,+0.1,Dwight THOMAS,23 SEP 1980,JAM,2h2,,Doha (QAT),13 MAY 2005,1145
213,10.18,+1.3,Mark JELKS,10 APR 1984,USA,4,,"Palo Alto, CA (USA)",30 MAY 2005,1145
213,10.18,+1.2,Aaron EGBELE,29 JAN 1979,NGR,2,,Chania (GRE),06 JUN 2005,1145
213,10.18,-0.9,Joshua J. JOHNSON,10 MAY 1976,USA,1,,Monterrey (MEX),11 JUN 2005,1150
213,10.18,-0.9,Marc BURNS,07 JAN 1983,TTO,2,,Monterrey (MEX),11 JUN 2005,1150
213,10.18,-2.3,Leonard SCOTT,19 JAN 1980,USA,3,,"Carson, CA (USA)",25 JUN 2005,1158
