Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
56,10.03,-0.1,James DASAOLU,05 SEP 1987,GBR,1,,"Le Grand Stade, Marrakech (MAR)",13 SEP 2014,1196
65,10.04,+2.0,Diondre BATSON,13 JUL 1992,USA,1f1,,"Starkville, MS (USA)",02 MAY 2014,1193
65,10.04,-0.6,Jimmy VICAUT,27 FEB 1992,FRA,2,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1196
65,10.04,0.0,Jason ROGERS,31 AUG 1991,SKN,2,,Basseterre (SKN),22 JUN 2014,1193
65,10.04,+1.6,Adam GEMILI,06 OCT 1993,GBR,1h1,,Mannheim (GER),05 JUL 2014,1193
65,10.04,-0.5,Tyson GAY,09 AUG 1982,USA,1,,Montreuil-sous-Bois (FRA),07 JUL 2014,1196
65,10.04,+0.6,James DASAOLU,05 SEP 1987,GBR,1sf2,,"Letzigrund, Zürich (SUI)",13 AUG 2014,1193
65,10.04,-0.1,Michael RODGERS,24 APR 1985,USA,2,,"Le Grand Stade, Marrakech (MAR)",13 SEP 2014,1193
65,10.04,-0.1,Femi OGUNODE,15 MAY 1991,QAT,3,,"Le Grand Stade, Marrakech (MAR)",13 SEP 2014,1193
73,10.05,+1.6,Yoshihide KIRYU,15 DEC 1995,JPN,1,,Saitama (JPN),17 MAY 2014,1189
73,10.05,+0.9,Justin GATLIN,10 FEB 1982,USA,1f1,,"Clermont, FL (USA)",07 JUN 2014,1189
73,10.05,+1.7,Darrel BROWN,11 OCT 1984,TTO,3f2,,Port-of-Spain (TTO),21 JUN 2014,1189
73,10.05,+1.0,Julian FORTE,07 JAN 1993,JAM,1h4,,Kingston (JAM),26 JUN 2014,1189
73,10.05,-0.4,Jason LIVERMORE,25 APR 1988,JAM,1sf2,,Kingston (JAM),27 JUN 2014,1191
73,10.05,-2.2,Justin GATLIN,10 FEB 1982,USA,1,,Edmonton (CAN),06 JUL 2014,1202
73,10.05,+1.8,Julian REUS,29 APR 1988,GER,1sf2,,Ulm (GER),26 JUL 2014,1189
73,10.05,+0.4,Wilfried KOFFI HUA,12 OCT 1987,CIV,1,,"Le Grand Stade, Marrakech (MAR)",11 AUG 2014,1189
73,10.05,-0.3,Michael RODGERS,24 APR 1985,USA,2f1,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1190
73,10.05,+0.7,Femi OGUNODE,15 MAY 1991,QAT,2f1,,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014,1189
83,10.06,0.0,Diondre BATSON,13 JUL 1992,USA,1f1,,"Walnut, CA (USA)",19 APR 2014,1186
83,10.06,+1.2,Dentarius LOCKE,12 DEC 1989,USA,1f1,,"Tallahassee, FL (USA)",09 MAY 2014,1186
83,10.06,+0.9,Ramon GITTENS,20 JUL 1987,BAR,1f1,,Regensburg (GER),07 JUN 2014,1186
83,10.06,+1.4,Jason ROGERS,31 AUG 1991,SKN,3,,"FBK Stadium, Hengelo (NED)",08 JUN 2014,1186
83,10.06,-1.5,Nickel ASHMEADE,07 APR 1990,JAM,1,,Kingston (JAM),27 JUN 2014,1195
83,10.06,-0.3,Kemar BAILEY-COLE,10 JAN 1992,JAM,2sf1,,Kingston (JAM),27 JUN 2014,1187
83,10.06,-0.1,Jimmy VICAUT,27 FEB 1992,FRA,1h4,,"Letzigrund, Zürich (SUI)",12 AUG 2014,1186
83,10.06,-0.4,James DASAOLU,05 SEP 1987,GBR,1,,"Letzigrund, Zürich (SUI)",13 AUG 2014,1188
83,10.06,-0.3,James DASAOLU,05 SEP 1987,GBR,3f1,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1187
92,10.07,+1.1,Simon MAGAKWE,14 MAY 1986,RSA,1sf1,,Pretoria (RSA),11 APR 2014,1182
92,10.07,+1.6,Gabriel MVUMVURE,23 FEB 1988,ZIM,1f1,,"Baton Rouge, LA (USA)",19 APR 2014,1182
92,10.07,+1.5,Lucas JAKUBCZYK,28 APR 1985,GER,2f1,,"Clermont, FL (USA)",10 MAY 2014,1182
92,10.07,+0.4,Adam GEMILI,06 OCT 1993,GBR,3f1,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1182
92,10.07,+1.8,Aaron BROWN,27 MAY 1992,CAN,3,,"Eugene, OR (USA)",13 JUN 2014,1182
92,10.07,+1.7,Charles SILMON,04 JUL 1991,USA,1sf2,,"Sacramento, CA (USA)",27 JUN 2014,1182
92,10.07,+1.2,Trayvon BROMELL,10 JUL 1995,USA,1,,"Eugene, OR (USA)",05 JUL 2014,1182
92,10.07,+0.3,Kim COLLINS,05 APR 1976,SKN,5f1,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1182
92,10.07,+0.7,Adam GEMILI,06 OCT 1993,GBR,1sf2,,"Hampden Park, Glasgow (GBR)",28 JUL 2014,1182
92,10.07,+0.4,Mark JELKS,10 APR 1984,NGR,2,,"Le Grand Stade, Marrakech (MAR)",11 AUG 2014,1182
92,10.07,-0.3,Asafa POWELL,23 NOV 1982,JAM,4f1,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1183
92,10.07,-0.7,Kemar BAILEY-COLE,10 JAN 1992,JAM,1f1,,"Sports Park Mladost, Zagreb (CRO)",02 SEP 2014,1186
92,10.07,-0.7,Asafa POWELL,23 NOV 1982,JAM,2f1,,"Sports Park Mladost, Zagreb (CRO)",02 SEP 2014,1186
92,10.07,-0.4,Justin GATLIN,10 FEB 1982,USA,1f1,,Rovereto (ITA),02 SEP 2014,1184
92,10.07,+0.7,Nesta CARTER,11 OCT 1985,JAM,2f2,,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014,1182
107,10.08,-0.5,Gerald PHIRI,06 OCT 1988,ZAM,1f1,,"Gainesville, FL (USA)",19 APR 2014,1182
107,10.08,+1.7,Maurice MITCHELL,22 DEC 1989,USA,1,,"Joplin, MO (USA)",25 APR 2014,1179
107,10.08,+1.5,Marvin BRACY,15 DEC 1993,USA,1f1,,"Clermont, FL (USA)",26 APR 2014,1179
107,10.08,+1.7,Adam GEMILI,06 OCT 1993,GBR,1f5,,Bedford (GBR),31 MAY 2014,1179
107,10.08,+1.4,Maurice MITCHELL,22 DEC 1989,USA,4,,"FBK Stadium, Hengelo (NED)",08 JUN 2014,1179
107,10.08,+1.4,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,5,,"FBK Stadium, Hengelo (NED)",08 JUN 2014,1179
107,10.08,-0.4,Michael RODGERS,24 APR 1985,USA,2,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1181
107,10.08,+1.7,Rakieem SALAAM,05 APR 1990,USA,2sf2,,"Sacramento, CA (USA)",27 JUN 2014,1179
107,10.08,-0.6,Femi OGUNODE,15 MAY 1991,QAT,1f6,,Sofia (BUL),28 JUN 2014,1182
107,10.08,-0.8,Richard THOMPSON,07 JUN 1985,TTO,2,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1183
107,10.08,+1.4,Trayvon BROMELL,10 JUL 1995,USA,1h2,,"Eugene, OR (USA)",05 JUL 2014,1179
107,10.08,+0.2,Diondre BATSON,13 JUL 1992,USA,1,,Kamloops (CAN),08 AUG 2014,1179
107,10.08,-1.3,Jason ROGERS,31 AUG 1991,SKN,1,,Ciudad de México (MEX),15 AUG 2014,1186
107,10.08,-1.9,Kemar BAILEY-COLE,10 JAN 1992,JAM,1,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1190
121,10.09,+0.1,Trayvon BROMELL,10 JUL 1995,USA,1h2,,"Lubbock, TX (USA)",17 MAY 2014,1176
121,10.09,-1.9,Nesta CARTER,11 OCT 1985,JAM,1,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1187
121,10.09,+0.5,Rondel SORRILLO,24 JAN 1986,TTO,1sf1,,Port-of-Spain (TTO),21 JUN 2014,1176
121,10.09,+0.3,Andrew FISHER,15 DEC 1991,JAM,1h3,,Kingston (JAM),26 JUN 2014,1176
121,10.09,-1.7,Michael RODGERS,24 APR 1985,USA,1,,"Sacramento, CA (USA)",27 JUN 2014,1186
121,10.09,+0.3,Richard THOMPSON,07 JUN 1985,TTO,6f1,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1176
121,10.09,+1.5,Kemarley BROWN,20 JUL 1992,JAM,1f1,,Sundsvall (SWE),20 JUL 2014,1176
121,10.09,+2.0,Keston BLEDMAN,08 MAR 1988,TTO,2,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1176
129,10.10,+2.0,Yoshihide KIRYU,15 DEC 1995,JPN,1h1,,Hiroshima (JPN),29 APR 2014,1172
129,10.10,+1.2,Richard THOMPSON,07 JUN 1985,TTO,1,,Port-of-Spain (TTO),02 MAY 2014,1172
129,10.10,+0.1,Senoj-Jay GIVANS,30 DEC 1993,JAM,2h2,,"Lubbock, TX (USA)",17 MAY 2014,1172
129,10.10,+1.7,Diondre BATSON,13 JUL 1992,USA,3sf2,,"Sacramento, CA (USA)",27 JUN 2014,1172
129,10.10,-0.4,Julian FORTE,07 JAN 1993,JAM,2sf2,,Kingston (JAM),27 JUN 2014,1174
129,10.10,-0.8,Kim COLLINS,05 APR 1976,SKN,3,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1176
129,10.10,-0.1,Femi OGUNODE,15 MAY 1991,QAT,1f1,,La Chaux-de-Fonds (SUI),06 JUL 2014,1172
129,10.10,0.0,Adam GEMILI,06 OCT 1993,GBR,2,,"Hampden Park, Glasgow (GBR)",28 JUL 2014,1172
129,10.10,+0.6,Christophe LEMAITRE,11 JUN 1990,FRA,2sf2,,"Letzigrund, Zürich (SUI)",13 AUG 2014,1172
129,10.10,-1.3,Daniel BAILEY,09 SEP 1986,ANT,2,,Ciudad de México (MEX),15 AUG 2014,1179
129,10.10,+2.0,Chijindu UJAH,05 MAR 1994,GBR,3,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1172
129,10.10,+2.0,Nickel ASHMEADE,07 APR 1990,JAM,4,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1172
129,10.10,+1.9,Andrew ROBERTSON,17 DEC 1990,GBR,1sf1,,Bedford (GBR),23 AUG 2014,1172
129,10.10,-0.7,Michael RODGERS,24 APR 1985,USA,3f1,,"Sports Park Mladost, Zagreb (CRO)",02 SEP 2014,1176
129,10.10,+0.6,Richard THOMPSON,07 JUN 1985,TTO,8,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1172
129,10.10,+0.4,Bingtian SU,29 AUG 1989,CHN,2,,Incheon (KOR),28 SEP 2014,1172
145,10.11,+0.5,Andrew FISHER,15 DEC 1991,JAM,1,,Kingston (JAM),04 APR 2014,1169
145,10.11,+1.8,Akani SIMBINE,21 SEP 1993,RSA,1sf3,,Pretoria (RSA),11 APR 2014,1169
145,10.11,+0.4,Marvin BRACY,15 DEC 1993,USA,1h7,,"Clermont, FL (USA)",26 APR 2014,1169
145,10.11,-0.2,Wilfried KOFFI HUA,12 OCT 1987,CIV,1f1,,Abidjan (CIV),26 APR 2014,1170
145,10.11,-1.9,Justin GATLIN,10 FEB 1982,USA,1f2,,"National Stadium, Kingston (JAM)",03 MAY 2014,1180
145,10.11,-3.5,Michael RODGERS,24 APR 1985,USA,2,,Tokyo (JPN),11 MAY 2014,1190
145,10.11,0.0,Kim COLLINS,05 APR 1976,SKN,3,,Beijing (CHN),21 MAY 2014,1169
145,10.11,+0.9,Jason LIVERMORE,25 APR 1988,JAM,1f13,,Kingston (JAM),31 MAY 2014,1169
145,10.11,-0.6,Adam GEMILI,06 OCT 1993,GBR,3,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1172
145,10.11,+0.3,Michael RODGERS,24 APR 1985,USA,1h4,,"Sacramento, CA (USA)",26 JUN 2014,1169
145,10.11,-1.5,Jason LIVERMORE,25 APR 1988,JAM,2,,Kingston (JAM),27 JUN 2014,1178
145,10.11,+0.7,Shavez HART,06 SEP 1992,BAH,1,,Nassau (BAH),27 JUN 2014,1169
145,10.11,+1.0,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,1h2,,Mannheim (GER),05 JUL 2014,1169
145,10.11,+0.7,Jason LIVERMORE,25 APR 1988,JAM,2sf2,,"Hampden Park, Glasgow (GBR)",28 JUL 2014,1169
159,10.12,+1.3,Zharnel HUGHES,13 JUL 1995,AIA,1,,Kingston (JAM),28 MAR 2014,1165
159,10.12,+0.6,Keston BLEDMAN,08 MAR 1988,TTO,1h1,,"Clermont, FL (USA)",26 APR 2014,1165
159,10.12,+1.0,Gil ROBERTS,15 MAR 1989,USA,1f1,,"Lubbock, TX (USA)",03 MAY 2014,1165
159,10.12,+1.5,Richard KILTY,02 SEP 1989,GBR,3f1,,"Clermont, FL (USA)",10 MAY 2014,1165
159,10.12,+1.0,Dentarius LOCKE,12 DEC 1989,USA,1,,"Atlanta, GA (USA)",16 MAY 2014,1165
159,10.12,+0.4,Adam HARRIS,21 JUL 1987,GUY,1,,Port-of-Spain (TTO),17 MAY 2014,1165
159,10.12,0.0,Nesta CARTER,11 OCT 1985,JAM,2,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1165
159,10.12,+0.8,Aaron BROWN,27 MAY 1992,CAN,1sf1,,"Fayetteville, AR (USA)",30 MAY 2014,1165
159,10.12,+0.6,Richard THOMPSON,07 JUN 1985,TTO,1h3,,"Clermont, FL (USA)",31 MAY 2014,1165
159,10.12,+1.9,Julian REUS,29 APR 1988,GER,1h1,,Regensburg (GER),07 JUN 2014,1165
159,10.12,+1.4,Kimmari ROACH,17 APR 1989,JAM,6,,"FBK Stadium, Hengelo (NED)",08 JUN 2014,1165
159,10.12,+1.8,Justin WALKER,30 NOV 1990,USA,4,,"Eugene, OR (USA)",13 JUN 2014,1165
159,10.12,-0.4,Kim COLLINS,05 APR 1976,SKN,3,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1167
159,10.12,,Mark JELKS,10 APR 1984,NGR,1h2,,Calabar (NGR),19 JUN 2014,1165
159,10.12,+0.2,Nickel ASHMEADE,07 APR 1990,JAM,1h2,,Kingston (JAM),26 JUN 2014,1165
159,10.12,+0.3,Nesta CARTER,11 OCT 1985,JAM,2h3,,Kingston (JAM),26 JUN 2014,1165
159,10.12,+1.0,Jason LIVERMORE,25 APR 1988,JAM,2h4,,Kingston (JAM),26 JUN 2014,1165
159,10.12,+0.3,Dwain CHAMBERS,05 APR 1978,GBR,1,,Birmingham (GBR),29 JUN 2014,1165
159,10.12,-0.8,Nesta CARTER,11 OCT 1985,JAM,4,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1169
159,10.12,-0.7,Femi OGUNODE,15 MAY 1991,QAT,1h1,,La Chaux-de-Fonds (SUI),06 JUL 2014,1169
159,10.12,-0.1,Ryan BAILEY,13 APR 1989,USA,3,,Linz (AUT),14 JUL 2014,1165
159,10.12,+1.3,James DASAOLU,05 SEP 1987,GBR,,,Amsterdam (NED),26 JUL 2014,1165
159,10.12,0.0,Nickel ASHMEADE,07 APR 1990,JAM,3,,"Hampden Park, Glasgow (GBR)",28 JUL 2014,1165
159,10.12,-0.1,Mark JELKS,10 APR 1984,NGR,4,,"Le Grand Stade, Marrakech (MAR)",13 SEP 2014,1165
183,10.13,+1.9,Akani SIMBINE,21 SEP 1993,RSA,1,,Pretoria (RSA),14 MAR 2014,1162
183,10.13,+0.6,Kemarley BROWN,20 JUL 1992,JAM,1f2,,"Walnut, CA (USA)",19 APR 2014,1162
183,10.13,+0.8,Clayton VAUGHN,15 MAY 1992,USA,1f1,,"San Marcos, TX (USA)",26 APR 2014,1162
183,10.13,+1.5,James ELLINGTON,06 SEP 1985,GBR,2f1,,"Clermont, FL (USA)",26 APR 2014,1162
183,10.13,+0.7,Kei TAKASE,25 NOV 1988,JPN,1f1,,Hiroshima (JPN),29 APR 2014,1162
183,10.13,+0.4,Jason LIVERMORE,25 APR 1988,JAM,1f2,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1162
183,10.13,-0.3,Harry ADAMS,27 NOV 1989,USA,1,,"Houston, TX (USA)",06 JUN 2014,1163
183,10.13,-0.3,Mark JELKS,10 APR 1984,USA,2,,"Houston, TX (USA)",06 JUN 2014,1163
183,10.13,+0.1,Richard THOMPSON,07 JUN 1985,TTO,1h1,,"FBK Stadium, Hengelo (NED)",08 JUN 2014,1162
183,10.13,+1.6,Kim COLLINS,05 APR 1976,SKN,1,,"Le Grand Stade, Marrakech (MAR)",08 JUN 2014,1162
183,10.13,-0.6,Kim COLLINS,05 APR 1976,SKN,4,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1165
183,10.13,+0.6,Dentarius LOCKE,12 DEC 1989,USA,1h3,,"Eugene, OR (USA)",11 JUN 2014,1162
183,10.13,+1.3,Mosito LEHATA,08 APR 1989,LES,1,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2014,1162
183,10.13,+1.7,Sean MCLEAN,23 MAR 1992,USA,4sf2,,"Sacramento, CA (USA)",27 JUN 2014,1162
183,10.13,+0.1,Kim COLLINS,05 APR 1976,SKN,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",03 JUL 2014,1162
183,10.13,-0.1,Nesta CARTER,11 OCT 1985,JAM,4,,Linz (AUT),14 JUL 2014,1162
183,10.13,+0.4,Marvin BRACY,15 DEC 1993,USA,1,,Heusden-Zolder (BEL),19 JUL 2014,1162
183,10.13,+1.0,Chijindu UJAH,05 MAR 1994,GBR,4f1,,London (GBR),20 JUL 2014,1162
183,10.13,+0.7,Trayvon BROMELL,10 JUL 1995,USA,1h6,,"Hayward Field, Eugene, OR (USA)",22 JUL 2014,1162
183,10.13,+1.3,Churandy MARTINA,03 JUL 1984,NED,1,,Amsterdam (NED),26 JUL 2014,1162
183,10.13,+0.2,James DASAOLU,05 SEP 1987,GBR,h1,,Amsterdam (NED),26 JUL 2014,1162
183,10.13,+0.7,Mark JELKS,10 APR 1984,NGR,3sf2,,"Hampden Park, Glasgow (GBR)",28 JUL 2014,1162
183,10.13,+1.2,Christophe LEMAITRE,11 JUN 1990,FRA,1f1,,Castres (FRA),30 JUL 2014,1162
183,10.13,-0.4,Christophe LEMAITRE,11 JUN 1990,FRA,2,,"Letzigrund, Zürich (SUI)",13 AUG 2014,1164
183,10.13,-1.9,Nesta CARTER,11 OCT 1985,JAM,2,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1173
183,10.13,-0.3,Adam GEMILI,06 OCT 1993,GBR,5f1,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1163
183,10.13,-0.1,Christophe LEMAITRE,11 JUN 1990,FRA,5,,"Le Grand Stade, Marrakech (MAR)",13 SEP 2014,1162
183,10.13,+0.2,Kei TAKASE,25 NOV 1988,JPN,2sf2,,Incheon (KOR),28 SEP 2014,1162
211,10.14,+1.9,John TEETERS,19 MAY 1993,USA,1f1,,"Walnut, CA (USA)",18 APR 2014,1159
211,10.14,+1.5,Adrian GRIFFITH,11 NOV 1984,BAH,3f1,,"Clermont, FL (USA)",26 APR 2014,1159
211,10.14,+1.5,Gerald PHIRI,06 OCT 1988,ZAM,3f1,,"Clermont, FL (USA)",26 APR 2014,1159
211,10.14,+1.5,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,4f1,,"Clermont, FL (USA)",10 MAY 2014,1159
211,10.14,+0.9,Odean SKEEN,28 AUG 1994,JAM,1,,"Mesa, AZ (USA)",17 MAY 2014,1159
