Competitor,Rank,Mark,WIND,DOB,Nat,Pos,Venue,Date,Results Score,Net Result,AGE,AGE_AT_EVENT,current_match_ranking,match_year
Isiah YOUNG,33876,10.3,0.1,5-Jan-90,USA,3f1,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",21-May-22,1105,10.31,34,32,3,2022
Isiah YOUNG,7744,10.12,1,5-Jan-90,USA,4,"Olympiastadion, Berlin (GER)",27-Aug-17,1165,10.22,34,27,4,2017
Isiah YOUNG,830,9.94,2.4,5-Jan-90,USA,5,"Hayward Field, Eugene, OR (USA)",26-May-18,1213,10.18,34,28,5,2018
Isiah YOUNG,8587,10.13,-0.1,5-Jan-90,USA,4,"National Stadium, Beijing (CHN)",18-May-16,1162,10.12,34,26,4,2016
Isiah YOUNG,704,9.93,1.9,5-Jan-90,USA,1h2,"Drake Stadium, Des Moines, IA (USA)",21-Jun-18,1231,10.12,34,28,1,2018
Isiah YOUNG,20480,10.23,1.6,5-Jan-90,USA,1f5,"Jonesboro, AR (USA)",26-Apr-14,1128,10.39,34,24,1,2014
Isiah YOUNG,1954,10,0.2,5-Jan-90,USA,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",6-Jul-17,1206,10.02,34,27,4,2017
Isiah YOUNG,2531,10.02,3,5-Jan-90,USA,1f1,"Ansin Sports Complex, Miramar, FL (USA)",10-Apr-21,1181,10.32,34,31,1,2021
Isiah YOUNG,2237,10.01,2.5,5-Jan-90,USA,1f1,"Greensboro, NC (USA)",24-May-13,1188,10.26,34,23,1,2013
Isiah YOUNG,3690,10.05,2.4,5-Jan-90,USA,1h3,"Columbia, SC (USA)",11-May-13,1175,10.29,34,23,1,2013
Isiah YOUNG,4132,10.06,1.6,5-Jan-90,USA,1h2,"Montverde, FL (USA)",6-Jun-15,1186,10.22,34,25,1,2015
Isiah YOUNG,607,9.92,4.1,5-Jan-90,USA,2f1,"Gainesville, FL (USA)",13-Apr-18,1210,10.33,34,28,2,2018
Isiah YOUNG,13525,10.18,-0.5,5-Jan-90,USA,1f1,Lignano Sabbiadoro (ITA),12-Jul-17,1148,10.13,34,27,1,2017
Isiah YOUNG,25590,10.26,-0.3,5-Jan-90,USA,8,"Boudewijnstadion, Bruxelles (BEL)",31-Aug-18,1119,10.23,34,28,8,2018
Isiah YOUNG,8587,10.13,-0.4,5-Jan-90,USA,2,"Mestsky Stadion, Ostrava (CZE)",26-May-15,1164,10.09,34,25,2,2015
Isiah YOUNG,13525,10.18,-0.5,5-Jan-90,USA,5,"Shanghai Stadium, Shanghai (CHN)",12-May-18,1148,10.13,34,28,5,2018
Isiah YOUNG,5146,10.08,2.2,5-Jan-90,USA,1,"Des Moines, IA (USA)",28-Apr-12,1166,10.3,34,22,1,2012
Isiah YOUNG,14702,10.19,2.3,5-Jan-90,USA,6f1,Nassau (BAH),16-Apr-16,1129,10.42,34,26,6,2016
Isiah YOUNG,830,9.94,0.5,5-Jan-90,USA,1,"Boston, MA (USA)",23-May-21,1227,9.99,34,31,1,2021
Jak Ali HARVEY,33876,10.3,1.2,4-May-89,TUR,2,Bursa (TUR),28-Aug-20,1105,10.42,35,31,2,2020
Jak Ali HARVEY,12446,10.17,1.7,4-May-89,TUR,1f1,Kortrijk (BEL),11-Jul-15,1148,10.34,35,26,1,2015
Jak Ali HARVEY,12446,10.17,1.2,4-May-89,JAM,7,"Suhaim bin Hamad Stadium, Doha (QAT)",10-May-13,1148,10.29,35,24,7,2013
Jak Ali HARVEY,29380,10.28,0,4-May-89,TUR,3f2,Luzern (SUI),11-Jul-17,1112,10.28,35,28,3,2017
Jak Ali HARVEY,2845,10.03,0.2,4-May-89,TUR,4sf1,"Est¨¢dio Ol¨ªmpico, Rio de Janeiro (BRA)",14-Aug-16,1196,10.05,35,27,4,2016
Jak Ali HARVEY,7017,10.11,-1.3,4-May-89,TUR,1f3,Erzurum (TUR),25-Jul-15,1176,9.98,35,26,1,2015
Jak Ali HARVEY,7017,10.11,0.5,4-May-89,TUR,1f1,Pitesti (ROU),1-Aug-15,1169,10.16,35,26,1,2015
Jak Ali HARVEY,11386,10.16,-0.2,4-May-89,TUR,4sf2,"Olympic Stadium, London (GBR)",5-Aug-17,1153,10.14,35,28,4,2017
Jak Ali HARVEY,12446,10.17,0.7,4-May-89,TUR,4f2,"Stadio Guidobaldi, Rieti (ITA)",7-Sep-14,1148,10.24,35,25,4,2014
Jak Ali HARVEY,3690,10.05,0.2,4-May-89,TUR,1f1,Dessau (GER),8-Jun-18,1189,10.07,35,29,1,2018
Jak Ali HARVEY,7017,10.11,2.2,4-May-89,TUR,1f1,Novi Pazar (SRB),15-Jul-17,1156,10.33,35,28,1,2017
Jak Ali HARVEY,33876,10.3,-0.5,4-May-89,TUR,1,"Cluj Arena, Cluj-Napoca (ROU)",19-Sep-20,1108,10.25,35,31,1,2020
Jak Ali HARVEY,5722,10.09,0.8,4-May-89,JAM,1f3,Kortrijk (BEL),14-Jul-13,1176,10.17,35,24,1,2013
Jak Ali HARVEY,10382,10.15,0.9,4-May-89,TUR,2,Rovereto (ITA),29-Aug-17,1155,10.24,35,28,2,2017
Jak Ali HARVEY,22081,10.24,1.3,4-May-89,JAM,1h2,Nuoro (ITA),13-Jul-11,1125,10.37,35,22,1,2011
Jak Ali HARVEY,33876,10.3,2.2,4-May-89,JAM,3,Cagliari (ITA),1-Jun-13,1092,10.52,35,24,3,2013
Jak Ali HARVEY,33876,10.3,-0.2,4-May-89,TUR,3h2,Amsterdam (NED),22-Aug-14,1106,10.28,35,25,3,2014
Jak Ali HARVEY,17420,10.21,0.1,4-May-89,JAM,2f2,"Stadio Olimpico, Roma (ITA)",6-Jun-13,1135,10.22,35,24,2,2013
Jak Ali HARVEY,20480,10.23,2.9,4-May-89,JAM,3h2,Amsterdam (NED),31-Aug-13,1111,10.52,35,24,3,2013
Jak Ali HARVEY,9471,10.14,0.4,4-May-89,JAM,7,"Suhaim bin Hamad Stadium, Doha (QAT)",11-May-12,1159,10.18,35,23,7,2012
Jak Ali HARVEY,6354,10.1,1.6,4-May-89,JAM,2f4,Kingston (JAM),14-Apr-12,1172,10.26,35,22,2,2012
Jak Ali HARVEY,9471,10.14,-0.2,4-May-89,JAM,1,"National Stadium, Shenzhen (CHN)",17-Aug-11,1160,10.12,35,22,1,2011
Jak Ali HARVEY,33876,10.3,0.2,4-May-89,TUR,7,"Olympic Stadium, Nanjing (CHN)",21-May-19,1105,10.32,35,30,7,2019
Jak Ali HARVEY,607,9.92,0.9,4-May-89,TUR,1f2,Erzurum (TUR),12-Jun-16,1234,10.01,35,27,1,2016
Jak Ali HARVEY,23770,10.25,0.4,4-May-89,JAM,1qf4,"National Stadium, Shenzhen (CHN)",16-Aug-11,1122,10.29,35,22,1,2011
Jak Ali HARVEY,10382,10.15,0.9,4-May-89,TUR,1,"Stade Complexe Olympique, Oran (ALG)",30-Jun-22,1155,10.24,35,33,1,2022
Jak Ali HARVEY,20480,10.23,0.9,4-May-89,TUR,1h6,"Montverde, FL (USA)",6-Jun-15,1128,10.32,35,26,1,2015
Jak Ali HARVEY,12446,10.17,0.2,4-May-89,TUR,2f2,Bellinzona (SUI),1-Sep-19,1148,10.19,35,30,2,2019
Jak Ali HARVEY,3236,10.04,0.6,4-May-89,TUR,1sf2,"Olympisch Stadion, Amsterdam (NED)",7-Jul-16,1193,10.1,35,27,1,2016
Jak Ali HARVEY,16027,10.2,0.5,4-May-89,JAM,1f1,Lapinlahti (FIN),24-Jul-11,1138,10.25,35,22,1,2011
Jak Ali HARVEY,6354,10.1,1.5,4-May-89,TUR,2,Bursa (TUR),6-Jul-17,1172,10.25,35,28,2,2017
Jak Ali HARVEY,4132,10.06,0.5,4-May-89,TUR,2,Angers (FRA),9-Sep-17,1186,10.11,35,28,2,2017
Jak Ali HARVEY,3236,10.04,0.4,4-May-89,TUR,1h2,Bellinzona (SUI),21-Jul-15,1193,10.08,35,26,1,2015
Jak Ali HARVEY,23770,10.25,-0.7,4-May-89,JAM,1f1,Lappeenranta (FIN),18-Jul-12,1126,10.18,35,23,1,2012
Jak Ali HARVEY,13525,10.18,1,4-May-89,TUR,1,Izmir (TUR),14-Sep-21,1145,10.28,35,32,1,2021
Jak Ali HARVEY,7017,10.11,-0.2,4-May-89,JAM,1f2,Lignano Sabbiadoro (ITA),16-Jul-13,1170,10.09,35,24,1,2013
Jak Ali HARVEY,12446,10.17,0.2,4-May-89,JAM,4f2,"National Stadium, Kingston (JAM)",4-May-13,1148,10.19,35,24,4,2013
Jak Ali HARVEY,11386,10.16,1,4-May-89,JAM,3f2,"National Stadium, Kingston (JAM)",5-May-12,1152,10.26,35,23,3,2012
Jak Ali HARVEY,11386,10.16,0.3,4-May-89,JAM,3,Daegu (KOR),16-May-12,1152,10.19,35,23,3,2012
Jak Ali HARVEY,1716,9.99,0.4,4-May-89,TUR,2f1,Bellinzona (SUI),18-Jul-18,1210,10.03,35,29,2,2018
Jak Ali HARVEY,2845,10.03,2.8,4-May-89,JAM,1f7,Sundsvall (SWE),31-Jul-11,1180,10.31,35,22,1,2011
Jak Ali HARVEY,5722,10.09,1.4,4-May-89,JAM,1,"National Stadium, Kingston (JAM)",7-May-11,1176,10.23,35,22,1,2011
Jak Ali HARVEY,31544,10.29,1.3,4-May-89,JAM,1h2,"Philadelphia, PA (USA)",27-Apr-12,1108,10.42,35,22,1,2012
Jak Ali HARVEY,3236,10.04,1.7,4-May-89,JAM,1,Ankara (TUR),24-Aug-13,1193,10.21,35,24,1,2013
Jak Ali HARVEY,3236,10.04,0.3,4-May-89,TUR,3h5,"National Stadium, Beijing (CHN)",22-Aug-15,1193,10.07,35,26,3,2015
Jak Ali HARVEY,7744,10.12,0.7,4-May-89,JAM,2h2,Kingston (JAM),23-Jun-11,1165,10.19,35,22,2,2011
Jak Ali HARVEY,6354,10.1,-0.6,4-May-89,TUR,1,Tarragona (ESP),28-Jun-18,1175,10.04,35,29,1,2018
Jak Ali HARVEY,27452,10.27,1.4,4-May-89,TUR,1f1,"At?c?lar Atletizm Sahas?, Bursa (TUR)",4-Jun-21,1115,10.41,35,32,1,2021
Jak Ali HARVEY,29380,10.28,-0.9,4-May-89,TUR,1h4,Hilversum (NED),5-Jul-15,1117,10.19,35,26,1,2015
Jak Ali HARVEY,5146,10.08,-0.4,4-May-89,TUR,5sf1,"National Stadium, Beijing (CHN)",23-Aug-15,1181,10.04,35,26,5,2015
Jak Ali HARVEY,33876,10.3,-3.3,4-May-89,TUR,1f1,Erzurum (TUR),12-Jun-21,1124,9.97,35,32,1,2021
Jak Ali HARVEY,14702,10.19,0.2,4-May-89,JAM,1f1,Lignano Sabbiadoro (ITA),19-Jul-11,1142,10.21,35,22,1,2011
Jak Ali HARVEY,25590,10.26,-0.3,4-May-89,TUR,3,"Mestsky Stadion, Ostrava (CZE)",28-Jun-17,1119,10.23,35,28,3,2017
Jak Ali HARVEY,4132,10.06,1.2,4-May-89,JAM,1h2,K?benhavn (DEN),1-Aug-13,1186,10.18,35,24,1,2013
Jak Ali HARVEY,18909,10.22,1.1,4-May-89,TUR,6f1,"Clermont, FL (USA)",30-Apr-16,1132,10.33,35,26,6,2016
Jak Ali HARVEY,7744,10.12,0.9,4-May-89,JAM,1f1,K?benhavn (DEN),1-Aug-13,1165,10.21,35,24,1,2013
Jak Ali HARVEY,18909,10.22,1.4,4-May-89,JAM,2,"Lawrence, KS (USA)",20-Apr-13,1132,10.36,35,23,2,2013
Jak Ali HARVEY,9471,10.14,0.8,4-May-89,TUR,1,Antalya (TUR),16-Sep-19,1159,10.22,35,30,1,2019
Jak Ali HARVEY,31544,10.29,-0.8,4-May-89,TUR,1h1,"Atletski stadion, Smederevo (SRB)",26-Jun-21,1112,10.21,35,32,1,2021
Jak Ali HARVEY,25590,10.26,1.7,4-May-89,JAM,5,"Miramar, FL (USA)",9-Jul-10,1118,10.43,35,21,5,2010
Jak Ali HARVEY,10382,10.15,0.2,4-May-89,JAM,2h1,Kingston (JAM),28-Jun-12,1155,10.17,35,23,2,2012
Jak Ali HARVEY,13525,10.18,0.2,4-May-89,JAM,3,"Pusk¨¢s Ferenc Stadion, Budapest (HUN)",10-Jul-13,1145,10.2,35,24,3,2013
Jak Ali HARVEY,10382,10.15,0.6,4-May-89,JAM,4sf2,Kingston (JAM),24-Jun-11,1155,10.21,35,22,4,2011
Jak Ali HARVEY,18909,10.22,0.6,4-May-89,TUR,2,Mersin (TUR),23-May-16,1132,10.28,35,27,2,2016
Jak Ali HARVEY,9471,10.14,0.7,4-May-89,TUR,1,Rovereto (ITA),23-Aug-18,1159,10.21,35,29,1,2018
Jak Ali HARVEY,23770,10.25,0.1,4-May-89,TUR,1,"Atat¨¹rk University Stadium, Erzurum (TUR)",4-Jun-22,1122,10.26,35,33,1,2022
Jak Ali HARVEY,4606,10.07,0,4-May-89,TUR,2,"Olympisch Stadion, Amsterdam (NED)",7-Jul-16,1182,10.07,35,27,2,2016
Jak Ali HARVEY,5722,10.09,0,4-May-89,TUR,1f3,Bellinzona (SUI),18-Jul-18,1176,10.09,35,29,1,2018
Jak Ali HARVEY,14702,10.19,0,4-May-89,TUR,4,Ostrava (CZE),9-Sep-18,1142,10.19,35,29,4,2018
Jak Ali HARVEY,8587,10.13,-0.1,4-May-89,TUR,2h1,"Olympic Stadium, London (GBR)",4-Aug-17,1162,10.12,35,28,2,2017
Jak Ali HARVEY,8587,10.13,0.2,4-May-89,TUR,2f3,Bellinzona (SUI),18-Jul-17,1162,10.15,35,28,2,2017
Jak Ali HARVEY,31544,10.29,-0.2,4-May-89,TUR,4f3,Bellinzona (SUI),1-Sep-19,1109,10.27,35,30,4,2019
Jak Ali HARVEY,16027,10.2,0,4-May-89,TUR,1h2,Dessau (GER),8-Jun-18,1138,10.2,35,29,1,2018
Jak Ali HARVEY,23770,10.25,0.6,4-May-89,TUR,6h5,"National Stadium, Tokyo (JPN)",31-Jul-21,1122,10.31,35,32,6,2021
Jak Ali HARVEY,18909,10.22,0.4,4-May-89,TUR,1h2,"Stade Complexe Olympique, Oran (ALG)",30-Jun-22,1132,10.26,35,33,1,2022
Jak Ali HARVEY,5722,10.09,0.6,4-May-89,TUR,2sf2,"Olympiastadion, Berlin (GER)",7-Aug-18,1176,10.15,35,29,2,2018
Jak Ali HARVEY,29380,10.28,1.1,4-May-89,TUR,4f2,"At?c?lar Atletizm Sahas?, Bursa (TUR)",25-Jun-22,1112,10.39,35,33,4,2022
Jak Ali HARVEY,27452,10.27,0.5,4-May-89,TUR,1h1,"Kaarlen kentt?, Vaasa (FIN)",23-Jun-17,1115,10.32,35,28,1,2017
Jak Ali HARVEY,33876,10.3,-0.1,4-May-89,JAM,2f1,Karlstad (SWE),2-Aug-11,1105,10.29,35,22,2,2011
Jak Ali HARVEY,9471,10.14,-0.8,4-May-89,TUR,2h6,"Est¨¢dio Ol¨ªmpico, Rio de Janeiro (BRA)",13-Aug-16,1163,10.06,35,27,2,2016
Jak Ali HARVEY,8587,10.13,3.4,4-May-89,TUR,6f1,"Clermont, FL (USA)",18-Apr-15,1142,10.47,35,25,6,2015
Jak Ali HARVEY,22081,10.24,-1.1,4-May-89,TUR,4f1,"Bregy¨® Athletic Center, Sz¨¦kesfeh¨¦rv¨¢r (HUN)",7-Jul-15,1131,10.13,35,26,4,2015
Jak Ali HARVEY,5146,10.08,1,4-May-89,JAM,4sf2,Kingston (JAM),29-Jun-12,1179,10.18,35,23,4,2012
Jak Ali HARVEY,9471,10.14,2.2,4-May-89,TUR,3h2,"Clermont, FL (USA)",16-May-15,1146,10.36,35,26,3,2015
Jak Ali HARVEY,9471,10.14,3,4-May-89,TUR,7f1,"Clermont, FL (USA)",16-May-15,1141,10.44,35,26,7,2015
Jak Ali HARVEY,25590,10.26,-0.6,4-May-89,JAM,1,"Philadelphia, PA (USA)",28-Apr-12,1121,10.2,35,22,1,2012
Jak Ali HARVEY,25590,10.26,-0.4,4-May-89,TUR,1,Mersin (TUR),28-May-16,1120,10.22,35,27,1,2016
Jak Ali HARVEY,31544,10.29,-0.8,4-May-89,JAM,4,"Icahn Stadium, New York, NY (USA)",25-May-13,1112,10.21,35,24,4,2013
Jak Ali HARVEY,13525,10.18,0.6,4-May-89,TUR,5f1,"Gainesville, FL (USA)",22-Apr-16,1145,10.24,35,26,5,2016
Jak Ali HARVEY,7744,10.12,0,4-May-89,TUR,1f2,Bellinzona (SUI),18-Jul-17,1165,10.12,35,28,1,2017
Jak Ali HARVEY,2237,10.01,-0.2,4-May-89,TUR,1,Ankara (TUR),4-Sep-15,1204,9.99,35,26,1,2015
Jak Ali HARVEY,3236,10.04,3.5,4-May-89,JAM,2,Nuoro (ITA),13-Jul-11,1172,10.39,35,22,2,2011
Jak Ali HARVEY,13525,10.18,-0.8,4-May-89,TUR,1,"Olympiastadion, Stockholm (SWE)",16-Jun-16,1149,10.1,35,27,1,2016
Jak Ali HARVEY,12446,10.17,2.4,4-May-89,JAM,1f2,Kortrijk (BEL),9-Jul-11,1134,10.41,35,22,1,2011
Jak Ali HARVEY,22081,10.24,-0.1,4-May-89,JAM,7,"Stadio Olimpico, Roma (ITA)",31-May-12,1125,10.23,35,23,7,2012
Jak Ali HARVEY,2845,10.03,-0.1,4-May-89,TUR,1f2,Bellinzona (SUI),21-Jul-15,1196,10.02,35,26,1,2015
Jak Ali HARVEY,10382,10.15,1.9,4-May-89,TUR,2h4,Erzurum (TUR),11-Jun-17,1155,10.34,35,28,2,2017
Jak Ali HARVEY,2845,10.03,3.2,4-May-89,TUR,2f2,Erzurum (TUR),11-Jun-17,1177,10.35,35,28,2,2017
Jak Ali HARVEY,12446,10.17,1.1,4-May-89,JAM,8,Kingston (JAM),29-Jun-12,1148,10.28,35,23,8,2012
Jak Ali HARVEY,33876,10.3,-1.1,4-May-89,TUR,1f2,Ankara (TUR),2-Sep-14,1111,10.19,35,25,1,2014
Jak Ali HARVEY,4606,10.07,0.5,4-May-89,JAM,2h1,Kingston (JAM),20-Jun-13,1182,10.12,35,24,2,2013
Jak Ali HARVEY,29380,10.28,0,4-May-89,JAM,1sf1,"National Stadium, Shenzhen (CHN)",17-Aug-11,1112,10.28,35,22,1,2011
Jak Ali HARVEY,25590,10.26,0.7,4-May-89,JAM,1,Torino (ITA),8-Jun-13,1118,10.33,35,24,1,2013
Jak Ali HARVEY,10382,10.15,0.8,4-May-89,TUR,1f2,Luzern (SUI),14-Jul-15,1155,10.23,35,26,1,2015
Jak Ali HARVEY,10382,10.15,1.4,4-May-89,TUR,3f1,"Montverde, FL (USA)",6-Jun-15,1155,10.29,35,26,3,2015
Jak Ali HARVEY,10382,10.15,2.3,4-May-89,TUR,2h1,"Clermont, FL (USA)",18-Apr-15,1142,10.38,35,25,2,2015
Jak Ali HARVEY,23770,10.25,1.6,4-May-89,TUR,1h1,"Clermont, FL (USA)",30-Apr-16,1122,10.41,35,26,1,2016
Jak Ali HARVEY,10382,10.15,1.9,4-May-89,JAM,4f1,Szczecin (POL),21-Jul-12,1155,10.34,35,23,4,2012
Jak Ali HARVEY,33876,10.3,1.9,4-May-89,TUR,8,"Des Moines, IA (USA)",28-Apr-18,1105,10.49,35,28,8,2018
Jak Ali HARVEY,2237,10.01,0,4-May-89,TUR,3,"Olympiastadion, Berlin (GER)",7-Aug-18,1203,10.01,35,29,3,2018
Jak Ali HARVEY,519,9.91,3,4-May-89,TUR,1,Bursa (TUR),15-Aug-18,1220,10.21,35,29,1,2018
Jak Ali HARVEY,13525,10.18,-0.1,4-May-89,TUR,1,Mersin (TUR),30-May-15,1145,10.17,35,26,1,2015
Jak Ali HARVEY,10382,10.15,-0.5,4-May-89,JAM,4sf2,Kingston (JAM),21-Jun-13,1158,10.1,35,24,4,2013
Jak Ali HARVEY,2237,10.01,-0.9,4-May-89,TUR,1f3,Erzurum (TUR),14-Jul-18,1208,9.92,35,29,1,2018
Jimmy VICAUT,20480,10.23,0.8,27-Feb-92,FRA,3f1,Dakar (SEN),28-May-11,1128,10.31,32,19,3,2011
Jimmy VICAUT,1277,9.97,0.4,27-Feb-92,FRA,1sf1,"Olympiastadion, Berlin (GER)",7-Aug-18,1217,10.01,32,26,1,2018
Jimmy VICAUT,6354,10.1,-0.4,27-Feb-92,FRA,3sf1,"DS, Daegu (KOR)",28-Aug-11,1174,10.06,32,19,3,2011
Jimmy VICAUT,5146,10.08,-0.8,27-Feb-92,FRA,6,"Olympic Stadium, London (GBR)",5-Aug-17,1183,10,32,25,6,2017
Jimmy VICAUT,607,9.92,0.7,27-Feb-92,FRA,1,Villeneuve d'Ascq (FRA),11-Jul-15,1234,9.99,32,23,1,2015
Jimmy VICAUT,16027,10.2,0.2,27-Feb-92,FRA,2h1,"Estadio Vallehermoso, Madrid (ESP)",25-Aug-19,1138,10.22,32,27,2,2019
Jimmy VICAUT,1277,9.97,0.5,27-Feb-92,FRA,1f1,Dijon (FRA),21-May-17,1217,10.02,32,25,1,2017
Jimmy VICAUT,224,9.86,1.3,27-Feb-92,FRA,2,"Stade de France, Paris-St-Denis (FRA)",4-Jul-15,1255,9.99,32,23,2,2015
Jimmy VICAUT,20480,10.23,-0.5,27-Feb-92,FRA,4f1,"Mestsky Stadion, Ostrava (CZE)",27-Jun-13,1131,10.18,32,21,4,2013
Jimmy VICAUT,17420,10.21,0.7,27-Feb-92,FRA,4h1,"Stadion Juliska, Praha (CZE)",3-Jun-24,1135,10.28,32,32,4,2024
Jimmy VICAUT,4132,10.06,0.3,27-Feb-92,FRA,7,"Boudewijnstadion, Bruxelles (BEL)",7-Sep-12,1186,10.09,32,20,7,2012
Jimmy VICAUT,607,9.92,0.3,27-Feb-92,FRA,1h5,"National Stadium, Beijing (CHN)",22-Aug-15,1234,9.95,32,23,1,2015
Jimmy VICAUT,9471,10.14,-0.5,27-Feb-92,FRA,1f1,"Stade Bachelard, Grenoble (FRA)",22-May-22,1162,10.09,32,30,1,2022
Jimmy VICAUT,9471,10.14,1.7,27-Feb-92,FRA,5,"Stadion Juliska, Praha (CZE)",3-Jun-24,1159,10.31,32,32,5,2024
Jimmy VICAUT,16027,10.2,-1,27-Feb-92,FRA,1,Marseille (FRA),2-Jul-19,1144,10.1,32,27,1,2019
Jimmy VICAUT,10382,10.15,0.3,27-Feb-92,FRA,3h6,"Olympic Stadium, London (GBR)",4-Aug-17,1155,10.18,32,25,3,2017
Jimmy VICAUT,16027,10.2,0.9,27-Feb-92,FRA,1h1,"Stade Josette et Roger Mikulak, Angers (FRA)",28-Jun-24,1138,10.29,32,32,1,2024
Jimmy VICAUT,319,9.88,1.9,27-Feb-92,FRA,1,Angers (FRA),25-Jun-16,1248,10.07,32,24,1,2016
Jimmy VICAUT,4606,10.07,2.3,27-Feb-92,FRA,3h1,"Centro Sportivo Fontanassa, Savona (ITA)",18-May-22,1169,10.3,32,30,3,2022
Jimmy VICAUT,6354,10.1,0.6,27-Feb-92,FRA,2,"Stade des Grands P¨ºchers, Montreuil (FRA)",2-Jun-22,1172,10.16,32,30,2,2022
Jimmy VICAUT,10382,10.15,1.1,27-Feb-92,FRA,1,Lille (FRA),9-Jun-12,1155,10.26,32,20,1,2012
Jimmy VICAUT,4606,10.07,0.2,27-Feb-92,FRA,2h1,"National Stadium, Tokyo (JPN)",31-Jul-21,1182,10.09,32,29,2,2021
Jimmy VICAUT,23770,10.25,-0.2,27-Feb-92,FRA,4f1,"Estadio Vallehermoso, Madrid (ESP)",21-Jun-24,1123,10.23,32,32,4,2024
Jimmy VICAUT,4606,10.07,0.5,27-Feb-92,FRA,1h1,"Zdzis?aw Krzyszkowiak Stadium, Bydgoszcz (POL)",9-Aug-19,1182,10.12,32,27,1,2019
Jimmy VICAUT,7744,10.12,-0.1,27-Feb-92,FRA,5,"Stade de France, Paris-St-Denis (FRA)",27-Aug-16,1165,10.11,32,24,5,2016
Jimmy VICAUT,13525,10.18,1.4,27-Feb-92,FRA,1h1,"Olympiastadion, Helsinki (FIN)",27-Jun-12,1145,10.32,32,20,1,2012
Jimmy VICAUT,4606,10.07,0.1,27-Feb-92,FRA,2,"Stadion Juliska, Praha (CZE)",3-Jun-19,1182,10.08,32,27,2,2019
Jimmy VICAUT,7744,10.12,-0.7,27-Feb-92,FRA,2,"Olympiastadion, Helsinki (FIN)",28-Jun-12,1169,10.05,32,20,2,2012
Jimmy VICAUT,1489,9.98,-0.3,27-Feb-92,FRA,4,"Letzigrund, Z¨¹rich (SUI)",29-Aug-13,1214,9.95,32,21,4,2013
Jimmy VICAUT,7744,10.12,0.1,27-Feb-92,FRA,3f1,"Olympiastadion, Berlin (GER)",2-Sep-12,1165,10.13,32,20,3,2012
Jimmy VICAUT,1489,9.98,0.9,27-Feb-92,FRA,2f1,"Stadio Olimpico, Roma (ITA)",4-Jun-15,1213,10.07,32,23,2,2015
Jimmy VICAUT,23770,10.25,0.7,27-Feb-92,FRA,1f1,Cergy-Pontoise (FRA),10-Jun-19,1122,10.32,32,27,1,2019
Jimmy VICAUT,1489,9.98,-0.8,27-Feb-92,FRA,5,"Olympic Stadium, London (GBR)",24-Jul-15,1217,9.9,32,23,5,2015
Jimmy VICAUT,13525,10.18,-0.6,27-Feb-92,FRA,1h1,Lille (FRA),9-Jun-12,1148,10.12,32,20,1,2012
Jimmy VICAUT,6354,10.1,-0.8,27-Feb-92,FRA,1h2,Marseille (FRA),2-Jul-19,1176,10.02,32,27,1,2019
Jimmy VICAUT,7744,10.12,-1.8,27-Feb-92,FRA,1h1,"Kadrioru staadion, Tallinn (EST)",21-Jul-11,1175,9.94,32,19,1,2011
Jimmy VICAUT,17420,10.21,0.3,27-Feb-92,FRA,1h5,Mannheim (GER),2-Jul-11,1135,10.24,32,19,1,2011
Jimmy VICAUT,224,9.86,1.8,27-Feb-92,FRA,1,Montreuil-sous-Bois (FRA),7-Jun-16,1255,10.04,32,24,1,2016
Jimmy VICAUT,6354,10.1,0.8,27-Feb-92,FRA,5,"Alexander Stadium, Birmingham (GBR)",30-Jun-13,1172,10.18,32,21,5,2013
Jimmy VICAUT,29380,10.28,0.4,27-Feb-92,FRA,8,"Suhaim bin Hamad Stadium, Doha (QAT)",11-May-12,1112,10.32,32,20,8,2012
Jimmy VICAUT,10382,10.15,1.9,27-Feb-92,FRA,1,"Stade Sottevillais 76, Sotteville-l¨¨s-Rouen (FRA)",4-Jul-22,1155,10.34,32,30,1,2022
Jimmy VICAUT,3236,10.04,0.2,27-Feb-92,FRA,7,"Est¨¢dio Ol¨ªmpico, Rio de Janeiro (BRA)",14-Aug-16,1193,10.06,32,24,7,2016
Jimmy VICAUT,23770,10.25,-1.3,27-Feb-92,FRA,2h4,"DS, Daegu (KOR)",27-Aug-11,1129,10.12,32,19,2,2011
Jimmy VICAUT,13525,10.18,0,27-Feb-92,FRA,3sf1,"Olympiastadion, M¨¹nchen (GER)",16-Aug-22,1145,10.18,32,30,3,2022
Jimmy VICAUT,17420,10.21,1.1,27-Feb-92,FRA,4,"Olympiastadion, Berlin (GER)",6-Sep-15,1135,10.32,32,23,4,2015
Jimmy VICAUT,607,9.92,0.3,27-Feb-92,FRA,1,Marseille (FRA),16-Jun-18,1234,9.95,32,26,1,2018
Jimmy VICAUT,4606,10.07,0.3,27-Feb-92,FRA,1,"Kadrioru staadion, Tallinn (EST)",22-Jul-11,1182,10.1,32,19,1,2011
Jimmy VICAUT,20480,10.23,0.2,27-Feb-92,FRA,1h2,Cergy-Pontoise (FRA),10-Jun-19,1128,10.25,32,27,1,2019
Jimmy VICAUT,4606,10.07,2,27-Feb-92,FRA,2,Albi (FRA),29-Jul-11,1182,10.27,32,19,2,2011
