Year,Average Age mean,Average Net Result mean,Average Mark var,current_match_ranking mean,current_match_ranking min,Average Mark min,Nation mean,Athlete,Years to Olympics,Finalist_Weight
2016.0,33.0,9.83875,0.00145,2.625,1.0,9.97,1168.445443,46.0,1.0,0.0
2017.0,34.0,9.8575,0.008966667,2.25,1.0,9.94,1168.445443,46.0,5.0,0.0
2018.0,35.0,10.116,0.00518,2.4,1.0,10.11,1168.445443,46.0,4.0,0.0
2019.0,36.0,9.91,0.014879346,2.0,2.0,10.27,1168.445443,46.0,3.0,0.0
2001.0,24.0,10.18583333,0.005872727,2.666666667,1.0,10.06,1146.033254,47.0,4.0,0.0
2002.0,25.04545455,10.12318182,0.005492641,2.636363636,1.0,10.0,1146.033254,47.0,3.0,0.0
2003.0,26.08,10.1672,0.005469333,3.08,1.0,9.97,1146.033254,47.0,2.0,0.0
2004.0,27.0,10.065,0.009478571,2.75,1.0,9.99,1146.033254,47.0,1.0,0.0
2005.0,28.0,10.13266667,0.002069524,3.4,1.0,10.13,1146.033254,47.0,4.0,0.0
2006.0,29.0,10.119375,0.002719583,2.3125,1.0,10.1,1146.033254,47.0,3.0,0.0
2007.0,30.0,10.23,0.004524626,2.0,2.0,10.23,1146.033254,47.0,2.0,0.0
2008.0,31.0,10.172,0.00057,2.8,2.0,10.21,1146.033254,47.0,1.0,0.0
2003.0,17.0,,0.009131176,1.0,1.0,10.29,1168.445443,48.0,2.0,0.0
2004.0,18.0,10.2,0.009131176,1.0,1.0,10.28,1168.445443,48.0,1.0,0.0
2005.0,19.0,10.0775,0.010153788,1.416666667,1.0,9.96,1168.445443,48.0,4.0,1.0
2006.0,20.0,10.146,0.00262,2.0,1.0,10.12,1168.445443,48.0,3.0,1.0
2007.0,21.0,10.042,0.009995556,1.6,1.0,9.93,1168.445443,48.0,2.0,1.0
2008.0,22.0,9.961666667,0.018515152,2.25,1.0,9.8,1168.445443,48.0,1.0,1.0
2009.0,23.0,9.9875,0.0043,2.0,1.0,10.0,1168.445443,48.0,4.0,0.0
2010.0,24.0,10.1725,0.024257143,1.125,1.0,9.88,1168.445443,48.0,3.0,0.0
2011.0,25.0,10.055,0.006654545,1.5,1.0,9.94,1168.445443,48.0,2.0,0.0
2012.0,26.0,9.875,0.016333333,2.25,1.0,9.85,1168.445443,48.0,1.0,0.0
2013.0,27.0,10.07555556,0.010811111,2.333333333,1.0,9.99,1168.445443,48.0,4.0,0.0
2014.0,28.0,10.11,0.009131176,8.0,8.0,10.27,1168.445443,48.0,3.0,0.0
2015.0,29.0,10.028,0.00192,3.4,1.0,10.13,1168.445443,48.0,2.0,0.0
2016.0,30.0,10.01857143,0.008447619,2.0,1.0,10.03,1168.445443,48.0,1.0,0.0
2017.0,31.0,10.025,0.010098214,1.875,1.0,10.0,1168.445443,48.0,5.0,0.0
2018.0,32.0,9.982,0.00193,1.2,1.0,10.16,1168.445443,48.0,4.0,0.0
2019.0,33.0,10.065,0.0018,1.0,1.0,10.19,1168.445443,48.0,3.0,0.0
2007.0,17.0,10.158,0.00332,1.2,1.0,10.11,1169.777336,49.0,2.0,0.0
2008.0,18.0,10.05666667,0.0019,1.0,1.0,10.2,1169.777336,49.0,1.0,0.0
2009.0,19.0,10.06333333,0.005233333,1.666666667,1.0,10.07,1169.777336,49.0,4.0,0.0
2010.0,20.0,10.02818182,0.015525455,1.818181818,1.0,9.89,1169.777336,49.0,3.0,0.0
2011.0,21.0,9.959285714,0.012991209,1.142857143,1.0,9.8,1169.777336,49.0,2.0,0.0
2012.0,22.0,9.764615385,0.012591026,1.230769231,1.0,9.69,1169.777336,49.0,1.0,0.0
2014.0,24.0,10.18,0.01805,1.5,1.0,10.02,1169.777336,49.0,3.0,1.0
2015.0,25.0,10.104,0.00317,1.6,1.0,10.12,1169.777336,49.0,2.0,1.0
2016.0,26.0,10.006,0.015182222,1.7,1.0,9.93,1169.777336,49.0,1.0,1.0
2017.0,27.0,10.021,0.008404444,1.4,1.0,9.9,1169.777336,49.0,5.0,0.0
2018.0,28.0,10.02142857,0.006518681,2.571428571,1.0,9.94,1169.777336,49.0,4.0,0.0
2019.0,29.0,10.02714286,0.005259341,1.857142857,1.0,9.96,1169.777336,49.0,3.0,0.0
2020.0,30.0,10.11333333,0.0043,1.333333333,1.0,10.07,1169.777336,49.0,2.0,0.0
2021.0,31.0,9.95,0.010212381,1.6,1.0,9.95,1169.777336,49.0,1.0,0.0
2012.0,16.0,10.17,0.0002,1.0,1.0,10.19,1150.754386,50.0,1.0,0.0
2013.0,17.0,10.075,0.01312,1.166666667,1.0,10.01,1150.754386,50.0,4.0,0.0
2014.0,18.0,10.04428571,0.00632381,1.0,1.0,10.05,1150.754386,50.0,3.0,0.0
2015.0,19.0,9.968,0.02522,1.0,1.0,9.87,1150.754386,50.0,2.0,0.0
2016.0,20.0,10.17714286,0.007117033,1.928571429,1.0,10.01,1150.754386,50.0,1.0,0.0
2017.0,21.0,10.05388889,0.005176471,1.611111111,1.0,9.98,1150.754386,50.0,5.0,0.0
2018.0,22.0,10.15833333,0.002345455,3.0,1.0,10.1,1150.754386,50.0,4.0,0.0
2019.0,23.0,10.05263158,0.005722807,2.631578947,1.0,10.01,1150.754386,50.0,3.0,0.0
2020.0,24.0,10.09555556,0.007861111,1.222222222,1.0,10.04,1150.754386,50.0,2.0,0.0
2021.0,25.0,10.18166667,0.01311,2.0,1.0,10.01,1150.754386,50.0,1.0,0.0
