Average Net Result mean_pro,age_at_event mean_pro,Mark mean_pro,Mark min_pro,Mark var_pro,current_match_ranking min_pro,current_match_ranking mean_pro,Average Rank mean_pro,Years to Olympics_pro,Nat_pro,efficiency mean_¹éÒ»»¯,Year,age_at_event mean,Average Net Result mean,Mark mean,Mark min,Mark var,current_match_ranking mean,current_match_ranking min,Average Rank mean,efficiency mean,Athlete,Nat,Years to Olympics,Olympic Ranking,Finalist_weight
0.000228111,0.000207274,0.000224363,0.000225905,0,0.000319642,0.000195295,0.000170971,8.85E-05,0.000226255,0,2000,23,10.49,10.19,10.19,0,2,2,14702,0,1,1147.236581,1,9,0
0.000223762,0.000216286,0.000226454,0.000227678,2.49E-05,0.000319642,0.000292942,0.000356594,0.000354045,0.000226255,0.000304295,2001,24,10.29,10.285,10.27,0.00045,3,2,30664,1,1,1147.236581,4,9,0
0.00022498,0.000225298,0.000225287,0.000226126,4.54E-05,0.000319642,0.00037106,0.000244557,0.000265534,0.000226255,0.000243436,2002,25,10.346,10.232,10.2,0.00082,3.8,2,21029.8,0.8,1,1147.236581,3,9,0
0.000223762,0.00023431,0.000225849,0.000225461,0.00018971,0.000479463,0.000488237,0.000305013,0.000177022,0.000226255,0.000304295,2003,26,10.29,10.2575,10.17,0.003425,5,3,26228.5,1,1,1147.236581,2,9,0
0.000225719,0.000243322,0.000226124,0.000227678,0,0.000479463,0.000292942,0.000319242,8.85E-05,0.000226255,0.000304295,2004,27,10.38,10.27,10.27,0,3,3,27452,1,1,1147.236581,1,9,0
0.000222892,0.000252334,0.000223317,0.000221693,0.001146105,0.000159821,0.00026853,0.000170991,0.000354045,0.000226255,0.000228221,2005,28,10.25,10.1425,10,0.020691667,2.75,1,14703.75,0.75,1,1147.236581,4,9,0
0.000223653,0.00027937,0.000223702,0.00022391,0.00044681,0.000159821,0.000195295,0.000158836,8.85E-05,0.000226255,0.000228221,2008,31,10.285,10.16,10.1,0.008066667,2,1,13658.5,0.75,1,1147.236581,1,9,0
0.000223381,0.000288382,0.000223867,0.000222358,0.000562667,0.000159821,0.00026853,0.00017086,0.000354045,0.000226255,0.000228221,2009,32,10.2725,10.1675,10.03,0.010158333,2.75,1,14692.5,0.75,1,1147.236581,4,9,0
0.000223389,0.000297394,0.00022496,0.000224796,0.000113944,0.000159821,0.000251093,0.00022343,0.000265534,0.000226255,0.000304295,2010,33,10.27285714,10.21714286,10.14,0.002057143,2.571428571,1,19213,1,1,1147.236581,3,9,0
0.000223617,0.000306406,0.000224069,0.000223244,0.000561282,0.000319642,0.000227844,0.000181259,0.000177022,0.000226255,0.000304295,2011,34,10.28333333,10.17666667,10.07,0.010133333,2.333333333,2,15586.66667,1,1,1147.236581,2,9,0
0.000226045,0.000315418,0.000224363,0.000223023,0.000367787,0.000159821,0.000227844,0.000196198,8.85E-05,0.000226255,0.000152148,2012,35,10.395,10.19,10.06,0.00664,2.333333333,1,16871.33333,0.5,1,1147.236581,1,9,0
0.000230503,0.00032443,0.000226454,0.0002279,2.77E-06,0.000159821,0.000390589,0.000354245,0.000354045,0.000226255,0,2013,36,10.6,10.285,10.28,5.00E-05,4,1,30462,0,1,1147.236581,4,9,0
0.000228437,0.000171227,0.000226124,0.000227235,4.43E-05,0.000159821,0.000195295,0.000321626,0.000177022,0.000224849,0,2011,19,10.505,10.27,10.25,0.0008,2,1,27657,0,2,1140.106017,2,9,0
0.000226393,0.000180239,0.000224803,0.000223688,0.0002511,0.000159821,0.000244118,0.000221634,8.85E-05,0.000224849,0.000182577,2012,20,10.411,10.21,10.09,0.004533333,2.5,1,19058.6,0.6,2,1140.106017,1,9,0
0.000222928,0.000189251,0.000223317,0.000221914,0.000364691,0.000159821,0.000187157,0.000135178,0.000354045,0.000224849,0.000253579,2013,21,10.25166667,10.1425,10.01,0.006584091,1.916666667,1,11624.16667,0.833333333,2,1140.106017,4,9,0
0.000222481,0.000198262,0.000223678,0.000223244,0.000173708,0.000159821,0.000195295,0.000142144,0.000265534,0.000224849,0.000270485,2014,22,10.23111111,10.15888889,10.07,0.003136111,2,1,12223.11111,0.888888889,2,1140.106017,3,9,0
0.000222892,0.000207274,0.000222436,0.000222358,0.000152783,0.000159821,0.000292942,8.19E-05,0.000177022,0.000224849,0.000228221,2015,23,10.25,10.1025,10.03,0.002758333,3,1,7042,0.75,2,1140.106017,2,9,0
0.000222121,0.000216286,0.000222581,0.000220584,0.000698414,0.000159821,0.000292942,0.000118786,8.85E-05,0.000224849,0.000248969,2016,24,10.21454545,10.10909091,9.95,0.012609091,3,1,10214.54545,0.818181818,2,1140.106017,1,9,0
0.000223255,0.000225298,0.000223335,0.000221249,0.001419822,0.000319642,0.00035804,0.000177332,0.000442556,0.000224849,0.000202863,2017,25,10.26666667,10.14333333,9.98,0.025633333,3.666666667,2,15249,0.666666667,2,1140.106017,5,9,0
0.000222022,0.00023431,0.000224289,0.000224353,0.000163215,0.000159821,0.00017902,0.000178065,0.000354045,0.000224849,0.000304295,2018,26,10.21,10.18666667,10.12,0.002946667,1.833333333,1,15312,1,2,1140.106017,4,9,0
0.000221026,0.000243322,0.000222509,0.000220806,0.000456671,0.000159821,0.000235981,0.000103985,0.000265534,0.000224849,0.000278937,2019,27,10.16416667,10.10583333,9.96,0.008244697,2.416666667,1,8941.833333,0.916666667,2,1140.106017,3,9,0
0.000225067,0.000252334,0.000224847,0.000225018,0.000114657,0.000159821,0.000273413,0.000213903,0.000177022,0.000224849,0.000304295,2020,28,10.35,10.212,10.15,0.00207,2.8,1,18393.8,1,2,1140.106017,2,9,0
0.000222077,0.000261346,0.000222931,0.000223466,9.42E-05,0.000159821,0.000366178,9.93E-05,8.85E-05,0.000224849,0.000304295,2021,29,10.2125,10.125,10.08,0.0017,3.75,1,8539.75,1,2,1140.106017,1,9,0
0.000226154,0.000198262,0.000225684,0.000227235,0,0.000639284,0.000390589,0.000276423,0.000354045,0.000225073,0.000304295,2001,22,10.4,10.25,10.25,0,4,4,23770,1,3,1141.238585,4,9,0
0.000224143,0.000207274,0.000225078,0.000224131,0.000381727,0.000159821,0.000292942,0.000248168,0.000265534,0.000225073,0.000228221,2002,23,10.3075,10.2225,10.11,0.006891667,3,1,21340.25,0.75,3,1141.238585,3,9,0
0.000221261,0.000216286,0.000225133,0.00022657,2.77E-06,0.000319642,0.000195295,0.000229029,0.000177022,0.000225073,0.000304295,2003,24,10.175,10.225,10.22,5.00E-05,2,2,19694.5,1,3,1141.238585,2,9,0
0.000225477,0.000225298,0.000224803,0.000222358,0.000444502,0.000159821,0.000292942,0.00023392,8.85E-05,0.000225073,0.000169053,2004,25,10.36888889,10.21,10.03,0.008025,3,1,20115.11111,0.555555556,3,1141.238585,1,9,0
0.000224768,0.00023431,0.000225161,0.00022524,0.000143914,0.000319642,0.000305148,0.000242128,0.000354045,0.000225073,0.000266258,2005,26,10.33625,10.22625,10.16,0.002598214,3.125,2,20820.875,0.875,3,1141.238585,4,9,0
0.000229053,0.000162215,0.00022517,0.000225461,0.000201249,0.000159821,9.76E-05,0.000243819,0.000177022,0.000225728,0,2011,18,10.53333333,10.22666667,10.17,0.003633333,1,1,20966.33333,0,4,1144.561396,2,9,0
0.000226451,0.000171227,0.000224983,0.000225018,0.000165968,0.000159821,0.000213049,0.000230176,8.85E-05,0.000225728,0.000193642,2012,19,10.41363636,10.21818182,10.15,0.002996364,2.181818182,1,19793.09091,0.636363636,4,1144.561396,1,9,0
0.000226072,0.000180239,0.00022395,0.000222579,0.000339361,0.000159821,0.000280736,0.000167707,0.000354045,0.000225728,0.000152148,2013,20,10.39625,10.17125,10.04,0.006126786,2.875,1,14421.375,0.5,4,1144.561396,4,9,0
0.000225719,0.000189251,0.000224418,0.000224575,0.000222943,0.000159821,0.000219707,0.000189307,0.000265534,0.000225728,0.000152148,2014,21,10.38,10.1925,10.13,0.004025,2.25,1,16278.75,0.5,4,1144.561396,3,9,0
0.000223234,0.000198262,0.000223733,0.000223688,0.000229735,0.000159821,0.000306892,0.000148733,0.000177022,0.000225728,0.000217354,2015,22,10.26571429,10.16142857,10.09,0.004147619,3.142857143,1,12789.71429,0.714285714,4,1144.561396,2,9,0
0.000227459,0.000207274,0.000225243,0.000226792,0,0.000639284,0.000390589,0.000238164,8.85E-05,0.000225728,0,2016,23,10.46,10.23,10.23,0,4,4,20480,0,4,1144.561396,1,9,0
0.000222512,0.000144191,0.000226674,0.0002279,5.54E-06,0.000159821,0.000122059,0.000380876,0.000177022,0.000222414,0.000304295,2015,16,10.2325,10.295,10.28,0.0001,1.25,1,32752,1,5,1127.759152,2,9,0
0.000224414,0.000153203,0.000225023,0.00022657,0,0.000319642,0.000195295,0.000219894,8.85E-05,0.000222414,0.000304295,2016,17,10.32,10.22,10.22,0,2,2,18909,1,5,1127.759152,1,9,0
0.000221059,0.000162215,0.00022301,0.000222801,0.000514069,0.000159821,0.000251093,0.000128681,0.000442556,0.000222414,0.000304295,2017,18,10.16571429,10.12857143,10.05,0.009280952,2.571428571,1,11065.42857,1,5,1127.759152,5,9,0
0.000226154,0.000171227,0.000224363,0.000225905,0,0.000319642,0.000195295,0.000170971,0.000354045,0.000222414,0,2018,19,10.4,10.19,10.19,0,2,2,14702,0,5,1127.759152,4,9,0
0.000220962,0.000180239,0.000222821,0.000220806,0.000771024,0.000159821,0.000183089,0.000137604,0.000265534,0.000222414,0.000266258,2019,20,10.16125,10.12,9.96,0.01392,1.875,1,11832.75,0.875,5,1127.759152,3,9,0
0.000225937,0.000198262,0.000226399,0.000227235,2.72E-05,0.000159821,0.000341766,0.000351006,8.85E-05,0.000222414,0.000228221,2021,22,10.39,10.2825,10.25,0.000491667,3.5,1,30183.5,0.75,5,1127.759152,1,9,0
0.000223327,0.000171227,0.000223262,0.000222579,0.000686832,0.000159821,0.000227844,0.000141759,8.85E-05,0.000222234,0.000202863,2016,19,10.27,10.14,10.04,0.0124,2.333333333,1,12190,0.666666667,6,1126.847059,1,9,0
0.000224632,0.000180239,0.000225317,0.000225905,0.000112626,0.000159821,0.000162746,0.000250266,0.000442556,0.000222234,0.000202863,2017,20,10.33,10.23333333,10.19,0.002033333,1.666666667,1,21520.66667,0.666666667,6,1126.847059,5,9,0
0.000221805,0.000189251,0.000223608,0.000222358,0.000411466,0.000159821,0.000278992,0.000153082,0.000354045,0.000222234,0.000304295,2018,21,10.2,10.15571429,10.03,0.007428571,2.857142857,1,13163.71429,1,6,1126.847059,4,9,0
0.000227785,0.000216286,0.000226014,0.000227235,2.49E-05,0.000319642,0.000292942,0.000309043,8.85E-05,0.000222234,0.000152148,2021,24,10.475,10.265,10.25,0.00045,3,2,26575,0.5,6,1126.847059,1,9,0
0.000228618,0.000162215,0.000225977,0.000226792,5.17E-05,0.000159821,0.000130196,0.000308078,0.000177022,0.000224385,0,2011,18,10.51333333,10.26333333,10.23,0.000933333,1.333333333,1,26492,0,7,1137.753126,2,9,0
0.000221939,0.000171227,0.000223838,0.000222801,0.000346683,0.000159821,0.000157738,0.00016347,8.85E-05,0.000224385,0.000304295,2012,19,10.20615385,10.16615385,10.05,0.006258974,1.615384615,1,14057,1,7,1137.753126,1,9,0
0.000221898,0.000180239,0.000223828,0.000223023,0.000295148,0.000159821,0.000223194,0.000157614,0.000354045,0.000224385,0.000260824,2013,20,10.20428571,10.16571429,10.06,0.005328571,2.285714286,1,13553.42857,0.857142857,7,1137.753126,4,9,0
0.000220452,0.000189251,0.000222503,0.000222579,0.000131704,0.000159821,0.000195295,8.52E-05,0.000265534,0.000224385,0.000304295,2014,21,10.13777778,10.10555556,10.04,0.002377778,2,1,7329,1,7,1137.753126,3,9,0
0.000221892,0.000198262,0.00022128,0.000221028,0.000551127,0.000159821,0.000175765,6.27E-05,0.000177022,0.000224385,0.000243436,2015,22,10.204,10.05,9.97,0.00995,1.8,1,5390.8,0.8,7,1137.753126,2,9,0
0.000222333,0.000207274,0.000224677,0.000224131,0.000308072,0.000159821,0.000306892,0.00021551,8.85E-05,0.000224385,0.000304295,2016,23,10.22428571,10.20428571,10.11,0.005561905,3.142857143,1,18532,1,7,1137.753126,1,9,0
0.000222947,0.000216286,0.000223207,0.000222358,0.00026864,0.000159821,0.000353972,0.000122898,0.000442556,0.000224385,0.000228221,2017,24,10.2525,10.1375,10.03,0.00485,3.625,1,10568.125,0.75,7,1137.753126,5,9,0
0.0002205,0.000225298,0.000224363,0.000224131,0.000271409,0.000159821,0.000227844,0.000186092,0.000354045,0.000224385,0.000304295,2018,25,10.14,10.19,10.11,0.0049,2.333333333,1,16002.33333,1,7,1137.753126,4,9,0
0.000220627,0.00023431,0.000223023,0.000222579,0.000211949,0.000159821,0.000276667,0.000111952,0.000265534,0.000224385,0.000253579,2019,26,10.14583333,10.12916667,10.04,0.003826515,2.833333333,1,9626.916667,0.833333333,7,1137.753126,3,9,0
0.000224197,0.000243322,0.000226344,0.0002279,0,0.000319642,0.000195295,0.000341662,0.000177022,0.000224385,0.000304295,2020,27,10.31,10.28,10.28,0,2,2,29380,1,7,1137.753126,2,9,0
0.000223001,0.000252334,0.000224032,0.000224796,0.000135705,0.000799105,0.000634708,0.000156359,8.85E-05,0.000224385,0.000304295,2021,28,10.255,10.175,10.14,0.00245,6.5,5,13445.5,1,7,1137.753126,1,9,0
0.000233547,0.000189251,0.000225463,0.000227013,0,0.001278568,0.000781179,0.000256782,8.85E-05,0.000221349,0,2008,21,10.74,10.24,10.24,0,8,8,22081,0,8,1122.359649,1,9,0
0.000226299,0.000198262,0.000225243,0.000223688,0.000330122,0.000159821,0.000260393,0.000260722,0.000354045,0.000221349,0.000202863,2009,22,10.40666667,10.23,10.09,0.00596,2.666666667,1,22419.83333,0.666666667,8,1122.359649,4,9,0
0.00022735,0.000207274,0.000225684,0.000226792,4.43E-05,0.000319642,0.000195295,0.000278703,0.000265534,0.000221349,0.000152148,2010,23,10.455,10.25,10.23,0.0008,2,2,23966,0.5,8,1122.359649,3,9,0
0.000227894,0.000216286,0.000226344,0.0002279,0,0.000799105,0.000488237,0.000341662,0.000177022,0.000221349,0.000304295,2011,24,10.48,10.28,10.28,0,5,5,29380,1,8,1122.359649,2,9,0
0.000223545,0.000225298,0.000226785,0.000228343,0,0.000479463,0.000292942,0.000393947,8.85E-05,0.000221349,0.000304295,2012,25,10.28,10.3,10.3,0,3,3,33876,1,8,1122.359649,1,9,0
0.000224753,0.00023431,0.000224509,0.000223688,0.000220174,0.000159821,0.000227844,0.000198054,0.000354045,0.000221349,0.000202863,2013,26,10.33555556,10.19666667,10.09,0.003975,2.333333333,1,17030.88889,0.666666667,8,1122.359649,4,9,0
0.000223762,0.000243322,0.000224142,0.000219476,0.000746376,0.000159821,0.000195295,0.000198654,0.000265534,0.000221349,0.000236674,2014,27,10.29,10.18,9.9,0.013475,2,1,17082.55556,0.777777778,8,1122.359649,3,9,0
0.000227241,0.000252334,0.00022379,0.000221471,0.001364248,0.000159821,0.000253883,0.000213747,0.000177022,0.000221349,6.09E-05,2015,28,10.45,10.164,9.99,0.02463,2.6,1,18380.4,0.2,8,1122.359649,2,9,0
0.000224269,0.000261346,0.00022583,0.000226348,0.000112626,0.000159821,9.76E-05,0.000298038,8.85E-05,0.000221349,0.000304295,2016,29,10.31333333,10.25666667,10.21,0.002033333,1,1,25628.66667,1,8,1122.359649,1,9,0
0.000228872,0.000270358,0.000226014,0.000226792,0.000135705,0.000159821,9.76E-05,0.000316055,0.000442556,0.000221349,0,2017,30,10.525,10.265,10.23,0.00245,1,1,27178,0,8,1122.359649,5,9,0
0.000228329,0.000198262,0.000225684,0.000226792,4.43E-05,0.000159821,0.000195295,0.000278703,0.000442556,0.000224385,0.000152148,2017,22,10.5,10.25,10.23,0.0008,2,1,23966,0.5,9,1137.753126,5,9,0
0.00022561,0.000216286,0.000225243,0.00022657,1.11E-05,0.000159821,9.76E-05,0.000238338,0.000265534,0.000224385,0.000152148,2019,24,10.375,10.23,10.22,0.0002,1,1,20495,0.5,9,1137.753126,3,9,0
0.000224496,0.00023431,0.000225408,0.000225683,5.97E-05,0.000159821,0.000158677,0.000256562,8.85E-05,0.000224385,0.000266258,2021,26,10.32375,10.2375,10.18,0.001078571,1.625,1,22062.125,0.875,9,1137.753126,1,9,0
0.000230721,0.000180239,0.000225023,0.00022657,0,0.000319642,0.000195295,0.000219894,0.000354045,0.000222095,0,2013,20,10.61,10.22,10.22,0,2,2,18909,0,10,1126.138889,4,9,0
0.000232895,0.000198262,0.000224583,0.000226126,0,0.000799105,0.000488237,0.000186379,0.000177022,0.000222095,0,2015,22,10.71,10.2,10.2,0,5,5,16027,0,10,1126.138889,2,9,0
0.000223762,0.000207274,0.000226124,0.000227235,2.22E-05,0.000159821,0.000195295,0.000320831,8.85E-05,0.000222095,0.000304295,2016,23,10.29,10.27,10.25,0.0004,2,1,27588.66667,1,10,1126.138889,1,9,0
0.000224143,0.000216286,0.000225904,0.000226792,5.54E-05,0.000159821,0.000122059,0.000302033,0.000442556,0.000222095,0.000304295,2017,24,10.3075,10.26,10.23,0.001,1.25,1,25972.25,1,10,1126.138889,5,9,0
0.000228908,0.000252334,0.000224583,0.000224575,0.00021602,0.000159821,0.000130196,0.000198726,8.85E-05,0.000222095,0,2021,28,10.52666667,10.2,10.13,0.0039,1.333333333,1,17088.66667,0,10,1126.138889,1,9,0
0.000224197,0.000162215,0.000226124,0.000227457,1.66E-05,0.000159821,0.000292942,0.000320668,8.85E-05,0.000225073,0.000304295,2021,18,10.31,10.27,10.26,0.0003,3,1,27574.66667,1,11,1141.238585,1,9,0
0.000228546,0.000198262,0.000226564,0.000228122,0,0.000479463,0.000292942,0.000366828,0.000265534,0.000223075,0,2006,22,10.51,10.29,10.29,0,3,3,31544,0,12,1131.111437,3,9,0
0.000226951,0.000216286,0.000226271,0.000226792,9.05E-05,0.000319642,0.000325491,0.000342019,8.85E-05,0.000223075,0.000202863,2008,24,10.43666667,10.27666667,10.23,0.001633333,3.333333333,2,29410.66667,0.666666667,12,1131.111437,1,9,0
0.000223617,0.000225298,0.000226344,0.000227678,4.43E-06,0.000319642,0.000341766,0.000342577,0.000354045,0.000223075,0.000202863,2009,25,10.28333333,10.28,10.27,8.00E-05,3.5,2,29458.66667,0.666666667,12,1131.111437,4,9,0
0.000225175,0.00023431,0.00022583,0.000225905,0.000118903,0.000159821,0.000244118,0.000300337,0.000265534,0.000223075,0.000304295,2010,26,10.355,10.25666667,10.19,0.002146667,2.5,1,25826.33333,1,12,1131.111437,3,9,0
0.000227314,0.000243322,0.00022561,0.00022524,0.000317567,0.000159821,0.000227844,0.000289339,0.000177022,0.000223075,0.000202863,2011,27,10.45333333,10.24666667,10.16,0.005733333,2.333333333,1,24880.66667,0.666666667,12,1131.111437,2,9,0
0.000227622,0.000261346,0.000224252,0.000223688,0.000385881,0.000319642,0.000292942,0.000188039,0.000354045,0.000223075,7.61E-05,2013,29,10.4675,10.185,10.09,0.006966667,3,2,16169.75,0.25,12,1131.111437,4,9,0
0.000225622,0.000270358,0.000224827,0.000222358,0.000384189,0.000159821,0.000238693,0.000231432,0.000265534,0.000223075,0.000236674,2014,30,10.37555556,10.21111111,10.03,0.006936111,2.444444444,1,19901.11111,0.777777778,12,1131.111437,3,9,0
0.000225598,0.000288382,0.000224485,0.000222358,0.000464042,0.000159821,0.000173595,0.000212325,8.85E-05,0.000223075,0.000202863,2016,32,10.37444444,10.19555556,10.03,0.008377778,1.777777778,1,18258.11111,0.666666667,12,1131.111437,1,9,0
0.000228329,0.000180239,0.000224583,0.000226126,0,0.000159821,9.76E-05,0.000186379,0.000177022,0.000225728,0,2007,20,10.5,10.2,10.2,0,1,1,16027,0,13,1144.561396,2,9,0
0.000223762,0.000189251,0.000225904,0.000227457,0,0.000159821,9.76E-05,0.000297588,8.85E-05,0.000225728,0.000304295,2008,21,10.29,10.26,10.26,0,1,1,25590,1,13,1144.561396,1,9,0
0.000225502,0.000198262,0.000224167,0.00022391,0.000233252,0.000159821,0.000238693,0.000175925,0.000354045,0.000225728,0.000169053,2009,22,10.37,10.18111111,10.1,0.004211111,2.444444444,1,15128,0.555555556,13,1144.561396,4,9,0
0.000223164,0.000207274,0.000224748,0.000223466,0.000492507,0.000159821,9.76E-05,0.000229148,0.000265534,0.000225728,0.000228221,2010,23,10.2625,10.2075,10.08,0.008891667,1,1,19704.75,0.75,13,1144.561396,3,9,0
0.00022311,0.000216286,0.000224803,0.000226348,0,0.000159821,9.76E-05,0.000202579,0.000177022,0.000225728,0.000304295,2011,24,10.26,10.21,10.21,0,1,1,17420,1,13,1144.561396,2,9,0
0.000225647,0.00023431,0.000226051,0.000226792,5.72E-05,0.000159821,0.000130196,0.000315551,0.000354045,0.000225728,0.000304295,2013,26,10.37666667,10.26666667,10.23,0.001033333,1.333333333,1,27134.66667,1,13,1144.561396,4,9,0
0.000225719,0.000207274,0.000225684,0.000226348,0.000177247,0.000159821,0.000146471,0.000284703,8.85E-05,0.000227038,0.000304295,2004,23,10.38,10.25,10.21,0.0032,1.5,1,24482,1,14,1151.202683,1,9,0
0.000225743,0.000216286,0.000225292,0.00022524,8.28E-05,0.000159821,0.000216994,0.000248271,0.000354045,0.000227038,0.000202863,2005,24,10.38111111,10.23222222,10.16,0.001494444,2.222222222,1,21349.11111,0.666666667,14,1151.202683,4,9,0
0.000222488,0.000225298,0.000224897,0.000225018,0.000116055,0.000159821,0.000209244,0.000218547,0.000265534,0.000227038,0.000304295,2006,25,10.23142857,10.21428571,10.15,0.002095238,2.142857143,1,18793.14286,1,14,1151.202683,3,9,0
0.000226045,0.00023431,0.000226344,0.0002279,0,0.000319642,0.000439413,0.000341662,0.000177022,0.000227038,0.000304295,2007,26,10.395,10.28,10.28,0,4.5,2,29380,1,14,1151.202683,2,9,0
0.000224922,0.000243322,0.000224363,0.000224796,0.000415423,0.000319642,0.000488237,0.000195702,8.85E-05,0.000227038,0.000202863,2008,27,10.34333333,10.19,10.14,0.0075,5,2,16828.66667,0.666666667,14,1151.202683,1,9,0
0.000223472,0.000252334,0.00022517,0.00022524,0.000141059,0.000159821,0.000227844,0.000242501,0.000354045,0.000227038,0.000253579,2009,28,10.27666667,10.22666667,10.16,0.002546667,2.333333333,1,20853,0.833333333,14,1151.202683,4,9,0
0.000224753,0.000261346,0.00022583,0.000224796,0.000137089,0.000159821,0.000271243,0.000301273,0.000265534,0.000227038,0.000270485,2010,29,10.33555556,10.25666667,10.14,0.002475,2.777777778,1,25906.88889,0.888888889,14,1151.202683,3,9,0
0.00022331,0.000270358,0.000224938,0.000224131,0.000107584,0.000159821,0.000330499,0.000221382,0.000177022,0.000227038,0.000280888,2011,30,10.26923077,10.21615385,10.11,0.001942308,3.384615385,1,19036.92308,0.923076923,14,1151.202683,2,9,0
0.000225595,0.00027937,0.000226313,0.000227235,1.37E-05,0.000159821,0.000306892,0.000340204,8.85E-05,0.000227038,0.000260824,2012,31,10.37428571,10.27857143,10.25,0.000247619,3.142857143,1,29254.57143,0.857142857,14,1151.202683,1,9,0
0.000225719,0.000288382,0.000225463,0.000227013,0,0.000639284,0.000390589,0.000256782,0.000354045,0.000227038,0.000304295,2013,32,10.38,10.24,10.24,0,4,4,22081,1,14,1151.202683,4,9,0
0.000224414,0.000171227,0.000224363,0.000225905,0,0.000159821,9.76E-05,0.000170971,8.85E-05,0.000225009,0.000304295,2012,19,10.32,10.19,10.19,0,1,1,14702,1,15,1140.91766,1,9,0
0.00023333,0.000180239,0.000225463,0.000227013,0,0.000319642,0.000195295,0.000256782,0.000354045,0.000225009,0,2013,20,10.73,10.24,10.24,0,2,2,22081,0,15,1140.91766,4,5,1
0.00022311,0.000189251,0.000224709,0.000222136,0.000315052,0.000159821,0.000202269,0.000218466,0.000265534,0.000225009,0.000304295,2014,21,10.26,10.20571429,10.02,0.005687912,2.071428571,1,18786.21429,1,15,1140.91766,3,5,1
0.00022049,0.000198262,0.000223222,0.000221028,0.000534714,0.000159821,0.000199733,0.000141727,0.000177022,0.000225009,0.0002628,2015,22,10.13954545,10.13818182,9.97,0.00965368,2.045454545,1,12187.27273,0.863636364,15,1140.91766,2,5,1
0.000220821,0.000207274,0.000222172,0.000219254,0.000859447,0.000159821,0.000205573,0.000112614,8.85E-05,0.000225009,0.000272264,2016,23,10.15473684,10.09052632,9.89,0.015516374,2.105263158,1,9683.789474,0.894736842,15,1140.91766,1,5,1
0.000218407,0.000216286,0.000220578,0.000219919,0.000354656,0.000159821,0.000213604,4.25E-05,0.000442556,0.000225009,0.000304295,2017,24,10.04375,10.018125,9.92,0.006402917,2.1875,1,3652.875,1,15,1140.91766,5,4,1
0.000219272,0.000225298,0.000221544,0.000220141,0.000357176,0.000159821,0.000239236,6.44E-05,0.000354045,0.000225009,0.00028908,2018,25,10.0835,10.062,9.93,0.006448421,2.45,1,5540.85,0.95,15,1140.91766,4,4,1
0.000218801,0.00023431,0.000220977,0.000219919,0.000354402,0.000159821,0.000250221,4.90E-05,0.000265534,0.000225009,0.000304295,2019,26,10.061875,10.03625,9.92,0.006398333,2.5625,1,4210.8125,1,15,1140.91766,3,4,1
0.000218823,0.000243322,0.000221091,0.000219697,0.000591615,0.000159821,9.76E-05,6.04E-05,0.000177022,0.000225009,0.000304295,2020,27,10.06285714,10.04142857,9.91,0.010680952,1,1,5197.285714,1,15,1140.91766,2,4,1
0.00021807,0.000252334,0.000220736,0.000217702,0.000758228,0.000159821,0.000224014,5.75E-05,8.85E-05,0.000225009,0.000214797,2021,28,10.02823529,10.02529412,9.82,0.013688971,2.294117647,1,4947.823529,0.705882353,15,1140.91766,1,4,1
0.000231808,0.000180239,0.000225023,0.00022657,0,0.000159821,9.76E-05,0.000219894,0.000354045,0.000226255,0,2018,20,10.66,10.22,10.22,0,1,1,18909,0,16,1147.236581,4,9,0
0.000227386,0.000189251,0.000225904,0.000225905,9.75E-05,0.000319642,0.000471962,0.000305136,0.000265534,0.000226255,0.000152148,2019,21,10.45666667,10.26,10.19,0.00176,4.833333333,2,26239,0.5,16,1147.236581,3,9,0
0.000227894,0.000207274,0.000225243,0.000225905,0.000177247,0.000319642,0.000390589,0.000245106,8.85E-05,0.000226255,0.000152148,2021,23,10.48,10.23,10.19,0.0032,4,2,21077,0.5,16,1147.236581,1,9,0
0.000236809,0.000171227,0.000226785,0.000228343,0,0.000479463,0.000292942,0.000393947,0.000177022,0.000224849,0,2011,19,10.89,10.3,10.3,0,3,3,33876,0,17,1140.106017,2,9,0
0.000225864,0.000180239,0.00022572,0.000225683,0.000100625,0.000159821,0.000244118,0.000287787,8.85E-05,0.000224849,0.000253579,2012,20,10.38666667,10.25166667,10.18,0.001816667,2.5,1,24747.16667,0.833333333,17,1140.106017,1,9,0
0.000228111,0.000189251,0.000226785,0.000228343,0,0.000479463,0.000292942,0.000393947,0.000354045,0.000224849,0.000304295,2013,21,10.49,10.3,10.3,0,3,3,33876,1,17,1140.106017,4,9,0
0.000225719,0.000198262,0.000225353,0.000226126,0.000135705,0.000319642,0.000195295,0.00025281,0.000265534,0.000224849,0.000152148,2014,22,10.38,10.235,10.2,0.00245,2,2,21739.5,0.5,17,1140.106017,3,9,0
0.000224342,0.000207274,0.000224485,0.000223023,0.000249407,0.000159821,0.000238693,0.000197569,0.000177022,0.000224849,0.000236674,2015,23,10.31666667,10.19555556,10.06,0.004502778,2.444444444,1,16989.22222,0.777777778,17,1140.106017,2,9,0
0.00022468,0.000216286,0.000224974,0.000225018,0.000124319,0.000159821,0.000336341,0.000225896,8.85E-05,0.000224849,0.000236674,2016,24,10.33222222,10.21777778,10.15,0.002244444,3.444444444,1,19425.11111,0.777777778,17,1140.106017,1,9,0
