F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,L1,L2
0.000220283,0.000252334,0.000225463,0.000227013,0.0,0.000479463,0.000292942,0.000256782,0.000177022,0.000225728,0.000304295,9,0
0.000230938,0.000261346,0.000226564,0.000228122,0.0,0.000159821,9.76e-05,0.000366828,0.000265534,0.000221262,0.0,9,0
0.000225973,0.000189251,0.00022506,0.00022391,0.000319968,0.000319642,0.000292942,0.000246188,8.85e-05,0.000225728,0.000253579,9,0
0.000229307,0.000180239,0.000225904,0.000227457,0.0,0.000159821,0.000146471,0.000297588,8.85e-05,0.000225728,0.0,9,0
0.000224632,0.000225298,0.000225904,0.000226348,0.000116318,0.000319642,0.000195295,0.000305256,0.000354045,0.000224479,0.000304295,9,0
0.00022283,0.000180239,0.000223891,0.000222579,0.00029387,0.000159821,0.000181345,0.000161983,0.000354045,0.000225728,0.000260824,9,0
0.000225284,0.00023431,0.000224363,0.000225683,1.66e-05,0.000159821,0.000260393,0.000172382,8.85e-05,0.000222414,0.000304295,9,0
0.000222631,0.000216286,0.000223504,0.000221471,0.000657845,0.000159821,0.000302707,0.000161516,8.85e-05,0.000225073,0.000273866,9,0
0.000225792,0.000225298,0.000224179,0.00022391,0.000362064,0.000159821,0.000113922,0.000184358,0.000265534,0.000225728,0.000152148,9,0
0.000223834,0.00023431,0.000223592,0.00022391,0.000176693,0.000159821,0.000195295,0.000137246,0.000265534,0.000224849,0.000304295,9,0
0.000226444,0.000171227,0.000224363,0.000223466,0.000221559,0.000159821,0.000292942,0.000186251,0.000177022,0.000223077,0.000152148,9,0
0.000225647,0.000207274,0.000224509,0.000224131,0.000400652,0.000159821,9.76e-05,0.000203214,8.85e-05,0.000225728,0.000101432,9,0
0.000222265,0.000243322,0.000224505,0.000222579,0.000297679,0.000159821,0.000292942,0.000203759,0.000265534,0.000225073,0.000268496,9,0
0.000219373,0.000198262,0.000222531,0.000218811,0.000491853,0.000159821,0.000276667,0.000106288,0.000265534,0.000224504,0.000290464,3,1
0.000221838,0.00023431,0.000223499,0.000221028,0.000413079,0.000159821,0.000292942,0.000146535,0.000177022,0.000225728,0.000257481,9,0
0.000225719,0.000297394,0.000226564,0.000228122,0.0,0.000159821,9.76e-05,0.000366828,0.000177022,0.000227038,0.000304295,9,0
0.00022648,0.000171227,0.000225133,0.00022657,2.77e-06,0.000319642,0.000244118,0.000229029,0.000265534,0.000225728,0.000304295,9,0
0.00022561,0.000252334,0.000224803,0.000223688,0.000498507,0.000159821,0.000341766,0.000234253,0.000177022,0.000226255,0.000228221,9,0
0.000224849,0.000180239,0.000226344,0.0002279,0.0,0.000159821,9.76e-05,0.000341662,0.000354045,0.00022142,0.000304295,9,0
0.000229633,0.000207274,0.000226785,0.000228343,0.0,0.001118747,0.000683531,0.000393947,0.000265534,0.000224849,0.0,9,0
0.00022282,0.000243322,0.000223726,0.000221471,0.000598824,0.000159821,0.000227844,0.000172483,0.000354045,0.000225728,0.000270485,9,0
0.000226045,0.000270358,0.000226344,0.000227457,4.43e-05,0.000159821,0.000195295,0.000345768,0.000177022,0.000227038,0.000304295,9,0
0.000224269,0.000198262,0.000224876,0.00022524,0.000317567,0.000159821,0.000146471,0.00022788,0.000265534,0.000226559,0.000202863,7,1
0.000225067,0.000225298,0.000224803,0.000226348,0.0,0.000159821,9.76e-05,0.000202579,0.000177022,0.000222414,0.000304295,9,0
0.000220337,0.000225298,0.000224308,0.000224796,0.000241407,0.000319642,0.000317354,0.000183228,8.85e-05,0.000227038,0.000304295,9,0
0.000225763,0.000216286,0.000226168,0.000227013,3.43e-05,0.000319642,0.00035153,0.000326738,0.000265534,0.000225728,0.000243436,9,0
0.000222892,0.000189251,0.000225023,0.00022657,0.0,0.000479463,0.000292942,0.000219894,8.85e-05,0.000220309,0.000304295,9,0
0.000222167,0.000207274,0.000223775,0.000222136,0.000251534,0.000159821,0.000336341,0.000153225,0.000265534,0.000226255,0.000270485,7,1
0.000225284,0.000171227,0.000225904,0.000226348,8.12e-05,0.000159821,0.000219707,0.000303164,0.000354045,0.000222234,0.000228221,9,0
0.000222518,0.000180239,0.000223886,0.000222136,0.000466088,0.000159821,0.00020072,0.000175446,0.000354045,0.000222733,0.000304295,9,0
0.000227785,0.000180239,0.000224583,0.000224131,0.000897313,0.000319642,0.000292942,0.000224215,0.000265534,0.000222414,0.000152148,9,0
0.000224088,0.000180239,0.000225684,0.00022524,0.000141798,0.000159821,0.00017902,0.000287378,0.000177022,0.000225728,0.000304295,9,0
0.000222349,0.00023431,0.000224583,0.000223466,0.000276948,0.000159821,0.000341766,0.000205211,0.000177022,0.000225728,0.000304295,9,0
0.000223683,0.000207274,0.000223242,0.000220362,0.000761558,0.000159821,0.000159787,0.000153611,8.85e-05,0.000225728,0.000193642,9,0
0.000225589,0.000252334,0.000224715,0.000224796,0.000153983,0.000159821,0.000156236,0.000206726,0.000354045,0.000224483,0.000182577,9,0
0.000223816,0.000180239,0.000223867,0.000223688,0.000152783,0.000159821,0.000146471,0.000149146,0.000354045,0.000225728,0.000228221,9,0
0.000220639,0.000270358,0.000224543,0.000223023,0.000313304,0.000159821,0.000439413,0.00020748,0.000354045,0.000224849,0.000248969,9,0
0.000228908,0.000252334,0.000224583,0.000224575,0.00021602,0.000159821,0.000130196,0.000198726,8.85e-05,0.000222095,0.0,9,0
0.000224149,0.000225298,0.000224265,0.000221693,0.000540203,0.000159821,0.000151896,0.000201225,0.000354045,0.000221863,0.000236674,9,0
0.000224251,0.000225298,0.000224308,0.000223688,0.000309787,0.000159821,0.000309217,0.000190567,0.000177022,0.000225728,0.000228221,9,0
0.000224914,0.000270358,0.000224517,0.00022391,0.000381635,0.000159821,0.000312471,0.000211174,0.000177022,0.000225728,0.000243436,9,0
0.000222892,0.000207274,0.000225317,0.000225683,0.000206788,0.000159821,0.000195295,0.000257042,0.000354045,0.000224849,0.000304295,9,0
0.000223979,0.000189251,0.000225904,0.000226792,9.97e-05,0.000159821,0.000292942,0.000302496,8.85e-05,0.000224246,0.000304295,9,0
0.00022436,0.000225298,0.000224693,0.000225018,0.000127396,0.000159821,0.000195295,0.000202805,0.000177022,0.000220892,0.000304295,9,0
0.000223762,0.000306406,0.000225684,0.000227235,0.0,0.000159821,9.76e-05,0.000276423,0.000177022,0.000225728,0.000304295,9,0
0.000224414,0.000252334,0.000225904,0.000227235,1.11e-05,0.000639284,0.00053706,0.000297832,8.85e-05,0.000226255,0.000304295,9,0
0.000221631,0.00023431,0.000224451,0.000224353,0.000273071,0.000159821,0.000156236,0.000195843,0.000354045,0.000227038,0.000304295,9,0
0.000219935,0.000252334,0.000222425,0.000222801,6.2e-05,0.000159821,0.000117177,7.82e-05,0.000354045,0.000225728,0.000304295,9,0
0.000223653,0.000216286,0.000224495,0.000222579,0.00029935,0.000159821,0.000312471,0.000201339,0.000265534,0.000225728,0.000243436,9,0
0.000226263,0.000270358,0.000222821,0.000223688,9.97e-05,0.000319642,0.000341766,9.36e-05,0.000177022,0.000221863,0.0,9,0
0.000226806,0.00023431,0.000225574,0.000225905,0.000335108,0.000159821,0.000195295,0.000282459,0.000354045,0.000224385,0.000152148,9,0
0.000223206,0.000216286,0.000223996,0.000222579,0.000397421,0.000159821,0.000238693,0.000175181,0.000354045,0.000222836,0.000270485,1,1
0.000226154,0.00023431,0.000225904,0.00022657,0.000177247,0.000639284,0.000585884,0.000306921,8.85e-05,0.000221196,0.000152148,9,0
0.000222675,0.000180239,0.000224451,0.000222358,0.000505708,0.000159821,0.000136706,0.000207005,8.85e-05,0.000223807,0.000182577,9,0
0.000229851,0.000180239,0.000224803,0.000226348,0.0,0.000319642,0.000195295,0.000202579,0.000354045,0.000227038,0.0,9,0
0.000223494,0.000225298,0.000223482,0.000222358,0.000250177,0.000159821,0.000260393,0.00013618,0.000354045,0.00022389,0.000257481,9,0
0.000225502,0.000207274,0.000226344,0.0002279,0.0,0.000639284,0.000390589,0.000341662,0.000354045,0.000225728,0.000304295,9,0
0.000224197,0.000225298,0.000224803,0.000224575,0.000315721,0.000159821,0.000292942,0.000220472,0.000177022,0.000225009,0.000304295,9,0
0.000227894,0.000252334,0.000226785,0.000228343,0.0,0.000319642,0.000195295,0.000393947,8.85e-05,0.000224437,0.000304295,9,0
0.000229416,0.000180239,0.000224363,0.000225905,0.0,0.000159821,9.76e-05,0.000170971,0.000354045,0.000227038,0.0,9,0
0.000224801,0.000216286,0.000223971,0.000222136,0.00030572,0.000159821,0.000314641,0.000166698,0.000354045,0.000225728,0.000270485,9,0
0.000223624,0.00023431,0.000224563,0.000222579,0.000289638,0.000159821,0.000133155,0.000206026,0.000265534,0.000224385,0.000276632,2,1
0.000224349,0.000216286,0.000224715,0.00022391,0.000241499,0.000159821,0.000234354,0.000215022,0.000354045,0.000225728,0.000213007,9,0
0.000222008,0.000180239,0.0002231,0.000221028,0.00042054,0.000159821,0.000182275,0.000128843,0.000265534,0.000224385,0.000284009,9,0
0.000227894,0.000216286,0.000226564,0.000228122,0.0,0.000159821,9.76e-05,0.000366828,8.85e-05,0.000222733,0.000304295,9,0
0.000225284,0.000261346,0.000225353,0.000224575,0.000297258,0.000159821,0.000122059,0.000266954,0.000354045,0.000221549,0.000228221,9,0
0.000222034,0.000306406,0.000224057,0.000221028,0.000489475,0.000159821,0.00037974,0.00018552,0.000265534,0.000225728,0.00028739,9,0
0.000226589,0.000270358,0.000226564,0.0002279,1.11e-05,0.000319642,0.000292942,0.000367805,0.000265534,0.000224437,0.000304295,9,0
0.000224135,0.000207274,0.000224866,0.000224353,0.000125022,0.000319642,0.000292942,0.000216404,0.000354045,0.000225728,0.000304295,9,0
0.000224197,0.000207274,0.000226785,0.000228343,0.0,0.000159821,9.76e-05,0.000393947,0.000354045,0.000225728,0.000304295,9,0
0.000225937,0.000243322,0.000226014,0.000227235,2.49e-05,0.000159821,0.000292942,0.000309043,0.000265534,0.000221063,0.000304295,9,0
0.000223751,0.000243322,0.000225001,0.000223023,0.000186517,0.000159821,0.000234354,0.000232868,0.000265534,0.000224504,0.000273866,9,0
0.000224157,0.000171227,0.000224683,0.000222358,0.00049891,0.000159821,9.76e-05,0.000229274,0.000354045,0.000224437,0.000221306,9,0
0.000229851,0.000180239,0.000226785,0.000228343,0.0,0.000319642,0.000195295,0.000393947,0.000177022,0.000227038,0.0,9,0
0.000226072,0.000180239,0.00022395,0.000222579,0.000339361,0.000159821,0.000280736,0.000167707,0.000354045,0.000225728,0.000152148,9,0
0.000225447,0.000198262,0.000225298,0.000225905,8.26e-05,0.000159821,9.76e-05,0.000247595,8.85e-05,0.000221863,0.000228221,9,0
0.000228111,0.000270358,0.000226124,0.000227457,1.11e-05,0.000319642,0.000292942,0.000319625,0.000177022,0.000225073,0.000152148,9,0
0.000223545,0.000306406,0.000224407,0.000222579,0.000499615,0.000159821,0.000429648,0.000205104,8.85e-05,0.000227038,0.000304295,9,0
0.000223424,0.000261346,0.000224338,0.000221471,0.000467273,0.000159821,0.000238693,0.000199824,0.000442556,0.000221863,0.000270485,9,0
0.000227676,0.000198262,0.000226344,0.0002279,0.0,0.000159821,9.76e-05,0.000341662,0.000265534,0.000221863,0.000304295,9,0
0.000223146,0.000216286,0.00022583,0.000226792,3.25e-05,0.000159821,0.00017902,0.00029301,0.000265534,0.000225009,0.000304295,9,0
0.000220486,0.000243322,0.000221471,0.000220362,0.000399491,0.000159821,0.000286432,6.45e-05,8.85e-05,0.000225728,0.000243436,9,0
0.00022156,0.000252334,0.000225271,0.000223688,0.000325118,0.000159821,0.000207501,0.000264222,0.000177022,0.000225339,0.000228221,9,0
0.000221066,0.00023431,0.000222924,0.000221693,0.000236488,0.000159821,0.000123687,0.000107971,0.000354045,0.000222414,0.000304295,9,0
0.000222131,0.000333441,0.000225243,0.00022524,0.000542819,0.000159821,0.000195295,0.000263178,0.000177022,0.000223105,0.000304295,9,0
0.000221153,0.000171227,0.000226344,0.0002279,0.0,0.000159821,9.76e-05,0.000341662,0.000177022,0.000225339,0.000304295,9,0
0.000230068,0.000306406,0.000225353,0.00022657,2.49e-05,0.000159821,0.000146471,0.000248159,0.000354045,0.000226255,0.0,9,0
0.000220814,0.000207274,0.000222332,0.000220362,0.00068237,0.000159821,0.000227844,0.00010713,8.85e-05,0.000227038,0.000236674,9,0
0.000225792,0.000342453,0.000225096,0.000225461,0.000140321,0.000159821,0.000195295,0.000234047,0.000354045,0.000221029,0.000304295,9,0
0.000224088,0.000225298,0.000224197,0.000224131,0.000344801,0.000159821,0.000195295,0.000182385,8.85e-05,0.000226552,0.000228221,9,0
0.000224958,0.000171227,0.000225188,0.000225683,5.97e-05,0.000159821,0.000207501,0.000237834,0.000354045,0.000225009,0.000228221,9,0
0.000228981,0.00023431,0.000226124,0.000227678,0.0,0.000319642,0.000195295,0.000319242,0.000177022,0.00022142,0.0,9,0
0.000229198,0.00027937,0.000226344,0.0002279,0.0,0.000479463,0.000292942,0.000341662,0.000177022,0.000225728,0.0,9,0
0.000226335,0.000270358,0.000226087,0.000226348,5.19e-05,0.000159821,0.00017902,0.000319722,8.85e-05,0.000224849,0.000202863,9,0
0.000227169,0.00032443,0.000226197,0.000227235,2.4e-05,0.000159821,9.76e-05,0.000328305,0.000354045,0.000221863,0.000202863,9,0
0.000223153,0.000243322,0.000225463,0.000224796,0.000257562,0.000159821,0.000175765,0.000275307,8.85e-05,0.000221538,0.000304295,3,1
0.000225284,0.000207274,0.000225023,0.00022657,0.0,0.000159821,9.76e-05,0.000219894,0.000177022,0.000220603,0.000304295,9,0
0.000221172,0.000261346,0.000223742,0.000222579,0.000304442,0.000159821,0.000195295,0.000153962,0.000177022,0.000225339,0.000276632,9,0
0.000220624,0.000207274,0.000223199,0.000221471,0.000653071,0.000159821,0.000306892,0.0001434,0.000442556,0.000224385,0.000260824,9,0
0.000223871,0.000225298,0.000224693,0.000225683,6.92e-05,0.000319642,0.000195295,0.000197724,0.000442556,0.000224849,0.000304295,9,0
0.000220679,0.000225298,0.000222523,0.000221028,0.000466617,0.000159821,0.000287198,0.000104262,8.85e-05,0.000226255,0.000286396,7,1
0.000224849,0.000306406,0.000223922,0.000225461,0.0,0.000319642,0.000195295,0.000144736,0.000177022,0.000225009,0.000304295,9,0
0.000225284,0.000198262,0.000224583,0.000225905,5.54e-06,0.000159821,0.000325491,0.000186643,0.000177022,0.000225728,0.000202863,9,0
0.000222196,0.000189251,0.000222799,0.000221249,0.000740314,0.000159821,0.000126942,0.000131761,8.85e-05,0.000225073,0.000243436,8,1
0.000227241,0.000306406,0.000226785,0.000228343,0.0,0.000159821,9.76e-05,0.000393947,8.85e-05,0.000222733,0.000304295,9,0
0.000227894,0.000261346,0.000225243,0.000226792,0.0,0.000639284,0.000390589,0.000238164,8.85e-05,0.000224849,0.0,9,0
0.000229851,0.000315418,0.000223041,0.000224575,0.0,0.000159821,9.76e-05,9.99e-05,8.85e-05,0.000225728,0.0,9,0
0.000219513,0.00027937,0.000221195,0.000218146,0.00052116,0.000159821,0.000322987,5.98e-05,0.000442556,0.000225339,0.000257481,9,0
0.000220935,0.000243322,0.000223335,0.000222136,0.000335239,0.000159821,0.000208314,0.000134885,0.000265534,0.000224437,0.000304295,9,0
0.000227894,0.000369489,0.000226564,0.000228122,0.0,0.000319642,0.000195295,0.000366828,0.000177022,0.000223105,0.000304295,9,0
0.000224052,0.000243322,0.000225219,0.000225018,9.2e-05,0.000159821,0.000173595,0.000242877,8.85e-05,0.000222733,0.000202863,9,0
0.000223409,0.00023431,0.00022333,0.000218367,0.000639358,0.000159821,0.000299045,0.000146324,0.000177022,0.00022452,0.000228221,9,0
0.000226263,0.000162215,0.000224289,0.000222801,0.000570883,0.000159821,9.76e-05,0.000203796,0.000177022,0.000225728,5.07e-05,9,0
0.000224942,0.00023431,0.000225998,0.000226126,5.7e-05,0.000159821,0.000209244,0.000311545,8.85e-05,0.000225339,0.000260824,9,0
0.000228165,0.000189251,0.000225849,0.000226126,0.000141705,0.000159821,0.000244118,0.000303109,0.000354045,0.000225728,0.000152148,9,0
0.000223762,0.000243322,0.000224142,0.000225683,0.0,0.000319642,0.000195295,0.000157283,0.000354045,0.000223077,0.000304295,9,0
0.000225937,0.000225298,0.000223977,0.000223688,0.000309787,0.000159821,0.000223194,0.000169899,8.85e-05,0.000225728,0.000152148,9,0
0.000226111,0.000189251,0.000225023,0.000224796,0.000229867,0.000159821,0.000195295,0.000235724,0.000177022,0.000222414,0.000243436,9,0
0.000222892,0.000207274,0.000222436,0.000222358,0.000152783,0.000159821,0.000292942,8.19e-05,0.000177022,0.000224849,0.000228221,9,0
0.000221343,0.000216286,0.000223124,0.000220362,0.00072155,0.000159821,0.000305148,0.000139883,0.000265534,0.000225728,0.000304295,4,1
0.00022204,0.000216286,0.000223867,0.000223023,0.000189458,0.000159821,0.000252256,0.000154477,8.85e-05,0.000224479,0.000253579,8,1
0.000228981,0.000288382,0.000226785,0.000228343,0.0,0.000159821,9.76e-05,0.000393947,8.85e-05,0.000224385,0.0,9,0
0.000225719,0.000270358,0.000226785,0.000228343,0.0,0.000639284,0.000390589,0.000393947,0.000354045,0.000225728,0.000304295,9,0
0.000231808,0.000189251,0.000226124,0.000227678,0.0,0.000479463,0.000292942,0.000319242,8.85e-05,0.000225728,0.0,9,0
0.000219553,0.000189251,0.000221516,0.000219919,0.000466521,0.000159821,0.000181345,6.7e-05,0.000177022,0.000224437,0.000304295,9,0
0.000226752,0.000189251,0.000223592,0.000221914,0.000784687,0.000159821,0.000219707,0.000168709,0.000177022,0.000225728,7.61e-05,9,0
0.000226208,0.000189251,0.000226674,0.0002279,5.54e-06,0.000159821,0.000195295,0.000380876,0.000354045,0.000224849,0.000228221,9,0
0.000222947,0.000162215,0.000225408,0.000225905,0.000119549,0.000159821,0.000260393,0.000260398,0.000265534,0.000222284,0.000304295,9,0
0.000230286,0.000297394,0.000226564,0.000228122,0.0,0.000799105,0.000488237,0.000366828,8.85e-05,0.000225728,0.0,9,0
0.000223576,0.000270358,0.000224583,0.000222358,0.000369265,0.000159821,0.000251093,0.000210202,0.000177022,0.000224479,0.000260824,9,0
0.00023159,0.000189251,0.000226785,0.000228343,0.0,0.000958926,0.000585884,0.000393947,0.000265534,0.000221549,0.0,9,0
0.000222457,0.000189251,0.000225133,0.00022657,2.77e-06,0.000159821,0.000146471,0.000229029,0.000354045,0.000222241,0.000304295,9,0
0.00022137,0.000180239,0.000222753,0.000221914,0.000305543,0.000159821,0.000292942,0.000106445,0.000265534,0.000224972,0.000228221,9,0
0.000225937,0.000198262,0.000226014,0.000225905,9.91e-05,0.000159821,0.000325491,0.00031617,0.000354045,0.000223075,0.000253579,9,0
0.000224487,0.000252334,0.00022561,0.000225683,0.000190171,0.000639284,0.000488237,0.000281118,0.000265534,0.000222056,0.000304295,9,0
0.000228546,0.000297394,0.000226785,0.000228343,0.0,0.000958926,0.000585884,0.000393947,0.000265534,0.000224385,0.0,8,1
0.00022324,0.000198262,0.00022106,0.000220584,0.000551127,0.000159821,0.000136706,5.82e-05,0.000177022,0.000225728,0.000121718,9,0
0.000222022,0.000270358,0.000222821,0.000224353,0.0,0.000159821,9.76e-05,9.01e-05,0.000265534,0.000224849,0.000304295,9,0
0.000228111,0.000189251,0.000226344,0.0002279,0.0,0.000159821,9.76e-05,0.000341662,8.85e-05,0.000220892,0.0,9,0
0.000226806,0.000180239,0.000226124,0.000227678,0.0,0.000799105,0.000488237,0.000319242,0.000265534,0.000225728,0.000304295,9,0
0.000225538,0.000243322,0.00022506,0.000223688,0.000291165,0.000159821,0.000195295,0.000242746,8.85e-05,0.000227038,0.000253579,9,0
0.000228437,0.000189251,0.000223812,0.000224131,0.000193864,0.000159821,0.000317354,0.00014905,0.000177022,0.000225728,7.61e-05,9,0
0.000225719,0.000216286,0.000226124,0.000227678,0.0,0.000159821,9.76e-05,0.000319242,0.000265534,0.000225728,0.000304295,9,0
0.000222312,0.000243322,0.000223717,0.000222801,0.000222719,0.000159821,0.000202269,0.000147754,0.000265534,0.000225728,0.000284009,9,0
0.000225067,0.00027937,0.000224913,0.00022524,0.000335108,0.000159821,9.76e-05,0.000225825,0.000354045,0.000221063,0.000304295,9,0
0.000223979,0.000198262,0.000226418,0.000227678,1.29e-05,0.000159821,0.000390589,0.000351617,0.000177022,0.000225073,0.000304295,9,0
0.000225502,0.000243322,0.000226124,0.000227678,0.0,0.000319642,0.000195295,0.000319242,8.85e-05,0.000220746,0.000304295,9,0
0.000224922,0.000243322,0.000224583,0.000223023,0.000269899,0.000159821,0.000170883,0.000206919,0.000177022,0.000222733,0.000228221,9,0
0.000226719,0.000288382,0.000224671,0.00022524,0.000106902,0.000159821,0.000117177,0.000200497,0.000354045,0.000225728,0.000121718,9,0
0.000226915,0.000189251,0.000226785,0.000228343,0.0,0.000799105,0.00053706,0.000393947,0.000177022,0.000220892,0.000304295,9,0
