Competitor,Rank,Mark,WIND,Nat,Pos,Venue,Date,Results Score,Net Result,AGE,AGE_AT_EVENT,current_match_ranking,match_year
8,2845,10.03,0.5,1168.4454428754814,sf,252,19-Jun-98,1196,10.08,49,23,,1998
8,2845,10.03,0.4,1168.4454428754814,5,41,2-Jul-99,1196,10.07,49,24,5.0,1999
8,2845,10.03,0.4,1168.4454428754814,h,243,14-Jul-00,1196,10.07,49,25,,2000
8,11386,10.16,1.3,1168.4454428754814,3,215,30-May-05,1152,10.29,49,30,3.0,2005
8,11386,10.16,1.6,1168.4454428754814,2h1,152,13-Jul-01,1152,10.32,49,26,2.0,2001
8,11386,10.16,1.3,1168.4454428754814,5,272,13-Jun-99,1152,10.29,49,24,5.0,1999
8,11386,10.16,0.1,1168.4454428754814,6,273,5-Sep-98,1152,10.17,49,23,6.0,1998
8,6354,10.1,0.9,1168.4454428754814,3qf,160,14-Jun-96,1172,10.19,49,21,3.0,1996
8,6354,10.1,0.8,1168.4454428754814,3,201,10-May-97,1172,10.18,49,22,3.0,1997
8,11386,10.16,-0.8,1168.4454428754814,1,206,16-May-98,1156,10.08,49,23,1.0,1998
8,6354,10.1,0,1168.4454428754814,1,274,25-Jul-98,1172,10.1,49,23,1.0,1998
8,6354,10.1,0.4,1168.4454428754814,1,86,23-Jun-00,1172,10.14,49,25,1.0,2000
8,6354,10.1,2.7,1168.4454428754814,1h2,186,28-Apr-01,1156,10.37,49,26,1.0,2001
8,3236,10.04,0.2,1168.4454428754814,5,261,13-Jun-97,1193,10.06,49,22,5.0,1997
8,6354,10.1,0.1,1168.4454428754814,3f2,41,4-Jul-01,1172,10.11,49,26,3.0,2001
8,6354,10.1,1.4,1168.4454428754814,1,201,11-May-02,1172,10.24,49,27,1.0,2002
8,3236,10.04,2.1,1168.4454428754814,4,194,25-Aug-00,1181,10.25,49,25,4.0,2000
8,10382,10.15,0.6,1168.4454428754814,2,186,24-Apr-04,1155,10.21,49,29,2.0,2004
8,5722,10.09,1.6,1168.4454428754814,1,186,27-Apr-02,1176,10.25,49,27,1.0,2002
8,8587,10.13,0.7,1168.4454428754814,h,2,21-Jun-01,1162,10.2,49,26,,2001
8,29380,10.28,1,1168.4454428754814,2,234,7-May-05,1112,10.38,49,30,2.0,2005
8,20480,10.23,-0.7,1168.4454428754814,1h1,243,10-Jul-04,1132,10.16,49,29,1.0,2004
8,20480,10.23,0.1,1168.4454428754814,1f2,69,8-Jul-05,1128,10.24,49,30,1.0,2005
8,20480,10.23,1.1,1168.4454428754814,2,169,2-Aug-04,1128,10.34,49,29,2.0,2004
8,1954,10.0,0.9,1168.4454428754814,h,261,12-Jun-97,1206,10.09,49,22,,1997
8,17420,10.21,0.8,1168.4454428754814,2,275,23-Aug-97,1135,10.29,49,22,2.0,1997
8,17420,10.21,0,1168.4454428754814,h,2,24-Jun-99,1135,10.21,49,24,,1999
8,20480,10.23,0.3,1168.4454428754814,3f2,69,11-Jul-03,1128,10.26,49,28,3.0,2003
8,25590,10.26,0,1168.4454428754814,1,56,2-Apr-97,1118,10.26,49,22,1.0,1997
8,17420,10.21,0.9,1168.4454428754814,1sf1,276,8-Jun-01,1135,10.3,49,26,1.0,2001
8,25590,10.26,-0.6,1168.4454428754814,4,190,3-Jul-99,1121,10.2,49,24,4.0,1999
8,25590,10.26,-0.5,1168.4454428754814,1,277,1-May-00,1121,10.21,49,25,1.0,2000
8,20480,10.23,-0.4,1168.4454428754814,4,86,6-Jul-01,1130,10.19,49,26,4.0,2001
8,14702,10.19,-1,1168.4454428754814,4,86,23-Jul-04,1148,10.09,49,29,4.0,2004
8,25590,10.26,0.5,1168.4454428754814,4f1,69,29-Jun-01,1118,10.31,49,26,4.0,2001
8,20480,10.23,0.2,1168.4454428754814,1h7,269,21-Aug-99,1128,10.25,49,24,1.0,1999
8,17420,10.21,1.9,1168.4454428754814,5sf3,247,25-Jun-05,1135,10.4,49,30,5.0,2005
8,25590,10.26,0.7,1168.4454428754814,2,222,20-May-04,1118,10.33,49,29,2.0,2004
8,20480,10.23,0.2,1168.4454428754814,2,251,5-Jun-98,1128,10.25,49,23,2.0,1998
8,20480,10.23,-0.3,1168.4454428754814,1f3,19,26-Aug-97,1129,10.2,49,22,1.0,1997
8,1101,9.96,2.5,1168.4454428754814,1,186,29-Apr-00,1205,10.21,49,25,1.0,2000
8,23770,10.25,-2,1168.4454428754814,5sf1,243,11-Jul-04,1134,10.05,49,29,5.0,2004
8,23770,10.25,-0.1,1168.4454428754814,5f1,159,5-Aug-00,1122,10.24,49,25,5.0,2000
8,23770,10.25,-1,1168.4454428754814,3,199,22-Jul-98,1128,10.15,49,23,3.0,1998
8,1716,9.99,2.6,1168.4454428754814,h,252,19-Jun-98,1195,10.25,49,23,,1998
8,1954,10.0,2.3,1168.4454428754814,1,2,25-Jun-99,1193,10.23,49,24,1.0,1999
8,16027,10.2,2.9,1168.4454428754814,2,278,27-Mar-97,1121,10.49,49,22,2.0,1997
8,16027,10.2,1.6,1168.4454428754814,3,279,20-Mar-98,1138,10.36,49,23,3.0,1998
8,22081,10.24,1.5,1168.4454428754814,1h2,186,24-Apr-04,1125,10.39,49,29,1.0,2004
8,22081,10.24,0.4,1168.4454428754814,1f1,158,3-Aug-03,1125,10.28,49,28,1.0,2003
8,16027,10.2,0.6,1168.4454428754814,3,276,8-Jun-01,1138,10.26,49,26,3.0,2001
8,22081,10.24,2.6,1168.4454428754814,5sf2,2,22-Jun-01,1110,10.5,49,26,5.0,2001
8,22081,10.24,0,1168.4454428754814,3,280,26-May-01,1125,10.24,49,26,3.0,2001
8,22081,10.24,0.7,1168.4454428754814,2,276,9-Jun-00,1125,10.31,49,25,2.0,2000
8,1101,9.96,3.4,1168.4454428754814,h,186,29-Apr-00,1200,10.3,49,25,,2000
8,16027,10.2,1.9,1168.4454428754814,3,281,6-Jul-03,1138,10.39,49,28,3.0,2003
8,23770,10.25,2.5,1168.4454428754814,h,200,28-May-96,1107,10.5,49,21,,1996
8,29380,10.28,0,1168.4454428754814,1,155,24-Apr-99,1112,10.28,49,24,1.0,1999
8,22081,10.24,0,1168.4454428754814,1,206,12-May-96,1125,10.24,49,21,1.0,1996
8,22081,10.24,0,1168.4454428754814,1,155,27-Apr-96,1125,10.24,49,21,1.0,1996
8,22081,10.24,0,1168.4454428754814,h,155,26-Apr-96,1125,10.24,49,21,,1996
8,23770,10.25,-0.1,1168.4454428754814,3,169,20-Aug-97,1122,10.24,49,22,3.0,1997
8,22081,10.24,0,1168.4454428754814,2,206,20-May-95,1125,10.24,49,20,2.0,1995
8,23770,10.25,-0.5,1168.4454428754814,1,81,2-Jul-98,1125,10.2,49,23,1.0,1998
8,1716,9.99,0.5,1168.4454428754814,1,226,4-May-02,1210,10.04,49,27,1.0,2002
8,22081,10.24,-0.7,1168.4454428754814,3,223,17-Jul-99,1129,10.17,49,24,3.0,1999
8,1489,9.98,4.9,1168.4454428754814,2,252,20-Jun-98,1184,10.47,49,23,2.0,1998
8,1954,10.0,2.9,1168.4454428754814,1,201,10-May-98,1189,10.29,49,23,1.0,1998
8,14702,10.19,-0.9,1168.4454428754814,2h1,41,2-Jul-99,1147,10.1,49,24,2.0,1999
8,27452,10.27,-0.4,1168.4454428754814,3,224,18-Jun-97,1117,10.23,49,22,3.0,1997
8,14702,10.19,-0.9,1168.4454428754814,3h1,164,12-Aug-98,1147,10.1,49,23,3.0,1998
8,18909,10.22,1.8,1168.4454428754814,4,282,15-May-05,1132,10.4,49,30,4.0,2005
8,18909,10.22,0.2,1168.4454428754814,2f2,156,27-Jul-04,1132,10.24,49,29,2.0,2004
8,14702,10.19,2.4,1168.4454428754814,3,190,4-Jun-98,1128,10.43,49,23,3.0,1998
8,27452,10.27,0.8,1168.4454428754814,5h4,215,21-Jun-02,1115,10.35,49,27,5.0,2002
8,14702,10.19,-1.5,1168.4454428754814,3,183,25-Jun-97,1151,10.04,49,22,3.0,1997
8,14702,10.19,-0.6,1168.4454428754814,2,190,2-Jun-97,1145,10.13,49,22,2.0,1997
8,14702,10.19,-0.2,1168.4454428754814,4f2,19,1-Sep-98,1143,10.17,49,23,4.0,1998
8,14702,10.19,1.5,1168.4454428754814,h,81,5-Jul-99,1142,10.34,49,24,,1999
8,27452,10.27,1.6,1168.4454428754814,5h4,189,15-Jun-94,1115,10.43,49,19,5.0,1994
8,14702,10.19,-1.1,1168.4454428754814,sf,261,12-Jun-97,1148,10.08,49,22,,1997
8,18909,10.22,0,1168.4454428754814,1,165,22-May-05,1132,10.22,49,30,1.0,2005
9,9471,10.14,-0.4,1162.0257936507937,4,194,25-Aug-95,1161,10.1,56,28,4.0,1995
9,29380,10.28,0.2,1162.0257936507937,4,283,17-Jul-91,1112,10.3,56,24,4.0,1991
9,4606,10.07,0.9,1162.0257936507937,1,19,7-Sep-99,1182,10.16,56,32,1.0,1999
9,2845,10.03,0.7,1162.0257936507937,1,183,28-Jun-96,1196,10.1,56,28,1.0,1996
9,9471,10.14,0.7,1162.0257936507937,1h2,192,15-Sep-95,1159,10.21,56,28,1.0,1995
9,3690,10.05,2.2,1162.0257936507937,1,200,12-Aug-00,1176,10.27,56,33,1.0,2000
9,9471,10.14,-0.5,1162.0257936507937,2qf5,184,5-Aug-95,1162,10.09,56,28,2.0,1995
9,22081,10.24,-0.6,1162.0257936507937,1h2,234,13-May-00,1128,10.18,56,32,1.0,2000
9,22081,10.24,-0.4,1162.0257936507937,3,234,13-May-00,1127,10.2,56,32,3.0,2000
9,18909,10.22,-0.8,1162.0257936507937,4sf1,148,3-Aug-97,1136,10.14,56,30,4.0,1997
9,4606,10.07,2.3,1162.0257936507937,1,284,19-Jun-98,1169,10.3,56,30,1.0,1998
9,3690,10.05,0.6,1162.0257936507937,1,285,13-Jul-92,1189,10.11,56,25,1.0,1992
9,1277,9.97,1.3,1162.0257936507937,2,42,15-Jul-95,1217,10.1,56,28,2.0,1995
9,22081,10.24,0.3,1162.0257936507937,8,156,5-Aug-98,1125,10.27,56,31,8.0,1998
9,22081,10.24,0.6,1162.0257936507937,5,237,21-Aug-96,1125,10.3,56,29,5.0,1996
9,9471,10.14,-0.1,1162.0257936507937,3,66,25-Jul-95,1159,10.13,56,28,3.0,1995
9,18909,10.22,-3.1,1162.0257936507937,1,277,8-May-97,1150,9.91,56,29,1.0,1997
9,4606,10.07,0.9,1162.0257936507937,3sf2,149,15-Aug-93,1182,10.16,56,26,3.0,1993
9,4606,10.07,0.1,1162.0257936507937,2qf3,149,14-Aug-93,1182,10.08,56,26,2.0,1993
9,18909,10.22,0.5,1162.0257936507937,1,8,2-May-99,1132,10.27,56,31,1.0,1999
9,4606,10.07,1.3,1162.0257936507937,3sf1,67,25-Aug-91,1182,10.2,56,24,3.0,1991
9,7744,10.12,0.6,1162.0257936507937,3f1,41,8-Jul-92,1165,10.18,56,24,3.0,1992
9,4606,10.07,2.4,1162.0257936507937,3h2,156,5-Aug-98,1168,10.31,56,31,3.0,1998
9,2845,10.03,-0.2,1162.0257936507937,1sf1,184,6-Aug-95,1197,10.01,56,28,1.0,1995
9,12446,10.17,0,1162.0257936507937,1,286,28-Aug-93,1148,10.17,56,26,1.0,1993
9,2845,10.03,1,1162.0257936507937,2,184,6-Aug-95,1196,10.13,56,28,2.0,1995
9,16027,10.2,1.3,1162.0257936507937,h,200,22-Aug-94,1138,10.33,56,27,,1994
9,7017,10.11,0.8,1162.0257936507937,1,237,25-Aug-93,1169,10.19,56,26,1.0,1993
9,3690,10.05,-0.4,1162.0257936507937,6f1,191,3-Jul-96,1191,10.01,56,28,6.0,1996
9,16027,10.2,0.8,1162.0257936507937,2h1,164,16-Aug-95,1138,10.28,56,28,2.0,1995
9,7017,10.11,0.2,1162.0257936507937,3sf1,237,4-Jul-94,1169,10.13,56,26,3.0,1994
9,16027,10.2,-0.9,1162.0257936507937,3h2,164,14-Aug-96,1143,10.11,56,29,3.0,1996
9,1277,9.97,0.1,1162.0257936507937,3f3,185,16-Jun-99,1217,9.98,56,31,3.0,1999
9,7017,10.11,0.7,1162.0257936507937,1,287,17-Sep-95,1169,10.18,56,28,1.0,1995
9,12446,10.17,0.6,1162.0257936507937,1qf3,34,20-Jul-01,1148,10.23,56,34,1.0,2001
9,12446,10.17,0.6,1162.0257936507937,1,288,8-Jun-01,1148,10.23,56,33,1.0,2001
9,7017,10.11,1.5,1162.0257936507937,4,289,7-Sep-96,1169,10.26,56,29,4.0,1996
9,3690,10.05,0.7,1162.0257936507937,5,66,8-Aug-98,1189,10.12,56,31,5.0,1998
9,2845,10.03,2.7,1162.0257936507937,1,42,27-Jul-91,1180,10.3,56,24,1.0,1991
9,607,9.92,2.2,1162.0257936507937,1,199,21-May-95,1221,10.14,56,27,1.0,1995
9,607,9.92,1.1,1162.0257936507937,1,267,13-Jun-99,1234,10.03,56,31,1.0,1999
9,7017,10.11,1,1162.0257936507937,h,200,12-Aug-00,1169,10.21,56,33,,2000
9,16027,10.2,-1.1,1162.0257936507937,3h3,164,12-Aug-98,1144,10.09,56,31,3.0,1998
9,12446,10.17,0,1162.0257936507937,5,274,25-Jul-98,1148,10.17,56,31,5.0,1998
9,16027,10.2,0.1,1162.0257936507937,7,273,5-Sep-98,1138,10.21,56,31,7.0,1998
9,12446,10.17,0.8,1162.0257936507937,5f2,41,2-Jul-97,1148,10.25,56,29,5.0,1997
9,7017,10.11,0.1,1162.0257936507937,4f2,41,4-Jul-01,1169,10.12,56,33,4.0,2001
9,7017,10.11,2.1,1162.0257936507937,3qf3,188,4-Aug-01,1157,10.32,56,34,3.0,2001
9,12446,10.17,-1.5,1162.0257936507937,1,290,7-Aug-96,1157,10.02,56,29,1.0,1996
9,31544,10.29,-0.6,1162.0257936507937,5,190,2-Jun-97,1111,10.23,56,29,5.0,1997
9,12446,10.17,0.1,1162.0257936507937,4,66,9-Sep-95,1148,10.18,56,28,4.0,1995
9,12446,10.17,1,1162.0257936507937,2h1,152,21-Jul-95,1148,10.27,56,28,2.0,1995
9,12446,10.17,-0.2,1162.0257936507937,2,291,1-Jun-94,1149,10.15,56,26,2.0,1994
9,31544,10.29,0.3,1162.0257936507937,6f1,156,8-Jul-96,1108,10.32,56,28,6.0,1996
9,7744,10.12,0.5,1162.0257936507937,2f2,292,18-Sep-93,1165,10.17,56,26,2.0,1993
9,16027,10.2,0.3,1162.0257936507937,3qf2,187,22-Sep-00,1138,10.23,56,33,3.0,2000
9,9471,10.14,0,1162.0257936507937,3,66,7-Aug-93,1159,10.14,56,26,3.0,1993
9,22081,10.24,-0.5,1162.0257936507937,2qf2,293,31-Jul-92,1128,10.19,56,25,2.0,1992
9,18909,10.22,-1.8,1162.0257936507937,h,284,15-Jun-96,1142,10.04,56,28,,1996
9,4132,10.06,-0.7,1162.0257936507937,3,164,11-Aug-99,1190,9.99,56,32,3.0,1999
9,20480,10.23,-0.2,1162.0257936507937,1sf1,34,21-Jul-01,1129,10.21,56,34,1.0,2001
9,4132,10.06,1.4,1162.0257936507937,1f2,41,25-Aug-98,1186,10.2,56,31,1.0,1998
9,8587,10.13,0.2,1162.0257936507937,2,33,6-Sep-92,1162,10.15,56,25,2.0,1992
9,8587,10.13,0.7,1162.0257936507937,1sf1,294,11-Jul-94,1162,10.2,56,26,1.0,1994
9,8587,10.13,-1.2,1162.0257936507937,2qf5,193,26-Jul-96,1169,10.01,56,29,2.0,1996
9,4132,10.06,0.4,1162.0257936507937,1qf2,148,2-Aug-97,1186,10.1,56,30,1.0,1997
9,8587,10.13,-0.6,1162.0257936507937,5sf2,193,27-Jul-96,1165,10.07,56,29,5.0,1996
9,8587,10.13,-0.3,1162.0257936507937,3,204,10-Aug-96,1163,10.1,56,29,3.0,1996
9,20480,10.23,0.4,1162.0257936507937,4,267,25-Jun-00,1128,10.27,56,32,4.0,2000
9,18909,10.22,-0.7,1162.0257936507937,4f1,164,19-Aug-92,1136,10.15,56,25,4.0,1992
9,8587,10.13,-0.2,1162.0257936507937,h,267,13-Jun-99,1163,10.11,56,31,,1999
9,18909,10.22,0.5,1162.0257936507937,4,194,13-Sep-91,1132,10.27,56,24,4.0,1991
9,20480,10.23,1.9,1162.0257936507937,sf,254,26-Jun-99,1128,10.42,56,31,,1999
9,10382,10.15,-2.1,1162.0257936507937,3,264,19-Jul-97,1167,9.94,56,30,3.0,1997
9,10382,10.15,-0.1,1162.0257936507937,h,264,19-Jul-97,1155,10.14,56,30,,1997
9,10382,10.15,0.4,1162.0257936507937,2f1,253,7-May-98,1155,10.19,56,30,2.0,1998
9,20480,10.23,0.3,1162.0257936507937,8f1,19,26-Aug-97,1128,10.26,56,30,8.0,1997
9,20480,10.23,0.3,1162.0257936507937,2,295,1-Jun-95,1128,10.26,56,27,2.0,1995
9,20480,10.23,-0.2,1162.0257936507937,1h4,149,14-Aug-93,1129,10.21,56,26,1.0,1993
9,29380,10.28,-0.8,1162.0257936507937,3,234,11-May-96,1116,10.2,56,28,3.0,1996
9,20480,10.23,0.8,1162.0257936507937,6f1,41,7-Jul-93,1128,10.31,56,25,6.0,1993
9,1101,9.96,2.8,1162.0257936507937,2f1,290,29-Jul-95,1204,10.24,56,28,2.0,1995
9,20480,10.23,-0.8,1162.0257936507937,1,81,1-Jul-92,1132,10.15,56,24,1.0,1992
9,20480,10.23,0,1162.0257936507937,2,296,10-Sep-91,1128,10.23,56,24,2.0,1991
9,1101,9.96,-0.3,1162.0257936507937,1sf2,269,22-Aug-99,1221,9.93,56,32,1.0,1999
9,29380,10.28,0.3,1162.0257936507937,2,156,3-Jul-91,1112,10.31,56,23,2.0,1991
9,4132,10.06,0.9,1162.0257936507937,1,176,1-Sep-99,1186,10.15,56,32,1.0,1999
9,22081,10.24,-0.7,1162.0257936507937,1h6,184,5-Aug-95,1129,10.17,56,28,1.0,1995
9,10382,10.15,0.5,1162.0257936507937,1h,294,11-Jul-94,1155,10.2,56,26,1.0,1994
9,10382,10.15,1.8,1162.0257936507937,2,297,12-Jun-94,1155,10.33,56,26,2.0,1994
9,9471,10.14,1.2,1162.0257936507937,8,67,25-Aug-91,1159,10.26,56,24,8.0,1991
9,22081,10.24,1,1162.0257936507937,4f1,19,27-Aug-93,1125,10.34,56,26,4.0,1993
9,18909,10.22,-0.5,1162.0257936507937,1,298,29-Apr-95,1135,10.17,56,27,1.0,1995
9,29380,10.28,1.4,1162.0257936507937,1h8,67,24-Aug-91,1112,10.42,56,24,1.0,1991
9,7744,10.12,0.2,1162.0257936507937,7,148,3-Aug-97,1165,10.14,56,30,7.0,1997
9,22081,10.24,1.3,1162.0257936507937,3sf2,299,28-Jan-90,1125,10.37,56,22,3.0,1990
9,9471,10.14,1.8,1162.0257936507937,1,34,5-Aug-89,1159,10.32,56,22,1.0,1989
9,10382,10.15,0.7,1162.0257936507937,1,192,16-Jun-91,1155,10.22,56,23,1.0,1991
9,7744,10.12,0.1,1162.0257936507937,5,19,1-Sep-98,1165,10.13,56,31,5.0,1998
9,7744,10.12,1.4,1162.0257936507937,3,239,14-Jun-00,1165,10.26,56,32,3.0,2000
9,11386,10.16,-0.1,1162.0257936507937,1f1,159,5-Aug-00,1152,10.15,56,33,1.0,2000
9,7744,10.12,2.9,1162.0257936507937,1,284,21-Jul-00,1148,10.41,56,33,1.0,2000
9,18909,10.22,1.5,1162.0257936507937,6,272,2-Jul-93,1132,10.37,56,25,6.0,1993
9,17420,10.21,-1.3,1162.0257936507937,,300,29-Jun-91,1142,10.08,56,23,,1991
9,17420,10.21,-1.3,1162.0257936507937,1,42,27-Jul-91,1142,10.08,56,24,1.0,1991
9,17420,10.21,0.5,1162.0257936507937,2,223,15-Jul-92,1135,10.26,56,25,2.0,1992
9,11386,10.16,0.2,1162.0257936507937,4,205,16-Aug-96,1152,10.18,56,29,4.0,1996
9,17420,10.21,-1.2,1162.0257936507937,2sf2,293,1-Aug-92,1142,10.09,56,25,2.0,1992
9,11386,10.16,2.9,1162.0257936507937,3,301,30-Jun-89,1135,10.45,56,21,3.0,1989
9,3236,10.04,0.6,1162.0257936507937,1h3,42,14-Jul-95,1193,10.1,56,28,1.0,1995
9,17420,10.21,0.4,1162.0257936507937,1,146,1-Sep-93,1135,10.25,56,26,1.0,1993
9,17420,10.21,0.4,1162.0257936507937,qf2,200,22-Aug-94,1135,10.25,56,27,2.0,1994
9,3236,10.04,0,1162.0257936507937,2,42,21-Jun-96,1193,10.04,56,28,2.0,1996
9,968,9.95,-0.2,1162.0257936507937,2qf5,269,21-Aug-99,1225,9.93,56,32,2.0,1999
9,3236,10.04,0.8,1162.0257936507937,2,69,7-Jul-99,1193,10.12,56,31,2.0,1999
9,3236,10.04,0.1,1162.0257936507937,1,194,3-Sep-99,1193,10.05,56,32,1.0,1999
9,18909,10.22,0.2,1162.0257936507937,3,194,28-Aug-92,1132,10.24,56,25,3.0,1992
9,10382,10.15,1.2,1162.0257936507937,8f3,41,6-Jul-94,1155,10.27,56,26,8.0,1994
9,33876,10.3,-1,1162.0257936507937,5,199,22-Jul-98,1111,10.2,56,31,5.0,1998
9,18909,10.22,-1,1162.0257936507937,2,282,3-May-98,1138,10.12,56,30,2.0,1998
9,14702,10.19,-0.3,1162.0257936507937,7,194,28-Aug-98,1143,10.16,56,31,7.0,1998
9,23770,10.25,1.7,1162.0257936507937,1,302,10-Sep-96,1122,10.42,56,29,1.0,1996
9,2531,10.02,0.6,1162.0257936507937,2,192,15-Sep-95,1199,10.08,56,28,2.0,1995
9,13525,10.18,0.7,1162.0257936507937,4,205,16-Aug-92,1145,10.25,56,25,4.0,1992
9,33876,10.3,0,1162.0257936507937,5f1,69,5-Jun-97,1105,10.3,56,29,5.0,1997
9,13525,10.18,0,1162.0257936507937,2,281,1-Jul-01,1145,10.18,56,33,2.0,2001
9,27452,10.27,-0.7,1162.0257936507937,6,205,24-Aug-97,1119,10.2,56,30,6.0,1997
9,13525,10.18,0.7,1162.0257936507937,2,34,21-Jul-01,1145,10.25,56,34,2.0,2001
9,13525,10.18,0,1162.0257936507937,1sf1,192,14-Jun-91,1145,10.18,56,23,1.0,1991
9,148,9.84,0.2,1162.0257936507937,2,269,22-Aug-99,1262,9.86,56,32,2.0,1999
9,319,9.88,3.1,1162.0257936507937,1,254,26-Jun-99,1230,10.19,56,31,1.0,1999
9,33876,10.3,0,1162.0257936507937,6f1,191,10-Jul-91,1105,10.3,56,23,6.0,1991
9,2237,10.01,4.3,1162.0257936507937,3qf2,67,24-Aug-91,1178,10.44,56,24,3.0,1991
9,33876,10.3,0.3,1162.0257936507937,1h4,34,20-Jul-01,1105,10.33,56,34,1.0,2001
9,33876,10.3,0.4,1162.0257936507937,8,194,23-Aug-96,1105,10.34,56,29,8.0,1996
9,14702,10.19,1,1162.0257936507937,5,194,3-Sep-93,1142,10.29,56,26,5.0,1993
9,25590,10.26,-0.7,1162.0257936507937,1,34,10-Jun-98,1122,10.19,56,30,1.0,1998
9,23770,10.25,2.9,1162.0257936507937,3sf1,273,5-Jun-95,1105,10.54,56,27,3.0,1995
9,5146,10.08,0.2,1162.0257936507937,4,237,4-Jul-94,1179,10.1,56,26,4.0,1994
9,14702,10.19,0.6,1162.0257936507937,1f2,169,5-Aug-91,1142,10.25,56,24,1.0,1991
9,27452,10.27,-0.8,1162.0257936507937,5,152,21-Jul-95,1119,10.19,56,28,5.0,1995
9,13525,10.18,-0.9,1162.0257936507937,2h1,193,26-Jul-96,1150,10.09,56,29,2.0,1996
9,5722,10.09,0.5,1162.0257936507937,4,293,1-Aug-92,1176,10.14,56,25,4.0,1992
9,5146,10.08,0.7,1162.0257936507937,1,272,17-Jun-00,1179,10.15,56,32,1.0,2000
9,13525,10.18,0.4,1162.0257936507937,2,86,23-Jun-00,1145,10.22,56,32,2.0,2000
9,381,9.89,1.5,1162.0257936507937,1,42,1-Aug-98,1245,10.04,56,31,1.0,1998
9,5146,10.08,-0.6,1162.0257936507937,1,225,5-Jul-99,1182,10.02,56,31,1.0,1999
9,14702,10.19,1.3,1162.0257936507937,3,8,5-May-01,1142,10.32,56,33,3.0,2001
9,5146,10.08,2.2,1162.0257936507937,h,42,1-Aug-98,1166,10.3,56,31,,1998
9,16027,10.2,-0.4,1162.0257936507937,2,81,29-Jun-93,1140,10.16,56,25,2.0,1993
9,5146,10.08,0.2,1162.0257936507937,1,176,1-Jul-98,1179,10.1,56,30,1.0,1998
9,2531,10.02,-0.6,1162.0257936507937,2f1,159,7-Aug-99,1202,9.96,56,32,2.0,1999
9,23770,10.25,0.6,1162.0257936507937,1,272,17-Jun-01,1122,10.31,56,33,1.0,2001
9,29380,10.28,0,1162.0257936507937,1h7,188,4-Aug-01,1112,10.28,56,34,1.0,2001
9,13525,10.18,-0.5,1162.0257936507937,1h5,269,21-Aug-99,1148,10.13,56,32,1.0,1999
9,27452,10.27,NWI,1162.0257936507937,4f2,272,8-Jul-94,1085,#VALUE!,56,26,4.0,1994
9,23770,10.25,0.8,1162.0257936507937,h,267,25-Jun-00,1122,10.33,56,32,,2000
9,27452,10.27,0.7,1162.0257936507937,3,273,5-Jun-95,1115,10.34,56,27,3.0,1995
9,13525,10.18,-1.4,1162.0257936507937,7,164,14-Aug-96,1153,10.04,56,29,7.0,1996
9,5146,10.08,0.5,1162.0257936507937,1,294,11-Jul-94,1179,10.13,56,26,1.0,1994
9,23770,10.25,0,1162.0257936507937,4f2,164,4-Aug-93,1122,10.25,56,26,4.0,1993
9,5722,10.09,4.8,1162.0257936507937,2,8,6-May-00,1148,10.57,56,32,2.0,2000
9,23770,10.25,0.3,1162.0257936507937,h,214,12-Jul-89,1122,10.28,56,22,,1989
9,2531,10.02,0.3,1162.0257936507937,5,149,15-Aug-93,1199,10.05,56,26,5.0,1993
9,25590,10.26,-0.9,1162.0257936507937,1,24,3-Jun-01,1123,10.17,56,33,1.0,2001
9,5722,10.09,-0.7,1162.0257936507937,1f1,237,22-Aug-95,1180,10.02,56,28,1.0,1995
9,33876,10.3,-2.2,1162.0257936507937,2,199,6-Jun-99,1118,10.08,56,31,2.0,1999
9,7017,10.11,1.3,1162.0257936507937,1,42,20-Jun-92,1169,10.24,56,24,1.0,1992
9,5722,10.09,1.5,1162.0257936507937,1,295,19-Jul-91,1176,10.24,56,24,1.0,1991
9,16027,10.2,0,1162.0257936507937,1,284,23-Jun-93,1138,10.2,56,25,1.0,1993
10,279,9.87,5.2,1168.4454428754814,3,261,16-Jul-88,1221,10.39,63,27,3.0,1988
10,17420,10.21,NWI,1168.4454428754814,1,303,11-Jun-88,1105,#VALUE!,63,27,1.0,1988
10,14702,10.19,0,1168.4454428754814,1,304,11-Jul-86,1142,10.19,63,25,1.0,1986
10,22081,10.24,0,1168.4454428754814,1,305,15-May-83,1125,10.24,63,22,1.0,1983
10,22081,10.24,-0.2,1168.4454428754814,2h3,261,15-Jun-85,1126,10.22,63,24,2.0,1985
10,7017,10.11,-0.4,1168.4454428754814,1,306,28-Jun-88,1171,10.07,63,27,1.0,1988
10,17420,10.21,-0.7,1168.4454428754814,2,304,22-Aug-87,1139,10.14,63,26,2.0,1987
10,830,9.94,4.6,1168.4454428754814,1,243,21-Jul-84,1200,10.4,63,23,1.0,1984
10,17420,10.21,0.7,1168.4454428754814,1,307,19-Jul-87,1135,10.28,63,26,1.0,1987
10,17420,10.21,1.3,1168.4454428754814,2,2,7-Jun-86,1135,10.34,63,25,2.0,1986
10,18909,10.22,1.8,1168.4454428754814,5,308,27-Jun-87,1132,10.4,63,26,5.0,1987
10,17420,10.21,-0.3,1168.4454428754814,2,218,8-Aug-83,1136,10.18,63,22,2.0,1983
10,23770,10.25,0.6,1168.4454428754814,5f1,41,8-Jul-92,1122,10.31,63,31,5.0,1992
10,17420,10.21,-0.8,1168.4454428754814,1sf1,309,21-Jul-81,1139,10.13,63,20,1.0,1981
